"PG.ProteinGroups","Contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant_FDR_0.05","FDR05","FC05","FC10","DEP_FDR","DEP_FDR_FC05","DEP_FDR_FC10","Direction"
"P16112","High_vs_Low",-0.485827645913437,10.6192276016162,-4.7064894918868,3.23784959379927e-06,0.00222043175614817,4.22119519608349,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q08378","High_vs_Low",-0.442043249452322,10.9803317747758,-4.5591107170844,6.64582868503172e-06,0.00222043175614817,3.56419778160695,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q92696","High_vs_Low",-0.464069862261104,9.20255972567773,-4.54915970733747,6.83846140763912e-06,0.00222043175614817,3.5387660831808,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P13591","High_vs_Low",-0.377030017430075,13.0415600066814,-4.51288950269405,7.91935535745394e-06,0.00222043175614817,3.40467967514497,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q8TB73","High_vs_Low",-0.420930130056909,8.07615447087365,-4.47801951235436,9.29427112264782e-06,0.00222043175614817,3.25912848510633,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P07585","High_vs_Low",-0.303334431128075,12.3218478838271,-4.47675053653027,9.32545892917131e-06,0.00222043175614817,3.25575507268628,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O14594","High_vs_Low",-0.338048803475971,11.5404132603241,-4.44327643726295,1.08389276799422e-05,0.00222043175614817,3.11879712974412,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O14786","High_vs_Low",-0.293258576953324,14.1057122819407,-4.37906373725451,1.44251683923063e-05,0.00236141885577988,2.85873140999053,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9Y240","High_vs_Low",-0.379634582288464,12.7172879304592,-4.35560652765205,1.59987846371112e-05,0.00236141885577988,2.76460142870678,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P98160","High_vs_Low",-0.331180140853975,12.0119256250694,-4.34173897792126,1.70049085770336e-05,0.00236141885577988,2.70917339006531,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q99983","High_vs_Low",-0.405920109753758,14.0210376603404,-4.32733189112763,1.81140916412683e-05,0.00236141885577988,2.65176229156186,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P05090","High_vs_Low",-0.310231470196234,12.5090928069042,-4.25089175026703,2.52538676478494e-05,0.00281842874659094,2.35011662079472,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q13316","High_vs_Low",-0.362469661182347,8.79183929707337,-4.24892628619516,2.56663538243007e-05,0.00281842874659094,2.33931725280601,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O75752","High_vs_Low",-0.255696667271577,9.08650774546357,-4.23111517778811,2.75160407616967e-05,0.00281842874659094,2.27253342711408,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q92859","High_vs_Low",-0.335777933302136,10.3580887885757,-4.20499461026952,3.07561899862387e-05,0.00294029176268442,2.17139955150684,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O75487","High_vs_Low",-0.342779620231813,8.63209285874185,-4.17166485164974,3.54597542026574e-05,0.00317808047041317,2.04259978357757,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q14520","High_vs_Low",-0.344859582489377,17.7652235911754,-4.15027761936659,3.8811577244848e-05,0.00320865829552815,1.96070021206284,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P28482","High_vs_Low",-0.482759223999901,9.66480459812693,-4.12820809718986,4.26984475888027e-05,0.00320865829552815,1.87555897801232,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q6UWP8","High_vs_Low",-0.434119086010783,8.86699732756677,-4.11741073006935,4.45768114273447e-05,0.00320865829552815,1.83537659759168,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q06828","High_vs_Low",-0.290548621602927,11.3865768349313,-4.11648114196776,4.47511617228473e-05,0.00320865829552815,1.83184554047762,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P22466","High_vs_Low",-0.551231399747444,8.46941183115627,-4.08846855012968,5.1539853641315e-05,0.00333617930149253,1.71265670402869,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"Higher in Low"
"Q14956","High_vs_Low",-0.407432461317501,8.13264599466575,-4.06165330200944,5.66151365500641e-05,0.00333617930149253,1.62741792565941,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P49746","High_vs_Low",-0.346564228366676,12.0163436387452,-4.05931417217803,5.6812009059856e-05,0.00333617930149253,1.61612756234314,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O15335","High_vs_Low",-0.366008636182293,11.1646172019808,-4.05511642891275,5.78098550129799e-05,0.00333617930149253,1.60039865750979,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P35052","High_vs_Low",-0.290024136196072,7.97811099423777,-4.04480963705042,6.03309747818824e-05,0.00333617930149253,1.56184379421508,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q99715","High_vs_Low",-0.320290009890424,10.7379249597153,-4.04417887480627,6.04886065821519e-05,0.00333617930149253,1.55948726822885,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O00468","High_vs_Low",-0.276281453354587,10.1802458113195,-4.03281988996433,6.3395117371869e-05,0.00336698512263927,1.51710901001048,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q7LGC8","High_vs_Low",-0.278969044252412,11.0081953095231,-4.00358735390772,7.14969439846514e-05,0.00354711847400752,1.40856118315198,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9NR99","High_vs_Low",-0.290871863924691,10.2462125740413,-4.00278052989275,7.17339161410168e-05,0.00354711847400752,1.40557573257644,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P09603","High_vs_Low",-0.299395117325982,11.5767337196292,-3.97061442749003,8.18121408599366e-05,0.00377185485648467,1.28701270210178,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q0VD83","High_vs_Low",-0.342918078277039,10.4164400313693,-3.9647236270911,8.37975980160914e-05,0.00377185485648467,1.26539664184893,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q8NG11","High_vs_Low",-0.346357582439577,7.23294595188545,-3.97297696417439,8.41697039103971e-05,0.00377185485648467,1.28366249645,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9UKM7","High_vs_Low",-0.326302054051277,9.59108330370966,-3.95223637656872,8.81583742262591e-05,0.0038308820800138,1.21967475437192,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q6ZRP7","High_vs_Low",-0.361076103515192,8.45863801831273,-3.92756441043777,9.74140595942879e-05,0.00409842065051398,1.1297368170612,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P78539","High_vs_Low",-0.300069477399235,9.36449724584815,-3.91870049819233,0.000100982617145012,0.00409842065051398,1.09751995673201,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q13103","High_vs_Low",-0.30571895391865,16.3182058800291,-3.91399552365239,0.000102889221351815,0.00409842065051398,1.08049898740072,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P35443","High_vs_Low",-0.352856303425291,15.3802682371216,-3.90552672217365,0.000106452749782255,0.00412576332939874,1.04984916047251,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q14515","High_vs_Low",-0.323722684974175,14.4478341156698,-3.88233312203969,0.000116819715707254,0.00435901778539578,0.966227752829758,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9BYH1","High_vs_Low",-0.310548175266486,11.0767575573965,-3.87475079293524,0.000120411036115217,0.00435901778539578,0.938992307326198,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P28906","High_vs_Low",-0.360813359055095,10.8771231873645,-3.87247959138573,0.000121590454264875,0.00435901778539578,0.931078435433412,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P04004","High_vs_Low",-0.272652972367123,18.311104894547,-3.86305241744395,0.000126157341298347,0.0044124299371178,0.897070466603965,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q6P4E1","High_vs_Low",-0.2898375651728,11.2987990677628,-3.85673212986718,0.000129368797456571,0.00441702037030292,0.874470978881428,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O95196","High_vs_Low",-0.320096612381255,9.55429030817418,-3.84336714211573,0.00013691543110305,0.00443006302497877,0.827592052308364,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q5JRA6","High_vs_Low",-0.329167581397352,11.1089883338995,-3.84146029072625,0.00013745054694316,0.00443006302497877,0.820007208092116,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9H251","High_vs_Low",-0.340042349521346,10.1743566385053,-3.8291107050261,0.000144332274319628,0.00443006302497877,0.776113897455027,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P08294","High_vs_Low",-0.314605377643598,9.55487548000719,-3.82771018576075,0.000145132930732732,0.00443006302497877,0.771144532794319,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P08493","High_vs_Low",-0.31932544773318,14.5087894097268,-3.82759786594069,0.000145197323691773,0.00443006302497877,0.770746070428116,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q8IUX7","High_vs_Low",-0.291694663019666,10.8583446705053,-3.81039013130216,0.00015538763003863,0.00464220544740407,0.709830625687233,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P49747","High_vs_Low",-0.318139621116435,15.0549524769849,-3.78629008097318,0.000170799109039263,0.00499848821147557,0.624951497638611,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9HC84","High_vs_Low",-0.558904752870545,8.75911052980223,-3.76977423323489,0.000182603918120471,0.00513533483371889,0.56751846671771,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"Higher in Low"
"Q8IZF2","High_vs_Low",-0.285626412674647,10.4755511402166,-3.76913296042052,0.00018263743132473,0.00513533483371889,0.564834686662553,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P09326","High_vs_Low",-0.382030297331022,8.27252669852262,-3.74169207306107,0.000204265124819723,0.0055795634154485,0.47185411379767,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P07359","High_vs_Low",-0.272122274218855,17.2216117069061,-3.7378757768296,0.000206218173653257,0.0055795634154485,0.45597546319553,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q13444","High_vs_Low",-0.458229327159033,7.67045513309621,-3.71601628984113,0.000226983196809475,0.00602766489305162,0.381088303187581,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P19256","High_vs_Low",-0.30410409387196,7.92849692399026,-3.68119529845926,0.000258169836641522,0.00668058606099324,0.269900705154023,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P06734","High_vs_Low",-0.374318015664242,9.32929477376901,-3.67806183320427,0.000260887600708244,0.00668058606099324,0.257673143095375,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q6Q788","High_vs_Low",-0.293823111485372,12.4906748574499,-3.64802172940539,0.000290987290918198,0.0071113664990785,0.147817317921491,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P49641","High_vs_Low",-0.288579745289779,9.51224490637486,-3.64018162414955,0.000299762858446164,0.0071113664990785,0.121266154194875,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q6UVK1","High_vs_Low",-0.298144912410397,10.2513471448004,-3.63876532163137,0.000301374423862441,0.0071113664990785,0.116475501947654,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O75787","High_vs_Low",-0.339441208497044,9.87541007003625,-3.6361000584041,0.000304429229992186,0.0071113664990785,0.107465023532867,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O60279","High_vs_Low",-0.260853453113453,12.8655236198375,-3.6350754112165,0.000305611355009349,0.0071113664990785,0.10400265531563,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O94985","High_vs_Low",-0.266971332514078,10.9705470510569,-3.63347622333106,0.000307464939290702,0.0071113664990785,0.0986007145991206,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P14314","High_vs_Low",-0.233194681339732,12.3645363561711,-3.62461605121435,0.000317927313540475,0.00720715375774807,0.0687125254463803,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P10451","High_vs_Low",-0.295592210078141,12.3126779788882,-3.621522624044,0.000321658187235618,0.00720715375774807,0.0582937030263855,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9HCM3","High_vs_Low",-0.261616201315963,9.58969756289802,-3.60793268026544,0.000338540695972842,0.00746872858500086,0.0126220198429046,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O15466","High_vs_Low",-0.305638253385021,9.26655341569532,-3.59916178507883,0.000349935271164512,0.00759083958367728,-0.0166976255746949,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9NQ79","High_vs_Low",-0.285547015445275,12.4205866055037,-3.59012684944906,0.000361920616225291,0.00759083958367728,-0.0469714189204549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P40967","High_vs_Low",-0.321025098420263,11.9632614282273,-3.58612500551765,0.000367379632740723,0.00759083958367728,-0.0603264776943497,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q12797","High_vs_Low",-0.266443501051951,9.33365917433276,-3.58006623982665,0.000375791669086251,0.00759083958367728,-0.0805190406257736,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9BUD6","High_vs_Low",-0.397306702209899,8.30220130383214,-3.58059602139138,0.000376874236770287,0.00759083958367728,-0.0766211730132884,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9BRK5","High_vs_Low",-0.352007245233523,9.51665916467102,-3.57848081958735,0.000378022499435981,0.00759083958367728,-0.0857975542158895,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P09619","High_vs_Low",-0.348245667087998,10.0526943388665,-3.57139819507059,0.000388140847572887,0.00759083958367728,-0.109351400572341,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q8WWA0","High_vs_Low",-0.344883563722574,11.3286383558247,-3.57116691943514,0.00038847549243782,0.00759083958367728,-0.110119779466213,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q14517","High_vs_Low",-0.36159708067219,10.1621116505705,-3.56740754780393,0.000393953187700191,0.00759083958367728,-0.122603105097091,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P55290","High_vs_Low",-0.285866949942312,10.6100003232899,-3.56428268242005,0.000398561357156973,0.00759083958367728,-0.13296999251647,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P05154","High_vs_Low",-0.251864091241194,11.1060086987,-3.56176961597333,0.00040230391098987,0.00759083958367728,-0.141300947778442,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P13942","High_vs_Low",-0.333771095662177,9.11401878097648,-3.54014135250202,0.000435902127754929,0.00811796949611128,-0.212769045056826,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9BV94","High_vs_Low",-0.330906483518373,9.52629169095206,-3.50291702246326,0.000500672508643351,0.00911250129352759,-0.329199037553746,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P27797","High_vs_Low",-0.243937020258299,11.9731163602869,-3.50179422631371,0.000502013669587643,0.00911250129352759,-0.338465161693174,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9Y5X9","High_vs_Low",-0.276639887532323,8.29807601065005,-3.49727501796637,0.000510961577177694,0.00915898627091017,-0.351441488485086,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O43157","High_vs_Low",-0.26125899060035,12.5580045037599,-3.48725870242735,0.00052943876857555,0.00937302708811528,-0.385769981786797,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P12109","High_vs_Low",-0.278703927251083,9.44232007752995,-3.48238767098831,0.00053893820727383,0.00942484621013016,-0.401580503416936,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P23471","High_vs_Low",-0.269196109156308,11.5453431595551,-3.47236684363967,0.000558983687113058,0.00965762177494127,-0.434040194012414,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q14393","High_vs_Low",-0.423813894355977,9.14485263270739,-3.45060895438996,0.000605110229710756,0.0103300960643479,-0.503182308365179,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9BY76","High_vs_Low",-0.392981085620209,8.04806467104058,-3.44341718483724,0.000623187425359183,0.0104349010104512,-0.520940066865484,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q08431","High_vs_Low",-0.322704376708656,7.06597142600765,-3.44564843591406,0.000630870290021013,0.0104349010104512,-0.492429021129739,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9BXX0","High_vs_Low",-0.266991973434157,9.85025822369753,-3.43802832958968,0.000633079768416493,0.0104349010104512,-0.544594361078929,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P13611","High_vs_Low",-0.280279878285388,13.0080616075689,-3.43242381315099,0.000646009909033217,0.010527025108564,-0.562538911411978,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O95967","High_vs_Low",-0.323758496444871,8.86334903445566,-3.42106583489661,0.000673364351170427,0.0107862158998774,-0.598623443566312,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P12259","High_vs_Low",-0.218536716263515,18.0051179461592,-3.41942269636835,0.000676959156896069,0.0107862158998774,-0.604058417255776,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9NRA1","High_vs_Low",-0.305084814092639,9.46322529784544,-3.40997122085409,0.00070032026240366,0.0110358160031522,-0.634147685963071,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9NZ53","High_vs_Low",-0.320847273575835,8.53113110112218,-3.40518649040424,0.000712532344014184,0.0111062106664819,-0.64920078958144,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P12111","High_vs_Low",-0.235627192518967,9.63917569220986,-3.3921582325895,0.000746403663657182,0.011509062942843,-0.690640249895647,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O15400","High_vs_Low",-0.327481716347751,8.60855116887885,-3.38434674088257,0.000768355907890809,0.0117215145948449,-0.714351768974925,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P14625","High_vs_Low",-0.294868761956373,14.0300943662412,-3.37320737986481,0.000798521303324079,0.0117488855678119,-0.750431378834717,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q6V0I7","High_vs_Low",-0.346723746392032,9.78190102316283,-3.37204585174451,0.000801823342971536,0.0117488855678119,-0.754085670062612,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q8NEH6","High_vs_Low",-0.345264693865811,10.1664893061128,-3.3732968881325,0.000806715104195617,0.0117488855678119,-0.735270999549779,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P39059","High_vs_Low",-0.325688269257764,10.3370924022234,-3.36941648902467,0.000809345203282214,0.0117488855678119,-0.762353485320582,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P56715","High_vs_Low",-0.262508048857956,10.6761899901176,-3.36830065473943,0.000813918888947449,0.0117488855678119,-0.762938643285104,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q02952","High_vs_Low",-0.311415554329919,10.8424876721318,-3.36143064379354,0.000832594936558031,0.0117488855678119,-0.787426553244898,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q13740","High_vs_Low",-0.300347397989247,10.0373851217156,-3.36071874980648,0.000834697405290671,0.0117488855678119,-0.789658919748203,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P05019","High_vs_Low",-0.251856732076652,9.16828486185053,-3.35870077837274,0.000842078357611763,0.0117488855678119,-0.788051177555848,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P51888","High_vs_Low",-0.326904262930632,7.70211132190347,-3.35829572852104,0.00084388787551229,0.0117488855678119,-0.793384809717395,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9HCU0","High_vs_Low",-0.279272956172186,14.1819509543834,-3.35000405166663,0.000866944127399279,0.0119538257566401,-0.82320364252282,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9NS73","High_vs_Low",-0.295324205111617,13.1537598581502,-3.34762675792192,0.000875443111452428,0.0119560516364074,-0.829751900286731,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9Y274","High_vs_Low",-0.249521480667884,9.52568151004066,-3.33145280748641,0.000925529070803101,0.0125208366748269,-0.881040321550984,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q6UXD5","High_vs_Low",-0.297185062055505,9.64127741702673,-3.32202467587188,0.000956693635772822,0.0128214829317591,-0.910316454089476,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q6UWD8","High_vs_Low",-0.303080047197466,7.21463163009614,-3.32246214011042,0.000967516513887407,0.0128464692677272,-0.882761645119355,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P26572","High_vs_Low",-0.363749683883542,8.8671349175869,-3.31226723817126,0.000990098269487841,0.0130256964995006,-0.940354478970073,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9UGM3","High_vs_Low",-0.358368075190482,8.55711416424444,-3.30159130940832,0.00102948558184273,0.0133216298702043,-0.97096027557928,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q86TY3","High_vs_Low",-0.254806361703793,8.84725532054918,-3.3005999205503,0.00103117218660577,0.0133216298702043,-0.976549290534549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P16070","High_vs_Low",-0.250512243953107,16.2862815297193,-3.29671349900066,0.00104524602672953,0.0133828821636621,-0.988519903764975,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q92823","High_vs_Low",-0.311124250565447,8.66771758471406,-3.27491658115025,0.00112753777772484,0.0143087537456409,-1.05540667040384,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q9ULI3","High_vs_Low",-0.172724104273938,13.5651344668898,-3.26471637135996,0.00116807574198227,0.0146931632807243,-1.08656145720821,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q02818","High_vs_Low",-0.283677452961255,8.53375996100122,-3.25891603698271,0.00119172587967213,0.0148603035778247,-1.10423606522076,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q504Y2","High_vs_Low",-0.363995873900211,7.74771695121705,-3.25751079858569,0.00120262232495459,0.0148669001205594,-1.09867194778447,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q92187","High_vs_Low",-0.233118216179955,10.9889736113409,-3.25378807608482,0.00121300322528852,0.0148670651714849,-1.1198367613621,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P02760","High_vs_Low",-0.172662685662496,15.7761766532437,-3.24879263290423,0.00123406862536349,0.0149970712607733,-1.13501166859099,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q53EL9","High_vs_Low",-0.301136788267518,8.00871898914271,-3.2434014502199,0.0012652803317016,0.0151539573323163,-1.12718898513959,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q15582","High_vs_Low",-0.258773821009751,10.6948285205239,-3.24088377749016,0.00126811358429425,0.0151539573323163,-1.15899110707257,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O00461","High_vs_Low",-0.282960568641922,8.94365281764459,-3.23373748044442,0.00129962178610703,0.015402129266756,-1.18061031405832,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"P26022","High_vs_Low",-0.295036713350385,10.4315416554361,-3.23076586100697,0.00131293578960769,0.015432376412274,-1.18958668640554,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"O60462","High_vs_Low",-0.255842940490183,12.4714194419794,-3.22582639272215,0.00133534613078617,0.0155681817198973,-1.2044898359336,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
"Q8IZP7","High_vs_Low",-0.261440066503813,8.72217445323731,-3.22202159368112,0.00135284923680292,0.0156450468191564,-1.21595460455969,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Higher in Low"
