"PG.ProteinGroups","Contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant_FDR_0.05","FDR05","FC05","FC10","DEP_FDR","DEP_FDR_FC05","DEP_FDR_FC10","Direction"
"Q9NP58","High_vs_Low",0.156737709166533,8.76581546089339,1.31661543326079,0.188584813692008,0.39769209240344,-5.27502821494335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"O43242","High_vs_Low",-0.185499530244413,6.74312567089265,-1.31302765992605,0.189923410246583,0.399410260866687,-5.17119009836296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P02730","High_vs_Low",-0.228470851420678,12.6738209139273,-1.31242712172566,0.189956623368954,0.399410260866687,-5.2977085736105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q12805","High_vs_Low",-0.129233974816664,11.1129893101802,-1.30739446609722,0.191658117154781,0.402397862371825,-5.30397783894009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P02549","High_vs_Low",-0.305341429729873,10.1123705972051,-1.30507817717119,0.192445000219785,0.40286088229165,-5.30685524142003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q96JQ0","High_vs_Low",-0.163744315861729,6.95471834506496,-1.30465768898663,0.192617396050119,0.40286088229165,-5.28686487846795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q6AHZ1","High_vs_Low",-0.295853427191998,11.8692430998674,-1.30435931880089,0.192721454150678,0.40286088229165,-5.28096146482133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q8IXL6","High_vs_Low",-0.145632726209331,8.09675335251955,-1.29829700854963,0.194789135865601,0.405810867132305,-5.2872283343576,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P09382","High_vs_Low",-0.108073342622333,9.26284711417802,-1.29789226016874,0.19490468722034,0.405810867132305,-5.31462007053877,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"A0A0B4J1Y8","High_vs_Low",0.2502774101517,9.13237845357707,1.29784952087504,0.194981650944322,0.405810867132305,-5.26884378013461,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"Q9H4A9","High_vs_Low",-0.162904068724574,6.75008140747201,-1.29675880329467,0.195466262345016,0.406229884351816,-5.17083201905834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P02656","High_vs_Low",-0.148469013056193,15.5166529124963,-1.28958747904438,0.197768758266928,0.410420259558286,-5.32596823645835,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q08188","High_vs_Low",-0.168765966642443,8.36275662906343,-1.28773524850066,0.19843791787614,0.411213835598822,-5.29771355088834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P62834","High_vs_Low",-0.145483454535926,8.96294191432856,-1.28297770914216,0.200140923738486,0.414144422281368,-5.27811985342146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q01469","High_vs_Low",-0.136301987369793,9.08241854931594,-1.27889836080935,0.201512660440091,0.41638206782578,-5.32844156271339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P02652","High_vs_Low",-0.0998882007135222,17.9693766328163,-1.27527906940589,0.202781484903656,0.417645449433904,-5.34342107681375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P12955","High_vs_Low",0.19914544581447,6.63270649251086,1.27505173735307,0.203077002133841,0.417645449433904,-5.17832904071396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"Q13477","High_vs_Low",-0.104483757684458,10.9696199989344,-1.27426194394801,0.203141320940825,0.417645449433904,-5.34465436249098,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P49773","High_vs_Low",-0.198381927367107,7.47443152522566,-1.27393132932985,0.203419065783107,0.417645449433904,-5.23836037959089,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O75170","High_vs_Low",-0.215696996328475,8.82842364059505,-1.27341185865299,0.203580313217782,0.417645449433904,-5.2466878748309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"A0A075B6J9","High_vs_Low",0.243255188903007,9.23374051793308,1.27074573801522,0.204435173999244,0.41880005644988,-5.30385938437211,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P60903","High_vs_Low",-0.136908589225587,8.08682123292207,-1.26973070147836,0.204858483378227,0.419068566568299,-5.26353011444514,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P00734","High_vs_Low",-0.170600345248598,15.8738402308554,-1.26839016432125,0.205227743850951,0.419225904105789,-5.35175490472291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P35813","High_vs_Low",-0.181854546326949,6.79024765137021,-1.2645717273796,0.206718582808917,0.421670622685614,-5.27836163742937,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q7L014","High_vs_Low",-0.225848418139792,15.4787742494013,-1.25960416730101,0.208407468396499,0.423725025694251,-5.33650059801568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P29622","High_vs_Low",-0.0960179002519546,13.2159780939648,-1.25897641037229,0.208605266145372,0.423725025694251,-5.36307064156776,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q15389","High_vs_Low",-0.16370287115466,7.65861191198878,-1.25910630688077,0.208612181408745,0.423725025694251,-5.33974521000133,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P02545","High_vs_Low",-0.178827386562009,8.97689336036018,-1.25690920283426,0.20937738441826,0.424677750008182,-5.33336044734883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P63241","High_vs_Low",-0.175017522390156,9.35695464664387,-1.25513615596749,0.209994636091785,0.425328118863871,-5.36766273908041,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P04839","High_vs_Low",0.184507195201007,7.02369859089844,1.25445115597151,0.210405884845394,0.425559998403801,-5.26264021765215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P10599","High_vs_Low",-0.131868799353184,9.21673893968968,-1.2527837503772,0.210851211449366,0.42586005242027,-5.3696983135615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"E9PAV3","High_vs_Low",-0.130401083141563,7.39353717190484,-1.24936837421964,0.212228528296293,0.428038972681976,-5.28637245296744,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P78527","High_vs_Low",-0.330113505870697,9.8700004456879,-1.24819077588416,0.212652325193376,0.428291340347334,-5.27178533595592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O60936","High_vs_Low",-0.144525858131791,7.35426570705628,-1.24477446428136,0.213906169307114,0.430212407835066,-5.28350867495955,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q9UBP0","High_vs_Low",-0.19121441411561,13.8737837886197,-1.23832619254982,0.216207319355912,0.433757853236165,-5.35187365037116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"A0A087WSX0","High_vs_Low",-0.244008997636783,12.48746123952,-1.23786929840559,0.216329008877164,0.433757853236165,-5.38448164846162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O00232","High_vs_Low",-0.178521797476822,7.37854505275025,-1.23743734792835,0.21657644554888,0.433757853236165,-5.31395424275361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q10469","High_vs_Low",-0.189180113932164,8.39718052513125,-1.22736250484608,0.220274996790406,0.440549993580812,-5.37367712941744,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P46940","High_vs_Low",-0.161176294838885,9.73664473237261,-1.22326967624586,0.221783416823453,0.442393170076249,-5.40523018468739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q8N128","High_vs_Low",-0.139594826341277,7.48783407486613,-1.22332277155352,0.22181359085413,0.442393170076249,-5.35675280076175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q5TEC6","High_vs_Low",0.185149176483359,9.2698981014316,1.22234182747558,0.222330895537242,0.442809033611674,-5.25731005912839,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P50591","High_vs_Low",-0.134504715370223,7.07644787190519,-1.22022320344129,0.223116476433681,0.44375731928696,-5.26336224364777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P02748","High_vs_Low",-0.0951393580597433,15.2630173335489,-1.21615539617764,0.224479000911372,0.445848874386298,-5.41348610955888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q16775","High_vs_Low",-0.203712226116511,8.15723355098679,-1.21332651990877,0.22560600357831,0.447467509171919,-5.37657648733127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O15498","High_vs_Low",-0.139158626175652,7.17229631763539,-1.21177994409754,0.226230292869484,0.448085966816077,-5.36168678245817,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q14847","High_vs_Low",-0.143826516772448,9.02204958378558,-1.20819416914035,0.227524304223064,0.450027382421895,-5.42218530708624,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P01602","High_vs_Low",0.186834233477253,8.47720281618991,1.20296049897369,0.22966833664645,0.45364241701241,-5.34069219616034,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P62979","High_vs_Low",-0.116745268915539,11.3767942276717,-1.20021879727307,0.230602364687303,0.454860785366703,-5.43180636647747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q9NZ08","High_vs_Low",0.194212088391357,6.71627753030919,1.19839629584996,0.231504584268663,0.45542801206104,-5.27450940781889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P42357","High_vs_Low",-0.205029846112426,6.649140311098,-1.19814278907716,0.231525119102161,0.45542801206104,-5.32039176946704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P53367","High_vs_Low",-0.326115622246503,13.5885990659273,-1.19532281397732,0.232654238586606,0.457022161826292,-5.34429118549803,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q9Y6W5","High_vs_Low",-0.183472038117985,7.00052953994066,-1.19319937289895,0.23351372398199,0.45808300983608,-5.31094767049158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q14C86","High_vs_Low",-0.164742223591733,7.71369536851275,-1.18700952565345,0.235812715160804,0.46196097478223,-5.41706473244192,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P60891","High_vs_Low",-0.146422796628626,8.44317812422043,-1.18414617401209,0.236901874539203,0.463461511717896,-5.44805216860099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P02753","High_vs_Low",-0.158016107575257,12.7428919981947,-1.18307419449564,0.237321823117859,0.463527285357008,-5.45124704031902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q15149","High_vs_Low",-0.172987692717385,8.52002115946702,-1.18244152375826,0.237581976804324,0.463527285357008,-5.44325329065208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P04075","High_vs_Low",0.140894262737126,9.79401082826091,1.17945014845281,0.238759776915483,0.465192282740222,-5.45532082500944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"Q8N257","High_vs_Low",0.216220877008716,9.21162850044472,1.17541236424131,0.240504356604873,0.467434052753766,-5.35701237049584,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P07195","High_vs_Low",0.157043330423686,9.05201633787141,1.17493165203838,0.240562294931855,0.467434052753766,-5.45999706124463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P00491","High_vs_Low",0.164716861230598,8.51993224103917,1.17159694668443,0.241897949121242,0.469393313991693,-5.46260671349852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P17980","High_vs_Low",-0.171679057825473,7.51954974829819,-1.16984547598199,0.242627725311654,0.470173186617449,-5.44447546239909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O00186","High_vs_Low",-0.141836296616487,6.78926712778496,-1.16781864842138,0.243512934769838,0.471138430962977,-5.39807926214219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P23229","High_vs_Low",-0.112545666455247,9.94467402587353,-1.16691022418265,0.243782925923661,0.471138430962977,-5.46932102763712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P21281","High_vs_Low",0.189816381522931,6.85955223862479,1.16024524079406,0.246670586397815,0.476077551674921,-5.35993914343965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"Q7Z4R8","High_vs_Low",-0.105548548379448,7.97824033717826,-1.15345161177738,0.249437703761371,0.480771058056191,-5.33765254502937,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P07360","High_vs_Low",-0.128904684180993,11.6507440094732,-1.14642011483099,0.252150055011188,0.485346548840328,-5.49187693154819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P16157","High_vs_Low",-0.240830312724512,9.54493432062779,-1.14306884674332,0.253537425390073,0.486807434819572,-5.49552825350727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q12841","High_vs_Low",-0.136326867448435,8.81065901590332,-1.14295935774768,0.253587973368354,0.486807434819572,-5.48779858972116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O75897","High_vs_Low",-0.28503952899775,11.1202022555596,-1.14100361284417,0.254508553022903,0.487513287604387,-5.40232252001768,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q9NPY3","High_vs_Low",-0.128451208589023,9.7097494404495,-1.14042765592618,0.254635601405639,0.487513287604387,-5.49791154398443,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q96FZ7","High_vs_Low",-0.147587655166201,7.3122441123634,-1.13421042193847,0.257384561030991,0.492119280691255,-5.39120090538321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P06727","High_vs_Low",-0.0789362567160552,15.9857521585886,-1.13201292738522,0.25815215938679,0.492929689161993,-5.50749865292562,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P01699","High_vs_Low",-0.175577161317168,11.9357588006023,-1.1279224512418,0.259875241178929,0.494429571413944,-5.50968122114812,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P35998","High_vs_Low",-0.1827019868037,8.50268188193784,-1.12766352217929,0.260012135247725,0.494429571413944,-5.48636148218251,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P29122","High_vs_Low",-0.143411781045661,8.91942889893034,-1.12526047759212,0.261012566278988,0.494429571413944,-5.51067812116414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O43707","High_vs_Low",-0.140341157491808,6.9745932834623,-1.12509298803334,0.261087713619607,0.494429571413944,-5.50363711685309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q96DA0","High_vs_Low",-0.125793643903295,8.40210118876741,-1.12503555958669,0.261108826656093,0.494429571413944,-5.49480663671626,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q96H15","High_vs_Low",-0.104919491058251,9.5957987701903,-1.12500322833057,0.26113112550917,0.494429571413944,-5.49226503705872,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q9HCB6","High_vs_Low",-0.149175359404444,7.49377874467116,-1.12426266528682,0.261494919881748,0.494429571413944,-5.43681691714306,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q9UNM6","High_vs_Low",-0.1534281280848,7.05564116073867,-1.12384450321659,0.261737239817112,0.494429571413944,-5.39767834629882,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q96P70","High_vs_Low",-0.175492698715469,6.99636663059017,-1.12278099633048,0.262234611941527,0.494429571413944,-5.34813780922734,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q9UKX5","High_vs_Low",-0.104383492234128,6.82044209642383,-1.12212991162235,0.262385567535573,0.494429571413944,-5.46575239318752,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q96MF2","High_vs_Low",-0.145090409550468,12.3968509635338,-1.11912056983787,0.263607793079675,0.496080807449153,-5.52082310621542,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P09493","High_vs_Low",0.183281380495037,8.78654767816927,1.11601926567077,0.264972744957092,0.497922791751619,-5.4942265032447,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P22223","High_vs_Low",-0.259331575086998,8.65041872519632,-1.11540444882057,0.26528104107269,0.497922791751619,-5.45356558909159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O00602","High_vs_Low",-0.114008429600073,8.28377233892702,-1.11103048081506,0.26712742147966,0.500732970459911,-5.48035285557587,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O60664","High_vs_Low",-0.11653664540125,7.24963252769914,-1.1083764550569,0.268225206379106,0.502134394187517,-5.52144410484039,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P07384","High_vs_Low",-0.103427536614911,10.3337772026497,-1.10645436049424,0.269042901514131,0.502857975254228,-5.53472817778193,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P68871","High_vs_Low",-0.192937100329548,17.565119952175,-1.10502143328866,0.269662712855686,0.502857975254228,-5.53623647022564,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q86Y38","High_vs_Low",-0.0987385622026915,7.89978191803031,-1.10508662121782,0.269663725920852,0.502857975254228,-5.50882478769852,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O14656","High_vs_Low",-0.110072628885079,6.44523363381121,-1.10288292351515,0.2707101690263,0.504153743355473,-5.44269429334054,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P15151","High_vs_Low",-0.112965821645913,8.24423008537336,-1.10062946227007,0.271581695765157,0.505120819360876,-5.51397060926961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q92930","High_vs_Low",-0.117008179093454,7.01645269655356,-1.0998300833013,0.272013625364406,0.50526883260694,-5.4738879244118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P11215","High_vs_Low",-0.0861383479074043,8.18119304638152,-1.09671124008411,0.273276645419607,0.506958227078547,-5.54494539100007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P02788","High_vs_Low",-0.162745911357897,6.73759880489271,-1.09379470387212,0.274708933004418,0.508956860372527,-5.4041312081352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P20851","High_vs_Low",-0.142179977865426,9.7546999972539,-1.08929663855835,0.276532952436625,0.511303363892823,-5.5510275752542,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P07988","High_vs_Low",0.116991129066298,7.98636832936133,1.08900490019441,0.276688570697929,0.511303363892823,-5.53183769899361,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"O00429","High_vs_Low",0.197447067974171,7.1079242375936,1.08786708002109,0.277269478292032,0.511717415535102,-5.47278166950967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"Q7Z6Z7","High_vs_Low",-0.135019609669424,7.2016888786457,-1.08567503759832,0.278138125575195,0.512660761021632,-5.54830834155744,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q96JI7","High_vs_Low",-0.14273891270736,10.5741203748415,-1.08132764467437,0.280066892300464,0.515232341687234,-5.54606891596401,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P11142","High_vs_Low",-0.101517204438563,10.7516461618715,-1.08030729455464,0.280507513012861,0.515232341687234,-5.56194436519742,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P14770","High_vs_Low",-0.122034631420293,8.45709886456755,-1.07949733841503,0.28088905449235,0.515232341687234,-5.54997058358006,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P59768","High_vs_Low",-0.104535780367362,7.92750765636845,-1.07941701346986,0.280970495954963,0.515232341687234,-5.4945592117068,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"O00264","High_vs_Low",0.123393281807054,8.16440745486271,1.07694880106049,0.28205726597271,0.516564648026649,-5.50106799879042,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"A0A0C4DH38","High_vs_Low",0.191637410822961,9.60975575879872,1.0650220960414,0.287395210586145,0.525669300995576,-5.54242309604672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P09960","High_vs_Low",-0.131447471863141,7.83696238635144,-1.05737799637295,0.29084909914577,0.531309055000044,-5.56719620473863,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q9UNW1","High_vs_Low",-0.0952764281743725,10.2503186421278,-1.05337717543978,0.292658706917216,0.533934587429119,-5.58929840798305,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P39687","High_vs_Low",-0.119587515083433,9.43858952335655,-1.05210369023537,0.293255554217899,0.534343665499958,-5.57738054877016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P60953","High_vs_Low",-0.0998378486370886,8.81779652149071,-1.04930967106615,0.294525317222323,0.535976275249761,-5.5928782863969,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P08571","High_vs_Low",-0.0835937980050421,12.3595402191225,-1.042238911576,0.29778655176553,0.541027437854836,-5.60041105824565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P36383","High_vs_Low",-0.165590079755606,10.3237257584624,-1.04185484236238,0.298055561998131,0.541027437854836,-5.54666484812302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P01700","High_vs_Low",0.167626309761522,12.3474401941656,1.03763680383818,0.299922748658957,0.542951680773488,-5.60496824676273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P13667","High_vs_Low",-0.115227426862814,7.92200205303779,-1.03653739585574,0.300439283052292,0.542951680773488,-5.60014382568319,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P50990","High_vs_Low",-0.183640613387723,8.21652418244508,-1.03635787634555,0.300523864679282,0.542951680773488,-5.60185275096377,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P55209","High_vs_Low",-0.133609838186088,10.0879312476909,-1.03612166200889,0.300630149605404,0.542951680773488,-5.60544301260356,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P08729","High_vs_Low",-0.272660227268441,12.8888769577043,-1.03445762909798,0.301479616154637,0.543705048028432,-5.54907584211796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P20810","High_vs_Low",0.160226330315679,7.70905480461621,1.03380357379288,0.30180559151369,0.543705048028432,-5.52675076726184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"A0A0B4J1Y9","High_vs_Low",-0.160567491870175,12.0075295843226,-1.03064716911403,0.303186739862309,0.545507885774845,-5.6118512503286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P58335","High_vs_Low",-0.0805428443131699,9.06891161186794,-1.02584236287381,0.305444152944282,0.548291326077584,-5.61655589019282,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q04721","High_vs_Low",-0.125668440493037,8.13249704558037,-1.02594598294579,0.305498444585767,0.548291326077584,-5.54310008489372,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P04070","High_vs_Low",-0.0892625237458713,14.313624815426,-1.02295399728279,0.306806543580737,0.549519364538598,-5.61937350664894,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q9UL25","High_vs_Low",-0.118782769546983,6.81827425329881,-1.02299325783331,0.306949101112564,0.549519364538598,-5.49709492126575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"Q99996","High_vs_Low",0.146339261533571,9.79577081314168,1.01946758975091,0.308541768549887,0.55168191533733,-5.55767493427039,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"Q9C075","High_vs_Low",-0.117544706898149,7.25786873780116,-1.01509395529595,0.310589386377169,0.554005117753101,-5.55330996768407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P01876","High_vs_Low",-0.141928499546886,15.9423771207632,-1.01492732845143,0.310613748028936,0.554005117753101,-5.62716202603371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in Low"
"P01033","High_vs_Low",0.136158373495389,8.18482391876144,1.01117084584741,0.312524434424164,0.556720545297206,-5.54645873550846,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
"P28066","High_vs_Low",0.121024692770785,7.44009016251131,1.00899246477726,0.313496762947684,0.557072102025636,-5.58346028231751,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Higher in High"
