seed,n_neighbors,min_dist,metric,init,n_threads,n_sgd_threads,n_samples,n_proteins,preprocessing,uwot_version,input_file,input_MD5,expression_md5,metadata_md5,pca_md5
20260922,15,0.1,euclidean,random,1,1,515,481,complete-case log2; centered; zero-variance features removed; no scaling or imputation,0.2.3,F:/env/descriptive/PRIMARY_dose_log2_expression.csv.gz,b51a4901cb450753e4f4dd6ed9013306,b51a4901cb450753e4f4dd6ed9013306,e5cb7622a01094072b0481e70ed54dae,09e85474575a075f3d8d1e629d97ec85
