UniqueSampleID,UMAP1,UMAP2,TREAT1_clean,condition,MS_batch_proxy
20250913_FJ_QZ_Q44,0.3338195923833376,0.6709999784971904,low,湿热,20250913
20250913_FJ_QZ_Q45,2.142703393485976,3.421440099194212,low,湿热,20250913
20250913_FJ_QZ_Q48,0.31390673854632434,0.07091269345538131,low,湿热,20250913
20250913_FJ_QZ_Q49,0.4795874748496538,1.496966575100584,low,湿热,20250913
20250913_FJ_QZ_Q50,0.03610149958415085,0.025767777874631803,control,湿热,20250913
20250913_FJ_QZ_Q52,0.28701779061241206,0.4712798342253398,low,湿热,20250913
20250913_FJ_QZ_Q54,0.019547218468618927,0.03321633191363327,control,湿热,20250913
20250913_FJ_QZ_Q55,0.14944257029576355,0.8729747280623149,control,湿热,20250913
20250913_FJ_QZ_Q57,0.04187192955298477,0.595473860218687,control,湿热,20250913
20250913_FJ_QZ_Q58,2.114123800781203,3.446851466610594,low,湿热,20250913
20250913_FJ_QZ_Q59,0.3526947144536501,1.5368463739897442,low,湿热,20250913
20250913_FJ_QZ_Q60,0.2324081449886983,0.13401380629794113,low,湿热,20250913
20250913_FJ_QZ_Q61,0.2061628885684734,0.11922559590594284,control,湿热,20250913
20250913_FJ_QZ_Q62,0.09607092478556686,2.1842310175444317,control,湿热,20250913
20250913_FJ_QZ_Q63,0.021845081832838592,1.814647410824461,control,湿热,20250913
20250913_FJ_QZ_Q65,1.5483817849425798,3.2739193186308575,control,湿热,20250913
