UniqueSampleID,UMAP1,UMAP2,TREAT1_clean,condition,MS_batch_proxy
20250913_FJ_QZ_Q66,0.5995568428306108,2.026712153866453,low,湿热,20250913
20250913_FJ_QZ_Q67,0.5150579009322649,1.5044114336516095,low,湿热,20250913
20250913_FJ_QZ_Q68,0.19418208488507324,0.1935713634039592,control,湿热,20250913
20250913_FJ_QZ_Q69,0.0936161074904924,-0.022032822654085238,control,湿热,20250913
20250913_FJ_QZ_Q70,0.1545177865890985,1.396472190334959,control,湿热,20250913
20250913_FJ_QZ_Q71,0.5184732172755724,1.2832324251677227,control,湿热,20250913
20250913_FJ_QZ_Q72,0.40925837495608386,0.45229486079470627,low,湿热,20250913
20250914_FJ_FQ_F47,-0.17078693768696732,1.2158324465300274,low,湿热,20250914
20250914_FJ_FQ_F51,1.0027366671828752,1.8892245039488507,low,湿热,20250914
20250914_FJ_FQ_F53,1.9237791095046526,3.2048187002684307,control,湿热,20250914
20250914_FJ_FQ_F54,0.039654815581274566,0.9987358793760966,low,湿热,20250914
20250914_FJ_FQ_F55,2.0693617854384905,3.078936789944334,high,湿热,20250914
20250914_FJ_FQ_F56,1.3375100884704119,1.7825345739866925,control,湿热,20250914
20250914_FJ_FQ_F57,0.937846282508803,2.0474738821531964,low,湿热,20250914
20250914_FJ_FQ_F58,0.9991626534728533,0.3893501505400371,high,湿热,20250914
20250914_FJ_FQ_F62,0.5766911599902635,1.1081639275099469,high,湿热,20250914
20250914_FJ_FQ_F66,1.014300743129683,1.2776161179091168,control,湿热,20250914
20250914_FJ_FQ_F69,1.925603965309096,3.324021314098997,high,湿热,20250914
20250914_FJ_FQ_F70,1.0488398466376787,2.0113627657438946,control,湿热,20250914
20250914_FJ_FQ_F71,1.1009184513358599,0.6499428495909404,high,湿热,20250914
20250914_FJ_FQ_F72,0.7086292300490862,1.9114432081724835,low,湿热,20250914
20250914_FJ_FQ_F74,1.9637051615981584,2.3087959036375714,low,湿热,20250914
20250914_FJ_FQ_F75,1.013491908100081,1.958335851147337,high,湿热,20250914
20250914_FJ_FQ_F77,3.657504895713759,4.3571488604094215,low,湿热,20250914
20250914_FJ_FQ_F79,1.8779918942718035,2.227700208141966,high,湿热,20250914
20250914_FJ_FQ_F81,3.4607585463790422,4.194057677700681,high,湿热,20250914
20250914_FJ_FQ_F83,0.20431482234282547,2.0141415342833233,low,湿热,20250914
20250914_FJ_FQ_F84,1.2713210377959734,1.5385069593931866,low,湿热,20250914
20250914_FJ_FQ_F85,1.321104863670302,0.9787006124998759,high,湿热,20250914
20250914_FJ_FQ_F88,0.7843451295165544,-0.25752771942360886,high,湿热,20250914
20250914_FJ_FQ_F89,3.1679221186904436,3.6953980669523907,high,湿热,20250914
20250914_FJ_FQ_F93,0.3691535685328966,1.8642346605803204,low,湿热,20250914
20250914_FJ_FQ_F94,0.9121734891204363,0.06183401198641769,control,湿热,20250914
20250914_FJ_FQ_F102,0.44021292963309344,1.5283703550841046,high,湿热,20250914
20250914_FJ_FQ_F105,0.9343279395370012,1.423556183293028,high,湿热,20250914
20250914_FJ_FQ_F106,0.917857268836928,1.681497071697874,high,湿热,20250914
20250914_FJ_FQ_F107,0.34702581354661044,2.005075190975828,low,湿热,20250914
20250914_FJ_FQ_F110,0.7216497454909807,1.5720596060301495,high,湿热,20250914
20250914_FJ_FQ_F111,0.7609523926047808,-0.14417656807644852,low,湿热,20250914
20250914_FJ_FQ_F118,1.2269292865066057,1.7080692991759014,low,湿热,20250914
20250914_FJ_FQ_F121,1.2094149980811602,1.756182645275755,high,湿热,20250914
20250914_FJ_FQ_F122,0.8596071992187029,-0.01739063410504349,high,湿热,20250914
20250914_FJ_FQ_F123,0.47847033479495105,1.0404157385374737,high,湿热,20250914
20250914_FJ_FQ_F124,1.4079879317550188,1.3087318882490826,high,湿热,20250914
20250914_FJ_FQ_F125,0.8521106038360124,0.09748349042193405,high,湿热,20250914
20250914_FJ_FQ_F126,3.4167533908156877,4.079235766842527,high,湿热,20250914
20250914_FJ_FQ_F128,0.9537219796447283,1.0755924925352764,low,湿热,20250914
20250914_FJ_FQ_F129,3.537669042137099,4.127528880551023,high,湿热,20250914
20250914_FJ_FQ_F131,1.1021842751769548,0.6322269186522197,control,湿热,20250914
20250914_FJ_FQ_F135,2.933294633415175,3.575459693386717,high,湿热,20250914
20250914_FJ_FQ_F137,0.662397542980147,1.1678868279005719,control,湿热,20250914
20250914_FJ_PT_P2,0.2198930364219671,2.493694518520994,control,湿热,20250914
20250914_FJ_PT_P3,0.4652721379069811,2.6687066301848126,control,湿热,20250914
20250914_FJ_PT_P4,0.3190168608097559,2.640689824536009,low,湿热,20250914
20250914_FJ_PT_P6,0.48476014473719653,2.822225068524046,high,湿热,20250914
20250914_FJ_PT_P7,1.1978339348105913,2.28197262139575,control,湿热,20250914
20250914_FJ_PT_P8,0.40464269557280597,2.65436670632617,low,湿热,20250914
20250914_FJ_PT_P9,0.34435864725394305,2.659556840374632,low,湿热,20250914
20250914_FJ_PT_P10,1.5646167788772112,3.2112951025511456,low,湿热,20250914
20250914_FJ_PT_P11,0.7652738485602861,2.8635608896757794,high,湿热,20250914
20250914_FJ_PT_P13,1.8541096244124895,3.1801624044920636,low,湿热,20250914
20250914_FJ_PT_P15,0.27336962708516177,2.521810267880125,low,湿热,20250914
20250914_FJ_PT_P17,0.644855091360045,2.8678753122832013,high,湿热,20250914
20250914_FJ_PT_P18,1.8603945765761858,3.1954581484343243,high,湿热,20250914
20250914_FJ_PT_P19,1.6156812701491838,3.1310589060332013,high,湿热,20250914
20250914_FJ_PT_P20,1.4514347110061174,3.1997070059324932,low,湿热,20250914
20250914_FJ_PT_P21,1.0741129312781816,3.0252973780180645,high,湿热,20250914
20250914_FJ_PT_P22,1.9351670537261492,3.174174998715086,low,湿热,20250914
20250914_FJ_PT_P23,1.7950440440444475,3.174196217968626,low,湿热,20250914
20250914_FJ_PT_P24,0.38446065225882586,2.534806226208372,high,湿热,20250914
20250914_FJ_PT_P25,-0.02857770583348221,0.05268785805956833,low,湿热,20250914
20250914_FJ_PT_P26,1.196781018760634,3.059752915814085,high,湿热,20250914
20250914_FJ_PT_P27,0.6565788183478838,2.2103817209746075,high,湿热,20250914
20250914_FJ_PT_P29,1.1880347523955828,3.040164922192259,high,湿热,20250914
20250914_FJ_PT_P30,0.2626625560341602,2.277507279827757,high,湿热,20250914
20250914_FJ_PT_P33,0.5566577110557085,2.808311437084837,high,湿热,20250914
20251001_FJ_FQ_F83,3.1161728892592913,2.6330623373533917,low,湿热,20251001
20251001_FJ_FQ_F95,3.551366666343642,4.183516715481443,high,湿热,20251001
20251001_FJ_FQ_F97,3.1889604125289446,2.6949121698881817,high,湿热,20251001
