UniqueSampleID,TREAT1_clean,condition,group,MS_batch_proxy,observed_proteins,missing_pct,log2_median,log2_q25,log2_q75,log2_iqr,median_norm_median,median_shift_applied
20251001_FJ_FQ_F154,high,湿热,FJ_FQ,20251001,1405,2.0223152022315203,9.511475434450576,7.99275253568179,11.411720830981244,3.418968295299454,9.242360582721323,-0.26911485172925254
20251001_FJ_FQ_F158,high,湿热,FJ_FQ,20251001,1147,20.0139470013947,9.07053110014677,7.63975992564721,11.530888603823616,3.891128678176406,9.242360582721323,0.17182948257455344
20251001_FJ_FQ_F163,control,湿热,FJ_FQ,20251001,1237,13.737796373779638,8.817596071799105,7.376723430541698,11.11651768114439,3.739794250602692,9.242360582721323,0.424764510922218
20251001_FJ_FQ_F165,control,湿热,FJ_FQ,20251001,1311,8.577405857740587,9.594018372001662,8.047427985190833,11.765037184355904,3.7176091991650697,9.242360582721323,-0.3516577892803383
20251001_FJ_FQ_F168,high,湿热,FJ_FQ,20251001,1360,5.160390516039052,9.021998777657938,7.579509434320799,10.92530679161023,3.345797357289432,9.242360582721322,0.22036180506338532
20251001_FJ_FQ_F170,control,湿热,FJ_FQ,20251001,1389,3.1380753138075312,9.629629431730434,8.203285563903414,11.5632949743782,3.3600094104747846,9.242360582721323,-0.38726884900911074
20251001_FJ_FQ_F173,low,湿热,FJ_FQ,20251001,1405,2.0223152022315203,9.706869268666974,8.276228647404995,11.66374245444719,3.387513807042195,9.242360582721323,-0.46450868594565087
20251001_FJ_FQ_F174,low,湿热,FJ_FQ,20251001,1347,6.066945606694561,9.937288322022242,8.347543579124924,11.92004083913579,3.5724972600108664,9.242360582721323,-0.694927739300919
20251001_FJ_FQ_F175,low,湿热,FJ_FQ,20251001,1338,6.694560669456067,9.14953627905656,7.648953544714087,11.429264216446592,3.7803106717325057,9.242360582721323,0.09282430366476292
20251001_FJ_FQ_F176,low,湿热,FJ_FQ,20251001,1382,3.626220362622036,10.01718910639318,8.554262800696298,12.024810833101991,3.470548032405693,9.242360582721322,-0.7748285236718555
20251001_FJ_FQ_F177,low,湿热,FJ_FQ,20251001,1407,1.882845188284519,9.612577537444222,8.295851628162566,11.421454920996489,3.1256032928339224,9.242360582721323,-0.37021695472289906
20251001_FJ_FQ_F180,low,湿热,FJ_FQ,20251001,1339,6.624825662482567,9.812708476858088,8.31419996485535,11.916300320062188,3.6021003552068382,9.242360582721323,-0.5703478941367646
20251001_FJ_FQ_F183,low,湿热,FJ_FQ,20251001,1423,0.7670850767085077,10.19320814673625,8.88233734179276,12.05585248955486,3.1735151477621013,9.242360582721323,-0.9508475640149268
20251001_FJ_FQ_F185,low,湿热,FJ_FQ,20251001,1408,1.813110181311018,10.212074800988727,8.740025713883757,12.04013644939791,3.300110735514153,9.242360582721323,-0.969714218267404
20251001_XZ_YA_1,low,高海拔,XZ_YA,20251001,1406,1.9525801952580195,10.21617807202091,8.749191597049341,12.450060199736289,3.7008686026869473,9.242360582721323,-0.973817489299586
20251001_XZ_YA_2,low,高海拔,XZ_YA,20251001,1379,3.8354253835425385,9.590240955220745,8.1010451584569,11.920702850824682,3.819657692367782,9.242360582721323,-0.3478803724994215
20251001_XZ_YA_3,low,高海拔,XZ_YA,20251001,1388,3.207810320781032,9.085000515974947,7.517720910269635,11.194295299760933,3.6765743894912974,9.242360582721323,0.15736006674637437
20251001_XZ_YA_4,low,高海拔,XZ_YA,20251001,1249,12.90097629009763,9.13675617503708,7.657970400828528,11.521033900480218,3.8630634996516897,9.242360582721323,0.10560440768424328
20251001_XZ_YA_5,low,高海拔,XZ_YA,20251001,1375,4.114365411436541,9.414342522003473,7.892213149346569,11.75320538400086,3.86099223465429,9.242360582721323,-0.17198193928214955
20251001_XZ_YA_6,low,高海拔,XZ_YA,20251001,1425,0.6276150627615062,9.741308869424634,8.23157980323447,11.608007050494576,3.376427247260107,9.242360582721323,-0.4989482867033104
20251001_XZ_YA_7,low,高海拔,XZ_YA,20251001,1292,9.9023709902371,9.375103763564688,7.795933435962382,11.774278714091851,3.978345278129469,9.242360582721323,-0.13274318084336478
20251001_XZ_YA_8,low,高海拔,XZ_YA,20251001,1371,4.393305439330543,9.427358245841214,8.015323206121309,11.61709877821805,3.6017755720967415,9.242360582721323,-0.18499766311989063
20251001_XZ_YA_9,low,高海拔,XZ_YA,20251001,1391,2.9986052998605297,9.519085743357929,8.031162272373601,11.729425244552433,3.6982629721788314,9.242360582721323,-0.27672516063660346
20251001_XZ_YA_10,low,高海拔,XZ_YA,20251001,1426,0.5578800557880056,10.452730347366336,8.817319553344177,12.26908587147176,3.451766318127582,9.242360582721323,-1.2103697646450122
20251001_XZ_YA_11,low,高海拔,XZ_YA,20251001,1400,2.3709902370990235,9.07846896361011,7.6534138883200304,11.179434572881233,3.5260206845612023,9.242360582721323,0.16389161911121342
20251001_XZ_YA_12,low,高海拔,XZ_YA,20251001,1431,0.20920502092050208,10.51529860241775,9.143415656088338,12.23106918624002,3.087653530151682,9.242360582721323,-1.2729380196964275
20251001_XZ_YA_13,low,高海拔,XZ_YA,20251001,1424,0.697350069735007,10.247761624845506,8.716823870129637,11.856185431586916,3.139361561457278,9.242360582721322,-1.0054010421241824
20251001_XZ_YA_14,low,高海拔,XZ_YA,20251001,1423,0.7670850767085077,9.851761334772906,8.403171230724816,11.753121149882606,3.3499499191577904,9.242360582721323,-0.6094007520515827
20251001_XZ_YA_15,low,高海拔,XZ_YA,20251001,1423,0.7670850767085077,10.37817590051892,8.8387978166489,12.043161805154964,3.2043639885060653,9.242360582721323,-1.1358153177975971
20251001_XZ_YA_16,low,高海拔,XZ_YA,20251001,1424,0.697350069735007,10.032411652919423,8.662934771270653,11.864847935719396,3.2019131644487437,9.242360582721323,-0.7900510701980998
20251001_XZ_YA_17,low,高海拔,XZ_YA,20251001,1351,5.788005578800558,9.304844262532466,7.753695811132758,11.564559677493992,3.810863866361234,9.242360582721323,-0.06248367981114278
20251001_XZ_YA_18,low,高海拔,XZ_YA,20251001,1427,0.4881450488145049,9.804350255857008,8.401059518432533,11.633726148403664,3.2326666299711313,9.242360582721323,-0.5619896731356846
20251001_XZ_YA_19,low,高海拔,XZ_YA,20251001,1427,0.4881450488145049,10.013577401589854,8.476075286142228,11.856083992058288,3.38000870591606,9.242360582721323,-0.7712168188685311
20251001_XZ_YA_20,control,高海拔,XZ_YA,20251001,1386,3.3472803347280333,9.227951366888252,7.606606007961291,11.356041081707716,3.749435073746427,9.242360582721323,0.01440921583307108
20251001_XZ_YA_21,control,高海拔,XZ_YA,20251001,1423,0.7670850767085077,10.14160716050847,8.878272848815055,12.143146207193125,3.264873358378068,9.242360582721323,-0.8992465777871459
20251001_XZ_YA_22,high,高海拔,XZ_YA,20251001,1200,16.317991631799163,8.703642550030018,7.309671564151438,11.05640222012791,3.7467306559764726,9.242360582721323,0.538718032691305
20251001_XZ_YB_2,control,高海拔,XZ_YB,20251001,1415,1.3249651324965133,9.71922931015036,8.188840344809945,11.524537249174088,3.335696904364143,9.242360582721323,-0.47686872742903574
20251001_XZ_YB_4,control,高海拔,XZ_YB,20251001,1429,0.3486750348675035,10.409292129733023,8.87107303188186,12.239183175602989,3.368110143721127,9.242360582721323,-1.1669315470117017
20251001_XZ_YB_6,control,高海拔,XZ_YB,20251001,1417,1.1854951185495115,9.801140748073127,8.347698135990882,11.717600497060063,3.369902361069183,9.242360582721323,-0.5587801653518056
20251001_XZ_YB_9,control,高海拔,XZ_YB,20251001,1418,1.1157601115760112,9.78523970931835,8.336760453522244,11.50475662254497,3.167996169022727,9.242360582721323,-0.5428791265970272
20251001_XZ_YB_10,control,高海拔,XZ_YB,20251001,1417,1.1854951185495115,9.924873108169695,8.411431335369471,11.62521754562079,3.2137862102513193,9.242360582721323,-0.6825125254483719
20251001_XZ_YB_11,control,高海拔,XZ_YB,20251001,1425,0.6276150627615062,9.849730844241138,8.440304617530034,11.762593010847503,3.3222883933174714,9.242360582721323,-0.6073702615198151
20251001_XZ_YB_12,control,高海拔,XZ_YB,20251001,1399,2.4407252440725244,9.294784230499218,7.738595223965032,11.100340998866994,3.3617457749019612,9.242360582721323,-0.05242364777789454
20251001_XZ_YB_14,control,高海拔,XZ_YB,20251001,1404,2.092050209205021,9.632568126788634,7.977752276634791,11.460198049771972,3.4824457731371803,9.242360582721323,-0.3902075440673105
20251001_XZ_YB_15,control,高海拔,XZ_YB,20251001,1407,1.882845188284519,9.139067592661046,7.666715705217648,11.03451678235242,3.3678010771347715,9.242360582721323,0.10329299006027703
20251001_XZ_YB_19,control,高海拔,XZ_YB,20251001,1426,0.5578800557880056,9.871111012205244,8.302838089053495,11.529985829093947,3.2271477400404542,9.242360582721323,-0.6287504294839206
20251001_XZ_YC_1,control,高海拔,XZ_YC,20251001,1425,0.6276150627615062,9.625306408493708,8.248856427538382,11.647221800095938,3.3983653725575564,9.242360582721323,-0.3829458257723832
20251001_XZ_YC_2,control,高海拔,XZ_YC,20251001,1407,1.882845188284519,9.890308628653427,8.30109826626608,11.922995093221996,3.621896826955915,9.242360582721323,-0.6479480459321039
20251001_XZ_YC_3,high,高海拔,XZ_YC,20251001,1430,0.2789400278940028,10.056921447051076,8.588444176511665,11.902206323879025,3.3137621473673597,9.242360582721323,-0.8145608643297528
20251001_XZ_YC_4,control,高海拔,XZ_YC,20251001,1413,1.4644351464435146,9.788283616391674,8.279601230036278,11.84321768453143,3.5636164544951523,9.242360582721323,-0.5459230336703502
20251001_XZ_YC_5,high,高海拔,XZ_YC,20251001,1416,1.2552301255230125,9.177743175654705,7.612871695131207,11.122325128365308,3.5094534332341007,9.242360582721323,0.06461740706661878
20251001_XZ_YC_6,low,高海拔,XZ_YC,20251001,1386,3.3472803347280333,9.39530384437702,7.865899462716236,11.538735800312525,3.672836337596287,9.242360582721323,-0.15294326165569672
20251001_XZ_YC_7,low,高海拔,XZ_YC,20251001,1388,3.207810320781032,9.726880428988837,8.04731927384611,11.863918890432728,3.8165996165866183,9.242360582721323,-0.48451984626751177
20251001_XZ_YC_8,control,高海拔,XZ_YC,20251001,1400,2.3709902370990235,9.368936512646366,7.77548377830049,11.292933546185436,3.517449767884946,9.242360582721323,-0.12657592992504263
20251001_XZ_YC_9,low,高海拔,XZ_YC,20251001,1220,14.923291492329149,8.795568299476301,7.290903417063023,11.065741188352671,3.774837771289648,9.242360582721323,0.4467922832450224
20251001_XZ_YC_10,high,高海拔,XZ_YC,20251001,1419,1.0460251046025104,9.815509753447284,8.204214924823187,11.593805564338354,3.3895906395151663,9.242360582721323,-0.5731491707259604
20251001_XZ_YC_11,high,高海拔,XZ_YC,20251001,1355,5.509065550906555,8.885363754730726,7.277827005418409,11.052554847003012,3.7747278415846033,9.242360582721323,0.3569968279905975
20251001_XZ_YC_12,high,高海拔,XZ_YC,20251001,1429,0.3486750348675035,10.017326325936695,8.503993712152472,11.795863685968918,3.2918699738164463,9.242360582721323,-0.7749657432153718
20251001_XZ_YC_13,high,高海拔,XZ_YC,20251001,1408,1.813110181311018,9.422734035058262,7.986075415063357,11.326533074364212,3.3404576593008546,9.242360582721323,-0.1803734523369389
20251001_XZ_YC_14,high,高海拔,XZ_YC,20251001,1363,4.951185495118549,9.612816765387908,7.980677548795809,11.620035885300958,3.6393583365051487,9.242360582721323,-0.37045618266658487
20251001_XZ_YC_15,high,高海拔,XZ_YC,20251001,1427,0.4881450488145049,9.889286060440671,8.536502108175974,11.880492888985229,3.3439907808092553,9.242360582721323,-0.6469254777193498
20251001_XZ_YC_16,high,高海拔,XZ_YC,20251001,1429,0.3486750348675035,10.060205773883414,8.677773183319493,12.009992248829803,3.332219065510312,9.242360582721323,-0.8178451911620908
