"PG.ProteinGroups","logFC_primary","logFC_comparison"
"A0A075B6H9",0.301048283666628,0.255626702834581
"A0A075B6I0",0.176042577382807,0.181096925166443
"A0A075B6J9",0.284882663992374,0.37697319974429
"A0A075B6K4",0.257877866260301,0.247280584426234
"A0A075B6K5",0.269117177840579,0.280496141711106
"A0A075B6P5;P01615",0.359916596627734,0.287194885237275
"A0A087WSX0",0.193654635030342,0.21403351614644
"A0A087WSY6",-0.0643626404494473,-0.117686183587201
"A0A0A0MRZ8;P04433",0.249152312282551,0.186925717373912
"A0A0A0MS15",0.29567111570584,0.282059279119132
"A0A0B4J1U7",0.336993483704223,0.312535594515085
"A0A0B4J1V0",0.272593648245863,0.272265480599476
"A0A0B4J1X5",0.496306497774324,0.533592928632105
"A0A0B4J1Y8",0.193825204808457,0.140413446261025
"A0A0B4J1Y9",0.366053811367347,0.332885709397315
"A0A0C4DH25",0.326884274124716,0.294238459741479
"A0A0C4DH34",0.450731126542196,0.443266093063292
"A0A0C4DH38",0.250422281005521,0.328631592548337
"A0A0C4DH43",0.446042014458602,0.3727481318075
"A0A0C4DH67",0.245363722812968,0.204092477513068
"A0A0G2JS06",0.274639616929724,0.257700913044303
"A0A0J9YX35",0.187235012690687,0.224753532526375
"A0A0J9YXX1",-0.00621815267900061,0.0640693134912595
"A0A1B0GTC6",0.311237442744897,0.148745914017375
"A0M8Q6",0.337240283819996,0.295942173864953
"A1L4H1",0.0705853451254317,0.0549045744827783
"A2A3L6",0.0371121002310986,0.110870021849898
"A2CJ06",0.311892545194908,0.332064202978387
"A2NJV5",0.301426651796641,0.24409649892759
"A6NDG6",0.171924174704176,0.0746988419898464
"A6NL88",0.314616651463242,0.280889537687742
"A6NM11;A6NMS7",-0.031274344390515,-0.0600864005871671
"A8MYB1",0.346017648029246,0.27010863516395
"B0I1T2",0.101055460706831,0.0304218024336418
"B2RUZ4",-0.01895666061756,-0.158387399559548
"E9PAV3",0.109230349782105,0.0509193178103384
