"PG.ProteinGroups","logFC_primary","logFC_comparison"
"A0A075B6H9",-0.0308229681250989,-0.0192397401498656
"A0A075B6I0",-0.0523988674880318,0.0237966177517279
"A0A075B6J9",0.243255188903007,0.162936349747582
"A0A075B6K4",0.159671705606586,0.112443580651837
"A0A075B6K5",0.0157167928038753,-0.0184282497760506
"A0A075B6P5;P01615",0.0169634108536538,0.00536797311349346
"A0A087WSX0",-0.244008997636783,-0.217294233556569
"A0A087WSY6",-0.0412010006117107,-0.00881642426945817
"A0A0A0MRZ8;P04433",0.0480827048601533,0.0466781988532006
"A0A0A0MS15",0.0771501912947254,0.066168662039809
"A0A0B4J1U7",0.0691159180831686,0.0670488817807939
"A0A0B4J1V0",-0.0832846633631501,-0.104643247489804
"A0A0B4J1X5",-0.0970245760358992,-0.096133965654877
"A0A0B4J1Y8",0.2502774101517,0.226673029020889
"A0A0B4J1Y9",-0.160567491870175,-0.154682146469044
"A0A0C4DH25",0.0556213807392361,0.0539311567093552
"A0A0C4DH34",0.057132295702278,0.0170468864429214
"A0A0C4DH38",0.191637410822961,0.106142039763608
"A0A0C4DH43",0.0987365492671728,0.130765450718274
"A0A0C4DH67",0.0202418468314676,0.0144446728171097
"A0A0G2JS06",-0.17271144963722,-0.198015861592042
"A0A0J9YX35",0.0501180869183369,-0.0317984190378127
"A0A0J9YXX1",0.234475768224339,0.0785365515884138
"A0A1B0GTC6",-0.323372770859171,-0.218172546679796
"A0M8Q6",-0.0493897818424589,-0.0188890668813002
"A1L4H1",-0.272344644166798,-0.246337653141916
"A2A3L6",-0.0902483365520386,-0.147149829251699
"A2CJ06",-0.15879652152638,-0.157907772019136
"A2NJV5",0.00917861996403424,0.0019138289725511
"A6NDG6",-0.273731301983248,-0.239394339629397
"A6NL88",-0.260952789115084,-0.19555747672144
"A6NM11;A6NMS7",-0.139218513000631,-0.114824585107272
"A8MYB1",-0.368186421920864,-0.40362095556555
"B0I1T2",-0.11487168705782,-0.0940463937969875
"B2RUZ4",-0.174553171412297,-0.0692314956977622
"E9PAV3",-0.130401083141563,-0.108429397836733
"O00151",0.103674750210168,0.0739928647323662
"O00161",-0.0953623196648552,-0.094525185198318
"O00186",-0.141836296616487,-0.117780590825354
"O00187",-0.22011204821402,-0.1499968604973
"O00194",-0.113296890661555,-0.154940348655142
"O00231",-0.11624910656678,-0.0197985956103812
"O00232",-0.178521797476822,-0.112600125343652
"O00264",0.123393281807054,0.136760384729845
"O00299",-0.0161536094630979,-0.0165370436662631
"O00339",-0.34008383057583,-0.322820806873903
"O00391",-0.144743792349074,-0.103342835653415
"O00410",-0.0824614269421362,0.00336810271308963
"O00429",0.197447067974171,0.180882260165568
"O00461",-0.282960568641922,-0.249371449992331
"O00468",-0.276281453354587,-0.251963055582552
"O00487",0.0786965816188134,0.0724529564838825
"O00533",-0.133269587430954,-0.123621249937131
"O00560",-0.167230930368923,-0.194269945898464
"O00592",-0.282802506058177,-0.277341561804768
"O00602",-0.114008429600073,-0.0455265509942162
"O14498",-0.0357013854611896,-0.0502436802136561
"O14594",-0.338048803475971,-0.315283221161764
"O14602;P47813",-0.0620454613819632,-0.0548423005097147
"O14645",-0.314808493026346,-0.283768885844498
"O14656",-0.110072628885079,-0.068035513701699
"O14672",-0.15291641294087,-0.117854521290013
"O14745",-0.185245742380658,-0.172554187974796
"O14773",0.0477703705341437,0.0962965290751843
"O14786",-0.293258576953324,-0.267409257985477
"O14791",-0.0206619200324454,0.0239477734604563
"O14818",-0.0535539605347246,0.00466713157325493
"O14950;P19105",0.0620474436409459,0.05567920357311
"O14960",-0.330381542453964,-0.25726607612858
"O15031",-0.277159877752512,-0.259511898377824
"O15117",-0.0967540852137247,-0.090080451165611
"O15143",-0.269329926150995,-0.18948013048673
"O15144",0.1046679723383,0.0981461440456322
"O15145",0.0109840930707161,0.0255104244129125
"O15204",-0.0666139137941073,-0.0339240715776548
"O15335",-0.366008636182293,-0.322923198180975
"O15400",-0.327481716347751,-0.344368416025766
"O15466",-0.305638253385021,-0.278813697526468
"O15498",-0.139158626175652,-0.156923873365501
"O15511",-0.0673846737979638,-0.0956602941076206
"O43157",-0.26125899060035,-0.219306493716255
"O43173",-0.155559258882227,-0.163421509027487
"O43242",-0.185499530244413,-0.073437523752772
"O43396",-0.437290300888533,-0.394856805941217
"O43399",-0.369314782086658,-0.265474893295597
"O43488",0.0173231043276472,0.0799355340973928
"O43491",-0.0736409465976653,-0.055195777379299
"O43505",-0.291127936697015,-0.161053095142679
"O43529",-0.225090325647294,-0.180419275874993
"O43681",-0.111803902849882,-0.0206268961191061
"O43707",-0.140341157491808,-0.118105719636098
"O43852",-0.0715932538455437,-0.0602702716369521
"O43866",-0.154450230859609,-0.121256260721815
"O43897",-0.265468965506154,-0.257008191609732
"O60234",0.138900243442263,0.135749737845245
"O60240",-0.219030903706129,-0.225959408295873
"O60245",-0.330959017285474,-0.278161478131183
"O60279",-0.260853453113453,-0.238283101447154
"O60462",-0.255842940490183,-0.204725683870421
"O60476",-0.0558265132143605,-0.0342420761457447
"O60493",-0.262104599065424,-0.290711737618818
"O60610",-0.0906478613041344,-0.0484115335761786
"O60664",-0.11653664540125,-0.0933358937570619
"O60704",-0.200252423133396,-0.179931687766205
"O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879",0.0527500120391657,0.112381781840686
"O60844",-0.246327605624336,-0.204894949971284
"O60936",-0.144525858131791,-0.145642932134218
"O75081",-0.325009402638749,-0.273785961553571
"O75083",0.136397884713306,0.113070167280698
"O75144",-0.0601890440600421,-0.0283692753102418
"O75147",-0.241393898551236,-0.0789342674041507
"O75165",0.0248118098102665,0.0200998756688699
"O75170",-0.215696996328475,-0.320204263188753
"O75223",0.017495993947275,-0.0120511171268252
"O75309",-0.280246691408116,-0.207308111922901
"O75339",-0.27351369897152,-0.260996207473184
"O75340",-0.225695276948112,-0.173365855901977
"O75347",-0.00795288426037821,0.0271568307244401
"O75351",-0.0842602580084728,-0.039939258348058
"O75356",-0.117373985376332,-0.0962745658114708
"O75367",0.12093163625029,0.189852527982014
"O75368",0.020826808778307,0.0247074208936571
"O75487",-0.342779620231813,-0.308662027531319
"O75531",-0.0822816886523157,-0.0761445479887204
"O75558",-0.103467009941462,-0.0404143872176936
"O75636",0.0297386793252041,0.0455168201378715
"O75752",-0.255696667271577,-0.241252160858867
"O75787",-0.339441208497044,-0.294269870530201
"O75822",-0.0510039164768648,-0.0325790551772425
"O75874",-0.183495193571828,-0.139645571255455
"O75882",-0.238067313526644,-0.24557780953357
"O75897",-0.28503952899775,-0.279504918150039
"O75955",-0.186361603642995,-0.116207605828277
"O94769",-0.282012511621854,-0.234509746376457
"O94966",-0.0783084480620975,-0.0492013684727386
"O94973",0.270787641934373,0.28984867552947
"O94985",-0.266971332514078,-0.229336374927362
"O95084",-0.224906864504303,-0.266937455683016
"O95196",-0.320096612381255,-0.309561096290381
"O95236",0.121272176129089,0.000455200101750819
"O95373",-0.243416904064288,-0.184989233648606
"O95445",-0.0162735884753804,-0.0056089964429944
"O95466",0.0164275830051981,0.0262108093700242
"O95498",-0.0809250248689546,-0.0281411258756528
"O95714",-0.12053023588599,-0.0660282028775061
"O95715",-0.363457232280329,-0.361950928926703
"O95744",-0.101888720098081,-0.0511262542891302
"O95747",-0.0544637429905439,-0.0247280068095126
"O95782",-0.0386913429582059,0.0062090156520167
"O95810",0.0290009119898063,0.0307800145919686
"O95967",-0.323758496444871,-0.234256612311199
"P00325",-0.274297036946612,-0.246474999070189
"P00326",-0.216740714503326,-0.190585401394891
"P00338",0.129665290709818,0.130883381040356
"P00352",-0.0493442078599333,0.0797982117215081
"P00387",0.0279297451454283,0.0585266015786097
"P00450",0.0602829777197122,0.0226244495516816
"P00451",-0.202024987302433,-0.114901898467638
"P00488",0.0749484891167835,0.0993390889914707
"P00491",0.164716861230598,0.231578031578861
"P00492",0.0158987257566219,0.147972293355189
"P00558",0.0155752744541768,0.0641307215368414
"P00568",-0.0450172996061315,0.0100126998522043
"P00734",-0.170600345248598,-0.0726376713947978
"P00736",-0.281890875447919,-0.215132434057875
"P00738",0.158400138689647,0.124137034242281
"P00739",-0.089814919898501,-0.038610356878678
"P00740",-0.237403537193041,-0.164808332128604
"P00742",-0.134452566263997,-0.0761859863417662
"P00746",-0.205261876366984,-0.17408308033505
"P00747",-0.200532287324652,-0.185592186675947
"P00748",-0.202399361772395,-0.171366503883416
"P00751",-0.0258841943386905,-0.0421473576552422
"P00915",0.00338059851372208,0.126888304120104
"P00918",-0.0390312899148402,0.0730203053573391
"P00966",-0.362197878692168,-0.375310961127447
"P01008",-0.232535977614111,-0.221019361297067
"P01009",-0.0829999645987591,-0.0796602303351346
"P01011",-0.266744612621203,-0.224935888803421
"P01019",-0.0699935542622949,-0.0977690561191
"P01023",0.0532968906376023,0.0252693023587085
"P01024",-0.0862746827503891,-0.0576161592116957
"P01031",-0.0289807502744015,-0.0417625402787447
"P01033",0.136158373495389,0.111390250040298
"P01034",-0.0863356297261344,-0.0568084951524348
"P01040",-0.31886075860459,-0.372719851733249
"P01042",-0.346780035136995,-0.315071920480566
"P01111",-0.095662766619002,-0.0609941092328743
"P01116",-0.224165115698829,-0.195063339615826
"P01137",-0.239406408024735,-0.214256236250552
"P01266",-0.315136455636078,-0.273239753953368
"P01275",-0.355378844900882,-0.269566383737157
"P01344",-0.168110814176728,-0.11870604322867
"P01591",-0.275556531943069,-0.258469329731218
"P01597;P04432",-0.00200924358369825,-0.0372836277063975
"P01602",0.186834233477253,0.15850708093185
"P01619",0.00360872114751665,0.0111196593215563
"P01624",-0.0113759608969239,-0.0138418305513603
"P01699",-0.175577161317168,-0.147485683685881
"P01700",0.167626309761522,0.164810948817463
"P01701",0.099740833348875,0.109438977017456
"P01703",-0.0680674395080825,-0.0484114550738219
"P01704",0.0767542728291684,0.0384033524340204
"P01706",-0.0275992868305455,-0.00793608158237191
"P01709",-0.00405955179919282,-0.0412102160560206
"P01714",-0.035465545982051,-0.0576642480487664
"P01717",0.0424609627506314,0.0237192398304007
"P01732",-0.124767571718793,-0.128686596322742
"P01780",-0.204993808265646,-0.199815247126653
"P01817",-0.0498198583289167,-0.0318805363321957
"P01833",-0.0861680638476159,-0.0820895849337209
"P01834",-0.0318926560805597,-0.00606965665408943
"P01857",0.0570752990944232,0.0427135661888585
"P01859",-0.198722324246773,-0.194795117480993
"P01860",0.0721897199122044,0.0671340058188239
"P01861",-0.0209270250650295,-0.0517920985003251
"P01871",-0.236783125498061,-0.215741954798329
"P01876",-0.141928499546886,-0.149901328502306
"P01880",0.0726710203420335,0.07971491165938
"P01889",-0.134447435907424,-0.133237701945013
"P01893",-0.161519616180129,-0.164000168548077
"P02042",-0.0489858830903795,0.0815437458590687
"P02144",0.00860368555267765,0.0409178624981035
"P02533",-0.268767887142292,-0.298057647553012
"P02538",-0.260696260065316,-0.285309586958958
"P02545",-0.178827386562009,-0.148216946699968
"P02549",-0.305341429729873,-0.101827787236882
"P02647",0.0412579600790224,0.0217469031241464
"P02649",-0.155563177495349,-0.175388292922769
"P02652",-0.0998882007135222,-0.0974878335869285
"P02654",-0.122405173318636,-0.114299327134784
"P02655",-0.0376308458367483,-0.0981799187840053
"P02656",-0.148469013056193,-0.115665469309597
"P02671",-0.30543395946799,-0.212120572761307
"P02675",-0.167260016459092,-0.077585479020378
"P02679",-0.169830011491786,-0.104159598226786
"P02730",-0.228470851420678,-0.0837320561289854
"P02743",0.0696297751674226,0.0408637944548165
"P02745",-0.0012008612117409,-0.00697041406798782
"P02746",0.0830010195852999,0.0596096100083265
"P02747",0.0734507516717269,0.034188205442339
"P02748",-0.0951393580597433,-0.0602469657702898
"P02749",0.00515989263516659,-0.000493664252985582
"P02750",0.127419400851561,0.0503008720369529
"P02751",-0.232958711357112,-0.17765132820149
"P02753",-0.158016107575257,-0.105395570385983
"P02760",-0.172662685662496,-0.171952344653977
"P02763",-0.0310732097216331,-0.028976907060164
"P02765",-0.154052798038563,-0.112030944580866
"P02766",-0.12509182470264,-0.121972138019666
"P02768",-0.188427526414079,-0.188515811448127
"P02774",-0.0731422995382918,-0.114446006591926
"P02775",0.0237844761063517,0.0238300521871899
"P02776",-0.134110403484437,-0.0952930488772168
"P02786",-0.0867108767410603,-0.138230707992468
"P02787",-0.0113618631009658,-0.0242905454957878
"P02788",-0.162745911357897,-0.174677045394862
"P02790",0.0439130187915655,0.00553840945095097
"P03950",-0.464434089810538,-0.425103412144436
"P03951",-0.216348611451538,-0.172627569609823
"P03952",-0.168679153643204,-0.124201253148801
"P04003",-0.110524236828756,-0.0422300933972384
"P04004",-0.272652972367123,-0.247725281237074
"P04040",-0.114317344081881,-0.0554733205981623
