"PG.ProteinGroups","logFC_primary","logFC_comparison"
"A0A075B6H9",0.301048283666628,0.206250844537381
"A0A075B6I0",0.176042577382807,0.0614687769424052
"A0A075B6J9",0.284882663992374,0.212458115487754
"A0A075B6K4",0.257877866260301,0.156859557031384
"A0A075B6K5",0.269117177840579,0.168099805435242
"A0A075B6P5;P01615",0.359916596627734,0.262405647206243
"A0A087WSX0",0.193654635030342,0.0934421021810277
"A0A087WSY6",-0.0643626404494473,-0.175268836433482
"A0A0A0MRZ8;P04433",0.249152312282551,0.145081833714599
"A0A0A0MS15",0.29567111570584,0.197858204781767
"A0A0B4J1U7",0.336993483704223,0.246854498082655
"A0A0B4J1V0",0.272593648245863,0.17213779141631
"A0A0B4J1X5",0.496306497774324,0.392662145837351
"A0A0B4J1Y8",0.193825204808457,0.10954034205961
"A0A0B4J1Y9",0.366053811367347,0.265036438962001
"A0A0C4DH25",0.326884274124716,0.237172140448285
"A0A0C4DH34",0.450731126542196,0.346285447488144
"A0A0C4DH38",0.250422281005521,0.169227649950209
"A0A0C4DH43",0.446042014458602,0.325471812902682
"A0A0C4DH67",0.245363722812968,0.151254830270391
"A0A0G2JS06",0.274639616929724,0.178542333685149
"A0A0J9YX35",0.187235012690687,0.118575561029418
"A0A0J9YXX1",-0.00621815267900061,-0.0561126591664962
"A0A1B0GTC6",0.311237442744897,0.210220070339558
"A0M8Q6",0.337240283819996,0.244214458697478
"A1L4H1",0.0705853451254317,-0.030432027279911
"A2A3L6",0.0371121002310986,-0.0321941048491734
"A2CJ06",0.311892545194908,0.249079421765332
"A2NJV5",0.301426651796641,0.200409279391287
"A6NDG6",0.171924174704176,0.0706403908057309
"A6NL88",0.314616651463242,0.24079584472962
"A6NM11;A6NMS7",-0.031274344390515,-0.127043767021466
"A8MYB1",0.346017648029246,0.232912697590001
"B0I1T2",0.101055460706831,-0.00825014949185388
"B2RUZ4",-0.01895666061756,-0.104932706226384
"E9PAV3",0.109230349782105,-0.0158648067914804
"O00151",-0.145714533662545,-0.256836770021541
"O00161",0.0597175026262518,-0.0457473361322975
"O00186",0.114401893919457,0.0331542463966397
"O00187",0.128711233310995,0.0276938609056607
"O00194",-0.0846620075790057,-0.170002008789609
"O00231",-0.00516756590727674,-0.127710715292666
"O00232",-0.191687794217657,-0.289137079376837
"O00264",0.0582512700331801,-0.0337364020895432
"O00299",-0.114792952604882,-0.215810325010228
"O00339",0.275814258167205,0.18022653676089
"O00391",0.269538943251728,0.168521570846362
"O00410",-0.00584267304035269,-0.131521522645729
"O00429",0.172797298439562,0.0485085769263449
"O00461",0.101185732334564,0.000168359929219264
"O00468",0.0972162124252183,-0.0038011599801262
"O00487",-0.136011477074241,-0.235318392657853
"O00533",0.109776793645139,0.00875942123980167
"O00560",-0.0298240847949387,-0.125482474325796
"O00592",0.0472162487164898,-0.0538011236888405
"O00602",0.285486781702806,0.175074277750278
"O14498",0.0763287924423661,0.0225058167270191
"O14594",0.0330994364589774,-0.0679179359463564
"O14602;P47813",-0.155755988385133,-0.277545601133204
"O14645",0.125615294619584,0.0231854279304731
"O14656",0.0785023616052083,0.0543661207726078
"O14672",0.171879246365643,0.0708610020784626
"O14745",0.0788358790640427,-0.020867323203694
"O14773",0.022347887207939,-0.0652754957622959
"O14786",0.0688902159972908,-0.0321271564080661
"O14791",0.0998522183019475,-0.00116515410338103
"O14818",-0.0772743413766417,-0.184179884671373
"O14950;P19105",-0.000986664031248807,-0.0987341462175646
"O14960",0.101190150880125,0.000172778474784252
"O15031",0.152175902965459,0.0968003088705167
"O15117",0.0459446126144005,-0.041717800110356
"O15143",0.248492053137758,0.145734679918784
"O15144",-0.144461757049395,-0.221935536780968
"O15145",-0.0059382797815708,-0.115958655888825
"O15204",0.151548091378384,0.0505307189730289
"O15335",0.139638365985872,0.0386209935805457
"O15400",0.143377643592085,0.0425162575489999
"O15466",0.142980696794339,0.0418305327985724
"O15498",0.206514479476104,0.0794413095403623
"O15511",0.0138608604739865,-0.109063594393914
"O43157",0.151279653757323,0.0502622813519942
"O43173",-0.00761801924743999,-0.119342718663921
"O43242",0.0934935422670531,-0.0295973872037054
"O43396",0.30184356743146,0.199974031467143
"O43399",0.1164099118387,0.0125028612392679
"O43488",0.00371365671730572,-0.13536983182954
"O43491",0.149016764607866,0.0513527937162825
"O43505",0.260869490751396,0.133818903683705
"O43529",0.073246895296001,-0.0257427011926428
"O43681",-0.0757106810980828,-0.197517291581929
"O43707",0.0431838128885973,-0.0401671996744009
"O43852",-0.181314597819195,-0.282331970224535
"O43866",0.191982523113914,0.090014094328307
"O43897",0.24678857435117,0.154078964978947
"O60234",-0.0918834393103323,-0.138011609718401
"O60240",0.240200754445186,0.118775889621584
"O60245",0.205753032778407,0.153246065450872
"O60279",0.122199068453591,0.0211816960482611
"O60462",0.165326747559565,0.0643093751542327
"O60476",0.0136176386813922,-0.0874065864311637
"O60493",0.361527897912408,0.25322211388915
"O60610",0.118248792075608,0.00854011399045174
"O60664",0.113371008986778,0.0304936125298161
"O60704",-0.0835328832129729,-0.178303337976772
"O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879",-0.0144308189044011,-0.115448191309746
"O60844",0.163760976018609,0.0997214414539442
"O60936",0.197600279014451,0.119580299102477
"O75081",0.233194092765249,0.139461217083115
"O75083",-0.168412045571236,-0.269429417976573
"O75144",0.210601481868142,0.1010563718042
"O75147",0.32078701640383,0.200455097382873
"O75165",0.234075749720668,0.158298805121009
"O75170",0.0596961650389662,-0.0077905046734319
"O75223",-0.0146075763132982,-0.122084651077356
"O75309",0.357582847013584,0.247190980094296
"O75339",0.157706905221797,0.0566895328164563
"O75340",0.254534189125021,0.153516816719669
"O75347",0.00364948096929218,-0.120946371100348
"O75351",0.158794244750008,0.0675130594532423
"O75356",0.21242217060385,0.147108867826795
"O75367",0.159233932855782,0.0365850423631775
"O75368",-0.0738890424408973,-0.168395007811514
"O75487",0.180567133543921,0.079776201781101
"O75531",0.128472047626002,0.0222955951931194
"O75558",-0.0554761804073802,-0.144474565249299
"O75636",0.342707812496691,0.241690440091347
"O75752",0.0746401489247699,-0.0269163988659358
"O75787",0.182845701687736,0.0818283292824056
"O75822",0.0644508880774763,-0.0632273993531145
"O75874",0.202499159207782,0.103003325607265
"O75882",0.364653504064238,0.262634785666686
"O75897",0.305616444563853,0.231746325540122
"O75955",0.20807249774446,0.108903558074167
"O94769",0.146732515672161,0.0457151432668166
"O94966",0.55596548175669,0.481742300906379
"O94973",0.0918784615715076,-0.0171521107284862
"O94985",0.0835296079512471,-0.017487764454085
"O95084",0.0488352221671464,-0.00422362371439888
"O95196",0.161587333789628,0.0553738588510235
"O95236",0.103593643937261,0.0250079872616809
"O95373",-0.0135062452847503,-0.11932031633166
"O95445",0.150638938549021,0.0496215661436654
"O95466",-0.0259772286586211,-0.129189817191493
"O95498",-0.088563131206902,-0.189811167995447
"O95714",0.230101368769491,0.0805866494952951
"O95715",0.261269183332912,0.195787179311862
"O95744",0.195762481100894,0.117013903625821
"O95747",-0.154965865213166,-0.268521260141599
"O95782",-0.00403159435433675,-0.0959222883881488
"O95810",-0.101976445573346,-0.208612253480684
"O95967",0.179587285847463,0.0784005780512089
"P00325",0.289858905245808,0.222375534201118
"P00326",0.448957630668747,0.34007435183684
"P00338",-0.010739444288971,-0.111756816694324
"P00352",-0.107731305737899,-0.227265076369866
"P00387",0.0773093962186522,-0.0206696174142724
"P00450",0.275729263713998,0.174711891308643
"P00451",0.11880373940259,0.0177863669972442
"P00488",0.183702036443213,0.0826846640378687
"P00491",-0.208804296965978,-0.311068188419615
"P00492",0.159675785474213,0.0137136716665456
"P00558",-0.131026651760866,-0.232044024166193
"P00568",-0.101641622513501,-0.202611609575939
"P00734",0.194295754853718,0.093278382448382
"P00736",0.158898578406054,0.0578812060007401
"P00738",0.602474258739459,0.501456886334095
"P00739",0.239097349349505,0.138079976944191
"P00740",0.251443405394726,0.150426032989374
"P00742",0.0875534716752782,-0.013463900730045
"P00746",0.0433240760940237,-0.0576932963113155
"P00747",0.213196244305671,0.112178871900323
"P00748",0.0847562097395471,-0.0162611626658187
"P00751",0.154811213767744,0.0537938413624257
"P00915",-0.150861356365589,-0.251878728770928
"P00918",-0.129135002570578,-0.230152374975912
"P00966",0.41612466606705,0.306720536355691
"P01008",0.251519229603417,0.150501857198085
"P01009",0.292439617831382,0.191422245426036
"P01011",0.254908028135519,0.153890655730162
