PG.ProteinGroups,Detection_pattern,Target_threshold,Other_threshold_exclusive
P04792,Broad_detection,0.7,0.2
P04839,Broad_detection,0.7,0.2
P04843,Other_unbalanced,0.7,0.2
P04844,Other_unbalanced,0.7,0.2
P04899,Broad_detection,0.7,0.2
P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1,Broad_detection,0.7,0.2
P04921,Broad_detection,0.7,0.2
P05019,Broad_detection,0.7,0.2
P05023,Broad_detection,0.7,0.2
P05060,Broad_detection,0.7,0.2
P05062,Broad_detection,0.7,0.2
P05067,Broad_detection,0.7,0.2
P05089,Broad_detection,0.7,0.2
P05090,Broad_detection,0.7,0.2
P05091,Other_unbalanced,0.7,0.2
P05106,Broad_detection,0.7,0.2
P05107,Broad_detection,0.7,0.2
P05109,Broad_detection,0.7,0.2
P05121,Broad_detection,0.7,0.2
P05141,Broad_detection,0.7,0.2
P05154,Broad_detection,0.7,0.2
P05155,Broad_detection,0.7,0.2
P05156,Broad_detection,0.7,0.2
P05160,Broad_detection,0.7,0.2
P05161,Sparse,0.7,0.2
P05164,Broad_detection,0.7,0.2
P05165,Sparse,0.7,0.2
P05166,Sparse,0.7,0.2
P05186,Broad_detection,0.7,0.2
P05198,Broad_detection,0.7,0.2
P05204;Q15651,Other_unbalanced,0.7,0.2
P05362,Broad_detection,0.7,0.2
P05386,Broad_detection,0.7,0.2
P05387,Broad_detection,0.7,0.2
P05388,Broad_detection,0.7,0.2
P05408,Other_unbalanced,0.7,0.2
P05452,Broad_detection,0.7,0.2
P05455,Other_unbalanced,0.7,0.2
P05543,Broad_detection,0.7,0.2
P05546,Broad_detection,0.7,0.2
P05556,Broad_detection,0.7,0.2
P05771,Other_unbalanced,0.7,0.2
P05783,Other_unbalanced,0.7,0.2
P05787,Other_unbalanced,0.7,0.2
P05976,Other_unbalanced,0.7,0.2
P05997,Broad_detection,0.7,0.2
P06132,Other_unbalanced,0.7,0.2
P06239,Other_unbalanced,0.7,0.2
P06241,Sparse,0.7,0.2
P06276,Broad_detection,0.7,0.2
P06280,Other_unbalanced,0.7,0.2
P06307,Sparse,0.7,0.2
P06310,Broad_detection,0.7,0.2
P06312,Broad_detection,0.7,0.2
P06315,Sparse,0.7,0.2
P06331,Broad_detection,0.7,0.2
P06396,Broad_detection,0.7,0.2
P06454,Broad_detection,0.7,0.2
P06576,Broad_detection,0.7,0.2
P06681,Broad_detection,0.7,0.2
P06702,Broad_detection,0.7,0.2
P06703,Broad_detection,0.7,0.2
P06727,Broad_detection,0.7,0.2
P06729,Sparse,0.7,0.2
P06730,Other_unbalanced,0.7,0.2
P06732,Other_unbalanced,0.7,0.2
P06733,Broad_detection,0.7,0.2
P06734,Broad_detection,0.7,0.2
P06737,Other_unbalanced,0.7,0.2
P06744,Broad_detection,0.7,0.2
P06748,Other_unbalanced,0.7,0.2
P06753,Broad_detection,0.7,0.2
P06756,Broad_detection,0.7,0.2
P06850,Other_unbalanced,0.7,0.2
P06858,Broad_detection,0.7,0.2
P07093,Broad_detection,0.7,0.2
P07108,Other_unbalanced,0.7,0.2
P07195,Broad_detection,0.7,0.2
P07203,Broad_detection,0.7,0.2
P07204,Sparse,0.7,0.2
P07225,Broad_detection,0.7,0.2
P07237,Broad_detection,0.7,0.2
P07305,Other_unbalanced,0.7,0.2
P07307,Broad_detection,0.7,0.2
P07311,Other_unbalanced,0.7,0.2
P07327,Broad_detection,0.7,0.2
P07332,Sparse,0.7,0.2
P07333,Broad_detection,0.7,0.2
P07339,Broad_detection,0.7,0.2
P07355,Broad_detection,0.7,0.2
P07357,Broad_detection,0.7,0.2
P07358,Broad_detection,0.7,0.2
P07359,Broad_detection,0.7,0.2
P07360,Broad_detection,0.7,0.2
P07384,Broad_detection,0.7,0.2
P07437,Broad_detection,0.7,0.2
P07451,Other_unbalanced,0.7,0.2
P07476,Other_unbalanced,0.7,0.2
P07477,Broad_detection,0.7,0.2
P07585,Broad_detection,0.7,0.2
P07602,Broad_detection,0.7,0.2
P07686,Other_unbalanced,0.7,0.2
P07711,Broad_detection,0.7,0.2
P07737,Broad_detection,0.7,0.2
P07738,Broad_detection,0.7,0.2
P07741,Broad_detection,0.7,0.2
P07814,Other_unbalanced,0.7,0.2
P07858,Broad_detection,0.7,0.2
P07900,Broad_detection,0.7,0.2
P07910,Broad_detection,0.7,0.2
P07911,Other_unbalanced,0.7,0.2
P07942,Broad_detection,0.7,0.2
P07947,Broad_detection,0.7,0.2
P07948,Broad_detection,0.7,0.2
P07951,Other_unbalanced,0.7,0.2
P07954,Other_unbalanced,0.7,0.2
P07988,Broad_detection,0.7,0.2
P07996,Broad_detection,0.7,0.2
P08034,Sparse,0.7,0.2
P08123,Other_unbalanced,0.7,0.2
P08133,Broad_detection,0.7,0.2
P08134,Other_unbalanced,0.7,0.2
P08174,Other_unbalanced,0.7,0.2
P08185,Broad_detection,0.7,0.2
P08195,Broad_detection,0.7,0.2
P08237,Broad_detection,0.7,0.2
P08238,Broad_detection,0.7,0.2
P08240,Other_unbalanced,0.7,0.2
P08243,Sparse,0.7,0.2
P08246,Other_unbalanced,0.7,0.2
P08253,Broad_detection,0.7,0.2
P08254,Broad_detection,0.7,0.2
P08263;P09210,Broad_detection,0.7,0.2
P08294,Broad_detection,0.7,0.2
P08311,Broad_detection,0.7,0.2
P08319,Broad_detection,0.7,0.2
P08397,Other_unbalanced,0.7,0.2
P08473,Sparse,0.7,0.2
P08493,Broad_detection,0.7,0.2
P08514,Broad_detection,0.7,0.2
P08519,Broad_detection,0.7,0.2
P08559,Sparse,0.7,0.2
P08567,Broad_detection,0.7,0.2
P08571,Broad_detection,0.7,0.2
P08572,Sparse,0.7,0.2
P08574,Sparse,0.7,0.2
P08575,Broad_detection,0.7,0.2
P08579,Sparse,0.7,0.2
P08581,Broad_detection,0.7,0.2
P08590,Sparse,0.7,0.2
P08603,Broad_detection,0.7,0.2
P08621,Sparse,0.7,0.2
P08631,Other_unbalanced,0.7,0.2
P08637,Broad_detection,0.7,0.2
P08648,Broad_detection,0.7,0.2
P08651,Sparse,0.7,0.2
P08670,Broad_detection,0.7,0.2
P08697,Broad_detection,0.7,0.2
P08708,Other_unbalanced,0.7,0.2
P08709,Broad_detection,0.7,0.2
P08727,Broad_detection,0.7,0.2
P08729,Broad_detection,0.7,0.2
P08754,Broad_detection,0.7,0.2
P08758,Broad_detection,0.7,0.2
P08779,Broad_detection,0.7,0.2
P08833,Broad_detection,0.7,0.2
P08842,Sparse,0.7,0.2
P08865,Broad_detection,0.7,0.2
P09012,Sparse,0.7,0.2
P09104,Broad_detection,0.7,0.2
P09105,Other_unbalanced,0.7,0.2
P09110,Other_unbalanced,0.7,0.2
P09172,Broad_detection,0.7,0.2
P09211,Broad_detection,0.7,0.2
P09237,Broad_detection,0.7,0.2
P09238,Sparse,0.7,0.2
P09326,Broad_detection,0.7,0.2
P09327,Sparse,0.7,0.2
P09382,Broad_detection,0.7,0.2
P09417,Other_unbalanced,0.7,0.2
P09429,Broad_detection,0.7,0.2
P09467,Other_unbalanced,0.7,0.2
P09486,Broad_detection,0.7,0.2
P09493,Broad_detection,0.7,0.2
P09496,Other_unbalanced,0.7,0.2
P09497,Sparse,0.7,0.2
P09525,Other_unbalanced,0.7,0.2
P09529,Other_unbalanced,0.7,0.2
P09543,Other_unbalanced,0.7,0.2
P09601,Sparse,0.7,0.2
P09603,Broad_detection,0.7,0.2
P09619,Broad_detection,0.7,0.2
P09651,Other_unbalanced,0.7,0.2
P09661,Sparse,0.7,0.2
P09668,Broad_detection,0.7,0.2
P09669,Sparse,0.7,0.2
P09681,Sparse,0.7,0.2
P09693,Other_unbalanced,0.7,0.2
P09769,Other_unbalanced,0.7,0.2
P09871,Broad_detection,0.7,0.2
P09874,Other_unbalanced,0.7,0.2
P09917,Sparse,0.7,0.2
P09958,Other_unbalanced,0.7,0.2
P09960,Broad_detection,0.7,0.2
P09972,Other_unbalanced,0.7,0.2
P0C0L4,Broad_detection,0.7,0.2
P0C0L5,Broad_detection,0.7,0.2
P0C0S5;Q71UI9,Other_unbalanced,0.7,0.2
P0C7P3,Other_unbalanced,0.7,0.2
P0C7P4;P47985,Sparse,0.7,0.2
P0C875,Sparse,0.7,0.2
P0CG29;P0CG30,Sparse,0.7,0.2
P0DJD7;P0DJD8;P0DJD9,Other_unbalanced,0.7,0.2
P0DJI8,Broad_detection,0.7,0.2
P0DJI9,Broad_detection,0.7,0.2
P0DMM9;P0DMN0,Other_unbalanced,0.7,0.2
P0DMV8;P0DMV9,Broad_detection,0.7,0.2
P0DOX2,Broad_detection,0.7,0.2
P0DOX3,Broad_detection,0.7,0.2
P0DOX4,Other_unbalanced,0.7,0.2
P0DOX5,Broad_detection,0.7,0.2
P0DOX7,Broad_detection,0.7,0.2
P0DOX8,Broad_detection,0.7,0.2
P0DOY2;P0DOY3,Broad_detection,0.7,0.2
P0DP01,Other_unbalanced,0.7,0.2
P0DP02,Broad_detection,0.7,0.2
P0DP08,Other_unbalanced,0.7,0.2
P0DP23;P0DP24;P0DP25,Broad_detection,0.7,0.2
P0DPH7;P0DPH8,Broad_detection,0.7,0.2
P0DPI2,Sparse,0.7,0.2
P0DTE1,Other_unbalanced,0.7,0.2
P0DTE2,Sparse,0.7,0.2
P0DTE7;P0DTE8;P0DUB6,Other_unbalanced,0.7,0.2
P10124,Broad_detection,0.7,0.2
P10155,Other_unbalanced,0.7,0.2
P10253,Other_unbalanced,0.7,0.2
P10301,Broad_detection,0.7,0.2
P10321,Broad_detection,0.7,0.2
P10398,Sparse,0.7,0.2
P10412,Broad_detection,0.7,0.2
P10451,Broad_detection,0.7,0.2
P10515,Other_unbalanced,0.7,0.2
P10586,Broad_detection,0.7,0.2
P10599,Broad_detection,0.7,0.2
P10619,Broad_detection,0.7,0.2
P10643,Broad_detection,0.7,0.2
P10644,Broad_detection,0.7,0.2
P10645,Broad_detection,0.7,0.2
P10646,Broad_detection,0.7,0.2
P10721,Other_unbalanced,0.7,0.2
P10746,Sparse,0.7,0.2
P10768,Broad_detection,0.7,0.2
P10809,Broad_detection,0.7,0.2
P10909,Broad_detection,0.7,0.2
P10912,Other_unbalanced,0.7,0.2
P10916,Other_unbalanced,0.7,0.2
P11021,Broad_detection,0.7,0.2
P11047,Broad_detection,0.7,0.2
P11049,Broad_detection,0.7,0.2
P11142,Broad_detection,0.7,0.2
P11150,Broad_detection,0.7,0.2
P11166,Broad_detection,0.7,0.2
P11169,Other_unbalanced,0.7,0.2
P11171,Broad_detection,0.7,0.2
P11172,Other_unbalanced,0.7,0.2
P11177,Sparse,0.7,0.2
P11182,Sparse,0.7,0.2
P11215,Broad_detection,0.7,0.2
P11216,Other_unbalanced,0.7,0.2
P11217,Broad_detection,0.7,0.2
P11226,Broad_detection,0.7,0.2
P11233,Other_unbalanced,0.7,0.2
P11234,Broad_detection,0.7,0.2
P11245,Other_unbalanced,0.7,0.2
P11277,Broad_detection,0.7,0.2
P11279,Broad_detection,0.7,0.2
P11310,Other_unbalanced,0.7,0.2
P11362,Broad_detection,0.7,0.2
P11387,Other_unbalanced,0.7,0.2
P11388,Sparse,0.7,0.2
P11413,Broad_detection,0.7,0.2
P11441,Sparse,0.7,0.2
P11586,Broad_detection,0.7,0.2
P11597,Broad_detection,0.7,0.2
P11678,Other_unbalanced,0.7,0.2
P11717,Broad_detection,0.7,0.2
P11766,Broad_detection,0.7,0.2
P11836,Other_unbalanced,0.7,0.2
P11908,Other_unbalanced,0.7,0.2
P11940,Broad_detection,0.7,0.2
P12004,Sparse,0.7,0.2
P12035,Other_unbalanced,0.7,0.2
P12081,Other_unbalanced,0.7,0.2
P12109,Broad_detection,0.7,0.2
P12110,Broad_detection,0.7,0.2
P12111,Broad_detection,0.7,0.2
P12235,Other_unbalanced,0.7,0.2
P12236,Other_unbalanced,0.7,0.2
P12259,Broad_detection,0.7,0.2
P12268,Other_unbalanced,0.7,0.2
P12270,Other_unbalanced,0.7,0.2
P12273,Broad_detection,0.7,0.2
P12277,Other_unbalanced,0.7,0.2
P12318;P31995,Other_unbalanced,0.7,0.2
P12429,Other_unbalanced,0.7,0.2
P12544,Sparse,0.7,0.2
P12814,Broad_detection,0.7,0.2
P12821,Broad_detection,0.7,0.2
P12829,Other_unbalanced,0.7,0.2
P12830,Broad_detection,0.7,0.2
P12872,Other_unbalanced,0.7,0.2
P12882,Other_unbalanced,0.7,0.2
P12883,Other_unbalanced,0.7,0.2
P12931,Broad_detection,0.7,0.2
P12955,Broad_detection,0.7,0.2
P12956,Other_unbalanced,0.7,0.2
P13010,Other_unbalanced,0.7,0.2
P13073,Other_unbalanced,0.7,0.2
P13224,Broad_detection,0.7,0.2
P13473,Broad_detection,0.7,0.2
P13489,Broad_detection,0.7,0.2
P13497,Broad_detection,0.7,0.2
P13498,Other_unbalanced,0.7,0.2
P13501,Other_unbalanced,0.7,0.2
P13521,Other_unbalanced,0.7,0.2
P13535,Sparse,0.7,0.2
P13569,Other_unbalanced,0.7,0.2
P13591,Broad_detection,0.7,0.2
P13598,Broad_detection,0.7,0.2
P13611,Broad_detection,0.7,0.2
P13612,Broad_detection,0.7,0.2
P13639,Broad_detection,0.7,0.2
P13645,Broad_detection,0.7,0.2
P13646,Broad_detection,0.7,0.2
P13647,Broad_detection,0.7,0.2
P13667,Broad_detection,0.7,0.2
P13671,Broad_detection,0.7,0.2
P13686,Broad_detection,0.7,0.2
P13693,Other_unbalanced,0.7,0.2
P13716,Other_unbalanced,0.7,0.2
P13727,Broad_detection,0.7,0.2
P13747,Other_unbalanced,0.7,0.2
P13796,Broad_detection,0.7,0.2
P13797,Broad_detection,0.7,0.2
P13798,Broad_detection,0.7,0.2
P13804,Other_unbalanced,0.7,0.2
P13805,Other_unbalanced,0.7,0.2
P13807,Other_unbalanced,0.7,0.2
P13861,Other_unbalanced,0.7,0.2
P13929,Broad_detection,0.7,0.2
P13942,Broad_detection,0.7,0.2
P13987,Broad_detection,0.7,0.2
P13995,Sparse,0.7,0.2
P14136,Sparse,0.7,0.2
P14151,Broad_detection,0.7,0.2
P14174,Other_unbalanced,0.7,0.2
P14209,Broad_detection,0.7,0.2
P14222,Sparse,0.7,0.2
P14314,Broad_detection,0.7,0.2
P14317,Broad_detection,0.7,0.2
P14324,Other_unbalanced,0.7,0.2
P14406,Other_unbalanced,0.7,0.2
P14543,Broad_detection,0.7,0.2
P14550,Other_unbalanced,0.7,0.2
P14555,Sparse,0.7,0.2
P14598,Other_unbalanced,0.7,0.2
P14618,Broad_detection,0.7,0.2
P14625,Broad_detection,0.7,0.2
P14649,Broad_detection,0.7,0.2
P14672,Sparse,0.7,0.2
P14678;P63162,Other_unbalanced,0.7,0.2
P14735,Broad_detection,0.7,0.2
P14770,Broad_detection,0.7,0.2
P14778,Other_unbalanced,0.7,0.2
P14780,Broad_detection,0.7,0.2
P14854,Sparse,0.7,0.2
P14866,Other_unbalanced,0.7,0.2
P14868,Other_unbalanced,0.7,0.2
P14923,Broad_detection,0.7,0.2
P14927,Sparse,0.7,0.2
P15090,Broad_detection,0.7,0.2
P15121,Other_unbalanced,0.7,0.2
P15144,Broad_detection,0.7,0.2
P15151,Broad_detection,0.7,0.2
P15153,Broad_detection,0.7,0.2
P15169,Broad_detection,0.7,0.2
P15170,Other_unbalanced,0.7,0.2
P15291,Broad_detection,0.7,0.2
P15311,Broad_detection,0.7,0.2
P15374,Other_unbalanced,0.7,0.2
P15498,Other_unbalanced,0.7,0.2
P15502,Other_unbalanced,0.7,0.2
P15529,Other_unbalanced,0.7,0.2
P15531,Broad_detection,0.7,0.2
P15586,Sparse,0.7,0.2
P15814,Broad_detection,0.7,0.2
P15880,Other_unbalanced,0.7,0.2
P15907,Broad_detection,0.7,0.2
P15924,Broad_detection,0.7,0.2
P15927,Sparse,0.7,0.2
P15941,Broad_detection,0.7,0.2
P16035,Broad_detection,0.7,0.2
P16050,Other_unbalanced,0.7,0.2
P16070,Broad_detection,0.7,0.2
P16083,Other_unbalanced,0.7,0.2
P16109,Broad_detection,0.7,0.2
P16112,Broad_detection,0.7,0.2
P16150,Broad_detection,0.7,0.2
P16152,Broad_detection,0.7,0.2
P16157,Broad_detection,0.7,0.2
P16219,Other_unbalanced,0.7,0.2
P16234,Other_unbalanced,0.7,0.2
P16278,Other_unbalanced,0.7,0.2
P16284,Broad_detection,0.7,0.2
P16333,Other_unbalanced,0.7,0.2
P16401,Broad_detection,0.7,0.2
P16402,Other_unbalanced,0.7,0.2
P16403,Other_unbalanced,0.7,0.2
P16452,Broad_detection,0.7,0.2
P16519,Other_unbalanced,0.7,0.2
P16615,Other_unbalanced,0.7,0.2
P16662,Sparse,0.7,0.2
P16671,Broad_detection,0.7,0.2
P16870,Other_unbalanced,0.7,0.2
P16871,Broad_detection,0.7,0.2
P16885,Other_unbalanced,0.7,0.2
P16930,Other_unbalanced,0.7,0.2
P16949,Broad_detection,0.7,0.2
P16989,Other_unbalanced,0.7,0.2
P17050,Sparse,0.7,0.2
P17096,Other_unbalanced,0.7,0.2
P17174,Other_unbalanced,0.7,0.2
P17213,Other_unbalanced,0.7,0.2
P17252,Other_unbalanced,0.7,0.2
P17301,Broad_detection,0.7,0.2
P17568,Sparse,0.7,0.2
P17612,Other_unbalanced,0.7,0.2
P17655,Broad_detection,0.7,0.2
P17661,Sparse,0.7,0.2
P17812,Other_unbalanced,0.7,0.2
P17813,Other_unbalanced,0.7,0.2
P17844,Broad_detection,0.7,0.2
P17858,Broad_detection,0.7,0.2
P17900,Broad_detection,0.7,0.2
P17927,Broad_detection,0.7,0.2
P17931,Broad_detection,0.7,0.2
P17936,Broad_detection,0.7,0.2
P17980,Broad_detection,0.7,0.2
P17987,Broad_detection,0.7,0.2
P18031,Other_unbalanced,0.7,0.2
P18054,Other_unbalanced,0.7,0.2
P18065,Broad_detection,0.7,0.2
P18084,Other_unbalanced,0.7,0.2
P18085,Broad_detection,0.7,0.2
P18124,Broad_detection,0.7,0.2
P18206,Broad_detection,0.7,0.2
P18283,Sparse,0.7,0.2
P18428,Broad_detection,0.7,0.2
P18433,Other_unbalanced,0.7,0.2
P18440,Sparse,0.7,0.2
P18564,Broad_detection,0.7,0.2
P18577,Broad_detection,0.7,0.2
P18621,Other_unbalanced,0.7,0.2
P18669,Broad_detection,0.7,0.2
P18754,Sparse,0.7,0.2
P18827,Broad_detection,0.7,0.2
P18859,Sparse,0.7,0.2
P19013,Broad_detection,0.7,0.2
P19021,Broad_detection,0.7,0.2
P19022,Broad_detection,0.7,0.2
P19086,Other_unbalanced,0.7,0.2
P19237,Other_unbalanced,0.7,0.2
P19256,Broad_detection,0.7,0.2
P19320,Broad_detection,0.7,0.2
P19338,Broad_detection,0.7,0.2
P19367,Broad_detection,0.7,0.2
P19397,Other_unbalanced,0.7,0.2
P19404,Sparse,0.7,0.2
P19474,Other_unbalanced,0.7,0.2
P19525,Other_unbalanced,0.7,0.2
P19623,Other_unbalanced,0.7,0.2
P19634,Sparse,0.7,0.2
P19652,Broad_detection,0.7,0.2
P19784,Sparse,0.7,0.2
P19823,Broad_detection,0.7,0.2
P19827,Broad_detection,0.7,0.2
P19835,Other_unbalanced,0.7,0.2
P19838,Other_unbalanced,0.7,0.2
P19878,Other_unbalanced,0.7,0.2
P19971,Broad_detection,0.7,0.2
P20023,Sparse,0.7,0.2
P20042,Other_unbalanced,0.7,0.2
P20061,Other_unbalanced,0.7,0.2
P20062,Broad_detection,0.7,0.2
P20073,Broad_detection,0.7,0.2
P20292,Other_unbalanced,0.7,0.2
P20338,Other_unbalanced,0.7,0.2
P20339,Broad_detection,0.7,0.2
P20340,Other_unbalanced,0.7,0.2
P20618,Broad_detection,0.7,0.2
P20674,Other_unbalanced,0.7,0.2
P20700,Other_unbalanced,0.7,0.2
P20701,Broad_detection,0.7,0.2
P20718,Sparse,0.7,0.2
P20742,Other_unbalanced,0.7,0.2
P20774,Broad_detection,0.7,0.2
P20807,Sparse,0.7,0.2
P20810,Broad_detection,0.7,0.2
P20851,Broad_detection,0.7,0.2
P20908,Broad_detection,0.7,0.2
P20930,Broad_detection,0.7,0.2
P20936,Other_unbalanced,0.7,0.2
P20962,Other_unbalanced,0.7,0.2
P20963,Other_unbalanced,0.7,0.2
P21266,Other_unbalanced,0.7,0.2
P21281,Broad_detection,0.7,0.2
P21291,Broad_detection,0.7,0.2
P21333,Broad_detection,0.7,0.2
P21399,Other_unbalanced,0.7,0.2
P21439,Broad_detection,0.7,0.2
P21583,Other_unbalanced,0.7,0.2
P21589,Broad_detection,0.7,0.2
P21730,Broad_detection,0.7,0.2
P21731,Sparse,0.7,0.2
P21796,Other_unbalanced,0.7,0.2
P21810,Broad_detection,0.7,0.2
P21815,Other_unbalanced,0.7,0.2
P21912,Other_unbalanced,0.7,0.2
P21926,Broad_detection,0.7,0.2
P21964,Other_unbalanced,0.7,0.2
P21980,Broad_detection,0.7,0.2
P22061,Broad_detection,0.7,0.2
P22087,Other_unbalanced,0.7,0.2
P22102,Other_unbalanced,0.7,0.2
P22105,Broad_detection,0.7,0.2
P22223,Broad_detection,0.7,0.2
P22234,Broad_detection,0.7,0.2
P22304,Broad_detection,0.7,0.2
P22307,Other_unbalanced,0.7,0.2
P22314,Broad_detection,0.7,0.2
P22352,Broad_detection,0.7,0.2
P22392,Broad_detection,0.7,0.2
P22466,Broad_detection,0.7,0.2
P22607,Broad_detection,0.7,0.2
P22626,Broad_detection,0.7,0.2
P22681,Sparse,0.7,0.2
P22692,Broad_detection,0.7,0.2
P22694,Broad_detection,0.7,0.2
P22695,Sparse,0.7,0.2
P22735,Broad_detection,0.7,0.2
P22760,Sparse,0.7,0.2
P22792,Broad_detection,0.7,0.2
P22891,Broad_detection,0.7,0.2
P22894,Other_unbalanced,0.7,0.2
P22897,Other_unbalanced,0.7,0.2
P23083,Other_unbalanced,0.7,0.2
P23141,Broad_detection,0.7,0.2
P23142,Broad_detection,0.7,0.2
P23193,Other_unbalanced,0.7,0.2
P23219,Other_unbalanced,0.7,0.2
P23229,Broad_detection,0.7,0.2
P23246,Other_unbalanced,0.7,0.2
P23276,Other_unbalanced,0.7,0.2
P23280,Broad_detection,0.7,0.2
P23284,Broad_detection,0.7,0.2
P23327,Broad_detection,0.7,0.2
P23368,Other_unbalanced,0.7,0.2
P23381,Broad_detection,0.7,0.2
P23396,Other_unbalanced,0.7,0.2
P23435,Other_unbalanced,0.7,0.2
P23467,Broad_detection,0.7,0.2
P23470,Broad_detection,0.7,0.2
P23471,Broad_detection,0.7,0.2
P23497,Other_unbalanced,0.7,0.2
P23526,Broad_detection,0.7,0.2
P23528,Broad_detection,0.7,0.2
P23560,Other_unbalanced,0.7,0.2
P23588,Broad_detection,0.7,0.2
P23634,Broad_detection,0.7,0.2
P23743,Other_unbalanced,0.7,0.2
P23919,Other_unbalanced,0.7,0.2
P24043,Broad_detection,0.7,0.2
P24071,Other_unbalanced,0.7,0.2
P24158,Broad_detection,0.7,0.2
P24387,Other_unbalanced,0.7,0.2
P24390,Sparse,0.7,0.2
P24534,Other_unbalanced,0.7,0.2
P24539,Other_unbalanced,0.7,0.2
P24557,Other_unbalanced,0.7,0.2
P24592,Broad_detection,0.7,0.2
P24593,Broad_detection,0.7,0.2
P24666,Broad_detection,0.7,0.2
P24752,Other_unbalanced,0.7,0.2
P24821,Broad_detection,0.7,0.2
P24844,Broad_detection,0.7,0.2
P25092,Other_unbalanced,0.7,0.2
P25098,Other_unbalanced,0.7,0.2
P25205,Sparse,0.7,0.2
P25311,Broad_detection,0.7,0.2
P25325,Other_unbalanced,0.7,0.2
P25398,Other_unbalanced,0.7,0.2
P25445,Other_unbalanced,0.7,0.2
P25685,Other_unbalanced,0.7,0.2
P25686,Other_unbalanced,0.7,0.2
P25705,Broad_detection,0.7,0.2
P25774,Broad_detection,0.7,0.2
P25786,Broad_detection,0.7,0.2
P25787,Broad_detection,0.7,0.2
P25788,Broad_detection,0.7,0.2
P25789,Broad_detection,0.7,0.2
P25815,Broad_detection,0.7,0.2
P26006,Other_unbalanced,0.7,0.2
P26010,Other_unbalanced,0.7,0.2
P26022,Broad_detection,0.7,0.2
P26038,Broad_detection,0.7,0.2
P26196,Other_unbalanced,0.7,0.2
P26368,Other_unbalanced,0.7,0.2
P26373,Other_unbalanced,0.7,0.2
P26440,Sparse,0.7,0.2
P26447,Broad_detection,0.7,0.2
P26572,Broad_detection,0.7,0.2
P26583,Broad_detection,0.7,0.2
P26599,Broad_detection,0.7,0.2
P26639,Other_unbalanced,0.7,0.2
P26640,Other_unbalanced,0.7,0.2
P26641,Broad_detection,0.7,0.2
P26885,Other_unbalanced,0.7,0.2
P26927,Broad_detection,0.7,0.2
P27105,Broad_detection,0.7,0.2
P27169,Broad_detection,0.7,0.2
P27338,Sparse,0.7,0.2
P27348,Broad_detection,0.7,0.2
P27361,Sparse,0.7,0.2
P27482,Broad_detection,0.7,0.2
P27635,Other_unbalanced,0.7,0.2
P27694,Sparse,0.7,0.2
P27695,Other_unbalanced,0.7,0.2
P27708,Other_unbalanced,0.7,0.2
P27797,Broad_detection,0.7,0.2
P27816,Other_unbalanced,0.7,0.2
P27824,Broad_detection,0.7,0.2
P27918,Other_unbalanced,0.7,0.2
P27986,Sparse,0.7,0.2
P27987,Sparse,0.7,0.2
P28062,Other_unbalanced,0.7,0.2
P28065,Other_unbalanced,0.7,0.2
P28066,Broad_detection,0.7,0.2
P28070,Broad_detection,0.7,0.2
P28072,Broad_detection,0.7,0.2
P28074,Broad_detection,0.7,0.2
P28161,Other_unbalanced,0.7,0.2
P28289,Broad_detection,0.7,0.2
P28300,Broad_detection,0.7,0.2
P28331,Other_unbalanced,0.7,0.2
P28482,Broad_detection,0.7,0.2
P28676,Broad_detection,0.7,0.2
P28838,Broad_detection,0.7,0.2
P28906,Broad_detection,0.7,0.2
P28907,Other_unbalanced,0.7,0.2
P29034,Other_unbalanced,0.7,0.2
P29122,Broad_detection,0.7,0.2
P29144,Broad_detection,0.7,0.2
P29218,Other_unbalanced,0.7,0.2
P29279,Broad_detection,0.7,0.2
P29350,Broad_detection,0.7,0.2
P29373,Sparse,0.7,0.2
P29401,Broad_detection,0.7,0.2
P29466,Other_unbalanced,0.7,0.2
P29508,Broad_detection,0.7,0.2
P29622,Broad_detection,0.7,0.2
P29692,Other_unbalanced,0.7,0.2
P29966,Broad_detection,0.7,0.2
P29972,Other_unbalanced,0.7,0.2
P29992,Broad_detection,0.7,0.2
P30038,Sparse,0.7,0.2
P30040,Broad_detection,0.7,0.2
P30041,Broad_detection,0.7,0.2
P30043,Broad_detection,0.7,0.2
P30044,Broad_detection,0.7,0.2
P30048,Broad_detection,0.7,0.2
P30049,Other_unbalanced,0.7,0.2
P30050,Broad_detection,0.7,0.2
P30084,Sparse,0.7,0.2
P30085,Broad_detection,0.7,0.2
P30086,Broad_detection,0.7,0.2
P30101,Broad_detection,0.7,0.2
P30153,Broad_detection,0.7,0.2
P30154,Other_unbalanced,0.7,0.2
P30273,Broad_detection,0.7,0.2
P30405,Other_unbalanced,0.7,0.2
P30419,Other_unbalanced,0.7,0.2
P30520,Other_unbalanced,0.7,0.2
P30530,Other_unbalanced,0.7,0.2
P30566,Other_unbalanced,0.7,0.2
P30613,Broad_detection,0.7,0.2
P30626,Broad_detection,0.7,0.2
P30711,Sparse,0.7,0.2
P30740,Broad_detection,0.7,0.2
P30825,Other_unbalanced,0.7,0.2
P30990,Broad_detection,0.7,0.2
P31025,Broad_detection,0.7,0.2
P31040,Other_unbalanced,0.7,0.2
P31146,Broad_detection,0.7,0.2
P31150,Other_unbalanced,0.7,0.2
P31151,Broad_detection,0.7,0.2
P31153,Other_unbalanced,0.7,0.2
