"Protein","Exposure","N_total","N_observed","Mean","SE"
"Q6EMK4","Control",153,153,10.1992653999184,0.0585842332910996
"Q6EMK4","Short exposure",186,186,10.5569964495948,0.044082858858581
"Q6EMK4","Long exposure",176,176,10.3100753206619,0.0450068808817664
