"Protein","Exposure","N_total","N_observed","Mean","SE"
"P05090","Control",153,153,12.3458349547287,0.0608448597513761
"P05090","Short exposure",186,186,12.7612063888252,0.0560244189905417
"P05090","Long exposure",176,176,12.3845776088676,0.050683284749299
