PG.ProteinGroups,UniqueSampleID,Abundance,TREAT1_clean,condition
P16112,20250913_FJ_QZ_Q3,12.971154620663222,low,湿热
P16112,20250913_FJ_QZ_Q4,10.779588819297528,control,湿热
P16112,20250913_FJ_QZ_Q12,9.022062974649806,control,湿热
P16112,20250913_FJ_QZ_Q13,10.935417500154356,control,湿热
P16112,20250913_FJ_QZ_Q14,12.306553629163563,control,湿热
P16112,20250913_FJ_QZ_Q15,11.792328501855359,control,湿热
P16112,20250913_FJ_QZ_Q16,10.446815882252297,control,湿热
P16112,20250913_FJ_QZ_Q18,10.842511289214562,control,湿热
P16112,20250913_FJ_QZ_Q20,12.450349927390523,control,湿热
P16112,20250913_FJ_QZ_Q21,11.094624120066703,control,湿热
P16112,20250913_FJ_QZ_Q22,10.962252300606389,control,湿热
P16112,20250913_FJ_QZ_Q23,10.102822802461244,control,湿热
P16112,20250913_FJ_QZ_Q25,11.747476456000355,control,湿热
P16112,20250913_FJ_QZ_Q26,11.314759689439315,control,湿热
P16112,20250913_FJ_QZ_Q27,12.141424429710444,control,湿热
P16112,20250913_FJ_QZ_Q28,12.259604925773159,control,湿热
P16112,20250913_FJ_QZ_Q29,9.276081797330267,control,湿热
P16112,20250913_FJ_QZ_Q31,9.632529561073277,high,湿热
P16112,20250913_FJ_QZ_Q32,10.437414922136645,high,湿热
P16112,20250913_FJ_QZ_Q33,11.038735166709708,high,湿热
P16112,20250913_FJ_QZ_Q34,10.757370882305079,high,湿热
P16112,20250913_FJ_QZ_Q36,11.283501149495557,low,湿热
P16112,20250913_FJ_QZ_Q37,10.245395881287957,high,湿热
P16112,20250913_FJ_QZ_Q38,10.601447656805947,low,湿热
P16112,20250913_FJ_QZ_Q39,11.096797336923842,high,湿热
P16112,20250913_FJ_QZ_Q41,11.194367315721912,high,湿热
P16112,20250913_FJ_QZ_Q42,10.977864480553048,high,湿热
P16112,20250913_FJ_QZ_Q44,11.127873446690295,low,湿热
P16112,20250913_FJ_QZ_Q45,10.182446639919071,low,湿热
P16112,20250913_FJ_QZ_Q48,10.84486903301421,low,湿热
P16112,20250913_FJ_QZ_Q49,11.454012568211747,low,湿热
P16112,20250913_FJ_QZ_Q50,10.404608488378448,control,湿热
P16112,20250913_FJ_QZ_Q52,11.267790819905342,low,湿热
P16112,20250913_FJ_QZ_Q54,8.542950372874593,control,湿热
P16112,20250913_FJ_QZ_Q55,12.071588056579172,control,湿热
P16112,20250913_FJ_QZ_Q57,11.061702772514213,control,湿热
P16112,20250913_FJ_QZ_Q58,10.068158315480819,low,湿热
P16112,20250913_FJ_QZ_Q59,11.58722848347964,low,湿热
P16112,20250913_FJ_QZ_Q60,12.177971487790868,low,湿热
P16112,20250913_FJ_QZ_Q61,11.099734013240553,control,湿热
P16112,20250913_FJ_QZ_Q62,11.145075588608373,control,湿热
