"UniqueSampleID","Exposure","Raw_value","Value","Missing","Metric","QC_value"
"20250913_FJ_QZ_Q72","Short exposure","0",0,FALSE,"missing_pct",50.9038511920356
"20250914_FJ_FQ_F47","Short exposure","2",2,FALSE,"missing_pct",43.9088289232381
"20250914_FJ_FQ_F51","Short exposure","2",2,FALSE,"missing_pct",39.5336651820802
"20250914_FJ_FQ_F53","Control","2",2,FALSE,"missing_pct",41.4723604925334
"20250914_FJ_FQ_F54","Short exposure","2",2,FALSE,"missing_pct",38.3547288446424
"20250914_FJ_FQ_F55","Long exposure","2",2,FALSE,"missing_pct",35.5514802200681
"20250914_FJ_FQ_F56","Control","2",2,FALSE,"missing_pct",41.577154833639
"20250914_FJ_FQ_F57","Short exposure","2",2,FALSE,"missing_pct",27.5347131254912
"20250914_FJ_FQ_F58","Long exposure","2",2,FALSE,"missing_pct",44.7209850668064
"20250914_FJ_FQ_F62","Long exposure","2",2,FALSE,"missing_pct",45.1663610165051
"20250914_FJ_FQ_F66","Control","2",2,FALSE,"missing_pct",43.4110558029866
"20250914_FJ_FQ_F69","Long exposure","2",2,FALSE,"missing_pct",46.3452973539429
"20250914_FJ_FQ_F70","Control","2",2,FALSE,"missing_pct",41.315168980875
"20250914_FJ_FQ_F71","Long exposure","2",2,FALSE,"missing_pct",50.4584752423369
"20250914_FJ_FQ_F72","Short exposure","2",2,FALSE,"missing_pct",43.7516374115798
"20250914_FJ_FQ_F74","Short exposure","2",2,FALSE,"missing_pct",49.2009431490699
"20250914_FJ_FQ_F75","Long exposure","2",2,FALSE,"missing_pct",39.7956510348441
"20250914_FJ_FQ_F77","Short exposure","2",2,FALSE,"missing_pct",68.5878962536023
"20250914_FJ_FQ_F79","Long exposure","2",2,FALSE,"missing_pct",43.0704741943935
"20250914_FJ_FQ_F81","Long exposure","2",2,FALSE,"missing_pct",54.7550432276657
"20250914_FJ_FQ_F83","Short exposure","2",2,FALSE,"missing_pct",41.0007859575583
"20250914_FJ_FQ_F84","Short exposure","2",2,FALSE,"missing_pct",41.9701336127849
"20250914_FJ_FQ_F85","Long exposure","2",2,FALSE,"missing_pct",54.0214828399266
"20250914_FJ_FQ_F88","Long exposure","2",2,FALSE,"missing_pct",53.2093266963584
"20250914_FJ_FQ_F89","Long exposure","2",2,FALSE,"missing_pct",54.5192559601781
"20250914_FJ_FQ_F93","Short exposure","2",2,FALSE,"missing_pct",45.8999214042442
"20250914_FJ_FQ_F94","Control","2",2,FALSE,"missing_pct",58.1084621430443
"20250914_FJ_FQ_F102","Long exposure","2",2,FALSE,"missing_pct",43.1490699502227
"20250914_FJ_FQ_F105","Long exposure","2",2,FALSE,"missing_pct",43.7778359968562
"20250914_FJ_FQ_F106","Long exposure","2",2,FALSE,"missing_pct",41.6295520041918
"20250914_FJ_FQ_F107","Short exposure","2",2,FALSE,"missing_pct",36.33743777836
"20250914_FJ_FQ_F110","Long exposure","2",2,FALSE,"missing_pct",44.7471836520828
"20250914_FJ_FQ_F111","Short exposure","2",2,FALSE,"missing_pct",47.943411055803
"20250914_FJ_FQ_F118","Short exposure","2",2,FALSE,"missing_pct",48.3101912496725
"20250914_FJ_FQ_F121","Long exposure","2",2,FALSE,"missing_pct",48.8603615404768
"20250914_FJ_FQ_F122","Long exposure","2",2,FALSE,"missing_pct",54.1262771810322
"20250914_FJ_FQ_F123","Long exposure","2",2,FALSE,"missing_pct",44.5375949698716
"20250914_FJ_FQ_F124","Long exposure","2",2,FALSE,"missing_pct",49.5939219282159
"20250914_FJ_FQ_F125","Long exposure","2",2,FALSE,"missing_pct",51.1134398742468
"20250914_FJ_FQ_F126","Long exposure","2",2,FALSE,"missing_pct",65.8894419701336
"20250914_FJ_FQ_F128","Short exposure","2",2,FALSE,"missing_pct",47.2360492533403
"20250914_FJ_FQ_F129","Long exposure","2",2,FALSE,"missing_pct",56.3531569295258
"20250914_FJ_FQ_F131","Control","2",2,FALSE,"missing_pct",51.192035630076
"20250914_FJ_FQ_F135","Long exposure","2",2,FALSE,"missing_pct",51.5064186533927
"20250914_FJ_FQ_F137","Control","2",2,FALSE,"missing_pct",39.6908566937385
"20251001_FJ_FQ_F83","Short exposure","2",2,FALSE,"missing_pct",49.3319360754519
"20251001_FJ_FQ_F95","Long exposure","2",2,FALSE,"missing_pct",60.0471574534975
"20251001_FJ_FQ_F97","Long exposure","2",2,FALSE,"missing_pct",48.8865601257532
"20251001_FJ_FQ_F105","Long exposure","2",2,FALSE,"missing_pct",61.671469740634
"20251001_FJ_FQ_F120","Long exposure","2",2,FALSE,"missing_pct",49.2009431490699
"20251001_FJ_FQ_F136","Control","2",2,FALSE,"missing_pct",48.1791983232905
"20251001_FJ_FQ_F141","Control","2",2,FALSE,"missing_pct",42.4155095624836
"20251001_FJ_FQ_F147","Long exposure","2",2,FALSE,"missing_pct",53.9952842546502
"20251001_FJ_FQ_F150","Control","2",2,FALSE,"missing_pct",44.3018077023841
"20251001_FJ_FQ_F154","Long exposure","2",2,FALSE,"missing_pct",42.44170814776
"20251001_FJ_FQ_F158","Long exposure","2",2,FALSE,"missing_pct",60.9641079381713
"20251001_FJ_FQ_F163","Control","2",2,FALSE,"missing_pct",53.7332984018863
"20251001_FJ_FQ_F165","Control","2",2,FALSE,"missing_pct",50.6942625098245
"20251001_FJ_FQ_F168","Long exposure","2",2,FALSE,"missing_pct",48.3101912496725
"20251001_FJ_FQ_F170","Control","2",2,FALSE,"missing_pct",43.2276657060519
"20251001_FJ_FQ_F173","Short exposure","2",2,FALSE,"missing_pct",41.9701336127849
"20251001_FJ_FQ_F174","Short exposure","2",2,FALSE,"missing_pct",50.1178936337438
"20251001_FJ_FQ_F175","Short exposure","2",2,FALSE,"missing_pct",51.2706313859052
"20251001_FJ_FQ_F176","Short exposure","2",2,FALSE,"missing_pct",45.5855383809274
"20251001_FJ_FQ_F177","Short exposure","2",2,FALSE,"missing_pct",42.2321194655489
"20251001_FJ_FQ_F180","Short exposure","2",2,FALSE,"missing_pct",47.3932407649987
"20251001_FJ_FQ_F183","Short exposure","2",2,FALSE,"missing_pct",32.2242598899659
"20251001_FJ_FQ_F185","Short exposure","2",2,FALSE,"missing_pct",40.8173958606235
"20251026_FJ_QZ_Q73","Control","0",0,FALSE,"missing_pct",46.7644747183652
"20251026_FJ_QZ_Q74","Short exposure","0",0,FALSE,"missing_pct",53.2355252816348
"20251026_FJ_QZ_Q75","Short exposure","0",0,FALSE,"missing_pct",44.2756091171077
"20251026_FJ_QZ_Q76","Long exposure","0",0,FALSE,"missing_pct",50.4322766570605
"20251026_FJ_QZ_Q77","Long exposure","0",0,FALSE,"missing_pct",44.3804034582133
"20251026_FJ_QZ_Q78","Long exposure","0",0,FALSE,"missing_pct",43.0442756091171
"20251026_FJ_QZ_Q79","Control","0",0,FALSE,"missing_pct",53.0259365994236
"20251026_FJ_QZ_Q80","Short exposure","0",0,FALSE,"missing_pct",47.2884464238931
"20251026_FJ_QZ_Q81","Short exposure","0",0,FALSE,"missing_pct",43.3062614618811
"20251026_FJ_QZ_Q82","Control","0",0,FALSE,"missing_pct",41.0269845428347
"20251026_FJ_QZ_Q83","Control","0",0,FALSE,"missing_pct",43.4110558029866
"20251104_FJ_FQ_F178","Short exposure","2",2,FALSE,"missing_pct",23.6835210898611
"20251104_FJ_FQ_F179","Long exposure","2",2,FALSE,"missing_pct",31.83128111082
