"Pattern","Pattern_display","N","Percent","Mean_Control","Mean_Short","Mean_Long","Mean_Short_minus_Control","Mean_Long_minus_Short","Mean_Long_minus_Control"
"Short_peak","Short-high profile",249,97.265625,10.2972715962752,10.5114308155554,10.1741703647454,0.214159219280175,-0.337260450810013,-0.123101231529839
"Long_suppression","Control/Short-similar, Long-low profile",7,2.734375,11.8283619091159,11.843972632816,11.6048844689771,0.0156107237000927,-0.239088163838888,-0.223477440138795
