"Protein","GeneSymbol","GeneNames_UniProt","ProteinName","UniProt_mapped","Control","N_observed_Control","N_total_Control","Short","N_observed_Short","N_total_Short","Long","N_observed_Long","N_total_Long","Short_minus_Control","Long_minus_Short","Long_minus_Control","Pattern","Pattern_display","logFC","adj.P.Val","Pattern_version","Tolerance_log2"
"O94985","CLSTN1","CLSTN1 CS1 KIAA0911","Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]",TRUE,10.9852662548257,153,153,11.1080784560807,186,186,10.8124056901986,176,176,0.122812201255023,-0.295672765882106,-0.172860564627083,"Short_peak","Short-high profile",-0.266971332514078,0.0071113664990785,2,0.05
"P14314","PRKCSH","PRKCSH G19P1","Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)",TRUE,12.3090917157221,153,153,12.5148020738327,186,186,12.2539318476691,176,176,0.205710358110595,-0.260870226163592,-0.0551598680529963,"Short_peak","Short-high profile",-0.233194681339732,0.00720715375774807,2,0.05
"P10451","SPP1","SPP1 BNSP OPN PSEC0156","Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin)",TRUE,12.3294621358848,153,153,12.4493997616323,186,186,12.1535971401901,176,176,0.119937625747491,-0.295802621442174,-0.175864995694683,"Short_peak","Short-high profile",-0.295592210078141,0.00720715375774807,2,0.05
"Q9HCM3","KIAA1549","KIAA1549","UPF0606 protein KIAA1549",TRUE,9.57780906356733,153,153,9.73832158451309,186,186,9.44296388322296,176,176,0.160512520945755,-0.295357701290124,-0.134845180344369,"Short_peak","Short-high profile",-0.261616201315963,0.00746872858500086,2,0.05
"O15466","ST8SIA5","ST8SIA5 SIAT8E","Alpha-2,8-sialyltransferase 8E (EC 2.4.99.-) (Sialyltransferase 8E) (SIAT8-E) (Sialyltransferase St8Sia V) (ST8SiaV)",TRUE,9.25578151457682,153,153,9.43020586965341,186,186,9.10203195532345,175,176,0.174424355076592,-0.328173914329964,-0.153749559253372,"Short_peak","Short-high profile",-0.305638253385021,0.00759083958367728,2,0.05
"Q9NQ79","CRTAC1","CRTAC1 ASPIC1 CEP68","Cartilage acidic protein 1 (68 kDa chondrocyte-expressed protein) (CEP-68) (ASPIC)",TRUE,12.3472245020541,153,153,12.5858660502807,186,186,12.3096912935678,176,176,0.238641548226637,-0.276174756712939,-0.0375332084863018,"Short_peak","Short-high profile",-0.285547015445275,0.00759083958367728,2,0.05
"P40967","PMEL","PMEL D12S53E PMEL17 SILV","Melanocyte protein PMEL (ME20-M) (ME20M) (Melanocyte protein Pmel 17) (Melanocytes lineage-specific antigen GP100) (Melanoma-associated ME20 antigen) (P1) (P100) (Premelanosome protein) (Silver locus protein homolog) [Cleaved into: M-alpha (95 kDa melanocyte-specific secreted glycoprotein) (P26) (Secreted melanoma-associated ME20 antigen) (ME20-S) (ME20S); M-beta]",TRUE,11.9396913009873,153,153,12.1195393266633,186,186,11.8185940439014,176,176,0.179848025675993,-0.300945282761869,-0.121097257085877,"Short_peak","Short-high profile",-0.321025098420263,0.00759083958367728,2,0.05
"Q12797","ASPH","ASPH BAH","Aspartyl/asparaginyl beta-hydroxylase (EC 1.14.11.16) (Aspartate beta-hydroxylase) (ASP beta-hydroxylase) (Peptide-aspartate beta-dioxygenase)",TRUE,9.3620403355516,153,153,9.47029821112433,186,186,9.16458429643666,176,176,0.108257875572734,-0.305713914687672,-0.197456039114938,"Short_peak","Short-high profile",-0.266443501051951,0.00759083958367728,2,0.05
"Q9BUD6","SPON2","SPON2 DIL1 UNQ435/PRO866","Spondin-2 (Differentially expressed in cancerous and non-cancerous lung cells 1) (DIL-1) (Mindin)",TRUE,8.29965814382221,141,153,8.51761942631103,179,186,8.07481286119926,168,176,0.217961282488824,-0.44280656511177,-0.224845282622946,"Short_peak","Short-high profile",-0.397306702209899,0.00759083958367728,2,0.05
"Q9BRK5","SDF4","SDF4 CAB45 PSEC0034","45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)",TRUE,9.50145827597568,153,153,9.70690621520046,186,186,9.32881703155688,176,176,0.205447939224779,-0.378089183643585,-0.172641244418806,"Short_peak","Short-high profile",-0.352007245233523,0.00759083958367728,2,0.05
"P09619","PDGFRB","PDGFRB PDGFR PDGFR1","Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b)",TRUE,9.9150313413001,153,153,10.3011101659468,186,186,9.90983692290465,176,176,0.386078824646694,-0.391273243042143,-0.00519441839544932,"Short_peak","Short-high profile",-0.348245667087998,0.00759083958367728,2,0.05
"Q8WWA0","ITLN1","ITLN1 INTL ITLN LFR UNQ640/PRO1270","Intelectin-1 (ITLN-1) (Endothelial lectin HL-1) (Galactofuranose-binding lectin) (Intestinal lactoferrin receptor) (Omentin)",TRUE,11.2786135661756,153,153,11.544678662086,186,186,11.1438104913457,176,176,0.266065095910475,-0.400868170740322,-0.134803074829847,"Short_peak","Short-high profile",-0.344883563722574,0.00759083958367728,2,0.05
"Q14517","FAT1","FAT1 CDHF7 FAT","Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]",TRUE,10.1598487440845,153,153,10.3494038772109,186,186,9.96614500589577,176,176,0.189555133126392,-0.383258871315084,-0.193703738188692,"Short_peak","Short-high profile",-0.36159708067219,0.00759083958367728,2,0.05
"P55290","CDH13","CDH13 CDHH","Cadherin-13 (Heart cadherin) (H-cadherin) (P105) (Truncated cadherin) (T-cad) (T-cadherin)",TRUE,10.5003543160375,153,153,10.8245791583233,186,186,10.4785467766616,176,176,0.32422484228573,-0.346032381661631,-0.0218075393759012,"Short_peak","Short-high profile",-0.285866949942312,0.00759083958367728,2,0.05
"P05154","SERPINA5","SERPINA5 PCI PLANH3 PROCI","Plasma serine protease inhibitor (Acrosomal serine protease inhibitor) (Plasminogen activator inhibitor 3) (PAI-3) (PAI3) (Protein C inhibitor) (PCI) (Serpin A5)",TRUE,11.1417604494653,153,153,11.2009299988961,186,186,10.974614495839,176,176,0.0591695494308482,-0.226315503057092,-0.167145953626244,"Short_peak","Short-high profile",-0.251864091241194,0.00759083958367728,2,0.05
"P13942","COL11A2","COL11A2","Collagen alpha-2(XI) chain",TRUE,9.12691285521196,153,153,9.28421024019426,186,186,8.92294829931435,176,176,0.1572973849823,-0.361261940879906,-0.203964555897606,"Short_peak","Short-high profile",-0.333771095662177,0.00811796949611128,2,0.05
"Q9BV94","EDEM2","EDEM2 C20orf31 C20orf49 UNQ573/PRO1135","ER degradation-enhancing alpha-mannosidase-like protein 2",TRUE,9.54201652124175,153,153,9.68979740798999,183,186,9.33613024829168,170,176,0.147780886748233,-0.353667159698309,-0.205886272950076,"Short_peak","Short-high profile",-0.330906483518373,0.00911250129352759,2,0.05
"P27797","CALR","CALR CRTC","Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)",TRUE,11.9950973535055,153,153,12.0861085003532,186,186,11.8345957352029,176,176,0.0910111468476344,-0.25151276515027,-0.160501618302636,"Short_peak","Short-high profile",-0.243937020258299,0.00911250129352759,2,0.05
"Q9Y5X9","LIPG","LIPG UNQ387/PRO719","Endothelial lipase (EC 3.1.1.3) (Endothelial cell-derived lipase) (EDL) (EL) (Phospholipase A1) (EC 3.1.1.32)",TRUE,8.09864112717388,151,153,8.53269163475148,183,186,8.22439789682441,174,176,0.434050507577592,-0.308293737927062,0.125756769650529,"Short_peak","Short-high profile",-0.276639887532323,0.00915898627091017,2,0.05
"O43157","PLXNB1","PLXNB1 KIAA0407 PLXN5 SEP","Plexin-B1 (Semaphorin receptor SEP)",TRUE,12.5096912198974,153,153,12.7299476560843,186,186,12.4182914702292,176,176,0.220256436186885,-0.311656185855085,-0.0913997496682004,"Short_peak","Short-high profile",-0.26125899060035,0.00937302708811528,2,0.05
"P12109","COL6A1","COL6A1","Collagen alpha-1(VI) chain",TRUE,9.33449488513565,153,153,9.66031073075147,186,186,9.30567799194544,176,176,0.325815845615812,-0.354632738806021,-0.0288168931902089,"Short_peak","Short-high profile",-0.278703927251083,0.00942484621013016,2,0.05
"P23471","PTPRZ1","PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ","Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2)",TRUE,11.4870876870806,153,153,11.7236537667008,186,186,11.407543809325,176,176,0.236566079620264,-0.316109957375794,-0.0795438777555297,"Short_peak","Short-high profile",-0.269196109156308,0.00965762177494127,2,0.05
"Q14393","GAS6","GAS6 AXLLG","Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand)",TRUE,9.05618743491456,153,153,9.35674518519037,186,186,8.99631102638825,174,176,0.300557750275813,-0.360434158802121,-0.0598764085263088,"Short_peak","Short-high profile",-0.423813894355977,0.0103300960643479,2,0.05
"Q9BY76","ANGPTL4","ANGPTL4 ARP4 HFARP PGAR PP1158 PSEC0166 UNQ171/PRO197","Angiopoietin-related protein 4 (Angiopoietin-like protein 4) (Hepatic fibrinogen/angiopoietin-related protein) (HFARP) [Cleaved into: ANGPTL4 N-terminal chain; ANGPTL4 C-terminal chain]",TRUE,7.93639783548556,148,153,8.3253154059897,180,186,7.84328896166207,163,176,0.388917570504144,-0.482026444327631,-0.0931088738234873,"Short_peak","Short-high profile",-0.392981085620209,0.0104349010104512,2,0.05
"Q08431","MFGE8","MFGE8","Lactadherin (Breast epithelial antigen BA46) (HMFG) (MFGM) (Milk fat globule-EGF factor 8) (MFG-E8) (SED1) [Cleaved into: Lactadherin short form; Medin]",TRUE,6.99009836209297,118,153,7.27760634249825,145,186,6.89617422796699,128,176,0.287507980405283,-0.38143211453126,-0.0939241341259773,"Short_peak","Short-high profile",-0.322704376708656,0.0104349010104512,2,0.05
"Q9BXX0","EMILIN2","EMILIN2","EMILIN-2 (Elastin microfibril interface-located protein 2) (Elastin microfibril interfacer 2) (Protein FOAP-10)",TRUE,9.86031737014725,153,153,10.0020936148579,186,186,9.68105122277349,176,176,0.141776244710631,-0.321042392084397,-0.179266147373767,"Short_peak","Short-high profile",-0.266991973434157,0.0104349010104512,2,0.05
"P13611","VCAN","VCAN CSPG2","Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Glial hyaluronate-binding protein) (GHAP) (Large fibroblast proteoglycan) (PG-M)",TRUE,12.9994579316977,153,153,13.1726671863225,186,186,12.8415827709787,176,176,0.173209254624791,-0.331084415343851,-0.15787516071906,"Short_peak","Short-high profile",-0.280279878285388,0.010527025108564,2,0.05
"O95967","EFEMP2","EFEMP2 FBLN4 UNQ200/PRO226","EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Protein UPH1)",TRUE,8.86176018858441,151,153,9.01013188648739,185,186,8.70954953788815,175,176,0.14837169790299,-0.300582348599242,-0.152210650696253,"Short_peak","Short-high profile",-0.323758496444871,0.0107862158998774,2,0.05
"P12259","F5","F5","Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]",TRUE,18.0361551747729,153,153,18.1087229031544,186,186,17.868645116733,176,176,0.0725677283815003,-0.240077786421388,-0.167510058039888,"Short_peak","Short-high profile",-0.218536716263515,0.0107862158998774,2,0.05
"Q9NRA1","PDGFC","PDGFC SCDGF UNQ174/PRO200","Platelet-derived growth factor C (PDGF-C) (Fallotein) (Spinal cord-derived growth factor) (SCDGF) (VEGF-E) [Cleaved into: Platelet-derived growth factor C, latent form (PDGFC latent form); Platelet-derived growth factor C, receptor-binding form (PDGFC receptor-binding form)]",TRUE,9.43616266108274,153,153,9.64423874672376,186,186,9.29545303610297,176,176,0.208076085641023,-0.348785710620792,-0.140709624979769,"Short_peak","Short-high profile",-0.305084814092639,0.0110358160031522,2,0.05
"Q9NZ53","PODXL2","PODXL2 UNQ1861/PRO3742","Podocalyxin-like protein 2 (Endoglycan)",TRUE,8.44809728558905,153,153,8.76525237517773,185,186,8.35722052201019,176,176,0.317155089588676,-0.408031853167536,-0.0908767635788603,"Short_peak","Short-high profile",-0.320847273575835,0.0111062106664819,2,0.05
"P12111","COL6A3","COL6A3","Collagen alpha-3(VI) chain",TRUE,9.54058891636573,153,153,9.81909564413253,186,186,9.53473629247425,176,176,0.2785067277668,-0.284359351658274,-0.00585262389147445,"Short_peak","Short-high profile",-0.235627192518967,0.011509062942843,2,0.05
"O15400","STX7","STX7","Syntaxin-7",TRUE,8.57540542398068,152,153,8.81054695137909,184,186,8.42066186621496,171,176,0.23514152739841,-0.389885085164131,-0.154743557765721,"Short_peak","Short-high profile",-0.327481716347751,0.0117215145948449,2,0.05
"P14625","HSP90B1","HSP90B1 GRP94 HSPC4 TRA1","Endoplasmin (EC 3.6.4.-) (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1) (Heat shock protein family C member 4) (Tumor rejection antigen 1) (gp96 homolog)",TRUE,14.0089209277559,153,153,14.1861373402311,186,186,13.8835917692304,176,176,0.177216412475184,-0.302545571000714,-0.125329158525529,"Short_peak","Short-high profile",-0.294868761956373,0.0117488855678119,2,0.05
"Q6V0I7","FAT4","FAT4 CDHF14 FATJ Nbla00548","Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)",TRUE,9.77229535983592,153,153,9.96904039014962,186,186,9.59247911537575,176,176,0.196745030313696,-0.376561274773866,-0.17981624446017,"Short_peak","Short-high profile",-0.346723746392032,0.0117488855678119,2,0.05
"Q8NEH6","MNS1","MNS1","Meiosis-specific nuclear structural protein 1",TRUE,10.0581647535563,126,153,10.4183607914128,169,186,9.9774867741287,153,176,0.360196037856513,-0.440874017284099,-0.0806779794275858,"Short_peak","Short-high profile",-0.345264693865811,0.0117488855678119,2,0.05
"P39059","COL15A1","COL15A1","Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV)]",TRUE,10.401786752934,153,153,10.4727250852123,186,186,10.1375133414583,176,176,0.0709383322783097,-0.335211743754037,-0.264273411475727,"Short_peak","Short-high profile",-0.325688269257764,0.0117488855678119,2,0.05
"P56715","RP1","RP1 ORP1","Oxygen-regulated protein 1 (Retinitis pigmentosa 1 protein) (Retinitis pigmentosa RP1 protein)",TRUE,10.5884145311002,148,153,10.8771679442495,184,186,10.5359024133591,171,176,0.288753413149282,-0.341265530890402,-0.0525121177411201,"Short_peak","Short-high profile",-0.262508048857956,0.0117488855678119,2,0.05
"Q02952","AKAP12","AKAP12 AKAP250","A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen)",TRUE,10.7517334141807,153,153,11.0539048548758,186,186,10.6979524759734,176,176,0.302171440695073,-0.355952378902362,-0.0537809382072894,"Short_peak","Short-high profile",-0.311415554329919,0.0117488855678119,2,0.05
"Q13740","ALCAM","ALCAM MEMD","CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166)",TRUE,9.93530798884567,153,153,10.2372572768082,186,186,9.91489410172638,176,176,0.301949287962543,-0.32236317508184,-0.0204138871192967,"Short_peak","Short-high profile",-0.300347397989247,0.0117488855678119,2,0.05
"P05019","IGF1","IGF1 IBP1 IGF-1","Insulin-like growth factor 1 (Insulin-like growth factor I) (IGF-I) (Mechano growth factor) (MGF) (Somatomedin-C)",TRUE,9.1034048227687,150,153,9.32657267527072,183,186,9.0551397795351,170,176,0.223167852502025,-0.271432895735623,-0.0482650432335987,"Short_peak","Short-high profile",-0.251856732076652,0.0117488855678119,2,0.05
"P51888","PRELP","PRELP SLRR2A","Prolargin (Proline-arginine-rich end leucine-rich repeat protein)",TRUE,7.70845369255529,147,153,7.86232849336503,183,186,7.52203947152679,168,176,0.153874800809744,-0.340289021838239,-0.186414221028495,"Short_peak","Short-high profile",-0.326904262930632,0.0117488855678119,2,0.05
"Q9HCU0","CD248","CD248 CD164L1 TEM1","Endosialin (Tumor endothelial marker 1) (CD antigen CD248)",TRUE,14.0987889207741,153,153,14.3760475268762,186,186,14.0491204353979,176,176,0.277258606102034,-0.326927091478282,-0.0496684853762481,"Short_peak","Short-high profile",-0.279272956172186,0.0119538257566401,2,0.05
"Q9NS73","MBIP","MBIP BM-015","MAP3K12-binding inhibitory protein 1 (MAPK upstream kinase-binding inhibitory protein) (MUK-binding inhibitory protein)",TRUE,13.1063721768736,148,153,13.3458996648424,184,186,12.9899428199858,173,176,0.239527487968726,-0.355956844856603,-0.116429356887878,"Short_peak","Short-high profile",-0.295324205111617,0.0119560516364074,2,0.05
"Q9Y274","ST3GAL6","ST3GAL6 SIAT10","Type 2 lactosamine alpha-2,3-sialyltransferase (EC 2.4.3.6) (CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI) (ST3Gal VI) (ST3GalVI) (Sialyltransferase 10)",TRUE,9.55776827160435,153,153,9.66345602505649,186,186,9.35218529235775,176,176,0.105687753452141,-0.311270732698741,-0.2055829792466,"Short_peak","Short-high profile",-0.249521480667884,0.0125208366748269,2,0.05
"Q6UXD5","SEZ6L2","SEZ6L2 PSK UNQ1903/PRO4349","Seizure 6-like protein 2",TRUE,9.67538574995574,153,153,9.76442989582235,186,186,9.48147664433284,176,176,0.089044145866616,-0.282953251489513,-0.193909105622897,"Short_peak","Short-high profile",-0.297185062055505,0.0128214829317591,2,0.05
"Q6UWD8","C16orf54","C16orf54 UNQ9389/PRO34280","Transmembrane protein C16orf54",TRUE,7.1403998879337,130,153,7.41024567911173,158,186,7.06701431576734,144,176,0.269845791178024,-0.343231363344383,-0.0733855721663597,"Short_peak","Short-high profile",-0.303080047197466,0.0128464692677272,2,0.05
"P26572","MGAT1","MGAT1 GGNT1 GLCT1 GLYT1 MGAT","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I)",TRUE,8.7258730253861,153,153,9.17380227642153,185,186,8.6675872364637,176,176,0.447929251035426,-0.506215039957832,-0.0582857889224062,"Short_peak","Short-high profile",-0.363749683883542,0.0130256964995006,2,0.05
"Q9UGM3","DMBT1","DMBT1 GP340","Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)",TRUE,8.45956831678309,148,153,8.80500124302645,183,186,8.37519328193369,170,176,0.345432926243358,-0.429807961092759,-0.0843750348494012,"Short_peak","Short-high profile",-0.358368075190482,0.0133216298702043,2,0.05
"Q86TY3","ARMH4","ARMH4 C14orf37","Armadillo-like helical domain-containing protein 4 (Upstream of mTORC2 protein)",TRUE,8.89987799169676,153,153,8.96962450935386,186,186,8.67218749212161,176,176,0.0697465176570944,-0.297437017232244,-0.22769049957515,"Short_peak","Short-high profile",-0.254806361703793,0.0133216298702043,2,0.05
"P16070","CD44","CD44 LHR MDU2 MDU3 MIC4","CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44)",TRUE,16.2876557797795,153,153,16.4104904255584,186,186,16.1538206496891,176,176,0.122834645778845,-0.256669775869263,-0.133835130090418,"Short_peak","Short-high profile",-0.250512243953107,0.0133828821636621,2,0.05
"Q92823","NRCAM","NRCAM KIAA0343","Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (hBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related)",TRUE,8.71847345686797,153,153,8.78149852050939,186,186,8.50334882052384,176,176,0.0630250636414154,-0.27814969998555,-0.215124636344134,"Short_peak","Short-high profile",-0.311124250565447,0.0143087537456409,2,0.05
"Q9ULI3","HEG1","HEG1 KIAA1237","Protein HEG homolog 1",TRUE,13.5477656753989,153,153,13.6790805236012,186,186,13.4598132086498,176,176,0.13131484820229,-0.219267314951377,-0.087952466749087,"Short_peak","Short-high profile",-0.172724104273938,0.0146931632807243,2,0.05
"Q02818","NUCB1","NUCB1 NUC","Nucleobindin-1 (CALNUC)",TRUE,8.55576901441562,153,153,8.66277519656665,186,186,8.37828144402638,176,176,0.107006182151036,-0.284493752540273,-0.177487570389237,"Short_peak","Short-high profile",-0.283677452961255,0.0148603035778247,2,0.05
"Q504Y2","PKDCC","PKDCC SGK493 VLK","Extracellular tyrosine-protein kinase PKDCC (EC 2.7.10.2) (Protein kinase domain-containing protein, cytoplasmic) (Protein kinase-like protein SgK493) (Sugen kinase 493) (Vertebrate lonesome kinase)",TRUE,7.71315527316276,140,153,7.95144065621956,176,186,7.56086913704331,166,176,0.238285383056795,-0.390571519176246,-0.15228613611945,"Short_peak","Short-high profile",-0.363995873900211,0.0148669001205594,2,0.05
"Q92187","ST8SIA4","ST8SIA4 PST PST1 SIAT8D","CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase (EC 2.4.3.-) (Alpha-2,8-sialyltransferase 8D) (Polysialyltransferase) (Polysialyltransferase-1) (Sialyltransferase 8D) (SIAT8-D) (Sialyltransferase St8Sia IV) (ST8SiaIV)",TRUE,11.0240928522183,153,153,11.080918594244,186,186,10.8612746870555,176,176,0.0568257420256781,-0.219643907188523,-0.162818165162845,"Short_peak","Short-high profile",-0.233118216179955,0.0148670651714849,2,0.05
"P02760","AMBP","AMBP HCP ITIL","Protein AMBP (Protein HC) [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-) (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin]",TRUE,15.7617717143238,153,153,15.8808098713899,186,186,15.6781208411957,176,176,0.119038157066166,-0.20268903019422,-0.0836508731280539,"Short_peak","Short-high profile",-0.172662685662496,0.0149970712607733,2,0.05
"Q53EL9","SEZ6","SEZ6","Seizure protein 6 homolog (SEZ-6) (hSEZ-6)",TRUE,7.90812546401565,144,153,8.21594264875972,171,186,7.86997873632012,151,176,0.30781718474407,-0.345963912439597,-0.0381467276955272,"Short_peak","Short-high profile",-0.301136788267518,0.0151539573323163,2,0.05
"Q15582","TGFBI","TGFBI BIGH3","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)",TRUE,10.6849342325717,153,153,10.8453241996212,186,186,10.5443832349819,176,176,0.160389967049548,-0.300940964639322,-0.140550997589774,"Short_peak","Short-high profile",-0.258773821009751,0.0151539573323163,2,0.05
"O00461","GOLIM4","GOLIM4 GIMPC GOLPH4 GPP130","Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa)",TRUE,8.9602397796175,153,153,9.08126010288438,186,186,8.78380758902837,176,176,0.121020323266874,-0.29745251385601,-0.176432190589136,"Short_peak","Short-high profile",-0.282960568641922,0.015402129266756,2,0.05
"P26022","PTX3","PTX3 TNFAIP5 TSG14","Pentraxin-related protein PTX3 (Pentaxin-related protein PTX3) (Tumor necrosis factor alpha-induced protein 5) (TNF alpha-induced protein 5) (Tumor necrosis factor-inducible gene 14 protein) (TSG-14)",TRUE,10.3935130927414,153,153,10.6220911667304,186,186,10.2632243883427,176,176,0.228578073988903,-0.358866778387625,-0.130288704398723,"Short_peak","Short-high profile",-0.295036713350385,0.015432376412274,2,0.05
"O60462","NRP2","NRP2 VEGF165R2","Neuropilin-2 (Vascular endothelial cell growth factor 165 receptor 2)",TRUE,12.4155011888276,153,153,12.6407145445941,186,186,12.3411160536036,176,176,0.225213355766497,-0.299598490990542,-0.0743851352240448,"Short_peak","Short-high profile",-0.255842940490183,0.0155681817198973,2,0.05
"Q8IZP7","HS6ST3","HS6ST3","Heparan-sulfate 6-O-sulfotransferase 3 (HS6ST-3) (EC 2.8.2.-)",TRUE,8.7360896334614,153,153,8.86753621406281,186,186,8.55645678228372,176,176,0.131446580601409,-0.31107943177909,-0.179632851177681,"Short_peak","Short-high profile",-0.261440066503813,0.0156450468191564,2,0.05
"P29966","MARCKS","MARCKS MACS PRKCSL","Myristoylated alanine-rich C-kinase substrate (MARCKS) (Protein kinase C substrate, 80 kDa protein, light chain) (80K-L protein) (PKCSL)",TRUE,7.19031716556533,146,153,7.32358529850848,181,186,7.00137619269102,171,176,0.13326813294315,-0.322209105817453,-0.188940972874303,"Short_peak","Short-high profile",-0.275976819924358,0.0162675668085129,2,0.05
"Q14767","LTBP2","LTBP2 C14orf141 LTBP3","Latent-transforming growth factor beta-binding protein 2 (LTBP-2)",TRUE,9.46554199085989,153,153,9.76617793784318,186,186,9.33459179540903,175,176,0.300635946983288,-0.431586142434147,-0.130950195450859,"Short_peak","Short-high profile",-0.368237871251832,0.0162936921362173,2,0.05
"Q76LX8","ADAMTS13","ADAMTS13 C9orf8 UNQ6102/PRO20085","A disintegrin and metalloproteinase with thrombospondin motifs 13 (ADAM-TS 13) (ADAM-TS13) (ADAMTS-13) (EC 3.4.24.87) (von Willebrand factor-cleaving protease) (vWF-CP) (vWF-cleaving protease)",TRUE,9.70415035718012,153,153,10.1046035594867,186,186,9.75313309012967,176,176,0.400453202306554,-0.351470469357004,0.0489827329495505,"Short_peak","Short-high profile",-0.294736636685709,0.0162983526382422,2,0.05
"P16871","IL7R","IL7R","Interleukin-7 receptor subunit alpha (IL-7 receptor subunit alpha) (IL-7R subunit alpha) (IL-7R-alpha) (IL-7RA) (CDw127) (CD antigen CD127)",TRUE,10.3733892366603,153,153,10.3634658511551,186,186,10.1313094647703,176,176,-0.00992338550527805,-0.232156386384741,-0.242079771890019,"Long_suppression","Control/Short-similar, Long-low profile",-0.300120345626206,0.0176252027347758,2,0.05
"Q9H159","CDH19","CDH19 CDH7L2 UNQ478/PRO941","Cadherin-19",TRUE,9.3941916602857,153,153,9.5815475520055,186,186,9.29057198303505,176,176,0.187355891719804,-0.29097556897046,-0.103619677250656,"Short_peak","Short-high profile",-0.275128594243997,0.0177917088440114,2,0.05
"Q07507","DPT","DPT","Dermatopontin (Tyrosine-rich acidic matrix protein) (TRAMP)",TRUE,13.3848369256602,153,153,13.508560411415,186,186,13.2072976777819,176,176,0.123723485754843,-0.301262733633171,-0.177539247878329,"Short_peak","Short-high profile",-0.2791597989685,0.0180988735459372,2,0.05
