"Protein","N_observed_Control","N_total_Control","N_observed_Short","N_total_Short","N_observed_Long","N_total_Long","Short_minus_Control","Long_minus_Short","Long_minus_Control","Pattern","logFC","adj.P.Val","Pattern_version","Tolerance_log2","Baseline","Exposure","Abundance","Centered_log2"
"Q7LGC8",153,153,186,186,176,176,0.162679599556002,-0.292801165191658,-0.130121565635656,"Short_peak",-0.278969044252412,0.00354711847400752,"2.0",0.05,11.0047625312528,"Control",10.9939098532793,-0.0108526779734497
"Q7LGC8",153,153,186,186,176,176,0.162679599556002,-0.292801165191658,-0.130121565635656,"Short_peak",-0.278969044252412,0.00354711847400752,"2.0",0.05,11.0047625312528,"Short",11.1565894528353,0.151826921582552
"Q7LGC8",153,153,186,186,176,176,0.162679599556002,-0.292801165191658,-0.130121565635656,"Short_peak",-0.278969044252412,0.00354711847400752,"2.0",0.05,11.0047625312528,"Long",10.8637882876437,-0.140974243609106
"Q9NR99",153,153,186,186,176,176,0.130243470258662,-0.284259146359021,-0.154015676100359,"Short_peak",-0.290871863924691,0.00354711847400752,"2.0",0.05,10.2438835996518,"Control",10.2518076682657,0.00792406861389949
"Q9NR99",153,153,186,186,176,176,0.130243470258662,-0.284259146359021,-0.154015676100359,"Short_peak",-0.290871863924691,0.00354711847400752,"2.0",0.05,10.2438835996518,"Short",10.3820511385243,0.138167538872562
"Q9NR99",153,153,186,186,176,176,0.130243470258662,-0.284259146359021,-0.154015676100359,"Short_peak",-0.290871863924691,0.00354711847400752,"2.0",0.05,10.2438835996518,"Long",10.0977919921653,-0.14609160748646
"P09603",153,153,186,186,176,176,0.170354141065225,-0.350378116952678,-0.180023975887453,"Short_peak",-0.299395117325982,0.00377185485648467,"2.0",0.05,11.5735072365358,"Control",11.5767305148099,0.00322327827407598
"P09603",153,153,186,186,176,176,0.170354141065225,-0.350378116952678,-0.180023975887453,"Short_peak",-0.299395117325982,0.00377185485648467,"2.0",0.05,11.5735072365358,"Short",11.7470846558751,0.173577419339301
"P09603",153,153,186,186,176,176,0.170354141065225,-0.350378116952678,-0.180023975887453,"Short_peak",-0.299395117325982,0.00377185485648467,"2.0",0.05,11.5735072365358,"Long",11.3967065389225,-0.176800697613377
"Q0VD83",153,153,186,186,176,176,0.14320388397789,-0.353567168998801,-0.210363285020911,"Short_peak",-0.342918078277039,0.00377185485648467,"2.0",0.05,10.4142244687118,"Control",10.4366109357262,0.0223864670143392
"Q0VD83",153,153,186,186,176,176,0.14320388397789,-0.353567168998801,-0.210363285020911,"Short_peak",-0.342918078277039,0.00377185485648467,"2.0",0.05,10.4142244687118,"Short",10.579814819704,0.165590350992229
"Q0VD83",153,153,186,186,176,176,0.14320388397789,-0.353567168998801,-0.210363285020911,"Short_peak",-0.342918078277039,0.00377185485648467,"2.0",0.05,10.4142244687118,"Long",10.2262476507052,-0.187976818006572
"Q8NG11",120,153,141,186,136,176,0.289681504383865,-0.450590293519157,-0.160908789135292,"Short_peak",-0.346357582439577,0.00377185485648467,"2.0",0.05,7.22810823363734,"Control",7.18518399522115,-0.0429242384161919
"Q8NG11",120,153,141,186,136,176,0.289681504383865,-0.450590293519157,-0.160908789135292,"Short_peak",-0.346357582439577,0.00377185485648467,"2.0",0.05,7.22810823363734,"Short",7.47486549960502,0.246757265967673
"Q8NG11",120,153,141,186,136,176,0.289681504383865,-0.450590293519157,-0.160908789135292,"Short_peak",-0.346357582439577,0.00377185485648467,"2.0",0.05,7.22810823363734,"Long",7.02427520608586,-0.203833027551484
"Q9UKM7",153,153,186,186,176,176,0.0768234469858697,-0.348660918616172,-0.271837471630302,"Short_peak",-0.326302054051277,0.0038308820800138,"2.0",0.05,9.59123248099821,"Control",9.65623715587969,0.065004674881477
"Q9UKM7",153,153,186,186,176,176,0.0768234469858697,-0.348660918616172,-0.271837471630302,"Short_peak",-0.326302054051277,0.0038308820800138,"2.0",0.05,9.59123248099821,"Short",9.73306060286556,0.141828121867347
"Q9UKM7",153,153,186,186,176,176,0.0768234469858697,-0.348660918616172,-0.271837471630302,"Short_peak",-0.326302054051277,0.0038308820800138,"2.0",0.05,9.59123248099821,"Long",9.38439968424938,-0.206832796748825
"Q6ZRP7",153,153,186,186,176,176,0.234789392919968,-0.404548577723075,-0.169759184803107,"Short_peak",-0.361076103515192,0.00409842065051398,"2.0",0.05,8.45353182122981,"Control",8.43185508519086,-0.0216767360389536
"Q6ZRP7",153,153,186,186,176,176,0.234789392919968,-0.404548577723075,-0.169759184803107,"Short_peak",-0.361076103515192,0.00409842065051398,"2.0",0.05,8.45353182122981,"Short",8.66664447811083,0.213112656881014
"Q6ZRP7",153,153,186,186,176,176,0.234789392919968,-0.404548577723075,-0.169759184803107,"Short_peak",-0.361076103515192,0.00409842065051398,"2.0",0.05,8.45353182122981,"Long",8.26209590038775,-0.191435920842061
"P78539",153,153,185,186,176,176,0.21850533920864,-0.298342069883628,-0.0798367306749874,"Short_peak",-0.300069477399235,0.00409842065051398,"2.0",0.05,9.35941228820995,"Control",9.31318941869873,-0.046222869511217
"P78539",153,153,185,186,176,176,0.21850533920864,-0.298342069883628,-0.0798367306749874,"Short_peak",-0.300069477399235,0.00409842065051398,"2.0",0.05,9.35941228820995,"Short",9.53169475790737,0.172282469697423
"P78539",153,153,185,186,176,176,0.21850533920864,-0.298342069883628,-0.0798367306749874,"Short_peak",-0.300069477399235,0.00409842065051398,"2.0",0.05,9.35941228820995,"Long",9.23335268802374,-0.126059600186204
"Q13103",153,153,186,186,176,176,0.272433819634113,-0.374008605219181,-0.101574785585068,"Short_peak",-0.30571895391865,0.00409842065051398,"2.0",0.05,16.3114782541186,"Control",16.2545252427689,-0.0569530113496839
"Q13103",153,153,186,186,176,176,0.272433819634113,-0.374008605219181,-0.101574785585068,"Short_peak",-0.30571895391865,0.00409842065051398,"2.0",0.05,16.3114782541186,"Short",16.526959062403,0.215480808284429
"Q13103",153,153,186,186,176,176,0.272433819634113,-0.374008605219181,-0.101574785585068,"Short_peak",-0.30571895391865,0.00409842065051398,"2.0",0.05,16.3114782541186,"Long",16.1529504571838,-0.158527796934752
"P35443",153,153,186,186,176,176,0.300997443570473,-0.400415629646972,-0.0994181860764982,"Short_peak",-0.352856303425291,0.00412576332939874,"2.0",0.05,15.3727274904196,"Control",15.3055344045883,-0.0671930858313257
"P35443",153,153,186,186,176,176,0.300997443570473,-0.400415629646972,-0.0994181860764982,"Short_peak",-0.352856303425291,0.00412576332939874,"2.0",0.05,15.3727274904196,"Short",15.6065318481588,0.233804357739148
"P35443",153,153,186,186,176,176,0.300997443570473,-0.400415629646972,-0.0994181860764982,"Short_peak",-0.352856303425291,0.00412576332939874,"2.0",0.05,15.3727274904196,"Long",15.2061162185118,-0.166611271907824
"Q14515",153,153,186,186,176,176,0.130968459105913,-0.35095083162553,-0.219982372519617,"Short_peak",-0.323722684974175,0.00435901778539578,"2.0",0.05,14.4460400231787,"Control",14.4757113276499,0.0296713044712344
"Q14515",153,153,186,186,176,176,0.130968459105913,-0.35095083162553,-0.219982372519617,"Short_peak",-0.323722684974175,0.00435901778539578,"2.0",0.05,14.4460400231787,"Short",14.6066797867558,0.160639763577148
"Q14515",153,153,186,186,176,176,0.130968459105913,-0.35095083162553,-0.219982372519617,"Short_peak",-0.323722684974175,0.00435901778539578,"2.0",0.05,14.4460400231787,"Long",14.2557289551303,-0.190311068048382
"Q9BYH1",153,153,186,186,176,176,0.187669126519941,-0.339465346434995,-0.151796219915054,"Short_peak",-0.310548175266486,0.00435901778539578,"2.0",0.05,11.0728116534603,"Control",11.0608540179253,-0.011957635534964
"Q9BYH1",153,153,186,186,176,176,0.187669126519941,-0.339465346434995,-0.151796219915054,"Short_peak",-0.310548175266486,0.00435901778539578,"2.0",0.05,11.0728116534603,"Short",11.2485231444453,0.175711490984977
"Q9BYH1",153,153,186,186,176,176,0.187669126519941,-0.339465346434995,-0.151796219915054,"Short_peak",-0.310548175266486,0.00435901778539578,"2.0",0.05,11.0728116534603,"Long",10.9090577980103,-0.163753855450018
"P28906",153,153,184,186,175,176,0.249925643824003,-0.3616009002297,-0.111675256405697,"Short_peak",-0.360813359055095,0.00435901778539578,"2.0",0.05,10.8715598752423,"Control",10.8254764127695,-0.0460834624727706
"P28906",153,153,184,186,175,176,0.249925643824003,-0.3616009002297,-0.111675256405697,"Short_peak",-0.360813359055095,0.00435901778539578,"2.0",0.05,10.8715598752423,"Short",11.0754020565935,0.203842181351233
"P28906",153,153,184,186,175,176,0.249925643824003,-0.3616009002297,-0.111675256405697,"Short_peak",-0.360813359055095,0.00435901778539578,"2.0",0.05,10.8715598752423,"Long",10.7138011563638,-0.157758718878467
"P04004",153,153,186,186,176,176,0.201106116727733,-0.311044295053513,-0.10993817832578,"Short_peak",-0.272652972367123,0.0044124299371178,"2.0",0.05,18.3064328125398,"Control",18.2760434997392,-0.0303893128006507
"P04004",153,153,186,186,176,176,0.201106116727733,-0.311044295053513,-0.10993817832578,"Short_peak",-0.272652972367123,0.0044124299371178,"2.0",0.05,18.3064328125398,"Short",18.4771496164669,0.170716803927082
"P04004",153,153,186,186,176,176,0.201106116727733,-0.311044295053513,-0.10993817832578,"Short_peak",-0.272652972367123,0.0044124299371178,"2.0",0.05,18.3064328125398,"Long",18.1661053214134,-0.140327491126431
"Q6P4E1",153,153,186,186,176,176,0.054429543113244,-0.289768747158911,-0.235339204045667,"Short_peak",-0.2898375651728,0.00441702037030292,"2.0",0.05,11.2992644006422,"Control",11.3595676209531,0.0603032203108071
"Q6P4E1",153,153,186,186,176,176,0.054429543113244,-0.289768747158911,-0.235339204045667,"Short_peak",-0.2898375651728,0.00441702037030292,"2.0",0.05,11.2992644006422,"Short",11.4139971640663,0.114732763424051
"Q6P4E1",153,153,186,186,176,176,0.054429543113244,-0.289768747158911,-0.235339204045667,"Short_peak",-0.2898375651728,0.00441702037030292,"2.0",0.05,11.2992644006422,"Long",11.1242284169074,-0.17503598373486
"O95196",149,153,179,186,171,176,0.20052727626442,-0.34793708565382,-0.1474098093894,"Short_peak",-0.320096612381255,0.00443006302497877,"2.0",0.05,9.55057868548441,"Control",9.53287286319273,-0.0177058222916724
"O95196",149,153,179,186,171,176,0.20052727626442,-0.34793708565382,-0.1474098093894,"Short_peak",-0.320096612381255,0.00443006302497877,"2.0",0.05,9.55057868548441,"Short",9.73340013945715,0.182821453972748
"O95196",149,153,179,186,171,176,0.20052727626442,-0.34793708565382,-0.1474098093894,"Short_peak",-0.320096612381255,0.00443006302497877,"2.0",0.05,9.55057868548441,"Long",9.38546305380333,-0.165115631681072
"Q5JRA6",153,153,186,186,176,176,0.35359604827962,-0.384502706823302,-0.0309066585436817,"Short_peak",-0.329167581397352,0.00443006302497877,"2.0",0.05,11.0994072054108,"Control",10.9918440754988,-0.107563129911979
"Q5JRA6",153,153,186,186,176,176,0.35359604827962,-0.384502706823302,-0.0309066585436817,"Short_peak",-0.329167581397352,0.00443006302497877,"2.0",0.05,11.0994072054108,"Short",11.3454401237785,0.246032918367641
"Q5JRA6",153,153,186,186,176,176,0.35359604827962,-0.384502706823302,-0.0309066585436817,"Short_peak",-0.329167581397352,0.00443006302497877,"2.0",0.05,11.0994072054108,"Long",10.9609374169552,-0.13846978845566
"Q9H251",153,153,186,186,176,176,0.163072939594251,-0.376788600842444,-0.213715661248193,"Short_peak",-0.340042349521346,0.00443006302497877,"2.0",0.05,10.1716162936469,"Control",10.1884972008649,0.0168809072179812
"Q9H251",153,153,186,186,176,176,0.163072939594251,-0.376788600842444,-0.213715661248193,"Short_peak",-0.340042349521346,0.00443006302497877,"2.0",0.05,10.1716162936469,"Short",10.3515701404591,0.179953846812232
"Q9H251",153,153,186,186,176,176,0.163072939594251,-0.376788600842444,-0.213715661248193,"Short_peak",-0.340042349521346,0.00443006302497877,"2.0",0.05,10.1716162936469,"Long",9.97478153961667,-0.196834754030212
"P08294",153,153,186,186,176,176,0.254927634661886,-0.33204957145238,-0.0771219367904941,"Short_peak",-0.314605377643598,0.00443006302497877,"2.0",0.05,9.54842932912551,"Control",9.48916076316838,-0.0592685659571295
"P08294",153,153,186,186,176,176,0.254927634661886,-0.33204957145238,-0.0771219367904941,"Short_peak",-0.314605377643598,0.00443006302497877,"2.0",0.05,9.54842932912551,"Short",9.74408839783027,0.195659068704757
"P08294",153,153,186,186,176,176,0.254927634661886,-0.33204957145238,-0.0771219367904941,"Short_peak",-0.314605377643598,0.00443006302497877,"2.0",0.05,9.54842932912551,"Long",9.41203882637789,-0.136390502747624
"P08493",153,153,186,186,176,176,0.15108254691641,-0.340144709043804,-0.189062162127394,"Short_peak",-0.31932544773318,0.00443006302497877,"2.0",0.05,14.5061753376169,"Control",14.5188352093539,0.0126598717369948
"P08493",153,153,186,186,176,176,0.15108254691641,-0.340144709043804,-0.189062162127394,"Short_peak",-0.31932544773318,0.00443006302497877,"2.0",0.05,14.5061753376169,"Short",14.6699177562703,0.163742418653404
"P08493",153,153,186,186,176,176,0.15108254691641,-0.340144709043804,-0.189062162127394,"Short_peak",-0.31932544773318,0.00443006302497877,"2.0",0.05,14.5061753376169,"Long",14.3297730472265,-0.176402290390399
"Q8IUX7",153,153,186,186,176,176,0.127095121298115,-0.289242766674011,-0.162147645375896,"Short_peak",-0.291694663019666,0.00464220544740407,"2.0",0.05,10.8561717444044,"Control",10.867855919097,0.0116841746925935
"Q8IUX7",153,153,186,186,176,176,0.127095121298115,-0.289242766674011,-0.162147645375896,"Short_peak",-0.291694663019666,0.00464220544740407,"2.0",0.05,10.8561717444044,"Short",10.9949510403951,0.138779295990709
"Q8IUX7",153,153,186,186,176,176,0.127095121298115,-0.289242766674011,-0.162147645375896,"Short_peak",-0.291694663019666,0.00464220544740407,"2.0",0.05,10.8561717444044,"Long",10.7057082737211,-0.150463470683302
"P49747",153,153,186,186,176,176,0.198175135974692,-0.312032268950238,-0.113857132975546,"Short_peak",-0.318139621116435,0.00499848821147557,"2.0",0.05,15.0503949442223,"Control",15.0222889432226,-0.0281060009997152
"P49747",153,153,186,186,176,176,0.198175135974692,-0.312032268950238,-0.113857132975546,"Short_peak",-0.318139621116435,0.00499848821147557,"2.0",0.05,15.0503949442223,"Short",15.2204640791973,0.170069134974977
"P49747",153,153,186,186,176,176,0.198175135974692,-0.312032268950238,-0.113857132975546,"Short_peak",-0.318139621116435,0.00499848821147557,"2.0",0.05,15.0503949442223,"Long",14.9084318102471,-0.141963133975262
"Q9HC84",150,153,183,186,171,176,0.410400337997173,-0.626926176996957,-0.216525838999784,"Short_peak",-0.558904752870545,0.00513533483371889,"2.0",0.05,8.74818507830827,"Control",8.68356024530913,-0.0646248329991312
"Q9HC84",150,153,183,186,171,176,0.410400337997173,-0.626926176996957,-0.216525838999784,"Short_peak",-0.558904752870545,0.00513533483371889,"2.0",0.05,8.74818507830827,"Short",9.09396058330631,0.345775504998041
"Q9HC84",150,153,183,186,171,176,0.410400337997173,-0.626926176996957,-0.216525838999784,"Short_peak",-0.558904752870545,0.00513533483371889,"2.0",0.05,8.74818507830827,"Long",8.46703440630935,-0.281150671998915
"Q8IZF2",153,153,186,186,176,176,0.0893533872576295,-0.286031673678519,-0.196678286420889,"Short_peak",-0.285626412674647,0.00513533483371889,"2.0",0.05,10.4747191803923,"Control",10.51049414678,0.0357749663877538
"Q8IZF2",153,153,186,186,176,176,0.0893533872576295,-0.286031673678519,-0.196678286420889,"Short_peak",-0.285626412674647,0.00513533483371889,"2.0",0.05,10.4747191803923,"Short",10.5998475340376,0.125128353645383
"Q8IZF2",153,153,186,186,176,176,0.0893533872576295,-0.286031673678519,-0.196678286420889,"Short_peak",-0.285626412674647,0.00513533483371889,"2.0",0.05,10.4747191803923,"Long",10.3138158603591,-0.160903320033135
"P09326",145,153,180,186,165,176,0.0884595372297632,-0.382642078581014,-0.294182541351251,"Short_peak",-0.382030297331022,0.0055795634154485,"2.0",0.05,8.27051849161464,"Control",8.3390928263218,0.0685743347071632
"P09326",145,153,180,186,165,176,0.0884595372297632,-0.382642078581014,-0.294182541351251,"Short_peak",-0.382030297331022,0.0055795634154485,"2.0",0.05,8.27051849161464,"Short",8.42755236355156,0.157033871936926
"P09326",145,153,180,186,165,176,0.0884595372297632,-0.382642078581014,-0.294182541351251,"Short_peak",-0.382030297331022,0.0055795634154485,"2.0",0.05,8.27051849161464,"Long",8.04491028497055,-0.225608206644088
"P07359",153,153,186,186,176,176,0.0685850885662234,-0.267615786044171,-0.199030697477948,"Short_peak",-0.272122274218855,0.0055795634154485,"2.0",0.05,17.2213775582063,"Control",17.2648594278436,0.0434818696372439
"P07359",153,153,186,186,176,176,0.0685850885662234,-0.267615786044171,-0.199030697477948,"Short_peak",-0.272122274218855,0.0055795634154485,"2.0",0.05,17.2213775582063,"Short",17.3334445164098,0.112066958203467
"P07359",153,153,186,186,176,176,0.0685850885662234,-0.267615786044171,-0.199030697477948,"Short_peak",-0.272122274218855,0.0055795634154485,"2.0",0.05,17.2213775582063,"Long",17.0658287303656,-0.155548827840704
"Q13444",135,153,171,186,156,176,0.381468942611067,-0.533752922108248,-0.152283979497181,"Short_peak",-0.458229327159033,0.00602766489305162,"2.0",0.05,7.65707763511916,"Control",7.58068264741453,-0.0763949877046279
"Q13444",135,153,171,186,156,176,0.381468942611067,-0.533752922108248,-0.152283979497181,"Short_peak",-0.458229327159033,0.00602766489305162,"2.0",0.05,7.65707763511916,"Short",7.9621515900256,0.305073954906439
"Q13444",135,153,171,186,156,176,0.381468942611067,-0.533752922108248,-0.152283979497181,"Short_peak",-0.458229327159033,0.00602766489305162,"2.0",0.05,7.65707763511916,"Long",7.42839866791735,-0.228678967201809
"P19256",143,153,175,186,164,176,0.203901811101465,-0.334083355353806,-0.13018154425234,"Short_peak",-0.30410409387196,0.00668058606099324,"2.0",0.05,7.92333374111692,"Control",7.89876031883388,-0.0245734222830416
"P19256",143,153,175,186,164,176,0.203901811101465,-0.334083355353806,-0.13018154425234,"Short_peak",-0.30410409387196,0.00668058606099324,"2.0",0.05,7.92333374111692,"Short",8.10266212993535,0.179328388818424
"P19256",143,153,175,186,164,176,0.203901811101465,-0.334083355353806,-0.13018154425234,"Short_peak",-0.30410409387196,0.00668058606099324,"2.0",0.05,7.92333374111692,"Long",7.76857877458154,-0.154754966535382
"P06734",146,153,181,186,162,176,0.230737704640639,-0.376111516198423,-0.145373811557784,"Short_peak",-0.374318015664242,0.00668058606099324,"2.0",0.05,9.32050407337005,"Control",9.29204944234243,-0.0284546310276177
"P06734",146,153,181,186,162,176,0.230737704640639,-0.376111516198423,-0.145373811557784,"Short_peak",-0.374318015664242,0.00668058606099324,"2.0",0.05,9.32050407337005,"Short",9.52278714698307,0.202283073613021
"P06734",146,153,181,186,162,176,0.230737704640639,-0.376111516198423,-0.145373811557784,"Short_peak",-0.374318015664242,0.00668058606099324,"2.0",0.05,9.32050407337005,"Long",9.14667563078465,-0.173828442585402
"Q6Q788",153,153,186,186,176,176,0.142206419047833,-0.300733198932777,-0.158526779884944,"Short_peak",-0.293823111485372,0.0071113664990785,"2.0",0.05,12.4880508911841,"Control",12.4934910114632,0.00544012027903662
"Q6Q788",153,153,186,186,176,176,0.142206419047833,-0.300733198932777,-0.158526779884944,"Short_peak",-0.293823111485372,0.0071113664990785,"2.0",0.05,12.4880508911841,"Short",12.635697430511,0.147646539326869
"Q6Q788",153,153,186,186,176,176,0.142206419047833,-0.300733198932777,-0.158526779884944,"Short_peak",-0.293823111485372,0.0071113664990785,"2.0",0.05,12.4880508911841,"Long",12.3349642315782,-0.153086659605908
"P49641",153,153,186,186,176,176,0.102697871115144,-0.299220032842255,-0.196522161727112,"Short_peak",-0.288579745289779,0.0071113664990785,"2.0",0.05,9.5110402330056,"Control",9.54231499654293,0.0312747635373221
"P49641",153,153,186,186,176,176,0.102697871115144,-0.299220032842255,-0.196522161727112,"Short_peak",-0.288579745289779,0.0071113664990785,"2.0",0.05,9.5110402330056,"Short",9.64501286765807,0.133972634652466
"P49641",153,153,186,186,176,176,0.102697871115144,-0.299220032842255,-0.196522161727112,"Short_peak",-0.288579745289779,0.0071113664990785,"2.0",0.05,9.5110402330056,"Long",9.34579283481581,-0.16524739818979
"Q6UVK1",153,153,186,186,176,176,0.147793581130424,-0.289640152461494,-0.141846571331071,"Short_peak",-0.298144912410397,0.0071113664990785,"2.0",0.05,10.2484273269614,"Control",10.2464449903616,-0.00198233659978442
"Q6UVK1",153,153,186,186,176,176,0.147793581130424,-0.289640152461494,-0.141846571331071,"Short_peak",-0.298144912410397,0.0071113664990785,"2.0",0.05,10.2484273269614,"Short",10.394238571492,0.145811244530639
"Q6UVK1",153,153,186,186,176,176,0.147793581130424,-0.289640152461494,-0.141846571331071,"Short_peak",-0.298144912410397,0.0071113664990785,"2.0",0.05,10.2484273269614,"Long",10.1045984190305,-0.143828907930855
"O75787",153,153,186,186,176,176,0.306304608718053,-0.429645222433127,-0.123340613715074,"Short_peak",-0.339441208497044,0.0071113664990785,"2.0",0.05,9.86792290486047,"Control",9.80693490652615,-0.0609879983343244
"O75787",153,153,186,186,176,176,0.306304608718053,-0.429645222433127,-0.123340613715074,"Short_peak",-0.339441208497044,0.0071113664990785,"2.0",0.05,9.86792290486047,"Short",10.1132395152442,0.245316610383728
"O75787",153,153,186,186,176,176,0.306304608718053,-0.429645222433127,-0.123340613715074,"Short_peak",-0.339441208497044,0.0071113664990785,"2.0",0.05,9.86792290486047,"Long",9.68359429281107,-0.184328612049399
"O60279",153,153,186,186,176,176,0.120610175259106,-0.259692544214243,-0.139082368955137,"Short_peak",-0.260853453113453,0.0071113664990785,"2.0",0.05,12.8633371041484,"Control",12.8694945020471,0.00615739789867753
"O60279",153,153,186,186,176,176,0.120610175259106,-0.259692544214243,-0.139082368955137,"Short_peak",-0.260853453113453,0.0071113664990785,"2.0",0.05,12.8633371041484,"Short",12.9901046773062,0.126767573157784
"O60279",153,153,186,186,176,176,0.120610175259106,-0.259692544214243,-0.139082368955137,"Short_peak",-0.260853453113453,0.0071113664990785,"2.0",0.05,12.8633371041484,"Long",12.7304121330919,-0.132924971056459
"O94985",153,153,186,186,176,176,0.122812201255023,-0.295672765882106,-0.172860564627083,"Short_peak",-0.266971332514078,0.0071113664990785,"2.0",0.05,10.968583467035,"Control",10.9852662548257,0.0166827877906854
"O94985",153,153,186,186,176,176,0.122812201255023,-0.295672765882106,-0.172860564627083,"Short_peak",-0.266971332514078,0.0071113664990785,"2.0",0.05,10.968583467035,"Short",11.1080784560807,0.139494989045708
"O94985",153,153,186,186,176,176,0.122812201255023,-0.295672765882106,-0.172860564627083,"Short_peak",-0.266971332514078,0.0071113664990785,"2.0",0.05,10.968583467035,"Long",10.8124056901986,-0.156177776836397
"P14314",153,153,186,186,176,176,0.205710358110595,-0.260870226163592,-0.0551598680529963,"Short_peak",-0.233194681339732,0.00720715375774807,"2.0",0.05,12.359275212408,"Control",12.3090917157221,-0.0501834966858663
"P14314",153,153,186,186,176,176,0.205710358110595,-0.260870226163592,-0.0551598680529963,"Short_peak",-0.233194681339732,0.00720715375774807,"2.0",0.05,12.359275212408,"Short",12.5148020738327,0.155526861424729
"P14314",153,153,186,186,176,176,0.205710358110595,-0.260870226163592,-0.0551598680529963,"Short_peak",-0.233194681339732,0.00720715375774807,"2.0",0.05,12.359275212408,"Long",12.2539318476691,-0.105343364738863
"P10451",153,153,186,186,176,176,0.119937625747491,-0.295802621442174,-0.175864995694683,"Short_peak",-0.295592210078141,0.00720715375774807,"2.0",0.05,12.3108196792357,"Control",12.3294621358848,0.0186424566490651
"P10451",153,153,186,186,176,176,0.119937625747491,-0.295802621442174,-0.175864995694683,"Short_peak",-0.295592210078141,0.00720715375774807,"2.0",0.05,12.3108196792357,"Short",12.4493997616323,0.138580082396556
"P10451",153,153,186,186,176,176,0.119937625747491,-0.295802621442174,-0.175864995694683,"Short_peak",-0.295592210078141,0.00720715375774807,"2.0",0.05,12.3108196792357,"Long",12.1535971401901,-0.157222539045618
"Q9HCM3",153,153,186,186,176,176,0.160512520945755,-0.295357701290124,-0.134845180344369,"Short_peak",-0.261616201315963,0.00746872858500086,"2.0",0.05,9.58636484376779,"Control",9.57780906356733,-0.00855578020046188
"Q9HCM3",153,153,186,186,176,176,0.160512520945755,-0.295357701290124,-0.134845180344369,"Short_peak",-0.261616201315963,0.00746872858500086,"2.0",0.05,9.58636484376779,"Short",9.73832158451309,0.151956740745293
"Q9HCM3",153,153,186,186,176,176,0.160512520945755,-0.295357701290124,-0.134845180344369,"Short_peak",-0.261616201315963,0.00746872858500086,"2.0",0.05,9.58636484376779,"Long",9.44296388322296,-0.143400960544831
"O15466",153,153,186,186,175,176,0.174424355076592,-0.328173914329964,-0.153749559253372,"Short_peak",-0.305638253385021,0.00759083958367728,"2.0",0.05,9.26267311318456,"Control",9.25578151457682,-0.00689159860774069
"O15466",153,153,186,186,175,176,0.174424355076592,-0.328173914329964,-0.153749559253372,"Short_peak",-0.305638253385021,0.00759083958367728,"2.0",0.05,9.26267311318456,"Short",9.43020586965341,0.167532756468852
"O15466",153,153,186,186,175,176,0.174424355076592,-0.328173914329964,-0.153749559253372,"Short_peak",-0.305638253385021,0.00759083958367728,"2.0",0.05,9.26267311318456,"Long",9.10203195532345,-0.160641157861113
"Q9NQ79",153,153,186,186,176,176,0.238641548226637,-0.276174756712939,-0.0375332084863018,"Short_peak",-0.285547015445275,0.00759083958367728,"2.0",0.05,12.4142606153009,"Control",12.3472245020541,-0.0670361132467772
"Q9NQ79",153,153,186,186,176,176,0.238641548226637,-0.276174756712939,-0.0375332084863018,"Short_peak",-0.285547015445275,0.00759083958367728,"2.0",0.05,12.4142606153009,"Short",12.5858660502807,0.17160543497986
"Q9NQ79",153,153,186,186,176,176,0.238641548226637,-0.276174756712939,-0.0375332084863018,"Short_peak",-0.285547015445275,0.00759083958367728,"2.0",0.05,12.4142606153009,"Long",12.3096912935678,-0.104569321733079
"P40967",153,153,186,186,176,176,0.179848025675993,-0.300945282761869,-0.121097257085877,"Short_peak",-0.321025098420263,0.00759083958367728,"2.0",0.05,11.9592748905173,"Control",11.9396913009873,-0.0195835895300362
"P40967",153,153,186,186,176,176,0.179848025675993,-0.300945282761869,-0.121097257085877,"Short_peak",-0.321025098420263,0.00759083958367728,"2.0",0.05,11.9592748905173,"Short",12.1195393266633,0.160264436145956
"P40967",153,153,186,186,176,176,0.179848025675993,-0.300945282761869,-0.121097257085877,"Short_peak",-0.321025098420263,0.00759083958367728,"2.0",0.05,11.9592748905173,"Long",11.8185940439014,-0.140680846615913
"Q12797",153,153,186,186,176,176,0.108257875572734,-0.305713914687672,-0.197456039114938,"Short_peak",-0.266443501051951,0.00759083958367728,"2.0",0.05,9.33230761437086,"Control",9.3620403355516,0.0297327211807357
"Q12797",153,153,186,186,176,176,0.108257875572734,-0.305713914687672,-0.197456039114938,"Short_peak",-0.266443501051951,0.00759083958367728,"2.0",0.05,9.33230761437086,"Short",9.47029821112433,0.13799059675347
"Q12797",153,153,186,186,176,176,0.108257875572734,-0.305713914687672,-0.197456039114938,"Short_peak",-0.266443501051951,0.00759083958367728,"2.0",0.05,9.33230761437086,"Long",9.16458429643666,-0.167723317934202
"Q9BUD6",141,153,179,186,168,176,0.217961282488824,-0.44280656511177,-0.224845282622946,"Short_peak",-0.397306702209899,0.00759083958367728,"2.0",0.05,8.29736347711084,"Control",8.29965814382221,0.00229466671137502
"Q9BUD6",141,153,179,186,168,176,0.217961282488824,-0.44280656511177,-0.224845282622946,"Short_peak",-0.397306702209899,0.00759083958367728,"2.0",0.05,8.29736347711084,"Short",8.51761942631103,0.220255949200199
