"Model","UniqueSampleID","Included","Environment_raw","Acquisition_raw","Age_raw","Sex_raw"
"Primary","20260527_XZ_GG_167",TRUE,"高海拔","20260527",,
"Primary","20260527_XZ_GG_168",TRUE,"高海拔","20260527",,
"Primary","20260527_XZ_GG_169",TRUE,"高海拔","20260527",,
"Primary","20260527_XZ_GG_170",TRUE,"高海拔","20260527",,
"Primary","20260527_XZ_GG_171",TRUE,"高海拔","20260527",,
"Primary","20260717_GZ_TH_1",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_2",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_3",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_4",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_6",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_7",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_8",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_9",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_10",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_11",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_12",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_13",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_14",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_15",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_16",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_17",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_18",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_19",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_20",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_21",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_22",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_23",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_24",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_25",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_26",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_27",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_28",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_29",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_30",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_31",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_32",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_33",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_35",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_36",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_37",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_38",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_39",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_40",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_41",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_42",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_43",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_44",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_45",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_46",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_47",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_48",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_49",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_50",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_51",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_53",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_54",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_55",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_57",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_58",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_59",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_61",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_62",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_63",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_64",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_65",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_66",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_67",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_68",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_69",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_70",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_71",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_72",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_73",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_74",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_75",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_76",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_77",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_78",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_79",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_80",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_87",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_88",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_89",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_90",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_93",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_94",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_95",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_96",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_98",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_99",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_100",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_101",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_102",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_103",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_104",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_106",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_107",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_108",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_109",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_110",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_111",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_112",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_114",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_115",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_117",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_118",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_119",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_120",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_121",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_122",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_123",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_124",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_125",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_126",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_128",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_129",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_131",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_132",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_133",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_134",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_137",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_138",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_143",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_144",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_147",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_148",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_149",TRUE,"湿热","20260717",,
"Primary","20260717_GZ_TH_150",TRUE,"湿热","20260717",,
"Acquisition","20250913_FJ_QZ_Q3",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q4",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q12",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q13",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q14",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q15",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q16",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q18",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q20",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q21",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q22",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q23",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q25",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q26",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q27",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q28",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q29",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q31",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q32",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q33",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q34",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q36",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q37",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q38",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q39",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q41",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q42",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q44",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q45",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q48",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q49",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q50",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q52",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q54",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q55",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q57",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q58",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q59",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q60",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q61",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q62",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q63",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q65",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q66",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q67",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q68",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q69",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q70",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q71",TRUE,"湿热","20250913",,
"Acquisition","20250913_FJ_QZ_Q72",TRUE,"湿热","20250913",,
"Acquisition","20250914_FJ_FQ_F47",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F51",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F53",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F54",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F55",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F56",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F57",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F58",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F62",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F66",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F69",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F70",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F71",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F72",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F74",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F75",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F77",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F79",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F81",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F83",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F84",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F85",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F88",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F89",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F93",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F94",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F102",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F105",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F106",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F107",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F110",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F111",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F118",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F121",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F122",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F123",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F124",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F125",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F126",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F128",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F129",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F131",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F135",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_FQ_F137",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P2",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P3",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P4",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P6",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P7",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P8",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P9",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P10",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P11",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P13",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P15",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P17",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P18",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P19",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P20",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P21",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P22",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P23",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P24",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P25",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P26",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P27",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P29",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P30",TRUE,"湿热","20250914",,
"Acquisition","20250914_FJ_PT_P33",TRUE,"湿热","20250914",,
"Acquisition","20251001_FJ_FQ_F83",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F95",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F97",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F105",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F120",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F136",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F141",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F147",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F150",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F154",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F158",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F163",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F165",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F168",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F170",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F173",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F174",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F175",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F176",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F177",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F180",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F183",TRUE,"湿热","20251001",,
"Acquisition","20251001_FJ_FQ_F185",TRUE,"湿热","20251001",,
"Acquisition","20251001_XZ_YA_1",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_2",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_3",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_4",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_5",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_6",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_7",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_8",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_9",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_10",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_11",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_12",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_13",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_14",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_15",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_16",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_17",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_18",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_19",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_20",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_21",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YA_22",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_2",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_4",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_6",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_9",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_10",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_11",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_12",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_14",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_15",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YB_19",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_1",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_2",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_3",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_4",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_5",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_6",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_7",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_8",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_9",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_10",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_11",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_12",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_13",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_14",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_15",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_16",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_17",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_18",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_19",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_20",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_21",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_22",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_23",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_24",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_25",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_26",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_27",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_28",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_29",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_30",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_31",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_32",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_33",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YC_34",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_1",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_3",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_4",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_5",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_6",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_7",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_8",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_9",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_10",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_11",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_12",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_13",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_14",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_15",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_16",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_17",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_18",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_19",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_20",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_21",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_22",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_23",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_24",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_25",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_26",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_27",TRUE,"高海拔","20251001",,
"Acquisition","20251001_XZ_YD_28",TRUE,"高海拔","20251001",,
"Acquisition","20251026_FJ_PT_P31",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q73",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q74",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q75",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q76",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q77",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q78",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q79",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q80",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q81",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q82",TRUE,"湿热","20251026",,
"Acquisition","20251026_FJ_QZ_Q83",TRUE,"湿热","20251026",,
"Acquisition","20251104_FJ_FQ_F178",TRUE,"湿热","20251104",,
"Acquisition","20251104_FJ_FQ_F179",TRUE,"湿热","20251104",,
"Acquisition","20251107_XZ_YD_2",TRUE,"高海拔","20251107",,
"Acquisition","20260527_XZ_GG_1",TRUE,"高海拔","20260527",,
"Acquisition","20260527_XZ_GG_2",TRUE,"高海拔","20260527",,
"Acquisition","20260527_XZ_GG_3",TRUE,"高海拔","20260527",,
"Acquisition","20260527_XZ_GG_4",TRUE,"高海拔","20260527",,
