PG.ProteinGroups,FJ_FQ,FJ_PT,FJ_QZ,GZ_TH,XZ_GG,XZ_YA,XZ_YB,XZ_YC,XZ_YD
P01133,0.32857142857142857,0.6923076923076923,0.3770491803278688,0.13821138211382114,0.24475524475524477,0.3181818181818182,0.75,0.5,0.5
P01137,0.9571428571428572,1.0,0.8852459016393442,0.6829268292682927,0.965034965034965,1.0,1.0,1.0,1.0
P01210,0.11428571428571428,0.23076923076923078,0.13114754098360656,0.008130081300813009,0.027972027972027972,0.2727272727272727,0.5,0.5294117647058824,0.2857142857142857
P01266,0.9857142857142858,1.0,1.0,0.983739837398374,0.972027972027972,0.9545454545454546,1.0,0.9705882352941176,1.0
P01275,1.0,1.0,1.0,1.0,0.986013986013986,1.0,1.0,1.0,1.0
P01303,0.18571428571428572,0.11538461538461539,0.18032786885245902,0.12195121951219512,0.15384615384615385,0.4090909090909091,0.5,0.8235294117647058,0.6785714285714286
P01344,1.0,1.0,1.0,1.0,0.993006993006993,1.0,1.0,1.0,1.0
P01350,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.058823529411764705,0.0
P01591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01593;P01594,0.8142857142857143,0.9230769230769231,0.6885245901639344,0.43902439024390244,0.7412587412587412,0.9545454545454546,0.75,0.9411764705882353,0.9285714285714286
P01597;P04432,0.9857142857142858,0.9615384615384616,0.9180327868852459,0.9349593495934959,0.9230769230769231,0.9545454545454546,0.9166666666666666,1.0,1.0
P01599,0.9,0.9230769230769231,0.7377049180327869,0.6016260162601627,0.38461538461538464,1.0,0.9166666666666666,0.8823529411764706,1.0
P01601,0.6,0.5384615384615384,0.2459016393442623,0.34146341463414637,0.15384615384615385,0.6363636363636364,0.16666666666666666,0.7941176470588235,0.9642857142857143
P01602,0.9428571428571428,0.9615384615384616,0.8360655737704918,0.6991869918699187,0.6713286713286714,1.0,0.9166666666666666,1.0,1.0
P01619,1.0,1.0,1.0,1.0,0.993006993006993,1.0,1.0,1.0,1.0
P01624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01699,1.0,1.0,1.0,1.0,0.993006993006993,1.0,1.0,1.0,1.0
P01700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01701,0.9857142857142858,1.0,1.0,1.0,0.986013986013986,1.0,1.0,1.0,1.0
P01703,1.0,1.0,1.0,0.975609756097561,0.972027972027972,1.0,1.0,1.0,1.0
P01704,0.9,1.0,0.8524590163934426,0.7886178861788617,0.6853146853146853,1.0,0.8333333333333334,0.9705882352941176,1.0
P01705,0.5857142857142857,0.5,0.4426229508196721,0.5040650406504065,0.26573426573426573,0.6818181818181818,0.6666666666666666,0.6764705882352942,0.9285714285714286
P01706,1.0,1.0,1.0,0.9349593495934959,0.9090909090909091,1.0,1.0,1.0,1.0
P01709,1.0,1.0,0.9836065573770492,0.9512195121951219,0.916083916083916,1.0,1.0,1.0,1.0
P01714,1.0,1.0,0.9672131147540983,0.975609756097561,0.958041958041958,1.0,1.0,1.0,1.0
P01715,0.8,0.9230769230769231,0.7049180327868853,0.5853658536585366,0.3706293706293706,1.0,0.9166666666666666,0.9411764705882353,1.0
P01717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01721,0.8,0.8846153846153846,0.7213114754098361,0.2845528455284553,0.11888111888111888,1.0,1.0,0.9411764705882353,1.0
P01730,0.6142857142857143,0.7307692307692307,0.7540983606557377,0.24390243902439024,0.2937062937062937,0.7727272727272727,1.0,0.8529411764705882,0.7142857142857143
P01732,0.9428571428571428,1.0,0.9836065573770492,0.6016260162601627,0.7902097902097902,1.0,1.0,0.9705882352941176,0.9642857142857143
P01742,0.8285714285714286,0.8461538461538461,0.639344262295082,0.4715447154471545,0.4195804195804196,1.0,0.9166666666666666,0.9411764705882353,1.0
P01743,0.9571428571428572,0.8846153846153846,0.8524590163934426,0.6504065040650406,0.3986013986013986,1.0,1.0,1.0,1.0
P01767,0.32857142857142857,0.3076923076923077,0.01639344262295082,0.14634146341463414,0.006993006993006993,0.5,0.25,0.5294117647058824,0.7142857142857143
P01780,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01814,0.7,0.6153846153846154,0.6065573770491803,0.5528455284552846,0.4965034965034965,0.9090909090909091,0.75,0.7941176470588235,0.9642857142857143
P01817,0.9857142857142858,1.0,0.9836065573770492,0.9186991869918699,0.8531468531468531,1.0,1.0,0.9705882352941176,1.0
P01833,1.0,1.0,1.0,0.991869918699187,0.9790209790209791,1.0,1.0,1.0,1.0
P01834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01880,0.9714285714285714,0.8846153846153846,0.8852459016393442,0.8536585365853658,0.8041958041958042,1.0,0.9166666666666666,0.8823529411764706,0.9285714285714286
P01889,0.9857142857142858,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0
P01893,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0
P01903,0.5857142857142857,0.7307692307692307,0.5081967213114754,0.2926829268292683,0.8251748251748252,0.9090909090909091,1.0,0.8529411764705882,0.9285714285714286
P01909,0.08571428571428572,0.23076923076923078,0.16393442622950818,0.08130081300813008,0.13986013986013987,0.22727272727272727,0.25,0.08823529411764706,0.10714285714285714
P01911,0.4714285714285714,0.5384615384615384,0.36065573770491804,0.34959349593495936,0.43356643356643354,0.8181818181818182,0.8333333333333334,0.6764705882352942,0.5714285714285714
P02008,0.34285714285714286,0.6153846153846154,0.5737704918032787,0.36585365853658536,0.5174825174825175,0.5454545454545454,0.5,0.6470588235294118,0.4642857142857143
P02042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02100,0.6857142857142857,0.9230769230769231,0.9016393442622951,0.3170731707317073,0.6783216783216783,0.6363636363636364,0.8333333333333334,0.4411764705882353,0.42857142857142855
P02144,0.9428571428571428,1.0,0.9508196721311475,0.8292682926829268,0.42657342657342656,1.0,1.0,1.0,0.9642857142857143
P02452,0.6142857142857143,0.6153846153846154,0.47540983606557374,0.4715447154471545,0.34265734265734266,0.9545454545454546,1.0,0.9705882352941176,0.8571428571428571
P02458,0.3142857142857143,0.6923076923076923,0.47540983606557374,0.10569105691056911,0.16783216783216784,0.3181818181818182,0.3333333333333333,0.4117647058823529,0.2857142857142857
P02461,0.3142857142857143,0.5384615384615384,0.32786885245901637,0.15447154471544716,0.03496503496503497,0.5454545454545454,0.4166666666666667,0.5882352941176471,0.5
P02511,0.45714285714285713,0.5384615384615384,0.4426229508196721,0.1951219512195122,0.3146853146853147,0.5,0.75,0.6470588235294118,0.6071428571428571
P02533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02545,0.9857142857142858,1.0,0.9836065573770492,0.959349593495935,0.8951048951048951,1.0,1.0,1.0,1.0
P02549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02585,0.4857142857142857,0.8076923076923077,0.4098360655737705,0.3333333333333333,0.22377622377622378,0.3181818181818182,0.8333333333333334,0.6176470588235294,0.42857142857142855
P02647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02686,0.02857142857142857,0.34615384615384615,0.09836065573770492,0.08943089430894309,0.06293706293706294,0.3181818181818182,0.5,0.17647058823529413,0.35714285714285715
P02724,0.7857142857142857,0.9615384615384616,0.9508196721311475,0.37398373983739835,0.43356643356643354,0.5,0.6666666666666666,0.5294117647058824,0.5
P02730,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02741,0.7,0.8846153846153846,0.7540983606557377,0.5121951219512195,0.35664335664335667,0.7272727272727273,0.6666666666666666,0.5,0.6071428571428571
P02743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02751,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02760,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02771,0.11428571428571428,0.9230769230769231,1.0,0.0,0.013986013986013986,0.0,0.0,0.0,0.0
P02774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02776,1.0,1.0,1.0,1.0,0.993006993006993,1.0,1.0,1.0,1.0
P02786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02788,0.7142857142857143,0.9230769230769231,0.8524590163934426,0.8780487804878049,0.5104895104895105,0.9090909090909091,1.0,0.9411764705882353,0.8928571428571429
P02790,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P02792,0.18571428571428572,0.34615384615384615,0.16393442622950818,0.032520325203252036,0.16783216783216784,0.3181818181818182,0.3333333333333333,0.35294117647058826,0.39285714285714285
P02794,0.5,0.7692307692307693,0.5245901639344263,0.21951219512195122,0.36363636363636365,0.5909090909090909,0.75,0.7058823529411765,0.6785714285714286
P02810,0.11428571428571428,0.19230769230769232,0.08196721311475409,0.08130081300813008,0.06993006993006994,0.2727272727272727,0.5,0.20588235294117646,0.25
P02818,0.8571428571428571,0.8846153846153846,0.8524590163934426,0.5691056910569106,0.24475524475524477,0.8636363636363636,1.0,0.9117647058823529,0.9642857142857143
P03950,1.0,1.0,1.0,0.983739837398374,0.965034965034965,1.0,1.0,1.0,1.0
P03951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P03952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P03956,0.6714285714285714,0.8076923076923077,0.6885245901639344,0.3821138211382114,0.4125874125874126,0.9090909090909091,0.9166666666666666,0.8823529411764706,0.8571428571428571
P04003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04049,0.02857142857142857,0.11538461538461539,0.06557377049180328,0.0975609756097561,0.1258741258741259,0.045454545454545456,0.16666666666666666,0.11764705882352941,0.21428571428571427
P04062,0.9571428571428572,0.9615384615384616,0.9016393442622951,0.943089430894309,0.7552447552447552,0.9545454545454546,1.0,0.9705882352941176,1.0
P04066,0.7285714285714285,0.8076923076923077,0.5245901639344263,0.5934959349593496,0.1888111888111888,0.9090909090909091,0.9166666666666666,0.8529411764705882,0.9285714285714286
P04070,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04080,0.6857142857142857,0.9615384615384616,0.819672131147541,0.6097560975609756,0.6013986013986014,0.8636363636363636,1.0,0.7352941176470589,0.8571428571428571
P04083,0.9714285714285714,1.0,1.0,0.991869918699187,0.993006993006993,1.0,1.0,1.0,1.0
P04114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04156,0.9714285714285714,1.0,0.9508196721311475,0.7642276422764228,0.6293706293706294,0.9545454545454546,1.0,0.9705882352941176,0.9642857142857143
P04179,0.12857142857142856,0.3076923076923077,0.09836065573770492,0.23577235772357724,0.20279720279720279,0.22727272727272727,0.25,0.14705882352941177,0.35714285714285715
P04180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04211,0.9857142857142858,1.0,1.0,0.991869918699187,0.993006993006993,1.0,1.0,1.0,1.0
P04217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04233,1.0,1.0,1.0,0.991869918699187,0.9790209790209791,1.0,1.0,1.0,1.0
P04259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04279,0.18571428571428572,0.23076923076923078,0.29508196721311475,0.21951219512195122,0.27972027972027974,0.09090909090909091,0.5,0.29411764705882354,0.2857142857142857
P04350,0.9571428571428572,1.0,0.9836065573770492,0.9186991869918699,0.8321678321678322,1.0,1.0,0.9705882352941176,0.9285714285714286
P04406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04424,0.2857142857142857,0.8846153846153846,0.45901639344262296,0.21138211382113822,0.4195804195804196,0.6818181818181818,0.5833333333333334,0.4117647058823529,0.42857142857142855
P04430,0.7,0.7692307692307693,0.47540983606557374,0.36585365853658536,0.3776223776223776,0.9545454545454546,0.6666666666666666,0.9117647058823529,0.9285714285714286
P04439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04632,0.9857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04746,0.11428571428571428,0.11538461538461539,0.03278688524590164,0.10569105691056911,0.006993006993006993,0.18181818181818182,0.0,0.058823529411764705,0.35714285714285715
P04792,0.9714285714285714,1.0,0.9836065573770492,0.959349593495935,1.0,1.0,1.0,1.0,1.0
P04839,0.7714285714285715,1.0,0.8852459016393442,0.6585365853658537,0.7552447552447552,0.8636363636363636,1.0,0.7941176470588235,0.7857142857142857
P04843,0.4142857142857143,0.9615384615384616,0.5737704918032787,0.5528455284552846,0.6293706293706294,0.7272727272727273,0.8333333333333334,0.7058823529411765,0.7857142857142857
P04844,0.42857142857142855,0.9230769230769231,0.45901639344262296,0.6260162601626016,0.6363636363636364,0.6818181818181818,0.75,0.5588235294117647,0.75
P04899,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0
P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P04921,0.8,0.9615384615384616,0.8852459016393442,0.8373983739837398,0.972027972027972,0.5454545454545454,0.9166666666666666,0.47058823529411764,0.6428571428571429
P05019,1.0,1.0,1.0,0.983739837398374,0.9300699300699301,1.0,1.0,1.0,1.0
P05023,0.9571428571428572,1.0,1.0,0.975609756097561,1.0,0.9545454545454546,1.0,0.9117647058823529,1.0
P05060,0.9857142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05062,0.9571428571428572,0.9615384615384616,0.9180327868852459,0.5609756097560976,0.8811188811188811,1.0,1.0,1.0,1.0
P05067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05089,0.9857142857142858,1.0,1.0,0.983739837398374,0.951048951048951,1.0,1.0,1.0,1.0
P05090,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05091,0.2,0.15384615384615385,0.09836065573770492,0.4878048780487805,0.13286713286713286,0.18181818181818182,0.3333333333333333,0.3235294117647059,0.25
P05106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05121,0.8142857142857143,0.7692307692307693,0.8360655737704918,0.6097560975609756,0.965034965034965,0.9545454545454546,1.0,1.0,1.0
P05141,0.6285714285714286,1.0,0.7704918032786885,0.7967479674796748,0.8671328671328671,0.7272727272727273,1.0,0.9411764705882353,0.8571428571428571
P05154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05160,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0
P05161,0.04285714285714286,0.15384615384615385,0.06557377049180328,0.06504065040650407,0.08391608391608392,0.0,0.16666666666666666,0.029411764705882353,0.21428571428571427
P05164,0.9714285714285714,1.0,0.9672131147540983,0.6097560975609756,0.7482517482517482,0.9545454545454546,1.0,0.9411764705882353,0.9642857142857143
P05165,0.0,0.0,0.0,0.024390243902439025,0.02097902097902098,0.0,0.0,0.0,0.03571428571428571
P05166,0.02857142857142857,0.0,0.01639344262295082,0.024390243902439025,0.03496503496503497,0.0,0.0,0.058823529411764705,0.10714285714285714
P05186,0.8857142857142857,0.9615384615384616,0.8852459016393442,0.5691056910569106,0.7482517482517482,0.9090909090909091,1.0,0.9705882352941176,1.0
P05198,0.7571428571428571,1.0,0.9344262295081968,0.6097560975609756,0.7482517482517482,0.8181818181818182,0.9166666666666666,0.9117647058823529,0.75
P05204;Q15651,0.34285714285714286,0.6538461538461539,0.3442622950819672,0.22764227642276422,0.08391608391608392,0.5,0.75,0.3235294117647059,0.5714285714285714
P05362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05386,0.9714285714285714,1.0,0.9672131147540983,0.943089430894309,0.916083916083916,1.0,1.0,0.9705882352941176,0.9642857142857143
P05387,1.0,1.0,1.0,0.9512195121951219,1.0,1.0,1.0,0.9705882352941176,1.0
P05388,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0
P05408,0.4,0.6538461538461539,0.6065573770491803,0.10569105691056911,0.2937062937062937,0.7727272727272727,0.5,0.7352941176470589,0.7857142857142857
P05452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05455,0.7857142857142857,1.0,0.9180327868852459,0.42276422764227645,0.5804195804195804,0.9545454545454546,1.0,0.9117647058823529,0.8571428571428571
P05543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P05771,0.22857142857142856,0.9230769230769231,0.39344262295081966,0.37398373983739835,0.4405594405594406,0.5909090909090909,0.6666666666666666,0.4117647058823529,0.7142857142857143
P05783,0.4142857142857143,0.5769230769230769,0.5409836065573771,0.3170731707317073,0.5244755244755245,0.9545454545454546,0.75,0.7647058823529411,0.7142857142857143
P05787,0.5285714285714286,0.5769230769230769,0.6065573770491803,0.5365853658536586,0.3006993006993007,0.7272727272727273,0.6666666666666666,0.7647058823529411,0.6071428571428571
P05976,0.8,0.9230769230769231,0.6557377049180327,0.3902439024390244,0.46853146853146854,0.7272727272727273,1.0,0.9117647058823529,0.9285714285714286
P05997,0.9571428571428572,1.0,1.0,0.8211382113821138,0.6503496503496503,1.0,1.0,1.0,1.0
P06132,0.21428571428571427,0.8846153846153846,0.4262295081967213,0.1951219512195122,0.5734265734265734,0.4090909090909091,0.25,0.3235294117647059,0.39285714285714285
P06239,0.5571428571428572,0.7307692307692307,0.5901639344262295,0.5528455284552846,0.6083916083916084,0.6363636363636364,0.9166666666666666,0.5588235294117647,0.6071428571428571
P06241,0.02857142857142857,0.15384615384615385,0.04918032786885246,0.056910569105691054,0.14685314685314685,0.18181818181818182,0.3333333333333333,0.029411764705882353,0.2857142857142857
P06276,1.0,1.0,1.0,0.959349593495935,0.9230769230769231,1.0,1.0,1.0,1.0
P06280,0.3,0.4230769230769231,0.21311475409836064,0.13008130081300814,0.06993006993006994,0.36363636363636365,0.75,0.38235294117647056,0.4642857142857143
P06307,0.05714285714285714,0.0,0.03278688524590164,0.024390243902439025,0.027972027972027972,0.0,0.0,0.029411764705882353,0.10714285714285714
P06310,0.9714285714285714,1.0,1.0,0.975609756097561,1.0,1.0,1.0,1.0,1.0
P06312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P06315,0.1,0.11538461538461539,0.09836065573770492,0.0975609756097561,0.06993006993006994,0.4090909090909091,0.0,0.11764705882352941,0.39285714285714285
P06331,1.0,1.0,1.0,1.0,0.986013986013986,1.0,1.0,1.0,1.0
P06396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P06454,1.0,1.0,1.0,0.983739837398374,0.986013986013986,1.0,1.0,0.9705882352941176,1.0
P06576,0.7428571428571429,1.0,0.7377049180327869,0.7886178861788617,0.8461538461538461,0.8181818181818182,0.9166666666666666,0.9117647058823529,0.8571428571428571
P06681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P06702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P06703,0.9714285714285714,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0
P06727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P06729,0.1,0.38461538461538464,0.19672131147540983,0.11382113821138211,0.06293706293706294,0.18181818181818182,0.25,0.2647058823529412,0.07142857142857142
P06730,0.38571428571428573,0.8076923076923077,0.45901639344262296,0.25203252032520324,0.34965034965034963,0.4090909090909091,0.9166666666666666,0.5294117647058824,0.5
P06732,0.8857142857142857,0.8461538461538461,0.6065573770491803,0.6504065040650406,0.48951048951048953,1.0,1.0,1.0,1.0
P06733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P06734,0.9857142857142858,1.0,1.0,0.926829268292683,0.8881118881118881,1.0,1.0,1.0,1.0
P06737,0.4714285714285714,0.9230769230769231,0.6229508196721312,0.6260162601626016,0.6223776223776224,0.6818181818181818,0.75,0.6764705882352942,0.7857142857142857
P06744,0.8285714285714286,1.0,0.9344262295081968,0.8455284552845529,0.8181818181818182,0.9545454545454546,0.9166666666666666,1.0,1.0
P06748,0.6142857142857143,0.9615384615384616,0.7868852459016393,0.4715447154471545,0.3986013986013986,0.7272727272727273,0.9166666666666666,0.6470588235294118,0.75
P06753,0.9857142857142858,1.0,1.0,0.967479674796748,0.993006993006993,1.0,1.0,1.0,1.0
P06756,0.9285714285714286,0.9615384615384616,0.9344262295081968,0.8536585365853658,0.6363636363636364,0.8181818181818182,1.0,0.9117647058823529,0.9642857142857143
P06850,0.35714285714285715,0.2692307692307692,0.4262295081967213,0.04065040650406504,0.3006993006993007,0.18181818181818182,0.4166666666666667,0.20588235294117646,0.2857142857142857
P06858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07093,0.9571428571428572,1.0,1.0,0.7560975609756098,0.9020979020979021,1.0,1.0,1.0,1.0
P07108,0.44285714285714284,0.8461538461538461,0.5901639344262295,0.43902439024390244,0.46853146853146854,0.7727272727272727,0.9166666666666666,0.5882352941176471,0.7142857142857143
P07195,1.0,1.0,1.0,1.0,0.993006993006993,1.0,1.0,1.0,1.0
P07203,0.9857142857142858,1.0,1.0,0.959349593495935,1.0,1.0,1.0,1.0,1.0
P07204,0.02857142857142857,0.11538461538461539,0.06557377049180328,0.04065040650406504,0.013986013986013986,0.36363636363636365,0.5833333333333334,0.4117647058823529,0.42857142857142855
P07225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07305,0.4,0.9230769230769231,0.4262295081967213,0.24390243902439024,0.3776223776223776,0.7272727272727273,0.6666666666666666,0.5,0.7857142857142857
P07307,0.9714285714285714,1.0,0.9836065573770492,0.6910569105691057,0.9090909090909091,1.0,1.0,1.0,1.0
P07311,0.24285714285714285,0.38461538461538464,0.4426229508196721,0.08130081300813008,0.1048951048951049,0.22727272727272727,0.5,0.14705882352941177,0.39285714285714285
P07327,0.9571428571428572,0.9615384615384616,0.9672131147540983,0.9349593495934959,0.993006993006993,1.0,1.0,1.0,0.9642857142857143
P07332,0.014285714285714285,0.34615384615384615,0.04918032786885246,0.04878048780487805,0.055944055944055944,0.18181818181818182,0.16666666666666666,0.08823529411764706,0.2857142857142857
P07333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07360,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07437,1.0,1.0,1.0,0.991869918699187,1.0,1.0,1.0,1.0,1.0
P07451,0.45714285714285713,0.6538461538461539,0.45901639344262296,0.12195121951219512,0.18181818181818182,0.5,0.5,0.29411764705882354,0.35714285714285715
P07476,0.45714285714285713,0.6923076923076923,0.8360655737704918,0.11382113821138211,0.11188811188811189,0.2727272727272727,0.4166666666666667,0.29411764705882354,0.14285714285714285
P07477,0.9857142857142858,1.0,1.0,0.983739837398374,0.9790209790209791,1.0,1.0,1.0,1.0
P07585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07602,1.0,1.0,1.0,0.959349593495935,0.8951048951048951,1.0,1.0,1.0,1.0
P07686,0.7571428571428571,0.7692307692307693,0.6557377049180327,0.7886178861788617,0.44755244755244755,0.8636363636363636,1.0,0.7352941176470589,0.8928571428571429
P07711,1.0,1.0,1.0,0.991869918699187,0.8531468531468531,1.0,1.0,1.0,1.0
P07737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P07738,0.8857142857142857,1.0,1.0,0.8048780487804879,0.9440559440559441,1.0,0.8333333333333334,0.8823529411764706,0.8928571428571429
P07741,0.9571428571428572,1.0,0.9836065573770492,0.959349593495935,0.9440559440559441,1.0,1.0,1.0,1.0
