PG.ProteinGroups,control_ge50pct,low_ge50pct,high_ge50pct,all_doses_ge50pct,control_ge60pct,low_ge60pct,high_ge60pct,all_doses_ge60pct,control_ge70pct,low_ge70pct,high_ge70pct,all_doses_ge70pct,control_ge80pct,low_ge80pct,high_ge80pct,all_doses_ge80pct
Q02880,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q02952,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q02978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q02985,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q03135,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q03154,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q03167,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q03252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q03426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q03518,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q03519,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q04446,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Q04637,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Q04656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q04695,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q04721,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Q04756,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q04759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q04760,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q04837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q04917,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q04941,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
Q05193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q05209,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q05315,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
Q05397,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q05516,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Q05655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q05682,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q05707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q06033,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q06124,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Q06187,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
Q06210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q06323,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q06481,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q06828,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q06830,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q07020,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
Q07021,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q07065,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q07075,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
Q07507,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q07666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q07812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q07817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q07866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q07954,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q07955,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False
Q07960,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q08170,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q08174,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q08188,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q08209,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Q08211,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Q08257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q08378,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q08379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q08380,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q08397,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
Q08431,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
Q08495,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q08499,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Q08554,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q08629,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Q08722,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Q08752,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q08830,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q08J23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q09028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q09327,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q09328,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q09666,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q0VAA2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q0VD83,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q0VGL1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q0ZGT2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Q10469,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q10471,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q10472,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q10567,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q10589,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q11201,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Q12788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12797,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q12805,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q12841,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q12846,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12849,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12860,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
Q12864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12884,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q12904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12905,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Q12906,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12907,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q12912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12913,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q12931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q12974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13009,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False
Q13011,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13043,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
Q13045,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Q13057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13093,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False
Q13094,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q13098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13103,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13126,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
Q13131,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13177,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13185,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Q13188,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13200,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13201,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13214,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13217,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13228,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13237,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
Q13242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13247,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
Q13257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13283,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
Q13287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13316,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13332,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q13336,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q13347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13349,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13361,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13404,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
Q13418,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13421,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False
Q13423,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q13435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13442,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Q13444,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13449,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13459,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13477,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13492,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13510,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13526,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Q13555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13561,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q13573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13576,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13586,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
Q13596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13609,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13610,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13617,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Q13618,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Q13630,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Q13636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13637,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13642,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13740,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13790,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13795,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
Q13797,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13813,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q13822,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False
Q13835,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
Q13838,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13867,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13884,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q13885,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q13939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q13976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14005,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q14011,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q14012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14019,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14103,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q14108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14112,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14118,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14126,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14137,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Q14141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14151,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14152,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14161,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14165,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False
Q14166,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q14203,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14204,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14213,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Q14232,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14242,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14247,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14254,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14289,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14314,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
Q14315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14344,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Q14392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14393,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14432,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14498,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14515,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14517,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14520,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14554,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14558,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
Q14566,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14574,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14624,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14642,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14643,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14644,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14677,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q14684,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14696,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
Q14697,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14761,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q14764,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Q14766,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14767,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14789,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14847,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14956,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14974,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14980,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14BN4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q14C86,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q14CN4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15008,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q15019,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
Q15029,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False
Q15036,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15041,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15042,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15063,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15080,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15084,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15102,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q15113,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15120,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15149,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15166,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15181,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
Q15185,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15208,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15223,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False
Q15233,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15257,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Q15286,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
Q15293,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15365,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15366,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15370,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15382,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15389,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15393,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15404,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15417,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q15418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15435,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15438,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15459,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15465,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
Q15485,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15493,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15517,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15555,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
Q15582,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15599,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15631,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15642,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15650,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
Q15691,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15717,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15746,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
Q15750,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15758,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15762,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15796,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15828,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
Q15833,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15843,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q15848,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False
Q15904,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15907,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15911,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q15940,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Q15942,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16181,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q16270,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16363,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16378,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16394,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q16401,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q16531,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
Q16537,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q16539,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
Q16543,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
Q16555,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Q16563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q16610,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16627,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Q16629,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
Q16630,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q16643,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
Q16644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q16658,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
Q16666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Q16674,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False
