PG.ProteinGroups,control_ge50pct,low_ge50pct,high_ge50pct,all_doses_ge50pct,control_ge60pct,low_ge60pct,high_ge60pct,all_doses_ge60pct,control_ge70pct,low_ge70pct,high_ge70pct,all_doses_ge70pct,control_ge80pct,low_ge80pct,high_ge80pct,all_doses_ge80pct
P01742,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
P01743,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False
P01767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P01780,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01814,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
P01817,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01833,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01834,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01857,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01859,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01860,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01861,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01871,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01876,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01880,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01889,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01893,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P01903,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
P01909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P01911,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02008,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02042,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02100,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
P02144,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False
P02452,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
P02458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02511,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02533,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02538,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02545,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02549,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02585,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02647,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02649,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02652,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02654,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02655,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02656,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02671,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02675,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02679,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02724,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P02730,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02741,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
P02743,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02745,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02746,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02747,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02748,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02749,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02750,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02751,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02753,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02760,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02763,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02765,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02766,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02768,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02774,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02775,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02776,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02786,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02787,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02788,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
P02790,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P02792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02810,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P02818,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False
P03950,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P03951,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P03952,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P03956,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
P04003,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04004,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04040,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04049,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P04062,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04066,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
P04070,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04075,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04080,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False
P04083,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04114,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04156,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
P04179,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P04180,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04196,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04211,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04217,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04233,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04259,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04264,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04275,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04278,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P04350,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04406,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P04430,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
P04439,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04632,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P04792,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04839,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
P04843,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
P04844,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
P04899,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P04921,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05019,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05023,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05060,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05062,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05067,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05089,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05090,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P05106,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05107,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05109,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05121,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05141,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
P05154,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05155,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05156,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05160,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05161,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P05164,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False
P05165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P05166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P05186,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
P05198,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
P05204;Q15651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P05362,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05386,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05387,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05388,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P05452,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05455,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
P05543,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05546,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05556,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P05771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P05783,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P05787,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P05976,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
P05997,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P06239,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
P06241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P06276,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P06307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P06310,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06312,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P06331,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06396,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06454,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06576,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06681,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06702,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06703,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06727,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06729,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P06730,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P06732,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False
P06733,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06734,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06737,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
P06744,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06748,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
P06753,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06756,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P06850,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P06858,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07093,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07108,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
P07195,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07203,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P07225,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07237,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P07307,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P07327,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P07333,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07339,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07355,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07357,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07358,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07359,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07360,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07384,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07437,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P07476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P07477,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07585,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07602,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07686,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
P07711,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07737,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07738,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07741,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P07858,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07900,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07910,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07911,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P07942,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07947,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07948,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07951,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
P07954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P07988,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P07996,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08034,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08123,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
P08133,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08185,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08195,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08237,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False
P08238,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08246,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P08253,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08254,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08263;P09210,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
P08294,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08311,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08319,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08397,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
P08473,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08493,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08514,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08519,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08567,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08571,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08574,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08575,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08581,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08590,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08603,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08631,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False
P08637,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08648,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08670,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08697,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08709,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08727,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08729,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08754,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08758,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08779,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08833,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P08842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P08865,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09104,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09172,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09211,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09237,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
P09238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09326,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09382,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09429,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False
P09467,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09486,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09493,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09496,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
P09497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09525,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09529,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09543,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
P09601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09603,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09619,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09651,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False
P09661,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09668,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09769,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09871,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P09960,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P09972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0C0L4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0C0L5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0C0S5;Q71UI9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
P0C7P3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0C7P4;P47985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0C875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0CG29;P0CG30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0DJD7;P0DJD8;P0DJD9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0DJI8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DJI9,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DMM9;P0DMN0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0DMV8;P0DMV9,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DOX2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DOX3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DOX4,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False
P0DOX5,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
P0DOX7,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DOX8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DOY2;P0DOY3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DP01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0DP02,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DP08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0DP23;P0DP24;P0DP25,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DPH7;P0DPH8,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P0DPI2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0DTE1,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False
P0DTE2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P0DTE7;P0DTE8;P0DUB6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P10124,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10155,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P10253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P10301,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
P10321,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P10412,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10451,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P10586,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10599,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10619,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False
P10643,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10644,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10645,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10646,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10721,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
P10746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P10768,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10809,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10909,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P10912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P10916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P11021,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11047,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11049,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11142,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11150,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11166,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11169,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False
P11171,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P11177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P11182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P11215,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11216,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
P11217,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11226,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
P11233,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False
