level,category,samples,metric,median,q25,q75,min,max,mean
group,XZ_YB,10,log2_iqr,3.348721339633052,3.2509329033597085,3.3680328770745382,3.167996169022727,3.4824457731371803,3.321692054696034
group,XZ_YB,10,median_shift_applied,-0.5508296459744164,-0.6234053874928942,-0.4118728399077418,-1.1669315470117017,0.10329299006027703,-0.5003430984626606
group,XZ_YC,34,observed_proteins,1405.5,1380.0,1419.0,1132.0,1430.0,1385.6764705882354
group,XZ_YC,34,missing_pct,1.98744769874477,1.0460251046025104,3.7656903765690375,0.2789400278940028,21.05997210599721,3.369841660513578
group,XZ_YC,34,log2_median,9.500623291966496,9.262512308653355,9.772932819540964,8.795568299476301,10.060205773883414,9.50364868243014
group,XZ_YC,34,log2_iqr,3.5134516005595233,3.391784322775764,3.6366133529241664,3.269027319293963,4.064201932895513,3.529719895047032
group,XZ_YC,34,median_shift_applied,-0.258262709245173,-0.5305722368196406,-0.020151725932031184,-0.8178451911620908,0.4467922832450224,-0.26128809970881534
group,XZ_YD,28,observed_proteins,1395.0,1372.25,1422.75,1257.0,1432.0,1383.642857142857
group,XZ_YD,28,missing_pct,2.719665271966527,0.7845188284518828,4.306136680613668,0.1394700139470014,12.343096234309623,3.511655708308427
group,XZ_YD,28,log2_median,9.508058852551926,9.266113930935912,10.039405096866567,8.910721406143386,11.174438332649244,9.730487761840406
group,XZ_YD,28,log2_iqr,3.59064733012805,3.393177132954915,3.674971062723949,3.090323262106132,3.859142082714481,3.5373650463329804
group,XZ_YD,28,median_shift_applied,-0.26569826983060185,-0.7970445141452429,-0.023753348214587966,-1.9320777499279203,0.3316391765779372,-0.4881271791190826
MS_batch_proxy,20250913,50,observed_proteins,1392.5,1370.0,1404.25,1285.0,1421.0,1384.26
MS_batch_proxy,20250913,50,missing_pct,2.894002789400279,2.0746164574616457,4.463040446304045,0.906555090655509,10.390516039051603,3.468619246861925
MS_batch_proxy,20250913,50,log2_median,9.398276196967503,9.206219613163542,9.631557979055305,8.707104739906983,9.962541712042292,9.406219673247552
MS_batch_proxy,20250913,50,log2_iqr,3.378340387225296,3.2690475834146238,3.4835617940412673,3.0009007500239946,3.6626052011354506,3.382045704451083
MS_batch_proxy,20250913,50,median_shift_applied,-0.1559156142461795,-0.3891973963339814,0.03614096955778123,-0.7201811293209683,0.5352558428143404,-0.16385909052622913
MS_batch_proxy,20250914,69,observed_proteins,1400.0,1368.0,1419.0,976.0,1432.0,1375.623188405797
MS_batch_proxy,20250914,69,missing_pct,2.3709902370990235,1.0460251046025104,4.602510460251046,0.1394700139470014,31.938633193863318,4.070907363612476
MS_batch_proxy,20250914,69,log2_median,9.639891017174197,9.410010298663895,9.805905412272187,8.755819588059694,10.40259314818213,9.591979727176854
MS_batch_proxy,20250914,69,log2_iqr,3.450187835759982,3.1818229538799265,3.612742596018874,2.9058477597356163,4.143427858822442,3.435185907219977
MS_batch_proxy,20250914,69,median_shift_applied,-0.3975304344528734,-0.5635448295508638,-0.16764971594257183,-1.1602325654608059,0.48654099466162926,-0.3496191444555308
MS_batch_proxy,20251001,116,observed_proteins,1400.0,1360.75,1419.75,1132.0,1432.0,1377.1810344827586
MS_batch_proxy,20251001,116,missing_pct,2.3709902370990235,0.9937238493723849,5.108089260808926,0.1394700139470014,21.05997210599721,3.9622709565719227
MS_batch_proxy,20251001,116,log2_median,9.592129663611203,9.23378652587784,9.871368020423748,8.569910090947902,11.174438332649244,9.58882343398021
MS_batch_proxy,20251001,116,log2_iqr,3.4922492219355714,3.3489117786907006,3.6858871073639374,3.087653530151682,4.064201932895513,3.516726117983205
MS_batch_proxy,20251001,116,median_shift_applied,-0.3497690808898799,-0.6290074377024251,0.008574056843484001,-1.9320777499279203,0.6724504917734215,-0.34646285125888576
MS_batch_proxy,20251026,12,observed_proteins,1379.5,1362.25,1393.25,1308.0,1425.0,1372.0833333333333
MS_batch_proxy,20251026,12,missing_pct,3.8005578800557878,2.8417015341701535,5.003486750348675,0.6276150627615062,8.786610878661087,4.3177591817759176
MS_batch_proxy,20251026,12,log2_median,9.189651611219732,9.079851003569761,9.288583687606591,9.020972665344313,9.677246496278324,9.229559274532644
MS_batch_proxy,20251026,12,log2_iqr,3.361150636054258,3.2556501587181446,3.4123153115389355,3.021659341712091,3.464931831715038,3.322047710128235
MS_batch_proxy,20251026,12,median_shift_applied,0.05270897150159115,-0.04622310488526793,0.16250957915156228,-0.43488591355700024,0.2213879173770099,0.012801308188680563
MS_batch_proxy,20251104,2,observed_proteins,1421.5,1418.75,1424.25,1416.0,1427.0,1421.5
MS_batch_proxy,20251104,2,missing_pct,0.8716875871687587,0.6799163179916318,1.0634588563458856,0.4881450488145049,1.2552301255230125,0.8716875871687587
MS_batch_proxy,20251104,2,log2_median,10.213839468904695,10.075825731862441,10.351853205946949,9.937811994820187,10.489866942989202,10.213839468904695
MS_batch_proxy,20251104,2,log2_iqr,2.997798397830242,2.989468985919633,3.006127809740851,2.981139574009024,3.01445722165146,2.997798397830242
MS_batch_proxy,20251104,2,median_shift_applied,-0.9714788861833714,-1.1094926232256253,-0.8334651491411176,-1.247506360267879,-0.6954514120988637,-0.9714788861833714
MS_batch_proxy,20251107,1,observed_proteins,1429.0,1429.0,1429.0,1429.0,1429.0,1429.0
MS_batch_proxy,20251107,1,missing_pct,0.3486750348675035,0.3486750348675035,0.3486750348675035,0.3486750348675035,0.3486750348675035,0.3486750348675035
MS_batch_proxy,20251107,1,log2_median,10.625925955041408,10.625925955041408,10.625925955041408,10.625925955041408,10.625925955041408,10.625925955041408
MS_batch_proxy,20251107,1,log2_iqr,3.321036805160343,3.321036805160343,3.321036805160343,3.321036805160343,3.321036805160343,3.321036805160343
MS_batch_proxy,20251107,1,median_shift_applied,-1.383565372320085,-1.383565372320085,-1.383565372320085,-1.383565372320085,-1.383565372320085,-1.383565372320085
MS_batch_proxy,20260527,142,observed_proteins,1331.0,1279.25,1370.5,1086.0,1421.0,1317.5211267605634
MS_batch_proxy,20260527,142,missing_pct,7.182705718270572,4.428172942817294,10.791492329149232,0.906555090655509,24.267782426778243,8.122655037617617
MS_batch_proxy,20260527,142,log2_median,9.224941425855345,9.09320193610014,9.368256220793809,8.60593249560609,10.227640912956158,9.269546824838548
MS_batch_proxy,20260527,142,log2_iqr,3.198390810350811,3.0824120271675133,3.3021492170875346,2.8561705005588998,3.523058321644845,3.192800560686459
MS_batch_proxy,20260527,142,median_shift_applied,0.01741915686597828,-0.12589563807248583,0.14915864662118317,-0.9852803302348345,0.6364280871152328,-0.027186242117224285
MS_batch_proxy,20260717,123,observed_proteins,1324.0,1263.0,1359.5,866.0,1417.0,1303.7235772357724
MS_batch_proxy,20260717,123,missing_pct,7.670850767085077,5.195258019525802,11.92468619246862,1.1854951185495117,39.609483960948396,9.084827249946139
MS_batch_proxy,20260717,123,log2_median,8.395208987622862,8.301737303453613,8.55875874868291,7.919898677598301,9.980513981259426,8.462296104206041
MS_batch_proxy,20260717,123,log2_iqr,3.3559972693043676,3.254721653417117,3.4834438531472376,2.8737191569560974,4.394289675661244,3.392696700832991
MS_batch_proxy,20260717,123,median_shift_applied,0.8471515950984614,0.6836018340384129,0.9406232792677098,-0.7381533985381026,1.3224619051230224,0.7800644785152814
