PG.ProteinGroups,control,high,low,unknown
P07384,1.0,1.0,1.0,1.0
P07437,1.0,0.9943181818181818,1.0,1.0
P07451,0.3464052287581699,0.2840909090909091,0.25806451612903225,1.0
P07476,0.37254901960784315,0.2840909090909091,0.25268817204301075,0.5
P07477,0.9869281045751634,0.9943181818181818,0.9838709677419355,1.0
P07585,1.0,1.0,1.0,1.0
P07602,0.9673202614379085,0.9488636363636364,0.967741935483871,1.0
P07686,0.7450980392156863,0.6193181818181818,0.6881720430107527,1.0
P07711,0.9738562091503268,0.9602272727272727,0.9408602150537635,1.0
P07737,1.0,1.0,1.0,1.0
P07738,0.9084967320261438,0.8920454545454546,0.9139784946236559,1.0
P07741,0.9934640522875817,0.9431818181818182,0.967741935483871,1.0
P07814,0.33986928104575165,0.32386363636363635,0.3709677419354839,0.75
P07858,0.954248366013072,0.9204545454545454,0.9408602150537635,1.0
P07900,1.0,1.0,1.0,1.0
P07910,0.9869281045751634,0.9829545454545454,0.9731182795698925,1.0
P07911,0.41830065359477125,0.5113636363636364,0.43548387096774194,0.75
P07942,1.0,1.0,1.0,1.0
P07947,0.9934640522875817,0.9602272727272727,0.9838709677419355,0.75
P07948,0.8823529411764706,0.8409090909090909,0.9193548387096774,1.0
P07951,0.5816993464052288,0.625,0.6451612903225806,0.5
P07954,0.43137254901960786,0.4659090909090909,0.489247311827957,0.25
P07988,0.934640522875817,0.9431818181818182,0.946236559139785,1.0
P07996,1.0,1.0,1.0,1.0
P08034,0.058823529411764705,0.017045454545454544,0.03225806451612903,0.0
P08123,0.6797385620915033,0.6761363636363636,0.7043010752688172,1.0
P08133,1.0,1.0,1.0,1.0
P08134,0.21568627450980393,0.24431818181818182,0.27419354838709675,0.0
P08174,0.3464052287581699,0.3181818181818182,0.42473118279569894,0.5
P08185,1.0,1.0,1.0,1.0
P08195,1.0,0.9886363636363636,0.9838709677419355,1.0
P08237,0.803921568627451,0.75,0.7741935483870968,1.0
P08238,1.0,1.0,1.0,1.0
P08240,0.22875816993464052,0.25,0.22580645161290322,0.25
P08243,0.0196078431372549,0.017045454545454544,0.021505376344086023,0.0
P08246,0.5424836601307189,0.5681818181818182,0.4731182795698925,0.5
P08253,1.0,1.0,1.0,1.0
P08254,1.0,1.0,1.0,1.0
P08263;P09210,0.7450980392156863,0.7329545454545454,0.8064516129032258,0.5
P08294,1.0,1.0,1.0,1.0
P08311,0.9934640522875817,1.0,1.0,1.0
P08319,1.0,1.0,1.0,1.0
P08397,0.6209150326797386,0.5738636363636364,0.5860215053763441,0.75
P08473,0.09803921568627451,0.10227272727272728,0.15591397849462366,0.0
P08493,1.0,1.0,1.0,1.0
P08514,1.0,1.0,1.0,1.0
P08519,1.0,1.0,1.0,1.0
P08559,0.11764705882352941,0.17045454545454544,0.1774193548387097,0.25
P08567,1.0,0.9829545454545454,1.0,1.0
P08571,1.0,1.0,1.0,1.0
P08572,0.17647058823529413,0.14772727272727273,0.1881720430107527,0.0
P08574,0.0915032679738562,0.10795454545454546,0.12903225806451613,0.25
P08575,1.0,1.0,1.0,1.0
P08579,0.0915032679738562,0.13068181818181818,0.11290322580645161,0.5
P08581,0.8627450980392157,0.9090909090909091,0.9193548387096774,1.0
P08590,0.1830065359477124,0.19886363636363635,0.15591397849462366,0.25
P08603,1.0,1.0,1.0,1.0
P08621,0.1830065359477124,0.17045454545454544,0.1989247311827957,0.25
P08631,0.6535947712418301,0.7102272727272727,0.7903225806451613,0.75
P08637,0.9934640522875817,1.0,0.9946236559139785,1.0
P08648,0.9738562091503268,0.9602272727272727,0.9623655913978495,1.0
P08651,0.0,0.0,0.010752688172043012,0.0
P08670,0.9869281045751634,0.9943181818181818,0.9946236559139785,1.0
P08697,1.0,1.0,1.0,1.0
P08708,0.39215686274509803,0.3977272727272727,0.41397849462365593,0.25
P08709,1.0,1.0,1.0,1.0
P08727,0.8888888888888888,0.9034090909090909,0.9086021505376344,1.0
P08729,0.8562091503267973,0.875,0.8602150537634409,1.0
P08754,0.869281045751634,0.8181818181818182,0.8817204301075269,1.0
P08758,0.9803921568627451,0.9488636363636364,0.9731182795698925,1.0
P08779,0.9934640522875817,0.9715909090909091,0.9838709677419355,1.0
P08833,0.9869281045751634,0.9943181818181818,0.989247311827957,1.0
P08842,0.013071895424836602,0.005681818181818182,0.03225806451612903,0.0
P08865,0.9607843137254902,0.9375,0.9354838709677419,1.0
P09012,0.09803921568627451,0.09090909090909091,0.16666666666666666,0.0
P09104,1.0,1.0,1.0,1.0
P09105,0.46405228758169936,0.42613636363636365,0.489247311827957,0.75
P09110,0.23529411764705882,0.2727272727272727,0.26344086021505375,0.25
P09172,0.8823529411764706,0.8863636363636364,0.8494623655913979,1.0
P09211,0.9803921568627451,0.9772727272727273,0.978494623655914,1.0
P09237,0.8496732026143791,0.7613636363636364,0.8279569892473119,1.0
P09238,0.013071895424836602,0.028409090909090908,0.005376344086021506,0.0
P09326,0.9477124183006536,0.9375,0.967741935483871,1.0
P09327,0.11764705882352941,0.09659090909090909,0.0913978494623656,0.25
P09382,0.9934640522875817,0.9943181818181818,0.9946236559139785,1.0
P09417,0.35294117647058826,0.42045454545454547,0.3064516129032258,0.5
P09429,0.7908496732026143,0.8181818181818182,0.8655913978494624,1.0
P09467,0.1830065359477124,0.1875,0.22043010752688172,0.25
P09486,1.0,1.0,1.0,1.0
P09493,0.9411764705882353,0.9090909090909091,0.9247311827956989,1.0
P09496,0.7516339869281046,0.6647727272727273,0.6935483870967742,0.5
P09497,0.1437908496732026,0.14772727272727273,0.16129032258064516,0.25
P09525,0.42483660130718953,0.39204545454545453,0.45698924731182794,0.75
P09529,0.5359477124183006,0.4943181818181818,0.543010752688172,0.75
P09543,0.5686274509803921,0.5625,0.6774193548387096,1.0
P09601,0.09803921568627451,0.09659090909090909,0.08602150537634409,0.25
P09603,1.0,1.0,1.0,1.0
P09619,1.0,1.0,1.0,1.0
P09651,0.6928104575163399,0.7727272727272727,0.7311827956989247,1.0
P09661,0.13071895424836602,0.09659090909090909,0.0913978494623656,0.0
P09668,0.9607843137254902,0.9545454545454546,0.946236559139785,1.0
P09669,0.16339869281045752,0.1590909090909091,0.1989247311827957,0.25
P09681,0.1437908496732026,0.19886363636363635,0.1935483870967742,0.75
P09693,0.24183006535947713,0.2556818181818182,0.22043010752688172,0.5
P09769,0.35294117647058826,0.3409090909090909,0.3064516129032258,0.75
P09871,1.0,1.0,1.0,1.0
P09874,0.45098039215686275,0.42613636363636365,0.42473118279569894,1.0
P09917,0.11764705882352941,0.1534090909090909,0.13978494623655913,0.25
P09958,0.2549019607843137,0.2727272727272727,0.27419354838709675,0.75
P09960,0.954248366013072,0.9545454545454546,0.9838709677419355,1.0
P09972,0.2679738562091503,0.29545454545454547,0.2956989247311828,0.5
P0C0L4,1.0,1.0,1.0,1.0
P0C0L5,1.0,1.0,1.0,1.0
P0C0S5;Q71UI9,0.5294117647058824,0.5568181818181818,0.5967741935483871,0.75
P0C7P3,0.21568627450980393,0.2784090909090909,0.25806451612903225,0.75
P0C7P4;P47985,0.0915032679738562,0.06818181818181818,0.06989247311827956,0.0
P0C875,0.17647058823529413,0.07954545454545454,0.10215053763440861,0.0
P0CG29;P0CG30,0.032679738562091505,0.03409090909090909,0.026881720430107527,0.0
P0DJD7;P0DJD8;P0DJD9,0.35294117647058826,0.2784090909090909,0.34946236559139787,0.5
P0DJI8,1.0,1.0,1.0,1.0
P0DJI9,1.0,1.0,1.0,1.0
P0DMM9;P0DMN0,0.3790849673202614,0.3068181818181818,0.3817204301075269,0.5
P0DMV8;P0DMV9,1.0,1.0,1.0,1.0
P0DOX2,1.0,1.0,1.0,1.0
P0DOX3,0.8562091503267973,0.8977272727272727,0.9247311827956989,1.0
P0DOX4,0.5816993464052288,0.6420454545454546,0.7419354838709677,0.5
P0DOX5,0.7581699346405228,0.7443181818181818,0.8064516129032258,1.0
P0DOX7,1.0,1.0,1.0,1.0
P0DOX8,1.0,1.0,1.0,1.0
P0DOY2;P0DOY3,0.9803921568627451,0.9261363636363636,0.9086021505376344,1.0
P0DP01,0.24183006535947713,0.3806818181818182,0.3279569892473118,0.25
P0DP02,1.0,1.0,1.0,1.0
P0DP08,0.1503267973856209,0.2556818181818182,0.20967741935483872,0.25
P0DP23;P0DP24;P0DP25,1.0,0.9943181818181818,1.0,1.0
P0DPH7;P0DPH8,1.0,1.0,1.0,1.0
P0DPI2,0.1568627450980392,0.17613636363636365,0.17204301075268819,0.25
P0DTE1,0.6013071895424836,0.6704545454545454,0.6559139784946236,0.75
P0DTE2,0.032679738562091505,0.03977272727272727,0.04838709677419355,0.0
P0DTE7;P0DTE8;P0DUB6,0.47058823529411764,0.4772727272727273,0.45698924731182794,0.75
P10124,1.0,1.0,1.0,1.0
P10155,0.33986928104575165,0.4034090909090909,0.3817204301075269,0.75
P10253,0.47058823529411764,0.29545454545454547,0.3870967741935484,0.5
P10301,0.7843137254901961,0.7670454545454546,0.7580645161290323,0.75
P10321,0.8888888888888888,0.8579545454545454,0.8655913978494624,0.75
P10398,0.013071895424836602,0.017045454545454544,0.005376344086021506,0.0
P10412,1.0,0.9943181818181818,1.0,1.0
P10451,1.0,1.0,1.0,1.0
P10515,0.23529411764705882,0.2556818181818182,0.23655913978494625,0.25
P10586,0.9869281045751634,0.9943181818181818,1.0,1.0
P10599,0.9869281045751634,1.0,1.0,1.0
P10619,0.7320261437908496,0.7613636363636364,0.7903225806451613,0.5
P10643,1.0,1.0,1.0,1.0
P10644,0.8954248366013072,0.8693181818181818,0.8440860215053764,1.0
P10645,1.0,1.0,1.0,1.0
P10646,1.0,1.0,1.0,1.0
P10721,0.7516339869281046,0.6477272727272727,0.6129032258064516,0.75
P10746,0.09803921568627451,0.1534090909090909,0.10752688172043011,0.25
P10768,0.9084967320261438,0.875,0.8978494623655914,1.0
P10809,0.9281045751633987,0.875,0.9139784946236559,1.0
P10909,1.0,1.0,1.0,1.0
P10912,0.2549019607843137,0.24431818181818182,0.2956989247311828,0.0
P10916,0.29411764705882354,0.3352272727272727,0.34946236559139787,0.75
P11021,1.0,1.0,1.0,1.0
P11047,1.0,1.0,1.0,1.0
P11049,1.0,0.9943181818181818,0.9946236559139785,1.0
P11142,1.0,1.0,1.0,1.0
P11150,0.9607843137254902,0.9602272727272727,0.9516129032258065,1.0
P11166,0.9934640522875817,0.9886363636363636,1.0,1.0
P11169,0.6928104575163399,0.7329545454545454,0.7150537634408602,1.0
P11171,0.9934640522875817,0.9886363636363636,1.0,1.0
P11172,0.35294117647058826,0.3409090909090909,0.3333333333333333,0.5
P11177,0.1437908496732026,0.18181818181818182,0.15053763440860216,0.75
P11182,0.09803921568627451,0.07386363636363637,0.0913978494623656,0.0
P11215,1.0,1.0,1.0,1.0
P11216,0.6797385620915033,0.6704545454545454,0.7043010752688172,1.0
P11217,0.8169934640522876,0.8181818181818182,0.8440860215053764,1.0
P11226,1.0,0.9943181818181818,1.0,1.0
P11233,0.6339869281045751,0.6477272727272727,0.7096774193548387,0.75
P11234,0.9869281045751634,0.9886363636363636,0.989247311827957,1.0
P11245,0.29411764705882354,0.26136363636363635,0.3172043010752688,0.0
P11277,1.0,1.0,1.0,1.0
P11279,0.8627450980392157,0.8636363636363636,0.8978494623655914,1.0
P11310,0.23529411764705882,0.3409090909090909,0.27956989247311825,0.25
P11362,0.9673202614379085,0.9715909090909091,0.978494623655914,1.0
P11387,0.2875816993464052,0.29545454545454547,0.3763440860215054,0.5
P11388,0.05228758169934641,0.0625,0.07526881720430108,0.0
P11413,0.9477124183006536,0.9090909090909091,0.9086021505376344,1.0
P11441,0.1111111111111111,0.056818181818181816,0.08064516129032258,0.0
P11586,0.9869281045751634,0.9715909090909091,0.967741935483871,1.0
P11597,1.0,1.0,1.0,1.0
P11678,0.48366013071895425,0.4715909090909091,0.44623655913978494,1.0
P11717,0.738562091503268,0.7443181818181818,0.7903225806451613,0.75
P11766,0.7581699346405228,0.7159090909090909,0.8333333333333334,0.75
P11836,0.7908496732026143,0.6590909090909091,0.7903225806451613,1.0
P11908,0.40522875816993464,0.3352272727272727,0.3709677419354839,0.5
P11940,0.7973856209150327,0.7727272727272727,0.8763440860215054,1.0
P12004,0.16339869281045752,0.11931818181818182,0.13440860215053763,0.5
P12035,0.3660130718954248,0.3125,0.3010752688172043,0.5
P12081,0.5751633986928104,0.5397727272727273,0.6344086021505376,0.5
P12109,1.0,1.0,1.0,1.0
P12110,0.9934640522875817,1.0,1.0,1.0
P12111,1.0,1.0,1.0,1.0
P12235,0.21568627450980393,0.1875,0.13978494623655913,0.25
P12236,0.5882352941176471,0.5397727272727273,0.5913978494623656,0.75
P12259,1.0,1.0,1.0,1.0
P12268,0.26143790849673204,0.29545454545454547,0.24731182795698925,0.25
P12270,0.2222222222222222,0.21022727272727273,0.20967741935483872,0.5
P12273,0.9281045751633987,0.9147727272727273,0.9354838709677419,1.0
P12277,0.6274509803921569,0.5965909090909091,0.5591397849462365,1.0
P12318;P31995,0.45751633986928103,0.48295454545454547,0.543010752688172,0.5
P12429,0.7516339869281046,0.6875,0.7580645161290323,0.75
P12544,0.0196078431372549,0.005681818181818182,0.026881720430107527,0.0
P12814,1.0,1.0,1.0,1.0
P12821,0.9934640522875817,0.9943181818181818,1.0,1.0
P12829,0.4117647058823529,0.375,0.3333333333333333,0.75
P12830,1.0,1.0,1.0,1.0
P12872,0.2222222222222222,0.20454545454545456,0.26344086021505375,0.5
P12882,0.5294117647058824,0.5340909090909091,0.45698924731182794,1.0
P12883,0.35294117647058826,0.375,0.2956989247311828,0.75
P12931,0.8104575163398693,0.7613636363636364,0.8602150537634409,1.0
P12955,0.7058823529411765,0.7102272727272727,0.7526881720430108,0.5
P12956,0.5882352941176471,0.5568181818181818,0.5591397849462365,0.25
P13010,0.40522875816993464,0.4147727272727273,0.40860215053763443,0.75
P13073,0.26143790849673204,0.26136363636363635,0.26881720430107525,0.5
P13224,0.9934640522875817,1.0,0.989247311827957,1.0
P13473,0.8366013071895425,0.8352272727272727,0.8333333333333334,1.0
P13489,0.8888888888888888,0.8579545454545454,0.9193548387096774,1.0
P13497,1.0,1.0,1.0,1.0
P13498,0.30718954248366015,0.35795454545454547,0.2849462365591398,0.25
P13501,0.39869281045751637,0.3806818181818182,0.4731182795698925,0.5
P13521,0.1895424836601307,0.18181818181818182,0.24731182795698925,0.25
P13535,0.0915032679738562,0.09659090909090909,0.03763440860215054,0.5
P13569,0.6078431372549019,0.5,0.5483870967741935,0.25
P13591,1.0,1.0,1.0,1.0
P13598,1.0,0.9829545454545454,0.9946236559139785,0.75
P13611,1.0,1.0,1.0,1.0
P13612,0.9869281045751634,0.9772727272727273,0.9731182795698925,1.0
P13639,0.9934640522875817,0.9829545454545454,0.9946236559139785,1.0
P13645,1.0,1.0,1.0,1.0
P13646,1.0,1.0,1.0,1.0
P13647,1.0,1.0,1.0,1.0
P13667,0.9934640522875817,0.9772727272727273,1.0,1.0
P13671,1.0,1.0,1.0,1.0
P13686,0.8758169934640523,0.7556818181818182,0.8655913978494624,1.0
P13693,0.5490196078431373,0.4715909090909091,0.532258064516129,0.75
P13716,0.6339869281045751,0.5738636363636364,0.6290322580645161,1.0
P13727,1.0,1.0,1.0,1.0
P13747,0.38562091503267976,0.36363636363636365,0.41397849462365593,0.75
P13796,1.0,1.0,1.0,1.0
P13797,0.7058823529411765,0.7045454545454546,0.7204301075268817,1.0
P13798,0.9934640522875817,0.9545454545454546,0.989247311827957,1.0
P13804,0.6143790849673203,0.6079545454545454,0.6021505376344086,1.0
P13805,0.37254901960784315,0.3522727272727273,0.3172043010752688,0.75
P13807,0.5359477124183006,0.5,0.5053763440860215,0.75
P13861,0.49019607843137253,0.48295454545454547,0.44623655913978494,0.75
P13929,0.9934640522875817,1.0,0.9946236559139785,1.0
P13942,1.0,1.0,1.0,1.0
P13987,0.9803921568627451,0.9715909090909091,0.9946236559139785,1.0
P13995,0.0457516339869281,0.005681818181818182,0.026881720430107527,0.0
P14136,0.05228758169934641,0.06818181818181818,0.05913978494623656,0.0
P14151,1.0,1.0,1.0,1.0
P14174,0.3333333333333333,0.3125,0.3709677419354839,1.0
P14209,1.0,1.0,1.0,1.0
P14222,0.1111111111111111,0.09659090909090909,0.08064516129032258,0.25
P14314,1.0,1.0,1.0,1.0
P14317,0.9803921568627451,0.9659090909090909,0.989247311827957,1.0
P14324,0.5751633986928104,0.5227272727272727,0.510752688172043,0.5
P14406,0.24183006535947713,0.24431818181818182,0.22043010752688172,0.5
P14543,1.0,1.0,1.0,1.0
P14550,0.21568627450980393,0.26704545454545453,0.20967741935483872,0.5
P14555,0.0392156862745098,0.06818181818181818,0.08602150537634409,0.0
P14598,0.5424836601307189,0.5511363636363636,0.5698924731182796,0.75
P14618,1.0,1.0,1.0,1.0
P14625,1.0,1.0,1.0,1.0
P14649,0.9803921568627451,0.9715909090909091,0.956989247311828,1.0
P14672,0.06535947712418301,0.056818181818181816,0.0967741935483871,0.5
P14678;P63162,0.49673202614379086,0.5170454545454546,0.5053763440860215,1.0
P14735,0.8888888888888888,0.8181818181818182,0.8870967741935484,0.75
P14770,0.9803921568627451,0.9431818181818182,0.956989247311828,1.0
P14778,0.6601307189542484,0.6477272727272727,0.7526881720430108,1.0
P14780,0.9869281045751634,0.9943181818181818,1.0,1.0
P14854,0.06535947712418301,0.08522727272727272,0.08602150537634409,0.0
P14866,0.46405228758169936,0.5227272727272727,0.4838709677419355,0.25
P14868,0.7189542483660131,0.6818181818181818,0.7204301075268817,0.5
P14923,1.0,0.9829545454545454,0.9946236559139785,1.0
P14927,0.0,0.017045454545454544,0.010752688172043012,0.0
P15090,0.8954248366013072,0.8522727272727273,0.8978494623655914,1.0
P15121,0.35294117647058826,0.3125,0.3655913978494624,0.5
P15144,0.9411764705882353,0.9715909090909091,0.9731182795698925,1.0
P15151,0.9934640522875817,0.9431818181818182,0.989247311827957,1.0
P15153,1.0,0.9943181818181818,0.9946236559139785,1.0
P15169,1.0,1.0,1.0,1.0
P15170,0.6209150326797386,0.5397727272727273,0.5698924731182796,1.0
P15291,1.0,1.0,1.0,1.0
P15311,1.0,0.9886363636363636,0.9946236559139785,1.0
P15374,0.32679738562091504,0.3352272727272727,0.3172043010752688,0.5
P15498,0.48366013071895425,0.48295454545454547,0.510752688172043,0.75
P15502,0.6928104575163399,0.6420454545454546,0.7365591397849462,1.0
P15529,0.0915032679738562,0.17613636363636365,0.27956989247311825,0.25
P15531,0.9869281045751634,0.9545454545454546,0.9838709677419355,1.0
P15586,0.11764705882352941,0.1534090909090909,0.12903225806451613,0.5
P15814,0.7843137254901961,0.8295454545454546,0.8440860215053764,0.75
P15880,0.6666666666666666,0.625,0.6451612903225806,0.75
P15907,1.0,1.0,1.0,1.0
P15924,1.0,1.0,1.0,1.0
P15927,0.0784313725490196,0.0625,0.0913978494623656,0.0
P15941,1.0,0.9943181818181818,0.9946236559139785,1.0
P16035,0.803921568627451,0.8579545454545454,0.9193548387096774,0.75
P16050,0.24183006535947713,0.2159090909090909,0.15591397849462366,0.0
P16070,1.0,1.0,1.0,1.0
P16083,0.5555555555555556,0.6306818181818182,0.6021505376344086,0.75
P16109,0.8300653594771242,0.8863636363636364,0.8870967741935484,0.75
P16112,1.0,1.0,1.0,1.0
P16150,1.0,1.0,1.0,1.0
P16152,0.8104575163398693,0.8068181818181818,0.8494623655913979,0.75
P16157,1.0,1.0,1.0,1.0
P16219,0.12418300653594772,0.16477272727272727,0.22580645161290322,0.5
P16234,0.47058823529411764,0.48295454545454547,0.5161290322580645,0.5
P16278,0.4117647058823529,0.45454545454545453,0.46236559139784944,0.5
P16284,1.0,0.9943181818181818,1.0,1.0
P16333,0.32679738562091504,0.39204545454545453,0.40860215053763443,0.5
P16401,0.9673202614379085,0.9886363636363636,1.0,1.0
P16402,0.6993464052287581,0.7045454545454546,0.6075268817204301,0.5
P16403,0.8169934640522876,0.7443181818181818,0.6935483870967742,1.0
P16452,1.0,0.9715909090909091,1.0,1.0
P16519,0.19607843137254902,0.26136363636363635,0.3387096774193548,0.5
P16615,0.5686274509803921,0.5568181818181818,0.6129032258064516,0.75
P16662,0.10457516339869281,0.11931818181818182,0.14516129032258066,0.25
P16671,0.9869281045751634,0.9886363636363636,1.0,1.0
P16870,0.35947712418300654,0.3465909090909091,0.34946236559139787,0.75
P16871,1.0,1.0,1.0,1.0
P16885,0.45751633986928103,0.4375,0.45161290322580644,0.5
P16930,0.35294117647058826,0.38636363636363635,0.3602150537634409,0.75
P16949,0.954248366013072,0.875,0.9408602150537635,1.0
P16989,0.7450980392156863,0.6590909090909091,0.6451612903225806,0.75
P17050,0.058823529411764705,0.08522727272727272,0.10752688172043011,0.25
P17096,0.23529411764705882,0.25,0.1935483870967742,1.0
P17174,0.43790849673202614,0.4659090909090909,0.45698924731182794,0.75
P17213,0.26143790849673204,0.2159090909090909,0.1881720430107527,0.25
P17252,0.45098039215686275,0.42613636363636365,0.46774193548387094,0.75
P17301,1.0,1.0,1.0,1.0
P17568,0.013071895424836602,0.0,0.016129032258064516,0.0
P17612,0.41830065359477125,0.3977272727272727,0.44623655913978494,0.75
P17655,1.0,0.9943181818181818,1.0,1.0
P17661,0.0915032679738562,0.10795454545454546,0.12903225806451613,0.25
P17812,0.2222222222222222,0.26136363636363635,0.26344086021505375,0.5
P17813,0.6862745098039216,0.7556818181818182,0.8279569892473119,1.0
P17844,0.954248366013072,0.9090909090909091,0.956989247311828,1.0
P17858,0.9084967320261438,0.8920454545454546,0.9301075268817204,1.0
P17900,0.8431372549019608,0.8863636363636364,0.9193548387096774,1.0
P17927,0.9673202614379085,0.9204545454545454,0.9731182795698925,1.0
P17931,0.7647058823529411,0.7727272727272727,0.8494623655913979,1.0
P17936,1.0,1.0,1.0,1.0
P17980,0.9607843137254902,0.9375,0.956989247311828,1.0
P17987,0.9281045751633987,0.9204545454545454,0.9354838709677419,1.0
P18031,0.24836601307189543,0.30113636363636365,0.27956989247311825,0.5
P18054,0.45098039215686275,0.5170454545454546,0.5,0.75
P18065,0.9803921568627451,0.9943181818181818,0.989247311827957,1.0
P18084,0.28104575163398693,0.2784090909090909,0.3010752688172043,0.75
P18085,0.8366013071895425,0.7784090909090909,0.8387096774193549,0.75
P18124,0.803921568627451,0.7329545454545454,0.7741935483870968,0.75
P18206,1.0,1.0,1.0,1.0
P18283,0.006535947712418301,0.0,0.026881720430107527,0.0
P18428,1.0,1.0,1.0,1.0
P18433,0.7320261437908496,0.6590909090909091,0.6827956989247311,1.0
P18440,0.05228758169934641,0.045454545454545456,0.016129032258064516,0.25
P18564,0.9934640522875817,0.9545454545454546,0.967741935483871,1.0
P18577,0.9803921568627451,0.9488636363636364,0.978494623655914,0.75
P18621,0.5751633986928104,0.5454545454545454,0.6129032258064516,1.0
P18669,0.954248366013072,0.8863636363636364,0.9139784946236559,0.75
P18754,0.06535947712418301,0.056818181818181816,0.08064516129032258,0.0
P18827,1.0,0.9886363636363636,1.0,1.0
P18859,0.1111111111111111,0.11363636363636363,0.07526881720430108,0.25
P19013,0.9934640522875817,1.0,1.0,1.0
P19021,1.0,1.0,1.0,1.0
P19022,1.0,1.0,1.0,1.0
P19086,0.6470588235294118,0.6022727272727273,0.6505376344086021,1.0
P19237,0.32679738562091504,0.3352272727272727,0.26344086021505375,0.75
P19256,0.934640522875817,0.9318181818181818,0.9408602150537635,1.0
P19320,1.0,1.0,1.0,1.0
P19338,0.9803921568627451,0.9602272727272727,0.9731182795698925,1.0
P19367,0.7450980392156863,0.7102272727272727,0.7473118279569892,0.75
P19397,0.39869281045751637,0.3465909090909091,0.46774193548387094,0.75
P19404,0.06535947712418301,0.10795454545454546,0.10215053763440861,0.25
P19474,0.17647058823529413,0.19886363636363635,0.20967741935483872,0.25
P19525,0.1503267973856209,0.19318181818181818,0.21505376344086022,0.25
P19623,0.27450980392156865,0.22727272727272727,0.1935483870967742,0.5
P19634,0.0784313725490196,0.11931818181818182,0.12365591397849462,0.25
P19652,1.0,1.0,1.0,1.0
P19784,0.0784313725490196,0.10227272727272728,0.12903225806451613,0.25
P19823,1.0,1.0,1.0,1.0
P19827,1.0,1.0,1.0,1.0
P19835,0.42483660130718953,0.39204545454545453,0.4032258064516129,0.5
P19838,0.22875816993464052,0.1590909090909091,0.1881720430107527,0.25
P19878,0.30718954248366015,0.3409090909090909,0.3279569892473118,0.25
P19971,0.9803921568627451,0.9602272727272727,0.989247311827957,1.0
P20023,0.1111111111111111,0.07954545454545454,0.13978494623655913,0.0
P20042,0.6666666666666666,0.6761363636363636,0.6559139784946236,0.75
P20061,0.35294117647058826,0.375,0.41397849462365593,0.75
P20062,0.9215686274509803,0.9602272727272727,0.956989247311828,1.0
P20073,0.8758169934640523,0.875,0.8978494623655914,0.75
P20292,0.17647058823529413,0.25,0.25806451612903225,0.5
P20338,0.5098039215686274,0.5113636363636364,0.5698924731182796,0.75
P20339,1.0,0.9943181818181818,0.9946236559139785,1.0
P20340,0.6928104575163399,0.6136363636363636,0.6075268817204301,0.5
P20618,0.934640522875817,0.8352272727272727,0.8763440860215054,0.75
P20674,0.11764705882352941,0.20454545454545456,0.17204301075268819,0.25
P20700,0.5882352941176471,0.5795454545454546,0.6290322580645161,0.75
P20701,1.0,1.0,1.0,1.0
P20718,0.032679738562091505,0.08522727272727272,0.021505376344086023,0.0
P20742,0.6666666666666666,0.7045454545454546,0.6827956989247311,0.5
P20774,1.0,0.9886363636363636,0.9731182795698925,1.0
P20807,0.0,0.005681818181818182,0.005376344086021506,0.0
P20810,0.8758169934640523,0.7613636363636364,0.8655913978494624,1.0
P20851,0.9934640522875817,0.9829545454545454,1.0,1.0
P20908,0.9607843137254902,0.9318181818181818,0.967741935483871,1.0
P20930,0.9934640522875817,0.9659090909090909,0.989247311827957,1.0
P20936,0.2875816993464052,0.3181818181818182,0.26881720430107525,0.5
P20962,0.2679738562091503,0.23295454545454544,0.26881720430107525,0.0
P20963,0.673202614379085,0.6420454545454546,0.6935483870967742,0.5
P21266,0.1830065359477124,0.20454545454545456,0.20430107526881722,0.75
P21281,0.738562091503268,0.7272727272727273,0.7473118279569892,1.0
P21291,0.9869281045751634,0.9886363636363636,0.9838709677419355,1.0
P21333,1.0,1.0,1.0,1.0
P21399,0.20915032679738563,0.3465909090909091,0.27419354838709675,0.5
P21439,0.8431372549019608,0.7613636363636364,0.8494623655913979,1.0
P21583,0.42483660130718953,0.4090909090909091,0.44623655913978494,0.5
P21589,0.803921568627451,0.8125,0.9086021505376344,1.0
P21730,0.8300653594771242,0.7443181818181818,0.8225806451612904,1.0
P21731,0.0196078431372549,0.07386363636363637,0.0967741935483871,0.0
P21796,0.5816993464052288,0.5795454545454546,0.6129032258064516,0.5
P21810,1.0,1.0,1.0,1.0
P21815,0.39869281045751637,0.35795454545454547,0.41935483870967744,0.5
P21912,0.2222222222222222,0.2784090909090909,0.24193548387096775,0.25
P21926,0.9934640522875817,0.9772727272727273,0.9946236559139785,1.0
P21964,0.42483660130718953,0.35795454545454547,0.3387096774193548,0.75
P21980,0.8954248366013072,0.8863636363636364,0.9086021505376344,1.0
P22061,1.0,1.0,1.0,1.0
P22087,0.29411764705882354,0.32954545454545453,0.3010752688172043,0.5
P22102,0.28104575163398693,0.3181818181818182,0.3010752688172043,0.75
P22105,1.0,1.0,1.0,1.0
P22223,0.8169934640522876,0.8636363636363636,0.8763440860215054,1.0
P22234,0.8562091503267973,0.8125,0.8225806451612904,1.0
P22304,1.0,1.0,1.0,1.0
P22307,0.24183006535947713,0.2159090909090909,0.24731182795698925,0.5
P22314,0.9607843137254902,0.9431818181818182,0.9623655913978495,1.0
P22352,1.0,1.0,1.0,1.0
P22392,0.8235294117647058,0.8011363636363636,0.8387096774193549,1.0
