PG.ProteinGroups,20250914_FJ_FQ_F43,20250914_FJ_FQ_F47,20250914_FJ_FQ_F51,20250914_FJ_FQ_F53,20250914_FJ_FQ_F54,20250914_FJ_FQ_F55,20250914_FJ_FQ_F56,20250914_FJ_FQ_F57,20250914_FJ_FQ_F58,20250914_FJ_FQ_F62,20250914_FJ_FQ_F66,20250914_FJ_FQ_F69,20250914_FJ_FQ_F70,20250914_FJ_FQ_F71,20250914_FJ_FQ_F72,20250914_FJ_FQ_F74,20250914_FJ_FQ_F75,20250914_FJ_FQ_F77,20250914_FJ_FQ_F79,20250914_FJ_FQ_F81,20250914_FJ_FQ_F83,20250914_FJ_FQ_F84,20250914_FJ_FQ_F85,20250914_FJ_FQ_F88,20250914_FJ_FQ_F89,20250914_FJ_FQ_F93,20250914_FJ_FQ_F94,20250914_FJ_FQ_F102,20250914_FJ_FQ_F105,20250914_FJ_FQ_F106,20250914_FJ_FQ_F107,20250914_FJ_FQ_F110,20250914_FJ_FQ_F111,20250914_FJ_FQ_F118,20250914_FJ_FQ_F121,20250914_FJ_FQ_F122,20250914_FJ_FQ_F123,20250914_FJ_FQ_F124,20250914_FJ_FQ_F125,20250914_FJ_FQ_F126,20250914_FJ_FQ_F128,20250914_FJ_FQ_F129,20250914_FJ_FQ_F131,20250914_FJ_FQ_F135,20250914_FJ_FQ_F137,20251001_FJ_FQ_F83,20251001_FJ_FQ_F95,20251001_FJ_FQ_F97,20251001_FJ_FQ_F105,20251001_FJ_FQ_F120,20251001_FJ_FQ_F136,20251001_FJ_FQ_F141,20251001_FJ_FQ_F147,20251001_FJ_FQ_F150,20251001_FJ_FQ_F154,20251001_FJ_FQ_F158,20251001_FJ_FQ_F163,20251001_FJ_FQ_F165,20251001_FJ_FQ_F168,20251001_FJ_FQ_F170,20251001_FJ_FQ_F173,20251001_FJ_FQ_F174,20251001_FJ_FQ_F175,20251001_FJ_FQ_F176,20251001_FJ_FQ_F177,20251001_FJ_FQ_F180,20251001_FJ_FQ_F183,20251001_FJ_FQ_F185,20251104_FJ_FQ_F178,20251104_FJ_FQ_F179,20250914_FJ_PT_P2,20250914_FJ_PT_P3,20250914_FJ_PT_P4,20250914_FJ_PT_P6,20250914_FJ_PT_P7,20250914_FJ_PT_P8,20250914_FJ_PT_P9,20250914_FJ_PT_P10,20250914_FJ_PT_P11,20250914_FJ_PT_P13,20250914_FJ_PT_P15,20250914_FJ_PT_P17,20250914_FJ_PT_P18,20250914_FJ_PT_P19,20250914_FJ_PT_P20,20250914_FJ_PT_P21,20250914_FJ_PT_P22,20250914_FJ_PT_P23,20250914_FJ_PT_P24,20250914_FJ_PT_P25,20250914_FJ_PT_P26,20250914_FJ_PT_P27,20250914_FJ_PT_P29,20250914_FJ_PT_P30,20250914_FJ_PT_P33,20251026_FJ_PT_P31,20250913_FJ_QZ_Q3,20250913_FJ_QZ_Q4,20250913_FJ_QZ_Q12,20250913_FJ_QZ_Q13,20250913_FJ_QZ_Q14,20250913_FJ_QZ_Q15,20250913_FJ_QZ_Q16,20250913_FJ_QZ_Q18,20250913_FJ_QZ_Q20,20250913_FJ_QZ_Q21,20250913_FJ_QZ_Q22,20250913_FJ_QZ_Q23,20250913_FJ_QZ_Q25,20250913_FJ_QZ_Q26,20250913_FJ_QZ_Q27,20250913_FJ_QZ_Q28,20250913_FJ_QZ_Q29,20250913_FJ_QZ_Q31,20250913_FJ_QZ_Q32,20250913_FJ_QZ_Q33,20250913_FJ_QZ_Q34,20250913_FJ_QZ_Q36,20250913_FJ_QZ_Q37,20250913_FJ_QZ_Q38,20250913_FJ_QZ_Q39,20250913_FJ_QZ_Q41,20250913_FJ_QZ_Q42,20250913_FJ_QZ_Q44,20250913_FJ_QZ_Q45,20250913_FJ_QZ_Q48,20250913_FJ_QZ_Q49,20250913_FJ_QZ_Q50,20250913_FJ_QZ_Q52,20250913_FJ_QZ_Q54,20250913_FJ_QZ_Q55,20250913_FJ_QZ_Q57,20250913_FJ_QZ_Q58,20250913_FJ_QZ_Q59,20250913_FJ_QZ_Q60,20250913_FJ_QZ_Q61,20250913_FJ_QZ_Q62,20250913_FJ_QZ_Q63,20250913_FJ_QZ_Q65,20250913_FJ_QZ_Q66,20250913_FJ_QZ_Q67,20250913_FJ_QZ_Q68,20250913_FJ_QZ_Q69,20250913_FJ_QZ_Q70,20250913_FJ_QZ_Q71,20250913_FJ_QZ_Q72,20251026_FJ_QZ_Q73,20251026_FJ_QZ_Q74,20251026_FJ_QZ_Q75,20251026_FJ_QZ_Q76,20251026_FJ_QZ_Q77,20251026_FJ_QZ_Q78,20251026_FJ_QZ_Q79,20251026_FJ_QZ_Q80,20251026_FJ_QZ_Q81,20251026_FJ_QZ_Q82,20251026_FJ_QZ_Q83,20260717_GZ_TH_1,20260717_GZ_TH_2,20260717_GZ_TH_3,20260717_GZ_TH_4,20260717_GZ_TH_6,20260717_GZ_TH_7,20260717_GZ_TH_8,20260717_GZ_TH_9,20260717_GZ_TH_10,20260717_GZ_TH_11,20260717_GZ_TH_12,20260717_GZ_TH_13,20260717_GZ_TH_14,20260717_GZ_TH_15,20260717_GZ_TH_16,20260717_GZ_TH_17,20260717_GZ_TH_18,20260717_GZ_TH_19,20260717_GZ_TH_20,20260717_GZ_TH_21,20260717_GZ_TH_22,20260717_GZ_TH_23,20260717_GZ_TH_24,20260717_GZ_TH_25,20260717_GZ_TH_26,20260717_GZ_TH_27,20260717_GZ_TH_28,20260717_GZ_TH_29,20260717_GZ_TH_30,20260717_GZ_TH_31,20260717_GZ_TH_32,20260717_GZ_TH_33,20260717_GZ_TH_35,20260717_GZ_TH_36,20260717_GZ_TH_37,20260717_GZ_TH_38,20260717_GZ_TH_39,20260717_GZ_TH_40,20260717_GZ_TH_41,20260717_GZ_TH_42,20260717_GZ_TH_43,20260717_GZ_TH_44,20260717_GZ_TH_45,20260717_GZ_TH_46,20260717_GZ_TH_47,20260717_GZ_TH_48,20260717_GZ_TH_49,20260717_GZ_TH_50,20260717_GZ_TH_51,20260717_GZ_TH_53,20260717_GZ_TH_54,20260717_GZ_TH_55,20260717_GZ_TH_57,20260717_GZ_TH_58,20260717_GZ_TH_59,20260717_GZ_TH_61,20260717_GZ_TH_62,20260717_GZ_TH_63,20260717_GZ_TH_64,20260717_GZ_TH_65,20260717_GZ_TH_66,20260717_GZ_TH_67,20260717_GZ_TH_68,20260717_GZ_TH_69,20260717_GZ_TH_70,20260717_GZ_TH_71,20260717_GZ_TH_72,20260717_GZ_TH_73,20260717_GZ_TH_74,20260717_GZ_TH_75,20260717_GZ_TH_76,20260717_GZ_TH_77,20260717_GZ_TH_78,20260717_GZ_TH_79,20260717_GZ_TH_80,20260717_GZ_TH_87,20260717_GZ_TH_88,20260717_GZ_TH_89,20260717_GZ_TH_90,20260717_GZ_TH_93,20260717_GZ_TH_94,20260717_GZ_TH_95,20260717_GZ_TH_96,20260717_GZ_TH_98,20260717_GZ_TH_99,20260717_GZ_TH_100,20260717_GZ_TH_101,20260717_GZ_TH_102,20260717_GZ_TH_103,20260717_GZ_TH_104,20260717_GZ_TH_106,20260717_GZ_TH_107,20260717_GZ_TH_108,20260717_GZ_TH_109,20260717_GZ_TH_110,20260717_GZ_TH_111,20260717_GZ_TH_112,20260717_GZ_TH_114,20260717_GZ_TH_115,20260717_GZ_TH_117,20260717_GZ_TH_118,20260717_GZ_TH_119,20260717_GZ_TH_120,20260717_GZ_TH_121,20260717_GZ_TH_122,20260717_GZ_TH_123,20260717_GZ_TH_124,20260717_GZ_TH_125,20260717_GZ_TH_126,20260717_GZ_TH_128,20260717_GZ_TH_129,20260717_GZ_TH_131,20260717_GZ_TH_132,20260717_GZ_TH_133,20260717_GZ_TH_134,20260717_GZ_TH_137,20260717_GZ_TH_138,20260717_GZ_TH_143,20260717_GZ_TH_144,20260717_GZ_TH_147,20260717_GZ_TH_148,20260717_GZ_TH_149,20260717_GZ_TH_150,20260527_XZ_GG_1,20260527_XZ_GG_2,20260527_XZ_GG_3,20260527_XZ_GG_4,20260527_XZ_GG_5,20260527_XZ_GG_6,20260527_XZ_GG_7,20260527_XZ_GG_8,20260527_XZ_GG_9,20260527_XZ_GG_10,20260527_XZ_GG_11,20260527_XZ_GG_12,20260527_XZ_GG_13,20260527_XZ_GG_14,20260527_XZ_GG_15,20260527_XZ_GG_16,20260527_XZ_GG_17,20260527_XZ_GG_18,20260527_XZ_GG_19,20260527_XZ_GG_20,20260527_XZ_GG_21,20260527_XZ_GG_22,20260527_XZ_GG_23,20260527_XZ_GG_24,20260527_XZ_GG_25,20260527_XZ_GG_26,20260527_XZ_GG_27,20260527_XZ_GG_28,20260527_XZ_GG_29,20260527_XZ_GG_30,20260527_XZ_GG_31,20260527_XZ_GG_32,20260527_XZ_GG_33,20260527_XZ_GG_34,20260527_XZ_GG_35,20260527_XZ_GG_36,20260527_XZ_GG_37,20260527_XZ_GG_38,20260527_XZ_GG_39,20260527_XZ_GG_40,20260527_XZ_GG_41,20260527_XZ_GG_42,20260527_XZ_GG_43,20260527_XZ_GG_44,20260527_XZ_GG_46,20260527_XZ_GG_47,20260527_XZ_GG_50,20260527_XZ_GG_51,20260527_XZ_GG_52,20260527_XZ_GG_53,20260527_XZ_GG_55,20260527_XZ_GG_56,20260527_XZ_GG_59,20260527_XZ_GG_60,20260527_XZ_GG_62,20260527_XZ_GG_64,20260527_XZ_GG_65,20260527_XZ_GG_66,20260527_XZ_GG_67,20260527_XZ_GG_68,20260527_XZ_GG_69,20260527_XZ_GG_71,20260527_XZ_GG_72,20260527_XZ_GG_73,20260527_XZ_GG_74,20260527_XZ_GG_75,20260527_XZ_GG_76,20260527_XZ_GG_77,20260527_XZ_GG_78,20260527_XZ_GG_79,20260527_XZ_GG_80,20260527_XZ_GG_81,20260527_XZ_GG_82,20260527_XZ_GG_83,20260527_XZ_GG_84,20260527_XZ_GG_85,20260527_XZ_GG_86,20260527_XZ_GG_87,20260527_XZ_GG_88,20260527_XZ_GG_89,20260527_XZ_GG_92,20260527_XZ_GG_93,20260527_XZ_GG_94,20260527_XZ_GG_95,20260527_XZ_GG_96,20260527_XZ_GG_97,20260527_XZ_GG_98,20260527_XZ_GG_99,20260527_XZ_GG_100,20260527_XZ_GG_101,20260527_XZ_GG_102,20260527_XZ_GG_103,20260527_XZ_GG_104,20260527_XZ_GG_105,20260527_XZ_GG_106,20260527_XZ_GG_121,20260527_XZ_GG_122,20260527_XZ_GG_123,20260527_XZ_GG_124,20260527_XZ_GG_125,20260527_XZ_GG_126,20260527_XZ_GG_128,20260527_XZ_GG_129,20260527_XZ_GG_130,20260527_XZ_GG_131,20260527_XZ_GG_132,20260527_XZ_GG_135,20260527_XZ_GG_136,20260527_XZ_GG_137,20260527_XZ_GG_138,20260527_XZ_GG_139,20260527_XZ_GG_140,20260527_XZ_GG_141,20260527_XZ_GG_142,20260527_XZ_GG_143,20260527_XZ_GG_144,20260527_XZ_GG_145,20260527_XZ_GG_146,20260527_XZ_GG_147,20260527_XZ_GG_148,20260527_XZ_GG_149,20260527_XZ_GG_150,20260527_XZ_GG_151,20260527_XZ_GG_152,20260527_XZ_GG_153,20260527_XZ_GG_154,20260527_XZ_GG_155,20260527_XZ_GG_156,20260527_XZ_GG_157,20260527_XZ_GG_158,20260527_XZ_GG_159,20260527_XZ_GG_160,20260527_XZ_GG_161,20260527_XZ_GG_162,20260527_XZ_GG_163,20260527_XZ_GG_164,20260527_XZ_GG_165,20260527_XZ_GG_166,20260527_XZ_GG_167,20260527_XZ_GG_168,20260527_XZ_GG_169,20260527_XZ_GG_170,20260527_XZ_GG_171,20251001_XZ_YA_1,20251001_XZ_YA_2,20251001_XZ_YA_3,20251001_XZ_YA_4,20251001_XZ_YA_5,20251001_XZ_YA_6,20251001_XZ_YA_7,20251001_XZ_YA_8,20251001_XZ_YA_9,20251001_XZ_YA_10,20251001_XZ_YA_11,20251001_XZ_YA_12,20251001_XZ_YA_13,20251001_XZ_YA_14,20251001_XZ_YA_15,20251001_XZ_YA_16,20251001_XZ_YA_17,20251001_XZ_YA_18,20251001_XZ_YA_19,20251001_XZ_YA_20,20251001_XZ_YA_21,20251001_XZ_YA_22,20251001_XZ_YB_2,20251001_XZ_YB_4,20251001_XZ_YB_6,20251001_XZ_YB_9,20251001_XZ_YB_10,20251001_XZ_YB_11,20251001_XZ_YB_12,20251001_XZ_YB_14,20251001_XZ_YB_15,20251001_XZ_YB_17,20251001_XZ_YB_18,20251001_XZ_YB_19,20251001_XZ_YC_1,20251001_XZ_YC_2,20251001_XZ_YC_3,20251001_XZ_YC_4,20251001_XZ_YC_5,20251001_XZ_YC_6,20251001_XZ_YC_7,20251001_XZ_YC_8,20251001_XZ_YC_9,20251001_XZ_YC_10,20251001_XZ_YC_11,20251001_XZ_YC_12,20251001_XZ_YC_13,20251001_XZ_YC_14,20251001_XZ_YC_15,20251001_XZ_YC_16,20251001_XZ_YC_17,20251001_XZ_YC_18,20251001_XZ_YC_19,20251001_XZ_YC_20,20251001_XZ_YC_21,20251001_XZ_YC_22,20251001_XZ_YC_23,20251001_XZ_YC_24,20251001_XZ_YC_25,20251001_XZ_YC_26,20251001_XZ_YC_27,20251001_XZ_YC_28,20251001_XZ_YC_29,20251001_XZ_YC_30,20251001_XZ_YC_31,20251001_XZ_YC_32,20251001_XZ_YC_33,20251001_XZ_YC_34,20251001_XZ_YD_1,20251001_XZ_YD_3,20251001_XZ_YD_4,20251001_XZ_YD_5,20251001_XZ_YD_6,20251001_XZ_YD_7,20251001_XZ_YD_8,20251001_XZ_YD_9,20251001_XZ_YD_10,20251001_XZ_YD_11,20251001_XZ_YD_12,20251001_XZ_YD_13,20251001_XZ_YD_14,20251001_XZ_YD_15,20251001_XZ_YD_16,20251001_XZ_YD_17,20251001_XZ_YD_18,20251001_XZ_YD_19,20251001_XZ_YD_20,20251001_XZ_YD_21,20251001_XZ_YD_22,20251001_XZ_YD_23,20251001_XZ_YD_24,20251001_XZ_YD_25,20251001_XZ_YD_26,20251001_XZ_YD_27,20251001_XZ_YD_28,20251107_XZ_YD_2
A0A075B6K5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A0A0B4J1Y9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A0A1B0GTC6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A1L4H1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A2NJV5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
O00187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
