MS_batch_proxy,control,low,high,unknown
20250913,56.00000000000001,28.000000000000004,16.0,0.0
20250914,14.285714285714285,34.285714285714285,50.0,1.4285714285714286
20251001,28.8135593220339,38.13559322033898,31.35593220338983,1.694915254237288
20251026,41.66666666666667,33.33333333333333,25.0,0.0
20251104,0.0,50.0,50.0,0.0
20251107,0.0,100.0,0.0,0.0
20260527,20.97902097902098,46.15384615384615,32.16783216783217,0.6993006993006993
20260717,37.39837398373984,25.203252032520325,37.39837398373984,0.0
