group,control,low,high,unknown
FJ_FQ,18.571428571428573,34.285714285714285,45.714285714285715,1.4285714285714286
FJ_PT,15.384615384615385,38.46153846153847,46.15384615384615,0.0
FJ_QZ,52.459016393442624,29.508196721311474,18.0327868852459,0.0
GZ_TH,37.39837398373984,25.203252032520325,37.39837398373984,0.0
XZ_GG,20.97902097902098,46.15384615384615,32.16783216783217,0.6993006993006993
XZ_YA,9.090909090909092,86.36363636363636,4.545454545454546,0.0
XZ_YB,83.33333333333334,0.0,0.0,16.666666666666664
XZ_YC,17.647058823529413,20.588235294117645,61.76470588235294,0.0
XZ_YD,35.714285714285715,39.285714285714285,25.0,0.0
