group,20250913,20250914,20251001,20251026,20251104,20251107,20260527,20260717
FJ_FQ,0,45,23,0,2,0,0,0
FJ_PT,0,25,0,1,0,0,0,0
FJ_QZ,50,0,0,11,0,0,0,0
GZ_TH,0,0,0,0,0,0,0,123
XZ_GG,0,0,0,0,0,0,143,0
XZ_YA,0,0,22,0,0,0,0,0
XZ_YB,0,0,12,0,0,0,0,0
XZ_YC,0,0,34,0,0,0,0,0
XZ_YD,0,0,27,0,0,1,0,0
