"PG.ProteinGroups","Contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant_FDR_0.05","Direction"
"P08575","High_vs_Low",-0.207999322792395,10.3628173713372,-2.78744285764054,0.00550746938933428,0.0369051920761932,-2.43961209134104,TRUE,"Higher_in_Low"
"Q9UBP4","High_vs_Low",-0.233401783000335,10.6168891899377,-2.7847783092506,0.00555224415102058,0.0370321772677373,-2.446587041344,TRUE,"Higher_in_Low"
"P41222","High_vs_Low",-0.194943625925434,9.7018591666354,-2.77425656796931,0.00573228693594425,0.0379146367242385,-2.4740664811843,TRUE,"Higher_in_Low"
"Q13609","High_vs_Low",-0.333635306522108,7.5187821663947,-2.77435300029948,0.00573743108030667,0.0379146367242385,-2.46422709060767,TRUE,"Higher_in_Low"
"O75339","High_vs_Low",-0.27351369897152,9.72981043169935,-2.77141264630977,0.00578184886287035,0.0380328957309912,-2.4814765896599,TRUE,"Higher_in_Low"
"P08238","High_vs_Low",-0.234764218216146,12.9432715320142,-2.76853612675945,0.00583237275277272,0.0381900572030871,-2.48896414022105,TRUE,"Higher_in_Low"
"Q99542","High_vs_Low",-0.241552947574224,11.0254164838195,-2.7664793423082,0.00586874299600673,0.0382458119101941,-2.49431330683255,TRUE,"Higher_in_Low"
"P04233","High_vs_Low",-0.222200729948437,9.29893092877623,-2.76513417588583,0.00589422903218473,0.0382458119101941,-2.49436095077785,TRUE,"Higher_in_Low"
"O60245","High_vs_Low",-0.330959017285474,6.86650584901509,-2.76426181753042,0.0059478060518977,0.0382909821776414,-2.45247730963412,TRUE,"Higher_in_Low"
"Q7Z7M9","High_vs_Low",-0.233993591837632,7.51042260469756,-2.76242232527861,0.00595459485747143,0.0382909821776414,-2.48256711719521,TRUE,"Higher_in_Low"
"P39060","High_vs_Low",-0.215702776824871,14.1331964245221,-2.75312091807389,0.00610999299616138,0.0389796815457881,-2.52896130771104,TRUE,"Higher_in_Low"
"Q8WWV6","High_vs_Low",-0.282427471328401,10.3210369568537,-2.75191601943932,0.00613259159708477,0.0389796815457881,-2.53178618580468,TRUE,"Higher_in_Low"
"Q9BYE9","High_vs_Low",-0.380813061372482,9.3211487711656,-2.75131741084823,0.00614324130359004,0.0389796815457881,-2.5336266381504,TRUE,"Higher_in_Low"
"Q9H1Z8","High_vs_Low",-0.253334564529744,7.34562600262294,-2.74718174419348,0.00624513039612495,0.0394516166874149,-2.50564484505339,TRUE,"Higher_in_Low"
"Q9UBS9","High_vs_Low",-0.264965397549887,7.97251842963129,-2.74085322531567,0.00634444506951631,0.0398719515876813,-2.55045694158351,TRUE,"Higher_in_Low"
"P01275","High_vs_Low",-0.355378844900882,8.5357857833907,-2.73943300145013,0.00636727818241214,0.0398719515876813,-2.56132745181591,TRUE,"Higher_in_Low"
"Q99784","High_vs_Low",-0.232311989012283,8.99926726650334,-2.73527138903328,0.00644632741200386,0.0401338173643078,-2.5750040846624,TRUE,"Higher_in_Low"
"P60033","High_vs_Low",-0.245966667528393,10.7007451178476,-2.73452048174397,0.00646507099801612,0.0401338173643078,-2.57183940212593,TRUE,"Higher_in_Low"
"O15031","High_vs_Low",-0.277159877752512,7.25153157887261,-2.7299919400809,0.00657738086208638,0.0406550179147925,-2.56646881908897,TRUE,"Higher_in_Low"
"Q9NQ38","High_vs_Low",-0.306565365700257,8.86406303968596,-2.72025282079829,0.00674387655173244,0.0414059543430883,-2.60746947853269,TRUE,"Higher_in_Low"
"Q11201","High_vs_Low",-0.355818971416977,8.11844883503902,-2.72180814906413,0.00675662016477173,0.0414059543430883,-2.56094427772983,TRUE,"Higher_in_Low"
"A6NDG6","High_vs_Low",-0.273731301983248,7.29856461672947,-2.71863777337831,0.00679831352649796,0.0414841770085024,-2.59176965481128,TRUE,"Higher_in_Low"
"Q08174","High_vs_Low",-0.280765091853819,9.56417662809902,-2.71419349993754,0.00686494275061268,0.0415314082900168,-2.62900021782934,TRUE,"Higher_in_Low"
"Q8TDL5","High_vs_Low",-0.262831734242852,10.8404710350567,-2.71289860004957,0.00689144137931877,0.0415314082900168,-2.63230420091993,TRUE,"Higher_in_Low"
"Q9NRB3","High_vs_Low",-0.263044446134774,9.56108809663708,-2.71282552831406,0.00689293945120224,0.0415314082900168,-2.63249060043328,TRUE,"Higher_in_Low"
"O14645","High_vs_Low",-0.314808493026346,11.3959261975532,-2.71175662203875,0.00693108960382073,0.0415865376229244,-2.61111906173299,TRUE,"Higher_in_Low"
"Q15438","High_vs_Low",-0.339959923833076,9.7178601519215,-2.70575365316631,0.00706947366493631,0.0422401051479944,-2.60855290117431,TRUE,"Higher_in_Low"
"P48740","High_vs_Low",-0.277617067480957,13.6339737745166,-2.69994334345835,0.00716167314931114,0.0426134410627061,-2.66527573742111,TRUE,"Higher_in_Low"
"Q9BYJ0","High_vs_Low",-0.272980237252302,10.4278262147083,-2.69588135744358,0.00724834486030071,0.0429509360730216,-2.67558206432004,TRUE,"Higher_in_Low"
"Q15599","High_vs_Low",-0.287811132520919,6.91723309314914,-2.69324898037272,0.00733927876510386,0.0433108055520944,-2.64190342874949,TRUE,"Higher_in_Low"
"P12830","High_vs_Low",-0.26114263492253,10.6249873131711,-2.68819831376374,0.00741486560851733,0.0435775298467781,-2.69503476165989,TRUE,"Higher_in_Low"
"P07307","High_vs_Low",-0.327651646624734,7.51681961779253,-2.68198111841902,0.00757946068480314,0.0443630474367661,-2.69015492197895,TRUE,"Higher_in_Low"
"P27169","High_vs_Low",-0.199260730955679,16.6344859599093,-2.67804273289023,0.00764025425474294,0.0444591551843874,-2.72066493199291,TRUE,"Higher_in_Low"
"Q7Z7G0","High_vs_Low",-0.20097481755092,13.2619748609732,-2.6772595996837,0.00765788795714343,0.0444591551843874,-2.72263745277241,TRUE,"Higher_in_Low"
"Q8NFU4","High_vs_Low",-0.316523061591061,10.7797888315624,-2.66685924721321,0.00791246797694757,0.0457519317699307,-2.72921690903423,TRUE,"Higher_in_Low"
"Q641Q3","High_vs_Low",-0.296227815109768,8.20933482721477,-2.66429427656734,0.00797163047451625,0.045908908033961,-2.72471771240355,TRUE,"Higher_in_Low"
"P09871","High_vs_Low",-0.220802752235368,16.6449281024388,-2.661545896698,0.00801952955028882,0.0459445042393073,-2.76209796596121,TRUE,"Higher_in_Low"
"Q9Y6Z7","High_vs_Low",-0.286338713153581,14.4793507807971,-2.66059533769439,0.00804189021204053,0.0459445042393073,-2.76447778578149,TRUE,"Higher_in_Low"
"P55157","High_vs_Low",-0.31134046985193,7.52973044151518,-2.65027683312179,0.00830077384640948,0.0472353559355206,-2.77485165108047,TRUE,"Higher_in_Low"
"P15311","High_vs_Low",-0.222941052605151,8.1655479546288,-2.64715406101041,0.00836557245387371,0.0473520498537741,-2.79516192678308,TRUE,"Higher_in_Low"
"P51148","High_vs_Low",-0.286829540044971,7.28598695620949,-2.64714228366317,0.00839572989411675,0.0473520498537741,-2.76823078534188,TRUE,"Higher_in_Low"
"P13645","High_vs_Low",-0.318538944006621,14.3720868518528,-2.64485685538768,0.00842034359324434,0.0473520498537741,-2.80376056488313,TRUE,"Higher_in_Low"
"P07333","High_vs_Low",-0.233644655041504,11.7107416919824,-2.63787691388414,0.00859324131004461,0.0481355782757968,-2.82110977002827,TRUE,"Higher_in_Low"
