"Sheet1_position","Sheet1_raw_header","Resolution_method","metadata_index","metadata_excel_row","UniqueSampleID","进样时间","sample","condition","group","TREAT1","TREAT1_clean","TREAT2","Tube_Mixing","WoleBlood_oldTime","Plasma_HoldTime_h","Note","detected_protein_groups","missing_pct","MS_batch_proxy","Exposure","log2_median","PC1","PC2","UMAP1","UMAP2"
"350","20260527__122","P1_UNIQUE_NAME","376","378","20260527_XZ_GG_122","20260527","122","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1664,56.4055541000786,"20260527","Control",9.39416683571713,-4.73660500028508,-4.9450109290233,4.68092499115748,-9.9519169583772
"351","20260527__123","P1_UNIQUE_NAME","377","379","20260527_XZ_GG_123","20260527","123","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2455,35.6824731464501,"20260527","Long exposure",9.6778620378625,-0.217163455974407,-16.3433545394295,5.1565700564651,-8.2771179929231
"352","20260527__124","P1_UNIQUE_NAME","378","380","20260527_XZ_GG_124","20260527","124","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1555,59.2611998952057,"20260527","Long exposure",9.29445783330118,0.612335862690328,-7.89048602577836,4.97663412430568,-9.56047561316235
"353","20260527__125","P1_UNIQUE_NAME","379","381","20260527_XZ_GG_125","20260527","125","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1519,60.2043489651559,"20260527","Control",9.2122977743944,6.15151997273008,-8.83788478225161,5.02273521759791,-9.47186210303052
"354","20260527__126","P1_UNIQUE_NAME","380","382","20260527_XZ_GG_126","20260527","126","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1871,50.9824469478648,"20260527","Control",9.094500519159,2.72545060919264,-7.46969224657215,5.08870230057521,-9.4307348981355
"355","20260527__128","P1_UNIQUE_NAME","381","383","20260527_XZ_GG_128","20260527","128","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1806,52.6853549908305,"20260527","Control",9.20501567947431,1.71560418100154,-10.3173849674616,4.67629013397975,-9.23199775366528
"356","20260527__129","P1_UNIQUE_NAME","382","384","20260527_XZ_GG_129","20260527","129","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1984,48.0220068116322,"20260527","Control",9.22124607018368,-3.10563431658443,-7.45300275141014,5.24244890549464,-9.31916358618482
"357","20260527__130","P1_UNIQUE_NAME","383","385","20260527_XZ_GG_130","20260527","130","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1398,63.3743777835997,"20260527","Control",9.14271963151564,9.28725676076522,-3.23413600217459,5.87621841767116,-10.1113598599885
"358","20260527__131","P1_UNIQUE_NAME","384","386","20260527_XZ_GG_131","20260527","131","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,2120,44.4589992140424,"20260527","Control",9.38113469789035,-4.13080392100084,-4.94077240254978,5.35912094452662,-9.63861205725415
"359","20260527__132","P1_UNIQUE_NAME","385","387","20260527_XZ_GG_132","20260527","132","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1765,53.7594969871627,"20260527","Control",9.27238389306481,2.25353248417672,-8.19400609844472,4.7089382205276,-9.91589381842359
"360","20260527__135","P1_UNIQUE_NAME","386","388","20260527_XZ_GG_135","20260527","135","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1703,55.3838092742992,"20260527","Control",9.02451701027371,6.93562589639167,-6.10198392811126,5.53611193039699,-10.0433581128572
"361","20260527__136","P1_UNIQUE_NAME","387","389","20260527_XZ_GG_136","20260527","136","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1337,64.9724914854598,"20260527","Control",9.1044282316707,9.63575370852333,-4.87239185579462,6.0879345927505,-9.8846037641023
"362","20260527__137","P1_UNIQUE_NAME","388","390","20260527_XZ_GG_137","20260527","137","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1837,51.8731988472622,"20260527","Control",9.33404586555471,-0.54318831909104,-10.238745725516,5.38042364456935,-9.19375732092603
"363","20260527__138","P1_UNIQUE_NAME","389","391","20260527_XZ_GG_138","20260527","138","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1689,55.7505894681687,"20260527","Short exposure",9.26031497280531,3.07283036070386,-5.83804984654061,5.68733558991237,-10.1850750699495
"364","20260527__139","P1_UNIQUE_NAME","390","392","20260527_XZ_GG_139","20260527","139","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1978,48.1791983232905,"20260527","Short exposure",9.30295081294993,-0.00494267702840445,-11.8507790617866,5.43672285416408,-9.00447394995435
"365","20260527__140","P1_UNIQUE_NAME","391","393","20260527_XZ_GG_140","20260527","140","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2082,45.4545454545455,"20260527","Long exposure",9.27387170300295,3.19915498098879,-10.8153455346671,5.5575619731216,-8.83715465216382
"366","20260527__141","P1_UNIQUE_NAME","392","394","20260527_XZ_GG_141","20260527","141","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1553,59.3135970657585,"20260527","Long exposure",9.11490151632559,5.50538138282256,-2.55942452173413,5.80165014603419,-10.1864493146394
"367","20260527__142","P1_UNIQUE_NAME","393","395","20260527_XZ_GG_142","20260527","142","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1598,58.1346607283207,"20260527","Long exposure",9.0619877184031,3.83209494191671,-4.40513678486232,5.78835306504054,-9.60641887335523
"368","20260527__143","P1_UNIQUE_NAME","394","396","20260527_XZ_GG_143","20260527","143","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1680,55.9863767356563,"20260527","Short exposure",9.08326097517598,4.14950445498885,-3.4717920007114,5.76850996353908,-10.0705845609163
"369","20260527__144","P1_UNIQUE_NAME","395","397","20260527_XZ_GG_144","20260527","144","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1882,50.6942625098245,"20260527","Long exposure",9.31993309326035,-0.100338870681923,-8.00539613106098,5.64898405411525,-9.22246863989575
"370","20260527__145","P1_UNIQUE_NAME","396","398","20260527_XZ_GG_145","20260527","145","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1886,50.5894681687189,"20260527","Long exposure",8.96681621396553,5.05437200134946,-7.02237545130313,5.86050758698268,-9.49405791907056
"371","20260527__146","P1_UNIQUE_NAME","397","399","20260527_XZ_GG_146","20260527","146","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2294,39.9004453759497,"20260527","Short exposure",9.38272251192917,1.82831574828692,-9.63255361181653,5.7233220134048,-8.65975215582593
"372","20260527__147","P1_UNIQUE_NAME","398","400","20260527_XZ_GG_147","20260527","147","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1377,63.924548074404,"20260527","Long exposure",9.30245719187909,6.39692732410451,-0.844616757119505,6.12419567444606,-9.92939021734937
"373","20260527__148","P1_UNIQUE_NAME","399","401","20260527_XZ_GG_148","20260527","148","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2247,41.1317788839403,"20260527","Long exposure",9.40349110953189,3.58759941376044,-11.0029707262834,5.90507278778834,-8.77412536291821
"374","20260527__149","P1_UNIQUE_NAME","400","402","20260527_XZ_GG_149","20260527","149","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1258,67.042179722295,"20260527","Long exposure",9.12492407246854,12.8986317543431,-3.52026694567433,5.99365101197047,-10.0386240735505
"375","20260527__150","P1_UNIQUE_NAME","401","403","20260527_XZ_GG_150","20260527","150","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1454,61.9072570081216,"20260527","Long exposure",9.25231461285692,6.58182654494339,-4.15880446343994,5.86909304001613,-10.0436213269685
"376","20260527__151","P1_UNIQUE_NAME","402","404","20260527_XZ_GG_151","20260527","151","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1549,59.418391406864,"20260527","Short exposure",9.62529024128536,-4.52131564585727,-3.99696189485775,4.98512134888453,-10.2798187985872
"377","20260527__152","P1_UNIQUE_NAME","403","405","20260527_XZ_GG_152","20260527","152","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1638,57.0867173172649,"20260527","Control",9.01982356463079,4.52403738736869,-6.99731672420422,5.76566706040187,-9.59553649573071
"378","20260527__153","P1_UNIQUE_NAME","404","406","20260527_XZ_GG_153","20260527","153","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1616,57.6630861933456,"20260527","Long exposure",9.02039775933232,6.98599029731059,-4.09320177471281,5.83058557846828,-10.1492131009553
"379","20260527__154","P1_UNIQUE_NAME","405","407","20260527_XZ_GG_154","20260527","154","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1730,54.6764474718365,"20260527","Short exposure",9.16310198473213,3.7306552407025,-9.29088159631138,5.73865852692409,-9.42741611151441
"380","20260527__155","P1_UNIQUE_NAME","406","408","20260527_XZ_GG_155","20260527","155","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1443,62.1954414461619,"20260527","Long exposure",9.05010988840414,9.82273184546142,-3.08830757388203,5.97688732483668,-10.0321505322908
"381","20260527__156","P1_UNIQUE_NAME","407","409","20260527_XZ_GG_156","20260527","156","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1465,61.6190725700812,"20260527","Long exposure",9.07296023996533,10.0411741962353,-10.0745421030643,6.14772615769191,-9.26502826361402
"382","20260527__157","P1_UNIQUE_NAME","408","410","20260527_XZ_GG_157","20260527","157","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1483,61.1474980351061,"20260527","Long exposure",9.11946813661485,11.1992872583287,-8.74764878595506,6.17492637970729,-9.30854442267163
"383","20260527__158","P1_UNIQUE_NAME","409","411","20260527_XZ_GG_158","20260527","158","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1345,64.7629028032486,"20260527","Short exposure",9.21728563127013,7.57023617372388,-6.41347254567945,6.14279995301051,-9.53718974737866
"384","20260527__159","P1_UNIQUE_NAME","410","412","20260527_XZ_GG_159","20260527","159","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2723,28.6612522923762,"20260527","Long exposure",9.6795837679655,1.56841427532583,-15.5240668990732,5.84521971085353,-8.33986499457105
"385","20260527__160","P1_UNIQUE_NAME","411","413","20260527_XZ_GG_160","20260527","160","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1645,56.9033272203301,"20260527","Long exposure",9.13642149501687,7.37848204763202,-9.34932216966381,5.84322367050929,-9.59255054144605
"386","20260527__161","P1_UNIQUE_NAME","412","414","20260527_XZ_GG_161","20260527","161","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2034,46.7120775478124,"20260527","Short exposure",9.2737843470362,6.28624175207925,-12.9342178261766,6.05853090622706,-8.80348899512036
"387","20260527__162","P1_UNIQUE_NAME","413","415","20260527_XZ_GG_162","20260527","162","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1612,57.7678805344511,"20260527","Long exposure",8.99166601521099,8.83768881139554,-5.24714741381472,6.11122761109157,-9.85266521124585
"388","20260527__163","P1_UNIQUE_NAME","414","416","20260527_XZ_GG_163","20260527","163","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2348,38.4857217710244,"20260527","Short exposure",9.50655479786704,-0.799563932272982,-10.8411958022459,5.92685280182643,-8.6149800076936
"389","20260527__164","P1_UNIQUE_NAME","415","417","20260527_XZ_GG_164","20260527","164","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2215,41.9701336127849,"20260527","Short exposure",9.02518350466204,7.33060468339666,-10.7663865848964,6.03114185669703,-8.83380057959302
"390","20260527__165","P1_UNIQUE_NAME","416","418","20260527_XZ_GG_165","20260527","165","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1542,59.6017815037988,"20260527","Long exposure",9.22622297208711,6.63473569034466,-7.41772468835127,6.13880405762477,-9.39984729437573
"391","20260527__166","P1_UNIQUE_NAME","417","419","20260527_XZ_GG_166","20260527","166","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1634,57.1915116583705,"20260527","Short exposure",9.27747205635465,11.0124013615138,-13.3676239863472,5.68145523407741,-8.87530639319165
"392","20260527__167","P1_UNIQUE_NAME","418","420","20260527_XZ_GG_167","20260527","167","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2803,26.5653654702646,"20260527","Long exposure",9.68564912594958,3.78301102951739,-13.4046803673675,5.81152925827785,-8.31584241537793
"393","20260527__168","P1_UNIQUE_NAME","419","421","20260527_XZ_GG_168","20260527","168","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1578,58.6586324338486,"20260527","Long exposure",9.00504333688594,13.1434941998543,-9.54668159478526,6.18127546646876,-9.15026691107495
"394","20260527__169","P1_UNIQUE_NAME","420","422","20260527_XZ_GG_169","20260527","169","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1835,51.925596017815,"20260527","Long exposure",9.0661465237139,10.2587148509891,-9.57085602018122,6.03207073548121,-8.91972091345532
"395","20260527__170","P1_UNIQUE_NAME","421","423","20260527_XZ_GG_170","20260527","170","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2954,22.609379093529,"20260527","Short exposure",10.0421047817431,2.2037773398743,-18.7650443581286,5.69044552185817,-8.28860595373853
"396","20260527__171","P1_UNIQUE_NAME","422","424","20260527_XZ_GG_171","20260527","171","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2020,47.078857741682,"20260527","Long exposure",9.63737565124217,-0.332237007361744,-15.2590711951457,5.22821102478786,-8.54954936651929
"397","20260717_1","P1_UNIQUE_NAME","157","159","20260717_GZ_TH_1","20260717","1","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,2022,47.0264605711292,"20260717","Control",8.00987740381592,34.5290516068028,-7.48618441786721,-11.8622912373276,5.87827703805224
"398","20260717_2","P1_UNIQUE_NAME","158","160","20260717_GZ_TH_2","20260717","2","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1903,50.1440922190202,"20260717","Control",8.17283405096122,22.6757487701312,8.63873534874335,-10.7277325596543,7.6018635973479
"399","20260717_3","P1_UNIQUE_NAME","159","161","20260717_GZ_TH_3","20260717","3","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,2574,32.5648414985591,"20260717","Control",8.59843330248491,22.3190325214953,-6.13853937757889,-12.0103348698349,6.7071463808562
"400","20260717_4","P1_UNIQUE_NAME","160","162","20260717_GZ_TH_4","20260717","4","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,2964,22.347393240765,"20260717","Control",9.25927791862566,17.7416438134513,-18.0274193490274,-12.0878676380845,6.84342977853076
"401","20260717_6","P1_UNIQUE_NAME","161","163","20260717_GZ_TH_6","20260717","6","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2174,43.0442756091171,"20260717","Long exposure",8.39401960335466,23.3052919269117,-6.95552166289362,-11.9574879612656,6.2807662233855
"402","20260717_7","P1_UNIQUE_NAME","162","164","20260717_GZ_TH_7","20260717","7","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2111,44.69478648153,"20260717","Long exposure",8.40209346071405,23.2633910678756,-5.41119435479766,-11.7651461567612,6.33843061776416
"403","20260717_8","P1_UNIQUE_NAME","163","165","20260717_GZ_TH_8","20260717","8","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2143,43.8564317526854,"20260717","Long exposure",8.06902904518593,25.8140835902811,8.26373439941533,-10.7228182759018,7.56296131463305
"404","20260717_9","P1_UNIQUE_NAME","164","166","20260717_GZ_TH_9","20260717","9","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1981,48.1006025674614,"20260717","Long exposure",7.9198986775983,32.3928510044708,-5.1301750392542,-11.8081854786606,5.88085672707812
"405","20260717_10","P1_UNIQUE_NAME","165","167","20260717_GZ_TH_10","20260717","10","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2058,46.0833115011789,"20260717","Long exposure",8.31349021393983,25.2957612635465,-8.6588546583124,-11.6314066853257,5.85524484963672
"406","20260717_11","P1_UNIQUE_NAME","166","168","20260717_GZ_TH_11","20260717","11","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2025,46.9478648153,"20260717","Long exposure",8.41208097086763,20.9449820667812,-2.56187991534484,-11.6061171498032,6.51877949090259
"407","20260717_12","P1_UNIQUE_NAME","167","169","20260717_GZ_TH_12","20260717","12","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1294,66.0990306523448,"20260717","Short exposure",8.38778070865063,31.105705282149,0.949998458015012,-11.1424921955796,5.66771671624438
"408","20260717_13","P1_UNIQUE_NAME","168","170","20260717_GZ_TH_13","20260717","13","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1643,56.9557243908829,"20260717","Short exposure",8.16328399768752,23.1905229742282,17.7981684659088,-10.2269181217881,8.25035545678393
"409","20260717_14","P1_UNIQUE_NAME","169","171","20260717_GZ_TH_14","20260717","14","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1571,58.8420225307833,"20260717","Long exposure",8.3831024098431,22.6100163872134,7.14611437239645,-10.4185389485093,7.41989824624316
"410","20260717_15","P1_UNIQUE_NAME","170","172","20260717_GZ_TH_15","20260717","15","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1925,49.5677233429395,"20260717","Short exposure",8.2646509107082,20.210051890368,-5.67032967914275,-11.1614092793198,6.13796398492114
"411","20260717_16","P1_UNIQUE_NAME","171","173","20260717_GZ_TH_16","20260717","16","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1829,52.0827875294734,"20260717","Short exposure",8.27434352889349,24.2422593529096,-4.63378985366268,-11.1315306629868,5.80891105981128
"412","20260717_17","P1_UNIQUE_NAME","172","174","20260717_GZ_TH_17","20260717","17","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1528,59.9685616976683,"20260717","Short exposure",8.15996240146666,23.7499136065078,23.4295439739178,-9.99425115248876,8.51712772698657
"413","20260717_18","P1_UNIQUE_NAME","173","175","20260717_GZ_TH_18","20260717","18","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1991,47.8386167146974,"20260717","Short exposure",8.58453252596665,12.7618220020269,0.948357310683066,-11.0295809712143,7.00263092370288
"414","20260717_19","P1_UNIQUE_NAME","174","176","20260717_GZ_TH_19","20260717","19","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1723,54.8598375687713,"20260717","Short exposure",8.03070148238479,27.6873639172492,-2.45516347729214,-10.9018687214585,5.67279980035083
"415","20260717_20","P1_UNIQUE_NAME","175","177","20260717_GZ_TH_20","20260717","20","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,2450,35.8134660728321,"20260717","Short exposure",8.79509099591177,13.6931218304641,-8.10230080484339,-11.8366593327256,6.59313938470141
"416","20260717_21","P1_UNIQUE_NAME","176","178","20260717_GZ_TH_21","20260717","21","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1616,57.6630861933456,"20260717","Long exposure",8.43928723615287,19.6570804818524,20.832249256427,-10.1439627613755,8.36186954827563
"417","20260717_22","P1_UNIQUE_NAME","177","179","20260717_GZ_TH_22","20260717","22","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,2032,46.7644747183652,"20260717","Short exposure",8.52359581380942,15.6346652081827,-3.6849792829565,-11.0808562245102,6.51559612603442
"418","20260717_23","P1_UNIQUE_NAME","178","180","20260717_GZ_TH_23","20260717","23","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1590,58.3442494105318,"20260717","Control",8.09132981317277,32.8863987182943,-2.16429417007683,-10.9929636921616,5.77326080651538
"419","20260717_24","P1_UNIQUE_NAME","179","181","20260717_GZ_TH_24","20260717","24","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,3241,15.0903851192036,"20260717","Control",9.98051398125943,9.00256384827351,-8.21117557317826,-12.1660965885849,7.01584455819385
"420","20260717_25","P1_UNIQUE_NAME","180","182","20260717_GZ_TH_25","20260717","25","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1977,48.2053969085669,"20260717","Long exposure",8.11245271101152,25.8609265142474,-5.39646645361673,-11.1786669697495,5.77653667779223
"421","20260717_26","P1_UNIQUE_NAME","181","183","20260717_GZ_TH_26","20260717","26","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,3292,13.7542572701074,"20260717","Long exposure",9.74395733051121,7.07954361363372,4.00539459046252,-12.1319903340073,7.05845663399951
"422","20260717_27","P1_UNIQUE_NAME","182","184","20260717_GZ_TH_27","20260717","27","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1893,50.4060780717841,"20260717","Long exposure",8.33540408327468,20.4574655935696,-5.97508647240638,-11.2382124867173,6.07247898431079
"423","20260717_28","P1_UNIQUE_NAME","183","185","20260717_GZ_TH_28","20260717","28","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2985,21.7972229499607,"20260717","Long exposure",9.36469320915317,13.7631672332046,-16.2684437262088,-12.1353405918808,6.9222604975249
"424","20260717_29","P1_UNIQUE_NAME","184","186","20260717_GZ_TH_29","20260717","29","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,3243,15.0379879486508,"20260717","Long exposure",9.9168820497936,10.0059793932494,-20.6238861271323,-12.1699103321763,6.9537021860625
"425","20260717_30","P1_UNIQUE_NAME","185","187","20260717_GZ_TH_30","20260717","30","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1932,49.3843332460047,"20260717","Long exposure",8.46868146092032,15.1267312486283,-5.00665727920848,-10.9552258457871,6.2882911905791
"426","20260717_31","P1_UNIQUE_NAME","186","188","20260717_GZ_TH_31","20260717","31","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2119,44.4851977993188,"20260717","Long exposure",8.09357907704468,23.846120157357,6.5153761130078,-10.7720068897934,7.44978353829638
"427","20260717_32","P1_UNIQUE_NAME","187","189","20260717_GZ_TH_32","20260717","32","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1978,48.1791983232905,"20260717","Long exposure",8.68330884774637,11.1747928104535,12.8788976454569,-10.6498555149765,7.67831680627124
"428","20260717_33","P1_UNIQUE_NAME","188","190","20260717_GZ_TH_33","20260717","33","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2276,40.3720199109248,"20260717","Long exposure",8.69828627488437,14.3552465800175,-8.17053320454595,-11.5468195881577,6.42313597054736
"429","20260717_35","P1_UNIQUE_NAME","189","191","20260717_GZ_TH_35","20260717","35","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2173,43.0704741943935,"20260717","Long exposure",8.61619301338916,17.6933383004031,0.831157002991673,-11.2664107289048,6.98484871239917
"430","20260717_36","P1_UNIQUE_NAME","190","192","20260717_GZ_TH_36","20260717","36","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1325,65.2868745087765,"20260717","Control",8.37016262857832,24.3075226886283,20.3019549089038,-10.1090258564682,8.38372585625903
"431","20260717_37","P1_UNIQUE_NAME","191","193","20260717_GZ_TH_37","20260717","37","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1934,49.3319360754519,"20260717","Control",8.38904440456748,21.1556606311895,2.60685548531701,-11.0083836521836,7.0734417185332
"432","20260717_38","P1_UNIQUE_NAME","192","194","20260717_GZ_TH_38","20260717","38","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1484,61.1212994498297,"20260717","Long exposure",8.32148152839595,23.3541624820737,23.6399021769815,-10.0651549305649,8.49576160760181
"433","20260717_39","P1_UNIQUE_NAME","193","195","20260717_GZ_TH_39","20260717","39","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2563,32.8530259365994,"20260717","Long exposure",8.98589890250284,8.9237767198985,0.808363824828126,-11.3835438694687,7.09560320229785
"434","20260717_40","P1_UNIQUE_NAME","194","196","20260717_GZ_TH_40","20260717","40","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1999,47.6290280324862,"20260717","Long exposure",8.1545066383858,25.7976674843011,-0.678264970600711,-11.2826403584214,6.75199005456225
"435","20260717_41","P1_UNIQUE_NAME","195","197","20260717_GZ_TH_41","20260717","41","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1920,49.6987162693215,"20260717","Long exposure",8.35503091178322,21.8071625979683,2.63022159753691,-10.4904097523423,6.81346771569507
"436","20260717_42","P1_UNIQUE_NAME","196","198","20260717_GZ_TH_42","20260717","42","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,2164,43.3062614618811,"20260717","Control",8.29622440369458,23.1498746482162,-6.29840106687992,-11.598674675438,6.21766874642627
"437","20260717_43","P1_UNIQUE_NAME","197","199","20260717_GZ_TH_43","20260717","43","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1681,55.9601781503799,"20260717","Control",8.26350432921337,21.2010494016994,12.1254195840852,-10.4926976170273,7.79466984124438
"438","20260717_44","P1_UNIQUE_NAME","198","200","20260717_GZ_TH_44","20260717","44","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1782,53.314121037464,"20260717","Control",8.48036989082082,23.2496779676414,-6.25058435042005,-11.3165844883652,5.96709368081347
"439","20260717_45","P1_UNIQUE_NAME","199","201","20260717_GZ_TH_45","20260717","45","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1316,65.5226617762641,"20260717","Control",8.46752420874099,23.7892172085177,23.3235042428049,-10.099687477562,8.40873787255542
"440","20260717_46","P1_UNIQUE_NAME","200","202","20260717_GZ_TH_46","20260717","46","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,2084,45.4021482839927,"20260717","Short exposure",8.30164032550491,21.2732125190738,-1.46711021575137,-11.2552899327012,6.67664072366015
"441","20260717_47","P1_UNIQUE_NAME","201","203","20260717_GZ_TH_47","20260717","47","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,2244,41.2103746397695,"20260717","Short exposure",8.88996512082708,7.64585911544323,-0.364203203362519,-11.1608351673813,7.02712128014819
"442","20260717_48","P1_UNIQUE_NAME","202","204","20260717_GZ_TH_48","20260717","48","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2072,45.7165313073094,"20260717","Long exposure",8.54442751309707,18.8091150728958,-7.75578358085699,-11.5320528950425,6.31055185647265
"443","20260717_49","P1_UNIQUE_NAME","203","205","20260717_GZ_TH_49","20260717","49","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,2174,43.0442756091171,"20260717","Control",8.63875893072825,12.2017509990654,3.36564871779233,-11.2038163151474,7.19056198449389
"444","20260717_50","P1_UNIQUE_NAME","204","206","20260717_GZ_TH_50","20260717","50","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1472,61.4356824731464,"20260717","Control",8.44369556376625,22.2191222264642,21.5910503708431,-10.1377753224106,8.32816097588794
"445","20260717_51","P1_UNIQUE_NAME","205","207","20260717_GZ_TH_51","20260717","51","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,2495,34.6345297353943,"20260717","Control",8.54312837075886,19.2854691627052,-1.96006939930856,-11.7218741383286,6.82032272668139
