"Sheet1_position","Sheet1_raw_header","Resolution_method","metadata_index","metadata_excel_row","UniqueSampleID","进样时间","sample","condition","group","TREAT1","TREAT1_clean","TREAT2","Tube_Mixing","WoleBlood_oldTime","Plasma_HoldTime_h","Note","detected_protein_groups","missing_pct","MS_batch_proxy","Exposure","log2_median","PC1","PC2","UMAP1","UMAP2"
"254","20260527__1","P1_UNIQUE_NAME","280","282","20260527_XZ_GG_1","20260527","1","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2774,27.3251244432801,"20260527","Short exposure",9.55272378018753,-4.68729660011712,-8.72324001617887,5.35804710724635,-7.69465186743482
"255","20260527__2","P1_UNIQUE_NAME","281","283","20260527_XZ_GG_2","20260527","2","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2111,44.69478648153,"20260527","Short exposure",9.16180031385453,-0.544141325221238,-7.29803120808952,4.20958457329555,-9.45086314825757
"256","20260527__3","P1_UNIQUE_NAME","282","284","20260527_XZ_GG_3","20260527","3","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2222,41.7867435158501,"20260527","Short exposure",9.22417378935771,-3.25053824274265,-4.50187604997998,4.57576475479884,-10.7671787991975
"257","20260527__4","P1_UNIQUE_NAME","283","285","20260527_XZ_GG_4","20260527","4","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2971,22.1640031438302,"20260527","Short exposure",9.85963032633878,-5.80796806003758,-12.9852762768298,5.38597593643947,-7.73771646170362
"258","20260527__5","P1_UNIQUE_NAME","284","286","20260527_XZ_GG_5","20260527","5","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1850,51.5326172386691,"20260527","Short exposure",9.12775901599682,3.23267545311297,-1.01336300094286,4.7587338481216,-10.7993433728669
"259","20260527__6","P1_UNIQUE_NAME","285","287","20260527_XZ_GG_6","20260527","6","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2042,46.5024888656013,"20260527","Short exposure",9.21573975523022,-2.81073881783858,-3.35231731903886,4.63216457703395,-10.7079184308503
"260","20260527__7","P1_UNIQUE_NAME","286","288","20260527_XZ_GG_7","20260527","7","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,3140,17.7364422321195,"20260527","Short exposure",10.2276409129562,-9.67475196108524,-14.0078980297446,5.34598408081813,-7.57204034476026
"261","20260527__8","P1_UNIQUE_NAME","287","289","20260527_XZ_GG_8","20260527","8","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2213,42.0225307833377,"20260527","Short exposure",9.35853394314065,-1.4319195936053,-5.5864909418774,4.04743776657863,-8.98215415625318
"262","20260527__9","P1_UNIQUE_NAME","288","290","20260527_XZ_GG_9","20260527","9","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1949,48.938957296306,"20260527","Short exposure",9.17642853961562,0.561380775554931,-5.06497114107657,4.08081112244411,-9.54996993689282
"263","20260527__10","P1_UNIQUE_NAME","289","291","20260527_XZ_GG_10","20260527","10","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2200,42.3631123919308,"20260527","Short exposure",9.16899339555585,-3.3305921313727,-4.61298111931525,4.73884258606715,-10.4080822720979
"264","20260527__11","P1_UNIQUE_NAME","290","292","20260527_XZ_GG_11","20260527","11","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1967,48.4673827613309,"20260527","Short exposure",9.17054828478547,0.354893782666253,-3.58444525830676,4.56066475251002,-10.7604592099641
"265","20260527__12","P1_UNIQUE_NAME","291","293","20260527_XZ_GG_12","20260527","12","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2077,45.5855383809274,"20260527","Short exposure",9.41772843464498,-6.10520873423742,-6.82681355423349,4.68897066452785,-10.5221178784822
"266","20260527__13","P1_UNIQUE_NAME","292","294","20260527_XZ_GG_13","20260527","13","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2861,25.0458475242337,"20260527","Short exposure",9.87843081923166,-8.99310831107059,-14.0682259267638,5.07263861038966,-7.84535195975049
"267","20260527__14","P1_UNIQUE_NAME","293","295","20260527_XZ_GG_14","20260527","14","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1720,54.9384333246005,"20260527","Short exposure",9.43164233640143,-3.47659580278048,-6.34224244290592,4.15289483406825,-9.81107547430737
"268","20260527__15","P1_UNIQUE_NAME","294","296","20260527_XZ_GG_15","20260527","15","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,3002,21.351847000262,"20260527","Short exposure",9.97248688362024,-9.03611324159963,-11.492753811904,5.43743763306422,-7.62585427908643
"269","20260527__16","P1_UNIQUE_NAME","295","297","20260527_XZ_GG_16","20260527","16","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2703,29.1852239979041,"20260527","Short exposure",9.62881807142629,-4.01007123358963,-11.8539229911084,5.05522117951198,-7.8335407033418
"270","20260527__17","P1_UNIQUE_NAME","296","298","20260527_XZ_GG_17","20260527","17","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2065,45.8999214042442,"20260527","Short exposure",9.3126395371148,-2.84541859036052,-5.01671443140812,3.99921450951381,-9.57707717566235
"271","20260527__18","P1_UNIQUE_NAME","297","299","20260527_XZ_GG_18","20260527","18","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1815,52.4495677233429,"20260527","Short exposure",9.09886290402755,-1.00613995331768,-1.63141207033864,4.62576780655665,-10.6735270276521
"272","20260527__19","P1_UNIQUE_NAME","298","300","20260527_XZ_GG_19","20260527","19","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1839,51.8208016767095,"20260527","Short exposure",9.24236058272132,-3.1770950803311,-5.37543655826704,4.65922270157619,-10.6986162915681
"273","20260527__20","P1_UNIQUE_NAME","299","301","20260527_XZ_GG_20","20260527","20","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1914,49.8559077809798,"20260527","Short exposure",9.18439216924215,-1.17714424814924,-5.93806396611441,4.48924265244288,-10.4899370923494
"274","20260527__21","P1_UNIQUE_NAME","300","302","20260527_XZ_GG_21","20260527","21","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1930,49.4367304165575,"20260527","Short exposure",9.33442631642412,-3.42948185166774,-4.64444895341349,4.02903042176051,-9.65545108465894
"275","20260527__22","P1_UNIQUE_NAME","301","303","20260527_XZ_GG_22","20260527","22","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2278,40.319622740372,"20260527","Short exposure",9.49750334992715,-2.51920172680942,-11.6541566132235,4.15511927941127,-8.63278033880933
"276","20260527__23","P1_UNIQUE_NAME","302","304","20260527_XZ_GG_23","20260527","23","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1872,50.9562483625884,"20260527","Short exposure",8.60593249560609,20.6444124287726,-12.1967544562433,-11.9959906544419,6.36893722863452
"277","20260527__24","P1_UNIQUE_NAME","303","305","20260527_XZ_GG_24","20260527","24","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1883,50.6680639245481,"20260527","Short exposure",9.2195927773647,-1.11608759177226,-5.85163862253921,4.26564941742702,-9.40995528845532
"278","20260527__25","P1_UNIQUE_NAME","304","306","20260527_XZ_GG_25","20260527","25","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,3135,17.8674351585014,"20260527","Short exposure",10.1948107984429,-13.2984625581991,-11.248288486655,5.36056862213893,-7.69571902899488
"279","20260527__26","P1_UNIQUE_NAME","305","307","20260527_XZ_GG_26","20260527","26","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2248,41.1055802986639,"20260527","Short exposure",9.37889477617508,1.79440707516409,-10.5858357608206,4.06562147476954,-8.76887443213208
"280","20260527__27","P1_UNIQUE_NAME","306","308","20260527_XZ_GG_27","20260527","27","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2193,42.5465024888656,"20260527","Short exposure",9.20868416575038,1.27657548063575,-8.9967095060596,4.20212874748988,-8.7022888913606
"281","20260527__28","P1_UNIQUE_NAME","307","309","20260527_XZ_GG_28","20260527","28","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2613,31.5430966727797,"20260527","Short exposure",9.50830887779091,-5.29816058357625,-10.2150873362982,5.12458429672999,-7.84517934469922
"282","20260527__29","P1_UNIQUE_NAME","308","310","20260527_XZ_GG_29","20260527","29","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2126,44.3018077023841,"20260527","Short exposure",9.06976048780795,4.47458599468381,-9.07281408381763,4.52319727280421,-8.77900626806958
"283","20260527__30","P1_UNIQUE_NAME","309","311","20260527_XZ_GG_30","20260527","30","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1802,52.7901493319361,"20260527","Short exposure",9.2677222516456,-0.286058512317778,-0.571820681841453,4.40246115067287,-10.8804552808259
"284","20260527__31","P1_UNIQUE_NAME","310","312","20260527_XZ_GG_31","20260527","31","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1885,50.6156667539953,"20260527","Long exposure",8.88421898763769,2.17898556110838,-4.89809086841263,5.20754537918849,-9.87833335547193
"285","20260527__32","P1_UNIQUE_NAME","311","313","20260527_XZ_GG_32","20260527","32","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2173,43.0704741943935,"20260527","Long exposure",9.21124343309145,2.32366546318184,-10.2246436016938,4.14225635865016,-8.80336692480786
"286","20260527__33","P1_UNIQUE_NAME","312","314","20260527_XZ_GG_33","20260527","33","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1978,48.1791983232905,"20260527","Long exposure",9.29385763312834,-2.24303510469248,-10.9618278775312,4.28107080796046,-8.67422225622876
"287","20260527__34","P1_UNIQUE_NAME","313","315","20260527_XZ_GG_34","20260527","34","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2079,45.5331412103746,"20260527","Long exposure",9.09276907508052,5.62350653376132,-9.49110690680692,4.45231876709743,-8.64287307409985
"288","20260527__35","P1_UNIQUE_NAME","314","316","20260527_XZ_GG_35","20260527","35","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1648,56.8247314645009,"20260527","Long exposure",8.65913391388292,7.9240826635177,-3.30754392394523,5.31741915085597,-9.84869506506665
"289","20260527__36","P1_UNIQUE_NAME","315","317","20260527_XZ_GG_36","20260527","36","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2010,47.3408435944459,"20260527","Long exposure",9.00502534161248,3.97220354883059,-8.48108764691073,5.19657907822413,-9.67089488653882
"290","20260527__37","P1_UNIQUE_NAME","316","318","20260527_XZ_GG_37","20260527","37","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2041,46.5286874508777,"20260527","Long exposure",9.02680708212738,0.779948458166691,-4.36143329202266,5.19331274369044,-9.67670753149732
"291","20260527__38","P1_UNIQUE_NAME","317","319","20260527_XZ_GG_38","20260527","38","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2577,32.4862457427299,"20260527","Long exposure",9.77824391005284,-9.60348762113521,-8.84765678630455,4.99382696488185,-7.93742301611646
"292","20260527__39","P1_UNIQUE_NAME","318","320","20260527_XZ_GG_39","20260527","39","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1842,51.7422059208803,"20260527","Long exposure",9.2024949072767,0.289324326811226,-7.02737779354005,4.17363128998561,-9.02084949164136
"293","20260527__40","P1_UNIQUE_NAME","319","321","20260527_XZ_GG_40","20260527","40","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1651,56.7461357086717,"20260527","Long exposure",8.90823262821654,4.84856067233228,-3.5020123281874,5.31052790024562,-9.7647249951814
"294","20260527__41","P1_UNIQUE_NAME","320","322","20260527_XZ_GG_41","20260527","41","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2049,46.3190987686665,"20260527","Long exposure",9.07114758846045,3.32987091566045,-11.2188408666047,4.62569437363429,-8.58807017950757
"295","20260527__42","P1_UNIQUE_NAME","321","323","20260527_XZ_GG_42","20260527","42","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2155,43.5420487293686,"20260527","Long exposure",9.14861606715387,0.836495307837382,-8.60372607828532,4.47760210373683,-8.87401988653882
"296","20260527__43","P1_UNIQUE_NAME","322","324","20260527_XZ_GG_43","20260527","43","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1729,54.7026460571129,"20260527","Long exposure",9.25723316242202,0.114678012003551,-3.3137665511142,4.12736687996669,-9.76377513556226
"297","20260527__44","P1_UNIQUE_NAME","323","325","20260527_XZ_GG_44","20260527","44","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1769,53.6547026460571,"20260527","Long exposure",9.15911974763343,1.11588046033357,-4.54325852403785,5.17573318817897,-9.6768868222688
"298","20260527__46","P1_UNIQUE_NAME","324","326","20260527_XZ_GG_46","20260527","46","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1742,54.3620644485198,"20260527","Long exposure",9.08731253393361,2.01433011243499,-5.95092477033066,5.0471893344192,-9.78830077795728
"299","20260527__47","P1_UNIQUE_NAME","325","327","20260527_XZ_GG_47","20260527","47","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1776,53.4713125491224,"20260527","Long exposure",8.9621178172282,4.96521807737179,-7.29285639951596,5.19106827118678,-9.75273254065259
"300","20260527__50","P1_UNIQUE_NAME","326","328","20260527_XZ_GG_50","20260527","50","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1883,50.6680639245481,"20260527","Long exposure",9.08857604990172,-2.89106883815385,-4.79953384942475,4.52517948487086,-9.88227679877027
"301","20260527__51","P1_UNIQUE_NAME","327","329","20260527_XZ_GG_51","20260527","51","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2436,36.1802462667016,"20260527","Long exposure",9.18873514223986,5.3670312052165,-10.5796663402131,5.13546524384303,-8.04115131048902
"302","20260527__52","P1_UNIQUE_NAME","328","330","20260527_XZ_GG_52","20260527","52","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2219,41.8653392716793,"20260527","Long exposure",8.99653221721319,3.19655146901648,-7.13640218380961,5.03988418915553,-9.24534537939771
"303","20260527__53","P1_UNIQUE_NAME","329","331","20260527_XZ_GG_53","20260527","53","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1744,54.309667277967,"20260527","Long exposure",8.87793955286275,6.49788302173153,-2.45476435471234,5.46717701294703,-9.99422099737866
"304","20260527__55","P1_UNIQUE_NAME","330","332","20260527_XZ_GG_55","20260527","55","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2685,29.6567985328792,"20260527","Long exposure",9.56521645089466,-1.46873435665466,-12.7802906501256,5.09506426193995,-7.93550231604322
"305","20260527__56","P1_UNIQUE_NAME","331","333","20260527_XZ_GG_56","20260527","56","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,2180,42.8870840974587,"20260527","Long exposure",9.3792976137543,2.87197459015638,-10.6676391235763,4.16612134316249,-8.7382881894563
"306","20260527__59","P1_UNIQUE_NAME","332","334","20260527_XZ_GG_59","20260527","59","高海拔","XZ_GG","high","high",,"Unknown","Unknown","Unknown",,1806,52.6853549908305,"20260527","Long exposure",8.94675736708534,9.44705285032318,-8.14511050285322,4.47708759644313,-8.77806403784497
"307","20260527__60","P1_UNIQUE_NAME","333","335","20260527_XZ_GG_60","20260527","60","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1890,50.4846738276133,"20260527","Control",9.06568160590469,6.50064578341984,-7.87158912222994,4.12153897621913,-8.96926715521558
"308","20260527__62","P1_UNIQUE_NAME","334","336","20260527_XZ_GG_62","20260527","62","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,2423,36.5208278752947,"20260527","Control",9.26639404484083,-0.40374220261617,-11.6150350214692,4.93204889633937,-8.40920570044263
"309","20260527__64","P1_UNIQUE_NAME","335","337","20260527_XZ_GG_64","20260527","64","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1872,50.9562483625884,"20260527","Control",9.13458612670711,0.395700805902932,-6.30999770734193,4.44269857743068,-9.45210769324048
"310","20260527__65","P1_UNIQUE_NAME","336","338","20260527_XZ_GG_65","20260527","65","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,2081,45.4807440398219,"20260527","Control",9.29216719834879,-3.18933935304967,-7.36265772751397,5.14065370896144,-9.07240893988355
"311","20260527__66","P1_UNIQUE_NAME","337","339","20260527_XZ_GG_66","20260527","66","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1968,48.4411841760545,"20260527","Control",9.34501294718012,4.21916744451129,-11.6667965680467,4.45731125214381,-8.85878970770581
"313","20260527__68","P1_UNIQUE_NAME","339","341","20260527_XZ_GG_68","20260527","68","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,2202,42.310715221378,"20260527","Control",9.48798841991304,-5.26455457753226,-13.6775955883222,4.81346378662868,-8.34103086142285
"314","20260527__69","P1_UNIQUE_NAME","340","342","20260527_XZ_GG_69","20260527","69","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,2236,41.4199633219806,"20260527","Control",9.37950121679263,-0.429901661132814,-12.8216604102622,4.62909231522365,-8.30023648886426
"315","20260527__71","P1_UNIQUE_NAME","341","343","20260527_XZ_GG_71","20260527","71","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1583,58.5276395074666,"20260527","Control",9.22570906235298,5.04336707822837,-7.61262796488536,4.80665741303248,-9.20250919012769
"316","20260527__72","P1_UNIQUE_NAME","342","344","20260527_XZ_GG_72","20260527","72","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,2197,42.44170814776,"20260527","Control",9.31940875836705,-3.29651259902706,-8.82256844723649,4.84457359650416,-8.7397415891145
"317","20260527__73","P1_UNIQUE_NAME","343","345","20260527_XZ_GG_73","20260527","73","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1726,54.7812418129421,"20260527","Control",9.23870975392825,4.55221263018844,-10.471106111713,4.33728466370387,-9.03868224768384
"318","20260527__74","P1_UNIQUE_NAME","344","346","20260527_XZ_GG_74","20260527","74","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1928,49.4891275871103,"20260527","Control",8.98669226476464,2.96851265701002,-8.56831316723604,4.81785498001857,-9.24616649298413
"319","20260527__75","P1_UNIQUE_NAME","345","347","20260527_XZ_GG_75","20260527","75","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1605,57.9512706313859,"20260527","Control",9.25806061681891,0.652462450351332,-3.25660741197497,4.76042375901027,-9.78740146307691
"320","20260527__76","P1_UNIQUE_NAME","346","348","20260527_XZ_GG_76","20260527","76","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1945,49.0437516374116,"20260527","Control",9.35547595313152,-1.56319649583925,-10.8435451563754,4.47880421021266,-8.91169860510571
"321","20260527__77","P1_UNIQUE_NAME","347","349","20260527_XZ_GG_77","20260527","77","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,2430,36.33743777836,"20260527","Control",9.56859523971322,-3.0535709649944,-14.2188329706946,5.24296532013698,-8.14021804480298
"322","20260527__78","P1_UNIQUE_NAME","348","350","20260527_XZ_GG_78","20260527","78","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,2962,22.3997904113178,"20260527","Control",10.1233961740517,-8.58613929225166,-18.9260342221494,5.11035070755763,-7.83524921087964
"323","20260527__79","P1_UNIQUE_NAME","349","351","20260527_XZ_GG_79","20260527","79","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,2086,45.3497511134399,"20260527","Control",9.35581846270439,-4.36195634668847,-11.1308720918079,4.90593157151027,-9.36093261389478
"324","20260527__80","P1_UNIQUE_NAME","350","352","20260527_XZ_GG_80","20260527","80","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1791,53.0783337699764,"20260527","Control",8.92151509634699,7.02058303891457,-6.9350176381754,5.15544138291163,-9.5697787061189
"325","20260527__81","P1_UNIQUE_NAME","351","353","20260527_XZ_GG_81","20260527","81","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1656,56.6151427822898,"20260527","Short exposure",9.11528087924991,-0.99504962275804,-3.54318463347245,4.9475971255569,-9.69394424109204
"326","20260527__82","P1_UNIQUE_NAME","352","354","20260527_XZ_GG_82","20260527","82","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2100,44.9829709195703,"20260527","Short exposure",9.42278879287669,-3.20836919757048,-10.6154125708809,4.63362322190089,-8.31671979574902
"327","20260527__83","P1_UNIQUE_NAME","353","355","20260527_XZ_GG_83","20260527","83","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2195,42.4941053183128,"20260527","Short exposure",9.36847611937416,-1.94370903766893,-11.2810868740117,4.90101728775783,-8.37860706000073
"328","20260527__84","P1_UNIQUE_NAME","354","356","20260527_XZ_GG_84","20260527","84","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1907,50.0392978779146,"20260527","Short exposure",9.08508526996728,2.0791207352583,-8.4951074691367,4.57855329850001,-9.25726058630689
"329","20260527__85","P1_UNIQUE_NAME","355","357","20260527_XZ_GG_85","20260527","85","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2117,44.5375949698716,"20260527","Short exposure",9.23427745355782,2.92578435279769,-13.2842914580197,5.05168829300685,-8.55250194220288
"330","20260527__86","P1_UNIQUE_NAME","356","358","20260527_XZ_GG_86","20260527","86","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1896,50.3274823159549,"20260527","Short exposure",9.36759652505276,-3.90535980823281,-6.95889954360269,4.6942955050735,-10.5360558286165
"331","20260527__87","P1_UNIQUE_NAME","357","359","20260527_XZ_GG_87","20260527","87","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1952,48.8603615404768,"20260527","Short exposure",9.17843606925183,2.21238278385858,-6.39885365036595,4.54366407730861,-8.99265315680249
"332","20260527__88","P1_UNIQUE_NAME","358","360","20260527_XZ_GG_88","20260527","88","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1724,54.8336389834949,"20260527","Short exposure",9.34624602618331,-3.6988465245391,1.27771288250375,4.70923433640285,-10.7191488996003
"333","20260527__89","P1_UNIQUE_NAME","359","361","20260527_XZ_GG_89","20260527","89","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1862,51.2182342153524,"20260527","Short exposure",9.45925581152053,-2.01327936363366,-4.15283747611182,4.74386129715724,-10.5897028699373
"334","20260527__92","P1_UNIQUE_NAME","360","362","20260527_XZ_GG_92","20260527","92","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1906,50.065496463191,"20260527","Short exposure",9.30881020084532,-2.83071087872103,-8.36998390228908,4.37306747772975,-9.69540717749341
"335","20260527__93","P1_UNIQUE_NAME","361","363","20260527_XZ_GG_93","20260527","93","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1742,54.3620644485198,"20260527","Short exposure",9.1882289941242,3.6199620318621,-7.63470553646736,4.8101140055923,-9.21405818609937
"336","20260527__94","P1_UNIQUE_NAME","362","364","20260527_XZ_GG_94","20260527","94","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1754,54.047681425203,"20260527","Short exposure",9.27275437013845,0.752378454651696,-4.01596824173617,4.83346853592677,-10.7338288083528
"337","20260527__95","P1_UNIQUE_NAME","363","365","20260527_XZ_GG_95","20260527","95","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1806,52.6853549908305,"20260527","Short exposure",9.27575493410468,-1.69842803655101,-7.8832830714966,5.07602463105006,-9.15108611731275
"338","20260527__96","P1_UNIQUE_NAME","364","366","20260527_XZ_GG_96","20260527","96","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1490,60.9641079381713,"20260527","Short exposure",9.49901615983771,-1.57365334887916,-2.13620388630469,4.75176964142604,-10.6665318265413
"339","20260527__97","P1_UNIQUE_NAME","365","367","20260527_XZ_GG_97","20260527","97","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2055,46.1619072570081,"20260527","Short exposure",9.09083558290168,3.72282163539415,-7.26132593982245,5.23557386734767,-10.0497029080842
"340","20260527__98","P1_UNIQUE_NAME","366","368","20260527_XZ_GG_98","20260527","98","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2552,33.1412103746398,"20260527","Short exposure",9.65138559633483,-4.40630358000396,-14.3321279102475,4.98012266495509,-8.05051973013623
"341","20260527__99","P1_UNIQUE_NAME","367","369","20260527_XZ_GG_99","20260527","99","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2088,45.2973539428871,"20260527","Short exposure",9.43348789595874,0.144505769118349,-12.1674319409636,5.04919920304103,-8.46316411642774
"342","20260527__100","P1_UNIQUE_NAME","368","370","20260527_XZ_GG_100","20260527","100","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1645,56.9033272203301,"20260527","Short exposure",9.05131958513033,8.57323741184903,-5.867295728873,4.76878271439357,-9.72054889349683
"343","20260527__101","P1_UNIQUE_NAME","369","371","20260527_XZ_GG_101","20260527","101","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1816,52.4233691380665,"20260527","Short exposure",9.06774108493175,5.10329130552001,-8.68182940934988,5.05819139817042,-9.05308654455884
"344","20260527__102","P1_UNIQUE_NAME","370","372","20260527_XZ_GG_102","20260527","102","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,2179,42.9132826827351,"20260527","Short exposure",9.36712329336565,0.136849021607417,-12.288648976145,4.89190254547877,-8.48221519140943
"345","20260527__103","P1_UNIQUE_NAME","371","373","20260527_XZ_GG_103","20260527","103","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1676,56.0911710767619,"20260527","Short exposure",9.15842771157009,3.04439921288803,-6.76893246731337,5.49374065735621,-9.35696532873853
"346","20260527__104","P1_UNIQUE_NAME","372","374","20260527_XZ_GG_104","20260527","104","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1554,59.2873984804821,"20260527","Short exposure",9.21998553640378,6.83486240992053,-2.47256335130821,4.93603382447047,-10.684708859012
"347","20260527__105","P1_UNIQUE_NAME","373","375","20260527_XZ_GG_105","20260527","105","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1632,57.2439088289232,"20260527","Short exposure",9.08233103199352,5.43494691941489,-6.0618601896187,4.66696844437404,-9.67185046820386
"348","20260527__106","P1_UNIQUE_NAME","374","376","20260527_XZ_GG_106","20260527","106","高海拔","XZ_GG","low","low",,"Unknown","Unknown","Unknown",,1744,54.309667277967,"20260527","Short exposure",9.11985063602837,1.2134100300925,-6.28631279081921,4.41067085602565,-9.43330123572095
"349","20260527__121","P1_UNIQUE_NAME","375","377","20260527_XZ_GG_121","20260527","121","高海拔","XZ_GG","contrl","control",,"Unknown","Unknown","Unknown",,1590,58.3442494105318,"20260527","Control",9.04847390264197,2.79323207633901,-9.77107676625305,4.7616292033462,-9.45642593054517
