"PG.ProteinGroups","Contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant_FDR_0.05","SE_moderated","DF_total","CI_high","CI_low","CI_status","Significance","Effect_rank"
"P16152","Low_vs_Control",-0.0376222513445814,7.11511163421668,-0.211863030631996,0.832314842035969,0.954530557058958,-5.870521658649,FALSE,0.177578179790748,427.586669375703,0.31141254492503,-0.386657047614193,"moderated_fit_95pct_CI","Not significant",213
"Q14697","Low_vs_Control",-0.0373366824283412,9.82950310667084,-0.426907675797041,0.669623750566068,0.885091263660743,-5.88876401452908,FALSE,0.0874584472125812,518.586669375703,0.134479721829792,-0.209153086686475,"moderated_fit_95pct_CI","Not significant",214
"P39687","Low_vs_Control",-0.0365030852916579,9.43858952335655,-0.309193571373713,0.757301913412007,0.926029409315229,-5.91910406996842,FALSE,0.118059004685895,504.586669375703,0.195444667409581,-0.268450837992897,"moderated_fit_95pct_CI","Not significant",215
"P11171","Low_vs_Control",-0.0360502062835355,8.86811455396398,-0.182066864281568,0.855601811809764,0.966850274338221,-5.95762398502578,FALSE,0.198005312091186,515.586669375703,0.352946224537809,-0.42504663710488,"moderated_fit_95pct_CI","Not significant",216
"P35241","Low_vs_Control",-0.0355457934146042,11.5144485471076,-0.461694134649066,0.644494283810525,0.878316297919855,-5.87426622202488,FALSE,0.076989917668377,518.586669375703,0.115704671686351,-0.18679625851556,"moderated_fit_95pct_CI","Not significant",217
"P07741","Low_vs_Control",-0.0355151630262682,9.24875335991482,-0.284154079229316,0.77640956824853,0.93876165334603,-5.92621281602071,FALSE,0.124985582197492,501.586669375703,0.210044604941755,-0.281074930994291,"moderated_fit_95pct_CI","Not significant",218
"Q969P0","Low_vs_Control",-0.0353467378835388,6.55218704633007,-0.379862519390452,0.704230094335042,0.90166603149683,-5.83308063659713,FALSE,0.0930513964374746,441.586669375703,0.147531883833225,-0.218225359600302,"moderated_fit_95pct_CI","Not significant",219
"P04083","Low_vs_Control",-0.0353334995942598,7.6654557926834,-0.274897412452417,0.783505389022622,0.941382874304833,-5.93753801421063,FALSE,0.12853340189361,514.586669375703,0.217181257027601,-0.28784825621612,"moderated_fit_95pct_CI","Not significant",220
"P50591","Low_vs_Control",-0.0350714227075466,7.07644787190519,-0.31411042085241,0.753604875868064,0.925230643831167,-5.79965266822387,FALSE,0.111653165190675,390.586669375703,0.184444968153225,-0.254587813568318,"moderated_fit_95pct_CI","Not significant",221
"P29992","Low_vs_Control",-0.0345585017031773,7.57597920492043,-0.279563220172137,0.779930453182939,0.941382874304833,-5.92007636910715,FALSE,0.123616052504683,490.586669375703,0.208323716840228,-0.277440720246583,"moderated_fit_95pct_CI","Not significant",222
"P59998","Low_vs_Control",-0.0345122787830956,9.1363183887628,-0.251305236877216,0.80167786696257,0.946803315323287,-5.94427747541597,FALSE,0.137332111387546,517.586669375703,0.235284601472986,-0.304309159039177,"moderated_fit_95pct_CI","Not significant",223
"P07333","Low_vs_Control",-0.0341712769001408,11.7107416919824,-0.370120495938941,0.711443821641132,0.902646589783594,-5.90999364062711,FALSE,0.0923247355255302,518.586669375703,0.147205189154905,-0.215547742955187,"moderated_fit_95pct_CI","Not significant",224
"P07738","Low_vs_Control",-0.0339410173891181,8.43357348372746,-0.155526217514134,0.876473317737533,0.977813888007274,-5.92144987199071,FALSE,0.218233413836053,469.586669375703,0.394893890422466,-0.462775925200702,"moderated_fit_95pct_CI","Not significant",225
"P11217","Low_vs_Control",-0.033795537338932,8.94233028754657,-0.112291897942151,0.910644416673296,0.981780738977888,-5.88712118710814,FALSE,0.300961493734323,429.586669375703,0.557744738825289,-0.625335813503153,"moderated_fit_95pct_CI","Not significant",226
"Q86Y38","Low_vs_Control",-0.0336082790283072,7.89978191803031,-0.362943337266388,0.716803533517895,0.904056007678409,-5.88946260491543,FALSE,0.0925992450541663,490.586669375703,0.148331765314625,-0.21554832337124,"moderated_fit_95pct_CI","Not significant",227
"P02655","Low_vs_Control",-0.0333494197879673,16.9610412985901,-0.416808623234821,0.676990866069917,0.886189796382453,-5.89276050782074,FALSE,0.0800113479638328,518.586669375703,0.123836793152416,-0.190535632728351,"moderated_fit_95pct_CI","Not significant",228
"P07093","Low_vs_Control",-0.0330343227776382,7.58469069019594,-0.238395325087317,0.811678045570389,0.950160259059541,-5.913917003318,FALSE,0.138569507457995,471.586669375703,0.239255743757368,-0.305324389312645,"moderated_fit_95pct_CI","Not significant",229
"Q16643","Low_vs_Control",-0.0329299245574681,6.81571424336733,-0.194490202270801,0.845890415726757,0.961940409319723,-5.83187342982683,FALSE,0.169314053731189,401.586669375703,0.299922672533301,-0.365782521648237,"moderated_fit_95pct_CI","Not significant",230
"P31946","Low_vs_Control",-0.0325309920506474,10.2183421075278,-0.265924377129724,0.79040313835695,0.941393771099556,-5.94108268138679,FALSE,0.122331741082834,518.586669375703,0.20779570650599,-0.272857690607285,"moderated_fit_95pct_CI","Not significant",231
"Q00839","Low_vs_Control",-0.0320632732944723,7.64242738189921,-0.276053261427267,0.782622934791964,0.941382874304833,-5.91985845920801,FALSE,0.116148866087279,492.586669375703,0.196145041424381,-0.260271588013326,"moderated_fit_95pct_CI","Not significant",232
"A6NM11;A6NMS7","Low_vs_Control",-0.031274344390515,7.35977927389782,-0.306419949206386,0.759421607639267,0.926029409315229,-5.89084876815331,FALSE,0.102063669390698,466.586669375703,0.16928702088823,-0.23183570966926,"moderated_fit_95pct_CI","Not significant",233
"P23229","Low_vs_Control",-0.0310339888893196,9.94467402587353,-0.308694945980546,0.757677557667725,0.926029409315229,-5.92955314513484,FALSE,0.100532870049889,518.586669375703,0.166467759566572,-0.228535737345211,"moderated_fit_95pct_CI","Not significant",234
"P01033","Low_vs_Control",-0.0308934585909881,8.18482391876144,-0.220412168162219,0.825658666445169,0.954380744486414,-5.86569116271291,FALSE,0.140162219030717,414.586669375703,0.244623759709224,-0.3064106768912,"moderated_fit_95pct_CI","Not significant",235
"Q9Y2V2","Low_vs_Control",-0.0308191871560304,8.03937772624514,-0.210274552133645,0.833543830932521,0.954713940540923,-5.92023810699401,FALSE,0.14656641444868,473.586669375703,0.257181729065844,-0.318820103377905,"moderated_fit_95pct_CI","Not significant",236
"P61160","Low_vs_Control",-0.0299283975234186,8.47895240766827,-0.204525325799679,0.838024663761594,0.956789305600419,-5.95154256084969,FALSE,0.146331010139702,509.586669375703,0.257557918074188,-0.317414713121025,"moderated_fit_95pct_CI","Not significant",237
"O00560","Low_vs_Control",-0.0298240847949387,9.43287317694142,-0.250621940461856,0.802207829928727,0.946803315323287,-5.94031243765517,FALSE,0.119000294786553,507.586669375703,0.203969676216269,-0.263617845806146,"moderated_fit_95pct_CI","Not significant",238
"Q13477","Low_vs_Control",-0.0295779616596263,10.9696199989344,-0.346067983556989,0.729431977891672,0.912461006612848,-5.9180740612013,FALSE,0.0854686450783898,518.586669375703,0.138329378822759,-0.197485302142011,"moderated_fit_95pct_CI","Not significant",239
"P61978","Low_vs_Control",-0.029447628372484,7.4412428072953,-0.189497851034964,0.849781496559597,0.962355481466211,-5.92445764689352,FALSE,0.155398218035996,487.586669375703,0.275885194572735,-0.334780451317703,"moderated_fit_95pct_CI","Not significant",240
"P53004","Low_vs_Control",-0.0287447620847487,7.09591964115241,-0.206226966152478,0.836705549383806,0.956086069996308,-5.91284441966225,FALSE,0.139384109755539,456.586669375703,0.245169157021177,-0.302658681190675,"moderated_fit_95pct_CI","Not significant",241
"P40925","Low_vs_Control",-0.0287042231736869,9.4143977359838,-0.117104510380599,0.906825258561078,0.981780738977888,-5.94076378406234,FALSE,0.245116290400737,489.586669375703,0.452905470199378,-0.510313916546752,"moderated_fit_95pct_CI","Not significant",242
"P42566","Low_vs_Control",-0.0276161184807089,6.91741173927206,-0.164274879315393,0.869590781755219,0.975172313702966,-5.89798367049223,FALSE,0.168109199628072,436.586669375703,0.302787803972811,-0.358020040934229,"moderated_fit_95pct_CI","Not significant",243
"Q9NRY5","Low_vs_Control",-0.02699243289275,7.37021666885104,-0.214839094122618,0.829983153291351,0.954530557058958,-5.92756046294685,FALSE,0.125640228576575,484.586669375703,0.219874468925432,-0.273859334710932,"moderated_fit_95pct_CI","Not significant",244
"P06454","Low_vs_Control",-0.0263434465223025,10.8460514353362,-0.300589137665069,0.763849454662492,0.930637313497038,-5.92649869055557,FALSE,0.0876393828697018,513.586669375703,0.145832335742496,-0.198519228787101,"moderated_fit_95pct_CI","Not significant",245
"O95466","Low_vs_Control",-0.0259772286586211,6.12674271442572,-0.227083055462041,0.820466683588084,0.954380744486414,-5.86623110675131,FALSE,0.114395275357581,431.586669375703,0.198863916350111,-0.250818373667354,"moderated_fit_95pct_CI","Not significant",246
"P25786","Low_vs_Control",-0.0256502376392849,8.67566390785367,-0.219228930807553,0.826559673431197,0.954380744486414,-5.94380396397005,FALSE,0.117002065123429,508.586669375703,0.204216624054909,-0.255517099333479,"moderated_fit_95pct_CI","Not significant",247
"P80723","Low_vs_Control",-0.0247751367099491,7.06835470138775,-0.255894746622455,0.798136810471775,0.945109980360467,-5.93006900276031,FALSE,0.0968176839773195,502.586669375703,0.165442112193455,-0.214992385613353,"moderated_fit_95pct_CI","Not significant",248
"P10599","Low_vs_Control",-0.0243244344927636,9.21673893968968,-0.220514231893853,0.825557811358377,0.954380744486414,-5.94563734209292,FALSE,0.110307775982787,516.586669375703,0.192382558160778,-0.241031427146305,"moderated_fit_95pct_CI","Not significant",249
"P07947","Low_vs_Control",-0.024145939983196,8.41154250434541,-0.212830209529645,0.831544846537606,0.954530557058958,-5.94559934853987,FALSE,0.113451657246209,507.586669375703,0.198746698124309,-0.247038578090701,"moderated_fit_95pct_CI","Not significant",250
"Q9UL46","Low_vs_Control",-0.0233313443100851,7.71556122699062,-0.218825800525865,0.826873705491578,0.954380744486414,-5.94593825886971,FALSE,0.106620628161839,507.586669375703,0.186140722158701,-0.232803410778871,"moderated_fit_95pct_CI","Not significant",251
"P45974","Low_vs_Control",-0.0232954652825779,8.16209353383466,-0.162237390955357,0.87118335152687,0.975997598507447,-5.95679682365692,FALSE,0.143588756854381,508.586669375703,0.258804657291054,-0.30539558785621,"moderated_fit_95pct_CI","Not significant",252
"P13224","Low_vs_Control",-0.0212305265360158,10.6359710853125,-0.177859123019736,0.858903469909874,0.969053954249221,-5.95766041516166,FALSE,0.119367093323967,515.586669375703,0.213275168135236,-0.255736221207268,"moderated_fit_95pct_CI","Not significant",253
"P62736","Low_vs_Control",-0.0209504144173174,11.2847387127707,-0.14840930484435,0.882077446080174,0.979102053685203,-5.9639262009973,FALSE,0.141166448015439,518.586669375703,0.25637798864649,-0.298278817481125,"moderated_fit_95pct_CI","Not significant",254
"P12814","Low_vs_Control",-0.020616865497697,9.12387050747892,-0.124346850958248,0.901088836399986,0.98170356922007,-5.96700554553914,FALSE,0.165801267493454,518.586669375703,0.30510784732419,-0.346341578319584,"moderated_fit_95pct_CI","Not significant",255
"Q96P67","Low_vs_Control",-0.0205531788959217,10.1279413159114,-0.111517255107593,0.911262317698444,0.981780738977888,-5.83533456483453,FALSE,0.184304921028515,398.586669375703,0.341778039256761,-0.382884397048604,"moderated_fit_95pct_CI","Not significant",256
"P27105","Low_vs_Control",-0.0203153392203568,9.47965337019592,-0.139579109186636,0.889046842494149,0.980569481010653,-5.9647658477604,FALSE,0.14554713336931,517.586669375703,0.265620427123775,-0.306251105564489,"moderated_fit_95pct_CI","Not significant",257
"P60891","Low_vs_Control",-0.0200201516395282,8.44317812422043,-0.155487608876485,0.876497894421228,0.977813888007274,-5.96179393956271,FALSE,0.128757215987749,514.586669375703,0.232934306730496,-0.272974610009553,"moderated_fit_95pct_CI","Not significant",258
"P68402","Low_vs_Control",-0.0198443012996457,7.93985334999542,-0.171849168322086,0.863628750082201,0.972522593571921,-5.9280924044445,FALSE,0.1154751081626,478.586669375703,0.207056567604008,-0.246745170203299,"moderated_fit_95pct_CI","Not significant",259
"P30613","Low_vs_Control",-0.0196204461036906,10.1393056742847,-0.180054948022048,0.85718017512676,0.967871158371475,-5.95781270494152,FALSE,0.108969213671862,515.586669375703,0.194457826545086,-0.233698718752467,"moderated_fit_95pct_CI","Not significant",260
"B2RUZ4","Low_vs_Control",-0.01895666061756,8.67495919405473,-0.160849729188826,0.872284007093164,0.976467811219045,-5.90908666357573,FALSE,0.117853233034083,449.586669375703,0.212654940307623,-0.250568261542743,"moderated_fit_95pct_CI","Not significant",261
"P24158","Low_vs_Control",-0.0187823384928851,7.73847548064312,-0.0772417850007487,0.93847126548864,0.987491581708891,-5.82189154650534,FALSE,0.243162926552035,385.586669375703,0.459308894908228,-0.496873571893998,"moderated_fit_95pct_CI","Not significant",262
"P22234","Low_vs_Control",-0.018348739117557,7.18792767955495,-0.13548657032716,0.892290495928324,0.980569481010653,-5.89100260793309,FALSE,0.13542847142156,430.586669375703,0.24783438206577,-0.284531860300884,"moderated_fit_95pct_CI","Not significant",263
"P69891","Low_vs_Control",-0.0174707309654352,17.4526143943947,-0.0905531159831622,0.927882650954974,0.986712462933589,-5.97041294073693,FALSE,0.19293351505081,518.586669375703,0.361556611428817,-0.396498073359688,"moderated_fit_95pct_CI","Not significant",264
"Q14019","Low_vs_Control",-0.0171781177625245,7.91779830501664,-0.0953142257223489,0.924105305907443,0.986343995986562,-5.92561109205996,FALSE,0.180226169098457,476.586669375703,0.336958025445275,-0.371314260970324,"moderated_fit_95pct_CI","Not significant",265
"P02776","Low_vs_Control",-0.0167791583469086,13.9082897506165,-0.0892554721595847,0.928913406527437,0.986712462933589,-5.97016869552226,FALSE,0.187990248003038,517.586669375703,0.352538562886248,-0.386096879580065,"moderated_fit_95pct_CI","Not significant",266
"P52907","Low_vs_Control",-0.0166670662055797,9.00731496348031,-0.141015397177094,0.887912855820233,0.980190173399703,-5.96400709802565,FALSE,0.118193236619746,515.586669375703,0.215532498072425,-0.248866630483584,"moderated_fit_95pct_CI","Not significant",267
"P68371","Low_vs_Control",-0.0159124440901675,10.4026087253665,-0.119425488864576,0.904984517683306,0.981780738977888,-5.96756842708523,FALSE,0.133241607310576,518.586669375703,0.245847221160146,-0.277672109340481,"moderated_fit_95pct_CI","Not significant",268
"Q9Y6C2","Low_vs_Control",-0.0156171975024773,10.4729699752306,-0.126493875393536,0.899390024544769,0.98170356922007,-5.96675285933705,FALSE,0.123462084262108,518.586669375703,0.226930115606901,-0.258164510611856,"moderated_fit_95pct_CI","Not significant",269
"Q14644","Low_vs_Control",-0.0150428815029464,6.77190884778427,-0.0998361329844484,0.920519423287429,0.985338319299806,-5.9214407228921,FALSE,0.150675722839642,444.586669375703,0.281082255612115,-0.311168018618008,"moderated_fit_95pct_CI","Not significant",270
"P04406","Low_vs_Control",-0.014728409672065,12.5170949340456,-0.1318046897427,0.895189897055325,0.980569481010653,-5.96610924048845,FALSE,0.111744200459155,518.586669375703,0.20479854663125,-0.23425536597538,"moderated_fit_95pct_CI","Not significant",271
"O75223","Low_vs_Control",-0.0146075763132982,7.46750190751441,-0.132000984062505,0.895038643245952,0.980569481010653,-5.92762915122739,FALSE,0.110662631926905,481.586669375703,0.202833664428214,-0.23204881705481,"moderated_fit_95pct_CI","Not significant",272
"O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879","Low_vs_Control",-0.0144308189044011,12.3550016592123,-0.111776915428305,0.911043541452833,0.981780738977888,-5.96839812762659,FALSE,0.129103749634756,518.586669375703,0.239199822222452,-0.268061460031254,"moderated_fit_95pct_CI","Not significant",273
"P52566","Low_vs_Control",-0.0141023507135323,8.90501773137236,-0.106921928954688,0.914892831635184,0.9837666742244,-5.96563791608165,FALSE,0.131893904752772,511.586669375703,0.245017980637395,-0.27322268206446,"moderated_fit_95pct_CI","Not significant",274
"P28066","Low_vs_Control",-0.0139257904924968,7.44009016251131,-0.112316200063928,0.910620590191344,0.981780738977888,-5.92501790980893,FALSE,0.123987372120589,470.586669375703,0.229711608609797,-0.257563189594791,"moderated_fit_95pct_CI","Not significant",275
"Q10469","Low_vs_Control",-0.0138353877160018,8.39718052513125,-0.0867658832275647,0.930893008274311,0.987352495462546,-5.94937587221937,FALSE,0.15945654214935,490.586669375703,0.2994666303777,-0.327137405809704,"moderated_fit_95pct_CI","Not significant",276
"O95373","Low_vs_Control",-0.0135062452847503,9.14071552601856,-0.0979745361206841,0.921990589174237,0.985338319299806,-5.96883277583412,FALSE,0.137854648968314,515.586669375703,0.257319652538173,-0.284332143107673,"moderated_fit_95pct_CI","Not significant",277
"Q6ZN30","Low_vs_Control",-0.0134535553307931,15.4410483494086,-0.144861398145623,0.884878843497924,0.979102053685203,-5.94542584025932,FALSE,0.0928719141400858,498.586669375703,0.169014991748692,-0.195922102410278,"moderated_fit_95pct_CI","Not significant",278
"P29508","Low_vs_Control",-0.0122016866902284,7.94705885421987,-0.0770479112863327,0.938618960713266,0.987491581708891,-5.89169517016857,FALSE,0.158364924973544,459.586669375703,0.299007423115054,-0.323410796495511,"moderated_fit_95pct_CI","Not significant",279
"P21730","Low_vs_Control",-0.0121011928339785,7.49316858795734,-0.112598756505548,0.910403169417301,0.981780738977888,-5.86925148396044,FALSE,0.107471815937703,414.586669375703,0.199156419792282,-0.223358805460239,"moderated_fit_95pct_CI","Not significant",280
"Q8NCH0","Low_vs_Control",-0.0116616573838577,7.27292738089691,-0.108635431910161,0.913541566512157,0.983497452236061,-5.91694281805936,FALSE,0.107346720851643,436.586669375703,0.199318929701058,-0.222642244468773,"moderated_fit_95pct_CI","Not significant",281
"P06753","Low_vs_Control",-0.0113759158792295,9.83851199696445,-0.0803175868632653,0.936016019015366,0.987491581708891,-5.96730263257487,FALSE,0.141636674152028,512.586669375703,0.266883888638738,-0.289635720397197,"moderated_fit_95pct_CI","Not significant",282
"P00338","Low_vs_Control",-0.010739444288971,9.06440036887043,-0.0758016300524081,0.939606152202695,0.987491581708891,-5.97156433816717,FALSE,0.141678276331867,518.586669375703,0.267594470577628,-0.28907335915557,"moderated_fit_95pct_CI","Not significant",283
"P26599","Low_vs_Control",-0.00976197034276005,7.0134085607361,-0.0582789364877877,0.953556097112752,0.987491581708891,-5.85207954957339,FALSE,0.167504263651168,392.586669375703,0.319555601077841,-0.339079541763361,"moderated_fit_95pct_CI","Not significant",284
"P46783","Low_vs_Control",-0.00958988900551283,7.1455769501443,-0.0619864401355094,0.950604545856781,0.987491581708891,-5.86461058985136,FALSE,0.154709465240273,400.586669375703,0.29455400656056,-0.313733784571585,"moderated_fit_95pct_CI","Not significant",285
"P62979","Low_vs_Control",-0.00937529659152325,11.3767942276717,-0.092467560710169,0.926362273049322,0.986712462933589,-5.97024854292572,FALSE,0.101390114755046,518.586669375703,0.189810551085242,-0.208561144268288,"moderated_fit_95pct_CI","Not significant",286
"P62328","Low_vs_Control",-0.00879473758382687,11.2201941674369,-0.0629947491358578,0.949795146822652,0.987491581708891,-5.96969886681877,FALSE,0.139610645402519,514.586669375703,0.265482202310897,-0.283071677478551,"moderated_fit_95pct_CI","Not significant",287
"Q93008","Low_vs_Control",-0.00861740384943932,6.39835283522996,-0.0599037067204482,0.952261544359079,0.987491581708891,-5.86865147144752,FALSE,0.143854267477204,409.586669375703,0.274167389748012,-0.291402197446891,"moderated_fit_95pct_CI","Not significant",288
"Q9NYU2","Low_vs_Control",-0.00846576723639103,8.06153766167807,-0.0893540311897342,0.92883511918361,0.986712462933589,-5.96998262729408,FALSE,0.0947440996636719,517.586669375703,0.17766449941185,-0.194596033884632,"moderated_fit_95pct_CI","Not significant",289
"P16284","Low_vs_Control",-0.0081004068140853,9.20274295933561,-0.0904848189824259,0.927936962185703,0.986712462933589,-5.97022388766824,FALSE,0.0895222746222057,517.586669375703,0.167771282352193,-0.183972095980364,"moderated_fit_95pct_CI","Not significant",290
"P30153","Low_vs_Control",-0.00793613562136208,7.7896444349277,-0.0640791516864397,0.948932629682027,0.987491581708891,-5.96205153412889,FALSE,0.123848949502269,503.586669375703,0.235388147334738,-0.251260418577462,"moderated_fit_95pct_CI","Not significant",291
"O43173","Low_vs_Control",-0.00761801924743999,6.86740681931493,-0.0698556310948263,0.944341769024829,0.987491581708891,-5.88964051629816,FALSE,0.109053760277376,420.586669375703,0.206740272403883,-0.221976310898763,"moderated_fit_95pct_CI","Not significant",292
"Q9NRW1","Low_vs_Control",-0.00737011614552685,8.79400216046024,-0.041794897347629,0.966678541046873,0.991742678411211,-5.97054471571627,FALSE,0.17634009444325,510.586669375703,0.339071336189187,-0.35381156848024,"moderated_fit_95pct_CI","Not significant",293
"P20618","Low_vs_Control",-0.00721987789538225,7.57510109498544,-0.0561675033123005,0.955232938890861,0.987491581708891,-5.92214852391901,FALSE,0.128541905365431,456.586669375703,0.24538723155017,-0.259826987340934,"moderated_fit_95pct_CI","Not significant",294
"Q06033","Low_vs_Control",-0.00661078037844476,17.8933602998174,-0.0832692121574015,0.933669612039437,0.987491581708891,-5.97100699145784,FALSE,0.0793904518509023,518.586669375703,0.149355651729537,-0.162577212486426,"moderated_fit_95pct_CI","Not significant",295
"Q15517","Low_vs_Control",-0.00647440925499687,10.6970786590595,-0.0245239026879224,0.980444529695283,0.992276652640347,-5.95819680051149,FALSE,0.264004034650871,498.586669375703,0.512223122414313,-0.525171940924307,"moderated_fit_95pct_CI","Not significant",296
"Q9NZ08","Low_vs_Control",-0.0063955594164451,6.71627753030919,-0.0387725707520975,0.969091937343964,0.991918514026584,-5.82528833758529,FALSE,0.164950615664274,382.586669375703,0.317927689446233,-0.330718808279124,"moderated_fit_95pct_CI","Not significant",297
"P07339","Low_vs_Control",-0.00626407245715299,9.11978319751669,-0.0572942939445183,0.954332834292298,0.987491581708891,-5.97272009148305,FALSE,0.109331523715414,518.586669375703,0.208523062182747,-0.221051207097053,"moderated_fit_95pct_CI","Not significant",298
"A0A0J9YXX1","Low_vs_Control",-0.00621815267900061,10.1658749920258,-0.0243232512844315,0.980606969621745,0.992276652640347,-5.84362036984276,FALSE,0.255646443244232,397.586669375703,0.496369603692657,-0.508805909050658,"moderated_fit_95pct_CI","Not significant",299
"P27482","Low_vs_Control",-0.00603139498612038,10.6256611203261,-0.0570844908151772,0.954499920840675,0.987491581708891,-5.97219966934615,FALSE,0.105657331789965,517.586669375703,0.201538547725029,-0.21360133769727,"moderated_fit_95pct_CI","Not significant",300
"P22061","Low_vs_Control",-0.00597620435374679,8.69819217236332,-0.06502600604219,0.948178352730173,0.987491581708891,-5.97227634863393,FALSE,0.0919048349650958,518.586669375703,0.174575346478823,-0.186527755186316,"moderated_fit_95pct_CI","Not significant",301
"O15145","Low_vs_Control",-0.0059382797815708,8.17446424303002,-0.042371426562493,0.966219300976357,0.991742678411211,-5.9643616210904,FALSE,0.140148214571264,506.586669375703,0.269405011005989,-0.281281570569131,"moderated_fit_95pct_CI","Not significant",302
"P04899","Low_vs_Control",-0.00588731578566559,8.5584318587257,-0.0670596031862473,0.946560148974962,0.987491581708891,-5.97195542406151,FALSE,0.0877922848620878,517.586669375703,0.166585708382027,-0.178360339953358,"moderated_fit_95pct_CI","Not significant",303
"Q9Y696","Low_vs_Control",-0.00585297227706238,7.4557042370564,-0.0601774161297586,0.952038111428901,0.987491581708891,-5.96578361908296,FALSE,0.0972619406662761,505.586669375703,0.185234368669016,-0.19694031322314,"moderated_fit_95pct_CI","Not significant",304
"O00410","Low_vs_Control",-0.00584267304035269,6.20982297636754,-0.0401830029054884,0.967966386697988,0.991742678411211,-5.87508574066613,FALSE,0.145401603113008,418.586669375703,0.279965619389499,-0.291650965470204,"moderated_fit_95pct_CI","Not significant",305
"P04062","Low_vs_Control",-0.00549567739428003,7.18750937518443,-0.0563904489032174,0.955055008710511,0.987491581708891,-5.91694789301629,FALSE,0.0974575925740941,464.586669375703,0.186016608691174,-0.197007963479734,"moderated_fit_95pct_CI","Not significant",306
"O00231","Low_vs_Control",-0.00516756590727674,6.97416774937196,-0.0349396796333915,0.97214243828332,0.992276652640347,-5.94014616980473,FALSE,0.147899636215844,477.586669375703,0.285446875985415,-0.295782007799968,"moderated_fit_95pct_CI","Not significant",307
"P07602","Low_vs_Control",-0.00483591648492698,8.9549864304446,-0.0475027089660505,0.962131592507239,0.99012167570258,-5.95550065825662,FALSE,0.101802962192812,498.586669375703,0.195179758562868,-0.204851591532722,"moderated_fit_95pct_CI","Not significant",308
"O95782","Low_vs_Control",-0.00403159435433675,6.55989398713567,-0.0273292921282469,0.978210469560315,0.992276652640347,-5.87936951745214,FALSE,0.147519164983047,407.586669375703,0.285961771790957,-0.29402496049963,"moderated_fit_95pct_CI","Not significant",309
"P30043","Low_vs_Control",-0.00402306682339315,9.76574747147828,-0.0250453583538483,0.980028418439755,0.992276652640347,-5.9739659914466,FALSE,0.160631234201326,518.586669375703,0.311544862309103,-0.31959099595589,"moderated_fit_95pct_CI","Not significant",310
"P02538","Low_vs_Control",-0.00373917110466415,14.7975265149345,-0.0321185714932488,0.974389850728213,0.992276652640347,-5.97377627779454,FALSE,0.116417727527207,518.586669375703,0.224969158086326,-0.232447500295654,"moderated_fit_95pct_CI","Not significant",311
"P50225","Low_vs_Control",-0.00367216661875069,7.33280831682041,-0.021770022992608,0.982641421458077,0.992276652640347,-5.88235277414912,FALSE,0.168679960512562,433.586669375703,0.32785991286102,-0.335204246098521,"moderated_fit_95pct_CI","Not significant",312
"Q13442","Low_vs_Control",-0.00351873373228351,7.97367611117942,-0.0281466974375619,0.977558531852784,0.992276652640347,-5.8825649527143,FALSE,0.125014088778591,419.586669375703,0.242213194669824,-0.249250662134391,"moderated_fit_95pct_CI","Not significant",313
"P24666","Low_vs_Control",-0.00341495768770095,8.17394931800359,-0.0230076986009603,0.981654915291113,0.992276652640347,-5.86682626252917,FALSE,0.148426739541799,425.586669375703,0.288325772534702,-0.295155687910104,"moderated_fit_95pct_CI","Not significant",314
"P78527","Low_vs_Control",-0.0028767843478672,9.8700004456879,-0.0102779524182341,0.99180437508623,0.995784633231031,-5.84879886098925,FALSE,0.279898585905449,422.586669375703,0.547290061055805,-0.55304362975154,"moderated_fit_95pct_CI","Not significant",315
"Q15365","Low_vs_Control",-0.00280807943974715,7.87666505052746,-0.0217892525701707,0.982625017844568,0.992276652640347,-5.95613395624791,FALSE,0.128874518788744,485.586669375703,0.25041248133034,-0.256028640209835,"moderated_fit_95pct_CI","Not significant",316
"P04264","Low_vs_Control",-0.00154587783445237,16.7632817540826,-0.0138860588291077,0.988926224512006,0.995784633231031,-5.97416983514161,FALSE,0.111325888322749,518.586669375703,0.217159283783209,-0.220251039452113,"moderated_fit_95pct_CI","Not significant",317
"P50991","Low_vs_Control",-0.00146445892941927,8.07318497551057,-0.00876894501347735,0.993006991297332,0.995784633231031,-5.9582281147473,FALSE,0.167005144537738,498.586669375703,0.326656118327506,-0.329585036186344,"moderated_fit_95pct_CI","Not significant",318
"Q8IVW4","Low_vs_Control",-0.00138556738768791,10.7039918382996,-0.0129365663731014,0.989683494323007,0.995784633231031,-5.96512310924614,FALSE,0.10710472529781,506.586669375703,0.209038572603058,-0.211809707378434,"moderated_fit_95pct_CI","Not significant",319
"P80303","Low_vs_Control",-0.00125961258696883,6.46652394997508,-0.00990572367253859,0.992101351835586,0.995784633231031,-5.86693086566373,FALSE,0.12716007720474,407.586669375703,0.24871183235807,-0.251231057532008,"moderated_fit_95pct_CI","Not significant",320
"P68104;Q5VTE0","Low_vs_Control",-0.00110524768562215,9.95519905502337,-0.00907100648825886,0.992765971633204,0.995784633231031,-5.97422170054507,FALSE,0.121843996810358,518.586669375703,0.238263253352475,-0.240473748723719,"moderated_fit_95pct_CI","Not significant",321
