"PG.ProteinGroups","Contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant_FDR_0.05","SE_moderated","DF_total","CI_high","CI_low","CI_status","Significance","Effect_rank"
"P23588","Low_vs_Control",-0.507624554158097,8.92201182114604,-1.91240417438836,0.0565612061836689,0.3036308237416,-4.15420877925433,FALSE,0.265437903219622,387.586669375703,0.0142538200687211,-1.02950292838492,"moderated_fit_95pct_CI","Not significant",1
"Q8TC71","Low_vs_Control",-0.35997134811071,12.7714126731029,-2.61953935336686,0.00911365803279216,0.141420691921424,-2.74000059516957,FALSE,0.137417805022873,433.586669375703,-0.0898834816069367,-0.630059214614483,"moderated_fit_95pct_CI","Not significant",2
"P53367","Low_vs_Control",-0.325992255156242,13.5885990659273,-1.1704964602327,0.242483474264018,0.562554643440755,-5.26028245054709,FALSE,0.278507681340132,408.586669375703,0.221494516060785,-0.873479026373269,"moderated_fit_95pct_CI","Not significant",3
"Q13201","Low_vs_Control",-0.30675453756762,13.5818124872409,-2.01634897777865,0.0442785369464007,0.266905612791851,-4.07455055473323,FALSE,0.152133653920148,518.586669375703,-0.00788052120558597,-0.605628553929654,"moderated_fit_95pct_CI","Not significant",4
"P07996","Low_vs_Control",-0.276846844840808,16.5819902692783,-2.18093621840036,0.0296367051476821,0.223401084779981,-3.75332314054203,FALSE,0.126939450363141,518.586669375703,-0.0274680756650258,-0.52622561401659,"moderated_fit_95pct_CI","Not significant",5
"Q8NI51","Low_vs_Control",-0.271811646185181,12.5696084430357,-1.29843977302474,0.194743815024224,0.510534973939192,-5.16619238535565,FALSE,0.209337122777741,492.586669375703,0.139492171118586,-0.683115463488948,"moderated_fit_95pct_CI","Not significant",6
"P22314","Low_vs_Control",-0.25687570307711,7.28798037388502,-1.27968060762366,0.201256228639853,0.51628163125143,-5.19073442177167,FALSE,0.200734231297075,495.586669375703,0.137519345169249,-0.651270751323469,"moderated_fit_95pct_CI","Not significant",7
"P04839","Low_vs_Control",-0.243410555507478,7.02369859089844,-1.58014629628986,0.11485869172693,0.391228892960612,-4.7092524508918,FALSE,0.154043050367551,402.586669375703,0.0594186738101196,-0.546239784825076,"moderated_fit_95pct_CI","Not significant",8
"Q9Y566","Low_vs_Control",-0.232283457407947,13.2234153508551,-2.51431385554875,0.0122769265854217,0.156172016176314,-2.99254829138751,FALSE,0.0923844319973534,446.586669375703,-0.0507212411776487,-0.413845673638245,"moderated_fit_95pct_CI","Not significant",9
"P02775","Low_vs_Control",-0.23058816766866,15.281641962055,-1.43377748365915,0.152238426667208,0.458713059712104,-5.01173953942895,FALSE,0.160825630404082,518.586669375703,0.0853616623278851,-0.546537997665205,"moderated_fit_95pct_CI","Not significant",10
"P09486","Low_vs_Control",-0.222497015927384,10.4959586609223,-1.69440519100958,0.0907887004871202,0.360639879497314,-4.63112582506903,FALSE,0.131312756304066,518.586669375703,0.0354733270235884,-0.480467358878356,"moderated_fit_95pct_CI","Not significant",11
"P67936","Low_vs_Control",-0.21390511177694,9.97488390188142,-1.1293469382873,0.259274635858394,0.579544462974954,-5.37642909696586,FALSE,0.189406022653531,517.586669375703,0.158193980688256,-0.586004204242137,"moderated_fit_95pct_CI","Not significant",12
"P48506","Low_vs_Control",-0.212450849904071,7.25473689175764,-1.39509979002757,0.163713349843385,0.468592701946936,-4.99409067155477,FALSE,0.152283622592957,425.586669375703,0.0868707911515204,-0.511772490959662,"moderated_fit_95pct_CI","Not significant",13
"P00491","Low_vs_Control",-0.208804296965978,8.51993224103917,-1.42505249858355,0.154744737355175,0.460691075285178,-5.02214893515707,FALSE,0.146523933099673,517.586669375703,0.0790504489760367,-0.496659042907993,"moderated_fit_95pct_CI","Not significant",14
"Q93084","Low_vs_Control",-0.207956282785926,8.0537459617487,-0.939463658373412,0.348037131070377,0.663677188769841,-5.47976852390617,FALSE,0.221356388756944,416.586669375703,0.227158398621656,-0.643070964193508,"moderated_fit_95pct_CI","Not significant",15
"Q7Z6Z7","Low_vs_Control",-0.201321400395515,7.2016888786457,-1.55150693973907,0.121403495711174,0.402992159374591,-4.83969728157662,FALSE,0.129758620628131,507.586669375703,0.053608690279398,-0.456251491070428,"moderated_fit_95pct_CI","Not significant",16
"Q9H1B5","Low_vs_Control",-0.197223626493084,8.72378670887137,-1.68608429100913,0.0923810523350649,0.362040578889279,-4.64424699995183,FALSE,0.116971391967032,518.586669375703,0.0325724036147213,-0.427019656600889,"moderated_fit_95pct_CI","Not significant",17
"Q9UKN7","Low_vs_Control",-0.197102628753877,11.8195973813472,-2.04514169764807,0.041347998631165,0.258174012350164,-4.01912734770337,FALSE,0.0963760256712513,515.586669375703,-0.00776462763197741,-0.386440629875777,"moderated_fit_95pct_CI","Not significant",18
"P46060","Low_vs_Control",-0.192715855069602,8.00839425980073,-1.3341229637681,0.182783783998623,0.495485720707043,-5.11648324705328,FALSE,0.144451343919075,489.586669375703,0.0911052134463059,-0.47653692358551,"moderated_fit_95pct_CI","Not significant",19
"Q14766","Low_vs_Control",-0.192018972183792,12.3736337899634,-1.25806416788636,0.208934700762491,0.523797833729742,-5.23284388505424,FALSE,0.152630507318556,518.586669375703,0.107831137020943,-0.491869081388527,"moderated_fit_95pct_CI","Not significant",20
"O00232","Low_vs_Control",-0.191687794217657,7.37854505275025,-1.29185041309532,0.1970785897548,0.511975901645622,-5.13293124001479,FALSE,0.148382345412861,445.586669375703,0.0999283492751748,-0.483303937710489,"moderated_fit_95pct_CI","Not significant",21
"P22694","Low_vs_Control",-0.187352254397444,6.90782281647317,-1.14454006106642,0.253079740311848,0.571521807255418,-5.27768172239995,FALSE,0.16369217712037,402.586669375703,0.134445942433923,-0.509150451228811,"moderated_fit_95pct_CI","Not significant",22
"P47929","Low_vs_Control",-0.183524962754509,8.1360520669455,-1.07328784463859,0.283732150395751,0.59796647197033,-5.34912400206964,FALSE,0.170993236969257,438.586669375703,0.152543022738653,-0.519592948247671,"moderated_fit_95pct_CI","Not significant",23
"P29122","Low_vs_Control",-0.183410913155168,8.91942889893034,-1.37675721911064,0.169196651752045,0.473882809789906,-5.08058195768275,FALSE,0.133219503489256,505.586669375703,0.0783210706972293,-0.445142897007565,"moderated_fit_95pct_CI","Not significant",24
"O43852","Low_vs_Control",-0.181314597819195,11.7898510912097,-1.45981982300218,0.144945095107692,0.446991970719205,-4.97653344502734,FALSE,0.124203408504424,518.586669375703,0.0626890830827032,-0.425318278721093,"moderated_fit_95pct_CI","Not significant",25
"Q9UBS4","Low_vs_Control",-0.1804399570394,6.91900621964598,-1.40211008909532,0.161676599324236,0.466487411329888,-4.97046398713755,FALSE,0.128691718605224,390.586669375703,0.072575186361551,-0.433455100440351,"moderated_fit_95pct_CI","Not significant",26
"P25787","Low_vs_Control",-0.178012326158798,7.30782554511457,-1.3605672360752,0.174323216344069,0.481656054407312,-5.0558005815899,FALSE,0.130836846161536,455.586669375703,0.0791062393853904,-0.435130891702986,"moderated_fit_95pct_CI","Not significant",27
"P04040","Low_vs_Control",-0.174798502934554,9.6874781854886,-1.38339265222462,0.167139730274974,0.471807821288017,-5.07806939507085,FALSE,0.126354945324787,518.586669375703,0.0734319774576806,-0.423028983326789,"moderated_fit_95pct_CI","Not significant",28
"P29279","Low_vs_Control",-0.169159959077884,8.35887555666215,-1.22400530016386,0.221628993407769,0.537759689588393,-5.21083715817229,FALSE,0.138201982503865,424.586669375703,0.102485286453247,-0.440805204609015,"moderated_fit_95pct_CI","Not significant",29
"P28074","Low_vs_Control",-0.168708857668456,7.05004282176703,-1.15986441735939,0.246755816265556,0.565302438968345,-5.242198724614,FALSE,0.145455671493524,424.586669375703,0.117193999011974,-0.454611714348886,"moderated_fit_95pct_CI","Not significant",30
"O75083","Low_vs_Control",-0.168412045571236,9.19857322579188,-1.0336729646575,0.301770870512059,0.615344808935324,-5.4734751586452,FALSE,0.162925849209027,518.586669375703,0.151663767160218,-0.48848785830269,"moderated_fit_95pct_CI","Not significant",31
"P18827","Low_vs_Control",-0.165888049836783,12.3310194637787,-1.66839985760698,0.0958423239924779,0.368466200013977,-4.67160284878076,FALSE,0.0994294317878443,516.586669375703,0.029447709152288,-0.361223808825854,"moderated_fit_95pct_CI","Not significant",32
"P61225","Low_vs_Control",-0.164446391003292,9.61389651361654,-1.20649553224129,0.228194076357025,0.543571936039823,-5.28274282057215,FALSE,0.136300870255028,502.586669375703,0.103343288505307,-0.432236070511891,"moderated_fit_95pct_CI","Not significant",33
"P68363","Low_vs_Control",-0.163380013845551,10.5568844341365,-1.14668533496424,0.252040485298401,0.5709732320978,-5.35814198247463,FALSE,0.142480250565553,518.586669375703,0.116529418692941,-0.443289446384043,"moderated_fit_95pct_CI","Not significant",34
"P05067","Low_vs_Control",-0.156329464559583,11.1199488298907,-1.12698594410226,0.260269619355558,0.579544462974954,-5.37910198317001,FALSE,0.138714653343891,518.586669375703,0.116182267755192,-0.428841196874358,"moderated_fit_95pct_CI","Not significant",35
"O14602;P47813","Low_vs_Control",-0.155755988385133,7.68609962375143,-1.08443640852351,0.278715060544121,0.593872753346739,-5.39629216780501,FALSE,0.143628512618088,480.586669375703,0.126461460887091,-0.437973437657357,"moderated_fit_95pct_CI","Not significant",36
"P62826","Low_vs_Control",-0.155333327353702,11.7218192147756,-1.01728859826632,0.309490519505232,0.623053525648144,-5.48920817497487,FALSE,0.152693471271007,518.586669375703,0.144640477620314,-0.455307132327718,"moderated_fit_95pct_CI","Not significant",37
"O95747","Low_vs_Control",-0.154965865213166,8.25093890859041,-1.18757139743248,0.235576975133363,0.553585861898549,-5.29653976765901,FALSE,0.130489725121538,490.586669375703,0.101421823056022,-0.411353553482354,"moderated_fit_95pct_CI","Not significant",38
"P10124","Low_vs_Control",-0.153540892306102,13.0435180040798,-1.30684993304926,0.191842890621672,0.504775605782528,-5.17432939569816,FALSE,0.117489306479014,518.586669375703,0.0772726062338312,-0.384354390846035,"moderated_fit_95pct_CI","Not significant",39
"Q99996","Low_vs_Control",-0.152692065178565,9.79577081314168,-1.03055037377535,0.303318389114944,0.615344808935324,-5.422258313781,FALSE,0.14816555217887,439.586669375703,0.138508838959663,-0.443892969316793,"moderated_fit_95pct_CI","Not significant",40
"Q9UJU6","Low_vs_Control",-0.151911014234303,6.95330189901961,-0.880424385237979,0.379127516506679,0.698803160244958,-5.53087935049105,FALSE,0.172542942677855,424.586669375703,0.187233686725967,-0.491055715194573,"moderated_fit_95pct_CI","Not significant",41
"P00915","Low_vs_Control",-0.150861356365589,11.9714019846895,-0.755438605982053,0.450328826368615,0.757059246204683,-5.706648760179,FALSE,0.199700353107414,518.586669375703,0.241459770907518,-0.543182483638696,"moderated_fit_95pct_CI","Not significant",42
"Q00610","Low_vs_Control",-0.150598325234181,9.12320043005344,-0.95597512041303,0.339530225236831,0.657519517881782,-5.54586270144161,FALSE,0.157533728669754,518.586669375703,0.158884402530506,-0.460081052998868,"moderated_fit_95pct_CI","Not significant",43
"P69892","Low_vs_Control",-0.15049506793823,10.4876884182868,-0.735222382134049,0.462554677850922,0.765302278119859,-5.70104721583262,FALSE,0.204693262331602,491.586669375703,0.251686546488771,-0.552676682365231,"moderated_fit_95pct_CI","Not significant",44
"Q13526","Low_vs_Control",-0.148918194489289,8.50291568798007,-0.998712537538365,0.31851232290355,0.634085491569562,-5.39439976676545,FALSE,0.149110168233538,417.586669375703,0.144181864789921,-0.442018253768499,"moderated_fit_95pct_CI","Not significant",45
"Q9NP58","Low_vs_Control",-0.147725446012963,8.76581546089339,-1.19287660597561,0.233496663499851,0.552531708677865,-5.29226709588312,FALSE,0.123839670652392,488.586669375703,0.0955986032461835,-0.39104949527211,"moderated_fit_95pct_CI","Not significant",46
"Q9Y251","Low_vs_Control",-0.147302869266277,6.87029089089925,-0.835921716405963,0.403704840779907,0.719146262954517,-5.55287063901979,FALSE,0.176216105378389,394.586669375703,0.199136971000679,-0.493742709533233,"moderated_fit_95pct_CI","Not significant",47
"O00151","Low_vs_Control",-0.145714533662545,9.42881383333041,-0.766559448801366,0.443712195857238,0.752340176077277,-5.66872586333816,FALSE,0.190089019045284,490.586669375703,0.227774521609698,-0.519203588934788,"moderated_fit_95pct_CI","Not significant",48
"O15144","Low_vs_Control",-0.144461757049395,8.186134411709,-0.902529551145351,0.367214957129098,0.682590469514822,-5.56807484661572,FALSE,0.160063187810379,494.586669375703,0.170025915219658,-0.458949429318448,"moderated_fit_95pct_CI","Not significant",49
"P30041","Low_vs_Control",-0.142966774757785,10.5314032298132,-1.06189194527191,0.288779003213648,0.603089865400695,-5.44579133675579,FALSE,0.134634013747205,518.586669375703,0.121528341153182,-0.407461890668752,"moderated_fit_95pct_CI","Not significant",50
"P05386","Low_vs_Control",-0.142611623277622,8.52301341331791,-1.29699291191833,0.195239565015572,0.510854380748859,-5.16829588243773,FALSE,0.109955591867261,493.586669375703,0.0734271203356571,-0.358650366890901,"moderated_fit_95pct_CI","Not significant",51
"P63000","Low_vs_Control",-0.141803637790824,9.51532367929739,-1.22167356412739,0.222421416964546,0.538119222745368,-5.25421334173425,FALSE,0.11607326372173,487.586669375703,0.0862618942889019,-0.36986916987055,"moderated_fit_95pct_CI","Not significant",52
"Q96IZ5","Low_vs_Control",-0.141370759470368,9.77933083634285,-1.03704378622889,0.300324324676138,0.614358176298975,-5.35873056716097,FALSE,0.136320916578122,411.586669375703,0.126601319557777,-0.409342838498512,"moderated_fit_95pct_CI","Not significant",53
"Q14247","Low_vs_Control",-0.137963063108012,8.18664052884128,-0.788417585412288,0.430864340599335,0.742547857424363,-5.62216508019276,FALSE,0.174987298178879,453.586669375703,0.205923333038252,-0.481849459254276,"moderated_fit_95pct_CI","Not significant",54
"Q9UPN7","Low_vs_Control",-0.137584915770365,6.77480540693753,-1.02460845302112,0.306123243859443,0.619154769667759,-5.40168731876558,FALSE,0.134280480865337,430.586669375703,0.126341843023746,-0.401511674564476,"moderated_fit_95pct_CI","Not significant",55
"Q86VP6","Low_vs_Control",-0.137529816031778,7.89533963043312,-1.12752661125763,0.260041303376799,0.579544462974954,-5.37853153942653,FALSE,0.121974785037116,518.586669375703,0.102095624885281,-0.377155256948837,"moderated_fit_95pct_CI","Not significant",56
"Q13228","Low_vs_Control",-0.136478702932653,7.9599001279453,-0.847884053612094,0.396906153030573,0.718088512765647,-5.6195210637805,FALSE,0.160963875132733,502.586669375703,0.179766266403239,-0.452723672268545,"moderated_fit_95pct_CI","Not significant",57
"O00487","Low_vs_Control",-0.136011477074241,8.01039292476217,-0.821032233038762,0.412063040612028,0.726812300415312,-5.59579796024982,FALSE,0.165659119826322,449.586669375703,0.189550859766659,-0.461573813915141,"moderated_fit_95pct_CI","Not significant",58
"P31431","Low_vs_Control",-0.133054362525245,8.97947961589843,-1.04140996505368,0.298170575697552,0.612633994944504,-5.46595874229544,FALSE,0.127763673279606,518.586669375703,0.117943632949742,-0.384052358000232,"moderated_fit_95pct_CI","Not significant",59
"P30626","Low_vs_Control",-0.131035493555435,7.82879556951052,-0.85891973517324,0.390882329678144,0.710424918578528,-5.55383879542564,FALSE,0.152558485024222,413.586669375703,0.168851218095123,-0.430922205205993,"moderated_fit_95pct_CI","Not significant",60
"P00558","Low_vs_Control",-0.131026651760866,9.7820827112913,-1.03145705214143,0.302807335591961,0.615344808935324,-5.47561761473673,FALSE,0.127030642224839,518.586669375703,0.118531268294838,-0.38058457181657,"moderated_fit_95pct_CI","Not significant",61
"P10619","Low_vs_Control",-0.129800238169555,6.73039017605738,-0.943512888148562,0.345993047315755,0.661615620812491,-5.44580636093844,FALSE,0.137571240202409,396.586669375703,0.140659825300135,-0.400260301639245,"moderated_fit_95pct_CI","Not significant",62
"P00918","Low_vs_Control",-0.129135002570578,10.490286440996,-0.796277713369259,0.426234996750324,0.7408739216242,-5.67695173694414,FALSE,0.162173322701918,518.586669375703,0.189462434970357,-0.447732440111513,"moderated_fit_95pct_CI","Not significant",63
"Q9NUQ9","Low_vs_Control",-0.127380280799831,7.29107790280348,-1.2042489405511,0.229068199013304,0.544432880453178,-5.27845751076706,FALSE,0.105775705097601,495.586669375703,0.0804438359225504,-0.335204397522212,"moderated_fit_95pct_CI","Not significant",64
"P48426","Low_vs_Control",-0.125979708301198,7.41857740103592,-0.878081180639988,0.380343045536055,0.698876001885396,-5.5790632432422,FALSE,0.143471595882943,475.586669375703,0.155936896079466,-0.407896312681862,"moderated_fit_95pct_CI","Not significant",65
"Q99497","Low_vs_Control",-0.125169111261998,8.74573045486422,-0.868876240611104,0.385343183676821,0.703065643226007,-5.58422588641965,FALSE,0.14405861895126,486.586669375703,0.1578846475676,-0.408222870091596,"moderated_fit_95pct_CI","Not significant",66
"P13798","Low_vs_Control",-0.124442105099245,8.14075648618334,-0.893784812779591,0.37186061388892,0.68806209073124,-5.59344165629464,FALSE,0.139230498571844,507.586669375703,0.149096897194516,-0.397981107393006,"moderated_fit_95pct_CI","Not significant",67
"P78417","Low_vs_Control",-0.123273373269358,9.64712903841864,-0.876127624298848,0.381368653466924,0.698876001885396,-5.61352125300151,FALSE,0.140702529917387,515.586669375703,0.153147402352012,-0.399694148890728,"moderated_fit_95pct_CI","Not significant",68
"Q86UX7","Low_vs_Control",-0.123049846238281,10.1858235340547,-0.799412200733486,0.424417435575137,0.7408739216242,-5.6746079994785,FALSE,0.153925404347568,518.586669375703,0.179344151618726,-0.425443844095288,"moderated_fit_95pct_CI","Not significant",69
"Q5QJ74","Low_vs_Control",-0.121468661885279,8.63125110941578,-0.661639927923081,0.508569568674867,0.802052141785439,-5.63567040080465,FALSE,0.183587260621612,414.586669375703,0.239409267357106,-0.482346591127664,"moderated_fit_95pct_CI","Not significant",70
"Q9BS26","Low_vs_Control",-0.121284077429229,9.66366149782884,-0.930080098453187,0.352765716828342,0.67090986463109,-5.56529242139567,FALSE,0.13040175532294,514.586669375703,0.134901217780582,-0.37746937263904,"moderated_fit_95pct_CI","Not significant",71
"P55010","Low_vs_Control",-0.120776850949329,7.92805363114097,-0.766411984552366,0.443849225217139,0.752340176077277,-5.62340247650954,FALSE,0.157587372566819,432.586669375703,0.188955302313279,-0.430509004211937,"moderated_fit_95pct_CI","Not significant",72
"P22735","Low_vs_Control",-0.119280078328091,8.92787899244459,-0.651379456225679,0.515125726797426,0.806646226546391,-5.71383436812972,FALSE,0.183119189879339,461.586669375703,0.240570489182032,-0.479130645838215,"moderated_fit_95pct_CI","Not significant",73
"Q9UHC1","Low_vs_Control",-0.115942133101449,9.53295375279099,-0.563949190480144,0.573066819195627,0.838411568854716,-5.75748109111044,FALSE,0.205589679103424,454.586669375703,0.288081921742837,-0.519966187945735,"moderated_fit_95pct_CI","Not significant",74
"P47755","Low_vs_Control",-0.115179601913125,7.99623947395014,-0.898702898824174,0.369274469562282,0.684670580395069,-5.55174844066123,FALSE,0.128162045614653,466.586669375703,0.136666672072929,-0.367025875899179,"moderated_fit_95pct_CI","Not significant",75
"O00299","Low_vs_Control",-0.114792952604882,10.2654260656412,-0.993139660629824,0.321105060700916,0.63776268288797,-5.51194071391152,FALSE,0.115585911182001,518.586669375703,0.11228123262413,-0.341867137833894,"moderated_fit_95pct_CI","Not significant",76
"P04075","Low_vs_Control",-0.113550707709445,9.79401082826091,-0.911925535617154,0.36223163270032,0.679006746787267,-5.58439984166499,FALSE,0.124517521743262,518.586669375703,0.131070064038988,-0.358171479457878,"moderated_fit_95pct_CI","Not significant",77
"P32119","Low_vs_Control",-0.113263040949615,12.1770416152324,-0.678585959996933,0.497702940856736,0.795658882038528,-5.75830430887604,FALSE,0.166910380742518,518.586669375703,0.214640579187035,-0.441166661086265,"moderated_fit_95pct_CI","Not significant",78
"P17844","Low_vs_Control",-0.113108920783418,11.6543248983876,-0.634293772473871,0.526186592038734,0.807894953786536,-5.75835494758851,FALSE,0.178322609636022,487.586669375703,0.237266691519375,-0.463484533086211,"moderated_fit_95pct_CI","Not significant",79
"P0DPH7;P0DPH8","Low_vs_Control",-0.111295958458092,11.0208180644804,-0.731747847410724,0.464653023489289,0.766206213652707,-5.72316125129286,FALSE,0.152096051736825,518.586669375703,0.187504186572622,-0.410096103488806,"moderated_fit_95pct_CI","Not significant",80
"Q06481","Low_vs_Control",-0.109480569040517,9.1611703024845,-0.825470258520182,0.409484959254191,0.723968057342571,-5.65410265202241,FALSE,0.132628120650625,517.586669375703,0.15107504919205,-0.370036187273084,"moderated_fit_95pct_CI","Not significant",81
"Q9C0C9","Low_vs_Control",-0.108846991411454,8.5368587714068,-0.708800100404847,0.478768890421901,0.776645462516976,-5.73793487792774,FALSE,0.15356514671666,515.586669375703,0.192843369015983,-0.410537351838891,"moderated_fit_95pct_CI","Not significant",82
"P00352","Low_vs_Control",-0.107731305737899,7.67142346273146,-0.65114285599552,0.515263558937583,0.806646226546391,-5.7537616599584,FALSE,0.165449570314629,483.586669375703,0.217357519420434,-0.432820130896232,"moderated_fit_95pct_CI","Not significant",83
"P54578","Low_vs_Control",-0.10616442251863,8.16321289748288,-0.721785958470681,0.470766486006988,0.767964091081382,-5.71920196129209,FALSE,0.147085740963388,495.586669375703,0.182824094929376,-0.395152939966636,"moderated_fit_95pct_CI","Not significant",84
"P50395","Low_vs_Control",-0.105307765562364,8.84589954259532,-0.924440291765981,0.355687072778053,0.67237925433687,-5.57363539163971,FALSE,0.113915161963778,518.586669375703,0.118484150975157,-0.329099682099885,"moderated_fit_95pct_CI","Not significant",85
"Q7L9L4","Low_vs_Control",-0.105100619427565,7.19129141736628,-0.664976396577006,0.506457023568265,0.80193039307589,-5.63966035961752,FALSE,0.15805165411671,391.586669375703,0.205635339036466,-0.415836577891596,"moderated_fit_95pct_CI","Not significant",86
"Q9ULV4","Low_vs_Control",-0.103877386881852,7.96139469694375,-0.510568340745207,0.60990848008473,0.85861072013731,-5.78234876024639,FALSE,0.203454422438798,441.586669375703,0.295981892852752,-0.503736666616456,"moderated_fit_95pct_CI","Not significant",87
"Q9NTK5","Low_vs_Control",-0.103677758016839,7.6016897265331,-0.806577062652581,0.420288683415472,0.735890075723793,-5.66238105832272,FALSE,0.128540424489478,506.586669375703,0.148860196793609,-0.356215712827287,"moderated_fit_95pct_CI","Not significant",88
"Q06830","Low_vs_Control",-0.103567287755546,11.3367596012712,-0.761681333073931,0.446596463887368,0.754321942537674,-5.70221019512216,FALSE,0.135971938996558,518.586669375703,0.163556247854564,-0.370690823365656,"moderated_fit_95pct_CI","Not significant",89
"P40197","Low_vs_Control",-0.102295051486667,8.7162800292999,-0.790829650618497,0.429404917873957,0.740994768027983,-5.68100354083522,FALSE,0.129351563142155,518.586669375703,0.151822431416196,-0.35641253438953,"moderated_fit_95pct_CI","Not significant",90
"O95810","Low_vs_Control",-0.101976445573346,8.6981532830752,-0.52765949300325,0.597965358423309,0.853421724745566,-5.83692965097345,FALSE,0.193261842012795,509.586669375703,0.277711597670681,-0.481664488817373,"moderated_fit_95pct_CI","Not significant",91
"P00568","Low_vs_Control",-0.101641622513501,8.6421613641535,-0.669305040572276,0.50360522531241,0.800631810529929,-5.75591293534477,FALSE,0.151861432907474,507.586669375703,0.196712727075905,-0.399995972102907,"moderated_fit_95pct_CI","Not significant",92
"Q01518","Low_vs_Control",-0.100301122374626,10.0188308191564,-0.603565935450811,0.546396167913492,0.823037925197424,-5.80339740643667,FALSE,0.166180886765436,518.586669375703,0.226169371105138,-0.42677161585439,"moderated_fit_95pct_CI","Not significant",93
"P19013","Low_vs_Control",-0.100225978437059,12.9792234996586,-0.808900964389439,0.418943777592164,0.734432001304601,-5.66468406647269,FALSE,0.123903892873598,517.586669375703,0.143190389454828,-0.343642346328946,"moderated_fit_95pct_CI","Not significant",94
"Q13421","Low_vs_Control",-0.0992111332035392,7.37967474212312,-0.85487041946603,0.393103861907851,0.712656053066825,-5.57356957706796,FALSE,0.116054001804751,425.586669375703,0.128899241896465,-0.327321508303543,"moderated_fit_95pct_CI","Not significant",95
"P25815","Low_vs_Control",-0.098983750238415,7.70160159653353,-0.493885508607652,0.621662539754742,0.863641229734237,-5.71879903540859,FALSE,0.200418413809037,393.586669375703,0.295040767855387,-0.493008268332217,"moderated_fit_95pct_CI","Not significant",96
"P21980","Low_vs_Control",-0.097169897180704,8.04439592981182,-0.571797159268798,0.567735348716719,0.836403117578683,-5.78373270647298,FALSE,0.169937705365593,465.586669375703,0.236769973678078,-0.431109768039486,"moderated_fit_95pct_CI","Not significant",97
"Q96FZ7","Low_vs_Control",-0.0971234951363522,7.3122441123634,-0.725342842254732,0.468665234205409,0.767964091081382,-5.62331473068749,FALSE,0.133900122091842,400.586669375703,0.166111237700048,-0.360358227972752,"moderated_fit_95pct_CI","Not significant",98
"P37840","Low_vs_Control",-0.096826416197155,9.39023301811042,-0.558753040327695,0.576571925109451,0.840248110372919,-5.82762824139179,FALSE,0.173290182260787,517.586669375703,0.243612175189766,-0.437265007584076,"moderated_fit_95pct_CI","Not significant",99
"Q9Y490","Low_vs_Control",-0.0967455418048448,10.252932011198,-0.538202754778539,0.590667990558736,0.852988820202645,-5.83839036838419,FALSE,0.179756682673715,518.586669375703,0.256395267833552,-0.449886351443242,"moderated_fit_95pct_CI","Not significant",100
"P35579","Low_vs_Control",-0.0958031801177555,10.4092629794847,-0.516645806727157,0.605623679390835,0.858603967706812,-5.84905363134223,FALSE,0.185432996591318,518.586669375703,0.26848902630216,-0.460095386537671,"moderated_fit_95pct_CI","Not significant",101
"P49721","Low_vs_Control",-0.095430139329201,7.08669169987332,-0.724087385176867,0.469409925193599,0.767964091081382,-5.6405236587028,FALSE,0.131793677507434,425.586669375703,0.163617413917677,-0.354477692576079,"moderated_fit_95pct_CI","Not significant",102
"P60709","Low_vs_Control",-0.0953411604668517,14.174590185557,-0.642907536423249,0.520568249001811,0.807894953786536,-5.78040685248055,FALSE,0.148296846848728,518.586669375703,0.195995260432949,-0.386677581366653,"moderated_fit_95pct_CI","Not significant",103
"P04350","Low_vs_Control",-0.0947357266792324,9.3406841749838,-0.734994362996047,0.462703678612216,0.765302278119859,-5.6754516154499,FALSE,0.128893133673927,477.586669375703,0.158532009907909,-0.348003463266374,"moderated_fit_95pct_CI","Not significant",104
"P68366","Low_vs_Control",-0.0945155714790271,10.3547113227835,-0.547493840645787,0.584275499891692,0.848988211194624,-5.8334685700338,FALSE,0.172633122899689,517.586669375703,0.244632188768869,-0.433663331726923,"moderated_fit_95pct_CI","Not significant",105
"P21333","Low_vs_Control",-0.0919538596006451,10.0672036214897,-0.520309381429969,0.603070008919166,0.856239992861469,-5.84727212981586,FALSE,0.176729197824432,518.586669375703,0.255239307730711,-0.439147026932002,"moderated_fit_95pct_CI","Not significant",106
"O60234","Low_vs_Control",-0.0918834393103323,7.33468514488591,-0.575497418958288,0.565281318078231,0.836403117578683,-5.70337504043625,FALSE,0.159659168370644,396.586669375703,0.22200068899664,-0.405767567617304,"moderated_fit_95pct_CI","Not significant",107
"P26641","Low_vs_Control",-0.091018343444329,7.35215954676175,-0.563206181647684,0.573557705053331,0.838411568854716,-5.79143310581624,FALSE,0.161607500787812,479.586669375703,0.226527914733049,-0.408564601621707,"moderated_fit_95pct_CI","Not significant",108
"P69905","Low_vs_Control",-0.0908165469487692,17.1221016525983,-0.488767125774502,0.625213203417726,0.865433147468273,-5.86219837173637,FALSE,0.185807396119084,518.586669375703,0.274211185685789,-0.455844279583328,"moderated_fit_95pct_CI","Not significant",109
"Q9H4B7","Low_vs_Control",-0.0900544983393274,9.61681593635641,-0.462063013867703,0.64423104192992,0.878316297919855,-5.87270666680517,FALSE,0.194896573922949,515.586669375703,0.292834580921442,-0.472943577600097,"moderated_fit_95pct_CI","Not significant",110
