"Protein","Exposure","N_total","N_observed","Mean","SE"
"P58335","Control",153,153,8.82857701430406,0.0639584324911044
"P58335","Short exposure",186,186,9.2400443852178,0.0522297310932394
"P58335","Long exposure",176,176,9.09698262086908,0.0620832029450528
