"Protein","UniqueSampleID","Exposure","Log2_abundance"
"Q6EMK4","20260527_XZ_GG_4","Short exposure",11.0847498453692
"Q6EMK4","20260527_XZ_GG_5","Short exposure",11.047590578688
"Q6EMK4","20260527_XZ_GG_6","Short exposure",11.2428518052659
"Q6EMK4","20260527_XZ_GG_7","Short exposure",10.8485610522082
"Q6EMK4","20260527_XZ_GG_8","Short exposure",10.3190112117035
"Q6EMK4","20260527_XZ_GG_9","Short exposure",10.7188723055974
"Q6EMK4","20260527_XZ_GG_10","Short exposure",10.8030735783549
"Q6EMK4","20260527_XZ_GG_11","Short exposure",10.4258533455434
"Q6EMK4","20260527_XZ_GG_12","Short exposure",10.8971360410262
"Q6EMK4","20260527_XZ_GG_13","Short exposure",10.8122637908738
"Q6EMK4","20260527_XZ_GG_14","Short exposure",11.0526599170599
"Q6EMK4","20260527_XZ_GG_15","Short exposure",11.2620724728868
"Q6EMK4","20260527_XZ_GG_16","Short exposure",10.7737047619259
"Q6EMK4","20260527_XZ_GG_17","Short exposure",10.7223050605771
"Q6EMK4","20260527_XZ_GG_18","Short exposure",11.0405716705435
"Q6EMK4","20260527_XZ_GG_19","Short exposure",11.2795131008153
"Q6EMK4","20260527_XZ_GG_20","Short exposure",10.3669097957735
"Q6EMK4","20260527_XZ_GG_21","Short exposure",10.395582378662
"Q6EMK4","20260527_XZ_GG_22","Short exposure",10.6566237646575
"Q6EMK4","20260527_XZ_GG_23","Short exposure",9.54348618864562
"Q6EMK4","20260527_XZ_GG_24","Short exposure",10.7492555700381
"Q6EMK4","20260527_XZ_GG_25","Short exposure",10.204939585477
"Q6EMK4","20260527_XZ_GG_26","Short exposure",10.7801419377751
"Q6EMK4","20260527_XZ_GG_27","Short exposure",10.4924354878234
"Q6EMK4","20260527_XZ_GG_28","Short exposure",10.7498304617142
"Q6EMK4","20260527_XZ_GG_29","Short exposure",9.85283578868865
"Q6EMK4","20260527_XZ_GG_30","Short exposure",11.2852028110424
"Q6EMK4","20260527_XZ_GG_31","Long exposure",10.4095842559643
"Q6EMK4","20260527_XZ_GG_32","Long exposure",10.3859030712658
"Q6EMK4","20260527_XZ_GG_33","Long exposure",10.6074578751389
"Q6EMK4","20260527_XZ_GG_34","Long exposure",10.6415367155354
"Q6EMK4","20260527_XZ_GG_35","Long exposure",10.7205879820103
"Q6EMK4","20260527_XZ_GG_36","Long exposure",10.2744580654068
"Q6EMK4","20260527_XZ_GG_37","Long exposure",10.2863400396542
"Q6EMK4","20260527_XZ_GG_38","Long exposure",10.4004153789227
"Q6EMK4","20260527_XZ_GG_39","Long exposure",10.2602749439201
"Q6EMK4","20260527_XZ_GG_40","Long exposure",10.4039570383594
"Q6EMK4","20260527_XZ_GG_41","Long exposure",10.6838198375482
"Q6EMK4","20260527_XZ_GG_42","Long exposure",10.3197260003021
"Q6EMK4","20260527_XZ_GG_43","Long exposure",11.149672859845
"Q6EMK4","20260527_XZ_GG_44","Long exposure",10.5108382795742
"Q6EMK4","20260527_XZ_GG_46","Long exposure",10.4430089031241
"Q6EMK4","20260527_XZ_GG_47","Long exposure",10.4403360505922
"Q6EMK4","20260527_XZ_GG_50","Long exposure",11.4198455088171
"Q6EMK4","20260527_XZ_GG_51","Long exposure",10.146056956413
"Q6EMK4","20260527_XZ_GG_52","Long exposure",10.6078855185983
"Q6EMK4","20260527_XZ_GG_53","Long exposure",10.306737037888
"Q6EMK4","20260527_XZ_GG_55","Long exposure",10.150748863679
"Q6EMK4","20260527_XZ_GG_56","Long exposure",10.1840782390635
"Q6EMK4","20260527_XZ_GG_59","Long exposure",9.97645277200223
"Q6EMK4","20260527_XZ_GG_60","Control",9.93295802685738
"Q6EMK4","20260527_XZ_GG_62","Control",9.95328866665884
"Q6EMK4","20260527_XZ_GG_64","Control",10.3578321161881
"Q6EMK4","20260527_XZ_GG_65","Control",10.3019920652011
"Q6EMK4","20260527_XZ_GG_66","Control",10.837790465101
"Q6EMK4","20260527_XZ_GG_68","Control",10.0231088097163
"Q6EMK4","20260527_XZ_GG_69","Control",9.89742062443672
"Q6EMK4","20260527_XZ_GG_71","Control",10.5971937356342
"Q6EMK4","20260527_XZ_GG_72","Control",10.7633402386594
"Q6EMK4","20260527_XZ_GG_73","Control",9.94561788208956
"Q6EMK4","20260527_XZ_GG_74","Control",9.7515417095887
"Q6EMK4","20260527_XZ_GG_75","Control",10.4103134069887
"Q6EMK4","20260527_XZ_GG_76","Control",10.7936407136162
"Q6EMK4","20260527_XZ_GG_77","Control",10.3218092155813
"Q6EMK4","20260527_XZ_GG_78","Control",10.7967518969228
"Q6EMK4","20260527_XZ_GG_79","Control",11.0329517288688
"Q6EMK4","20260527_XZ_GG_80","Control",10.8396182412951
"Q6EMK4","20260527_XZ_GG_81","Short exposure",10.7164992253648
"Q6EMK4","20260527_XZ_GG_82","Short exposure",10.7798331511254
"Q6EMK4","20260527_XZ_GG_83","Short exposure",9.98225335640013
"Q6EMK4","20260527_XZ_GG_84","Short exposure",10.612212826892
"Q6EMK4","20260527_XZ_GG_85","Short exposure",10.6833129181551
"Q6EMK4","20260527_XZ_GG_86","Short exposure",11.1155418814475
"Q6EMK4","20260527_XZ_GG_87","Short exposure",10.6069649516442
"Q6EMK4","20260527_XZ_GG_88","Short exposure",10.8155149326968
"Q6EMK4","20260527_XZ_GG_89","Short exposure",10.3413714124662
"Q6EMK4","20260527_XZ_GG_92","Short exposure",10.5839238103095
"Q6EMK4","20260527_XZ_GG_93","Short exposure",10.9394003132443
"Q6EMK4","20260527_XZ_GG_94","Short exposure",10.1128479865112
"Q6EMK4","20260527_XZ_GG_95","Short exposure",10.3919709262172
"Q6EMK4","20260527_XZ_GG_96","Short exposure",10.891079553916
"Q6EMK4","20260527_XZ_GG_97","Short exposure",10.0586008760757
"Q6EMK4","20260527_XZ_GG_98","Short exposure",10.6525850502615
"Q6EMK4","20260527_XZ_GG_99","Short exposure",10.432328564404
"Q6EMK4","20260527_XZ_GG_100","Short exposure",10.3279568872016
"Q6EMK4","20260527_XZ_GG_101","Short exposure",9.88067109592629
"Q6EMK4","20260527_XZ_GG_102","Short exposure",11.0630563173479
"Q6EMK4","20260527_XZ_GG_103","Short exposure",10.7243805152738
"Q6EMK4","20260527_XZ_GG_104","Short exposure",11.1173702711704
"Q6EMK4","20260527_XZ_GG_105","Short exposure",10.3635440704662
"Q6EMK4","20260527_XZ_GG_106","Short exposure",10.0547723870497
"Q6EMK4","20260527_XZ_GG_121","Control",10.4567725066509
"Q6EMK4","20260527_XZ_GG_122","Control",10.8676534438195
"Q6EMK4","20260527_XZ_GG_123","Long exposure",9.87185392608074
"Q6EMK4","20260527_XZ_GG_124","Long exposure",10.1848521942124
"Q6EMK4","20260527_XZ_GG_125","Control",9.53531085931122
"Q6EMK4","20260527_XZ_GG_126","Control",9.82903942040221
"Q6EMK4","20260527_XZ_GG_128","Control",10.8129936657253
"Q6EMK4","20260527_XZ_GG_129","Control",11.1112355050417
"Q6EMK4","20260527_XZ_GG_130","Control",9.54119991389622
"Q6EMK4","20260527_XZ_GG_131","Control",11.2622594732319
"Q6EMK4","20260527_XZ_GG_132","Control",11.3575626087777
"Q6EMK4","20260527_XZ_GG_135","Control",10.9355149790326
"Q6EMK4","20260527_XZ_GG_136","Control",10.3449419523348
"Q6EMK4","20260527_XZ_GG_137","Control",10.7520334889633
"Q6EMK4","20260527_XZ_GG_138","Short exposure",9.59039390961604
"Q6EMK4","20260527_XZ_GG_139","Short exposure",10.849697633818
"Q6EMK4","20260527_XZ_GG_140","Long exposure",10.6493247119396
"Q6EMK4","20260527_XZ_GG_141","Long exposure",10.499978328549
"Q6EMK4","20260527_XZ_GG_142","Long exposure",9.87313316371118
"Q6EMK4","20260527_XZ_GG_143","Short exposure",10.7605233199319
"Q6EMK4","20260527_XZ_GG_144","Long exposure",10.6831533312537
"Q6EMK4","20260527_XZ_GG_145","Long exposure",10.3732553451594
"Q6EMK4","20260527_XZ_GG_146","Short exposure",10.6808138399873
"Q6EMK4","20260527_XZ_GG_147","Long exposure",10.8347981574303
"Q6EMK4","20260527_XZ_GG_148","Long exposure",10.3928117308808
"Q6EMK4","20260527_XZ_GG_149","Long exposure",10.8870239425355
"Q6EMK4","20260527_XZ_GG_150","Long exposure",10.6582646635751
"Q6EMK4","20260527_XZ_GG_151","Short exposure",10.8475623556128
"Q6EMK4","20260527_XZ_GG_152","Control",10.759061833201
"Q6EMK4","20260527_XZ_GG_153","Long exposure",10.5597149165296
"Q6EMK4","20260527_XZ_GG_154","Short exposure",10.4357281154853
"Q6EMK4","20260527_XZ_GG_155","Long exposure",10.2347249154718
"Q6EMK4","20260527_XZ_GG_156","Long exposure",10.5949012326045
"Q6EMK4","20260527_XZ_GG_157","Long exposure",10.7144722417769
"Q6EMK4","20260527_XZ_GG_158","Short exposure",10.8010400705395
"Q6EMK4","20260527_XZ_GG_159","Long exposure",11.1447032031364
"Q6EMK4","20260527_XZ_GG_160","Long exposure",9.82857059163232
"Q6EMK4","20260527_XZ_GG_161","Short exposure",10.6033499295665
"Q6EMK4","20260527_XZ_GG_162","Long exposure",10.8665147017144
"Q6EMK4","20260527_XZ_GG_163","Short exposure",11.3116831901596
"Q6EMK4","20260527_XZ_GG_164","Short exposure",10.6799003404022
"Q6EMK4","20260527_XZ_GG_165","Long exposure",11.304053943962
"Q6EMK4","20260527_XZ_GG_166","Short exposure",10.0832653821704
"Q6EMK4","20260527_XZ_GG_167","Long exposure",10.1906171387424
"Q6EMK4","20260527_XZ_GG_168","Long exposure",10.0113409034819
"Q6EMK4","20260527_XZ_GG_169","Long exposure",9.79678278482148
"Q6EMK4","20260527_XZ_GG_170","Short exposure",10.1551980863566
"Q6EMK4","20260527_XZ_GG_171","Long exposure",10.3227118476753
"Q6EMK4","20260717_GZ_TH_1","Control",9.11359592992341
"Q6EMK4","20260717_GZ_TH_2","Control",9.48799258921909
"Q6EMK4","20260717_GZ_TH_3","Control",8.63377738915836
"Q6EMK4","20260717_GZ_TH_4","Control",8.6219209600417
"Q6EMK4","20260717_GZ_TH_6","Long exposure",9.38724008819951
"Q6EMK4","20260717_GZ_TH_7","Long exposure",9.66719742845818
"Q6EMK4","20260717_GZ_TH_8","Long exposure",9.82872368940176
"Q6EMK4","20260717_GZ_TH_9","Long exposure",9.01848155412904
"Q6EMK4","20260717_GZ_TH_10","Long exposure",8.77515531619272
"Q6EMK4","20260717_GZ_TH_11","Long exposure",9.20784174136364
"Q6EMK4","20260717_GZ_TH_12","Short exposure",9.19976159522168
"Q6EMK4","20260717_GZ_TH_13","Short exposure",9.92499286037542
"Q6EMK4","20260717_GZ_TH_14","Long exposure",9.80752237430326
"Q6EMK4","20260717_GZ_TH_15","Short exposure",9.55213996628613
"Q6EMK4","20260717_GZ_TH_16","Short exposure",9.87548567746494
"Q6EMK4","20260717_GZ_TH_17","Short exposure",9.79133570873277
"Q6EMK4","20260717_GZ_TH_18","Short exposure",10.6022321823642
"Q6EMK4","20260717_GZ_TH_19","Short exposure",9.71698478410345
"Q6EMK4","20260717_GZ_TH_20","Short exposure",10.0436823317054
"Q6EMK4","20260717_GZ_TH_21","Long exposure",10.0509186036906
"Q6EMK4","20260717_GZ_TH_22","Short exposure",9.46347198825605
"Q6EMK4","20260717_GZ_TH_23","Control",8.742808791288
"Q6EMK4","20260717_GZ_TH_24","Control",9.77109165538725
"Q6EMK4","20260717_GZ_TH_25","Long exposure",9.35627383399883
"Q6EMK4","20260717_GZ_TH_26","Long exposure",9.93746721576354
"Q6EMK4","20260717_GZ_TH_27","Long exposure",8.72717864873463
"Q6EMK4","20260717_GZ_TH_28","Long exposure",9.12608669459101
"Q6EMK4","20260717_GZ_TH_29","Long exposure",9.41682007263183
"Q6EMK4","20260717_GZ_TH_30","Long exposure",10.0529099493689
"Q6EMK4","20260717_GZ_TH_31","Long exposure",9.88493858387068
"Q6EMK4","20260717_GZ_TH_32","Long exposure",10.1978812286648
"Q6EMK4","20260717_GZ_TH_33","Long exposure",10.1332598235245
"Q6EMK4","20260717_GZ_TH_35","Long exposure",9.40267849415208
"Q6EMK4","20260717_GZ_TH_36","Control",10.0297543069197
"Q6EMK4","20260717_GZ_TH_37","Control",9.19109190528265
"Q6EMK4","20260717_GZ_TH_38","Long exposure",10.5498072249196
"Q6EMK4","20260717_GZ_TH_39","Long exposure",9.72629155405648
"Q6EMK4","20260717_GZ_TH_40","Long exposure",9.49616391848715
"Q6EMK4","20260717_GZ_TH_41","Long exposure",9.63207875584815
"Q6EMK4","20260717_GZ_TH_42","Control",8.35536386772117
"Q6EMK4","20260717_GZ_TH_43","Control",9.35489165787863
"Q6EMK4","20260717_GZ_TH_44","Control",9.32169899580698
"Q6EMK4","20260717_GZ_TH_45","Control",9.69449264723839
"Q6EMK4","20260717_GZ_TH_46","Short exposure",9.66480824909159
"Q6EMK4","20260717_GZ_TH_47","Short exposure",9.62503021322757
"Q6EMK4","20260717_GZ_TH_48","Long exposure",9.57440054380672
"Q6EMK4","20260717_GZ_TH_49","Control",9.59161114083259
"Q6EMK4","20260717_GZ_TH_50","Control",10.0521165940564
"Q6EMK4","20260717_GZ_TH_51","Control",8.44911488422015
"Q6EMK4","20260717_GZ_TH_53","Control",9.37612048627411
"Q6EMK4","20260717_GZ_TH_54","Control",8.93722581175041
"Q6EMK4","20260717_GZ_TH_55","Control",9.26734363903944
"Q6EMK4","20260717_GZ_TH_57","Control",9.57441948528379
"Q6EMK4","20260717_GZ_TH_58","Control",9.96937694723792
"Q6EMK4","20260717_GZ_TH_59","Control",9.64225500987896
"Q6EMK4","20260717_GZ_TH_61","Control",9.60935461216267
"Q6EMK4","20260717_GZ_TH_62","Short exposure",9.30822777640361
"Q6EMK4","20260717_GZ_TH_63","Control",9.62095238785256
"Q6EMK4","20260717_GZ_TH_64","Control",9.08007956222876
"Q6EMK4","20260717_GZ_TH_65","Control",8.6705375048774
"Q6EMK4","20260717_GZ_TH_66","Control",9.37677826728737
"Q6EMK4","20260717_GZ_TH_67","Control",8.97907738148908
"Q6EMK4","20260717_GZ_TH_68","Control",9.30222724398513
"Q6EMK4","20260717_GZ_TH_69","Control",9.43296618465058
"Q6EMK4","20260717_GZ_TH_70","Control",10.1522076179138
"Q6EMK4","20260717_GZ_TH_71","Control",9.5868235280176
"Q6EMK4","20260717_GZ_TH_72","Control",9.49825186594004
"Q6EMK4","20260717_GZ_TH_73","Control",9.09928824955935
"Q6EMK4","20260717_GZ_TH_74","Control",9.26576368101578
"Q6EMK4","20260717_GZ_TH_75","Control",8.23012322411243
"Q6EMK4","20260717_GZ_TH_76","Control",9.83942342851962
"Q6EMK4","20260717_GZ_TH_77","Control",10.4259383507041
"Q6EMK4","20260717_GZ_TH_78","Control",9.59053200014037
"Q6EMK4","20260717_GZ_TH_79","Control",10.2980993559646
"Q6EMK4","20260717_GZ_TH_80","Control",8.83027360335077
"Q6EMK4","20260717_GZ_TH_87","Short exposure",9.02988857284586
"Q6EMK4","20260717_GZ_TH_88","Control",9.21484246461917
"Q6EMK4","20260717_GZ_TH_89","Short exposure",9.43132824283937
"Q6EMK4","20260717_GZ_TH_90","Long exposure",9.71517860010201
"Q6EMK4","20260717_GZ_TH_93","Short exposure",9.75359391860738
"Q6EMK4","20260717_GZ_TH_94","Short exposure",9.52831173703712
"Q6EMK4","20260717_GZ_TH_95","Short exposure",9.097115086405
"Q6EMK4","20260717_GZ_TH_96","Short exposure",9.66180570985316
"Q6EMK4","20260717_GZ_TH_98","Short exposure",9.74988210891432
"Q6EMK4","20260717_GZ_TH_99","Short exposure",9.60162674253727
"Q6EMK4","20260717_GZ_TH_100","Short exposure",10.0873558438406
"Q6EMK4","20260717_GZ_TH_101","Short exposure",10.3985917073231
"Q6EMK4","20260717_GZ_TH_102","Short exposure",9.82912480403706
"Q6EMK4","20260717_GZ_TH_103","Short exposure",10.5708835172732
"Q6EMK4","20260717_GZ_TH_104","Short exposure",9.91452099526006
"Q6EMK4","20260717_GZ_TH_106","Short exposure",8.86728354785045
"Q6EMK4","20260717_GZ_TH_107","Long exposure",9.05906879804051
"Q6EMK4","20260717_GZ_TH_108","Long exposure",9.58020576797214
"Q6EMK4","20260717_GZ_TH_109","Long exposure",10.4371154209786
"Q6EMK4","20260717_GZ_TH_110","Control",9.51369603549681
"Q6EMK4","20260717_GZ_TH_111","Long exposure",9.34014865275447
"Q6EMK4","20260717_GZ_TH_112","Long exposure",9.64482931082911
"Q6EMK4","20260717_GZ_TH_114","Long exposure",8.96767104014416
"Q6EMK4","20260717_GZ_TH_115","Long exposure",9.11421129320751
"Q6EMK4","20260717_GZ_TH_117","Control",9.93397117956402
"Q6EMK4","20260717_GZ_TH_118","Control",9.74164030878447
"Q6EMK4","20260717_GZ_TH_119","Long exposure",9.11118519043628
"Q6EMK4","20260717_GZ_TH_120","Long exposure",9.95078217961717
"Q6EMK4","20260717_GZ_TH_121","Control",9.06875581309717
"Q6EMK4","20260717_GZ_TH_122","Long exposure",10.537762509359
"Q6EMK4","20260717_GZ_TH_123","Long exposure",9.56780316000674
"Q6EMK4","20260717_GZ_TH_124","Long exposure",9.82830909677061
"Q6EMK4","20260717_GZ_TH_125","Long exposure",8.81948467949254
"Q6EMK4","20260717_GZ_TH_126","Long exposure",9.2663516315338
"Q6EMK4","20260717_GZ_TH_128","Long exposure",9.63559203716173
"Q6EMK4","20260717_GZ_TH_129","Long exposure",9.58449669651341
"Q6EMK4","20260717_GZ_TH_131","Long exposure",10.0150345360414
"Q6EMK4","20260717_GZ_TH_132","Long exposure",9.82975031252404
"Q6EMK4","20260717_GZ_TH_133","Long exposure",10.1172708600039
"Q6EMK4","20260717_GZ_TH_134","Long exposure",10.2798250710566
"Q6EMK4","20260717_GZ_TH_137","Long exposure",10.4632296204407
"Q6EMK4","20260717_GZ_TH_138","Long exposure",9.80030659049416
"Q6EMK4","20260717_GZ_TH_143","Short exposure",9.87800693128758
"Q6EMK4","20260717_GZ_TH_144","Control",9.9375798212301
"Q6EMK4","20260717_GZ_TH_147","Short exposure",8.93289145498892
"Q6EMK4","20260717_GZ_TH_148","Short exposure",9.86687668474121
"Q6EMK4","20260717_GZ_TH_149","Short exposure",10.0015069845565
"Q6EMK4","20260717_GZ_TH_150","Short exposure",10.3058957245036
"P05090","20250913_FJ_QZ_Q3","Short exposure",13.2665064810873
"P05090","20250913_FJ_QZ_Q4","Control",13.0326694630042
"P05090","20250913_FJ_QZ_Q12","Control",13.0895461706995
"P05090","20250913_FJ_QZ_Q13","Control",12.9384534271976
"P05090","20250913_FJ_QZ_Q14","Control",14.0822637358957
"P05090","20250913_FJ_QZ_Q15","Control",13.2660774942015
"P05090","20250913_FJ_QZ_Q16","Control",12.3980368601921
"P05090","20250913_FJ_QZ_Q18","Control",13.3115586133824
"P05090","20250913_FJ_QZ_Q20","Control",12.9839737684327
"P05090","20250913_FJ_QZ_Q21","Control",13.0236122400591
"P05090","20250913_FJ_QZ_Q22","Control",12.2558303547167
"P05090","20250913_FJ_QZ_Q23","Control",12.5577137634697
"P05090","20250913_FJ_QZ_Q25","Control",12.7067585259511
"P05090","20250913_FJ_QZ_Q26","Control",14.1659983051755
"P05090","20250913_FJ_QZ_Q27","Control",13.075588173762
"P05090","20250913_FJ_QZ_Q28","Control",12.3520462554139
"P05090","20250913_FJ_QZ_Q29","Control",12.0218138061156
"P05090","20250913_FJ_QZ_Q31","Long exposure",12.1466008366691
"P05090","20250913_FJ_QZ_Q32","Long exposure",12.4100395493382
"P05090","20250913_FJ_QZ_Q33","Long exposure",12.4201603126044
"P05090","20250913_FJ_QZ_Q34","Long exposure",12.872598516852
"P05090","20250913_FJ_QZ_Q36","Short exposure",13.0950824369444
"P05090","20250913_FJ_QZ_Q37","Long exposure",12.2742811720458
"P05090","20250913_FJ_QZ_Q38","Short exposure",13.0070673147296
"P05090","20250913_FJ_QZ_Q39","Long exposure",12.5038032995338
"P05090","20250913_FJ_QZ_Q41","Long exposure",12.4679690425752
"P05090","20250913_FJ_QZ_Q42","Long exposure",12.3912514573241
"P05090","20250913_FJ_QZ_Q44","Short exposure",12.8484212208964
"P05090","20250913_FJ_QZ_Q45","Short exposure",12.4293232176362
"P05090","20250913_FJ_QZ_Q48","Short exposure",12.2050350753415
"P05090","20250913_FJ_QZ_Q49","Short exposure",12.7519187043729
"P05090","20250913_FJ_QZ_Q50","Control",11.6803249664298
"P05090","20250913_FJ_QZ_Q52","Short exposure",12.2512245067093
"P05090","20250913_FJ_QZ_Q54","Control",11.8482124038303
"P05090","20250913_FJ_QZ_Q55","Control",13.3085502636231
"P05090","20250913_FJ_QZ_Q57","Control",12.4494941479017
"P05090","20250913_FJ_QZ_Q58","Short exposure",11.8474731816612
"P05090","20250913_FJ_QZ_Q59","Short exposure",13.0636765010363
"P05090","20250913_FJ_QZ_Q60","Short exposure",12.1451205359088
"P05090","20250913_FJ_QZ_Q61","Control",12.5432196038667
"P05090","20250913_FJ_QZ_Q62","Control",12.7437090029979
"P05090","20250913_FJ_QZ_Q63","Control",12.4129318416483
"P05090","20250913_FJ_QZ_Q65","Control",12.2992647639024
"P05090","20250913_FJ_QZ_Q66","Short exposure",12.676316098122
"P05090","20250913_FJ_QZ_Q67","Short exposure",12.386265765674
"P05090","20250913_FJ_QZ_Q68","Control",11.5790263050122
"P05090","20250913_FJ_QZ_Q69","Control",11.333778564002
"P05090","20250913_FJ_QZ_Q70","Control",12.3600682390786
"P05090","20250913_FJ_QZ_Q71","Control",12.8422554748144
"P05090","20250913_FJ_QZ_Q72","Short exposure",12.6135580413348
"P05090","20250914_FJ_FQ_F47","Short exposure",11.3253994781447
"P05090","20250914_FJ_FQ_F51","Short exposure",13.6550230476797
"P05090","20250914_FJ_FQ_F53","Control",12.3165549946619
"P05090","20250914_FJ_FQ_F54","Short exposure",12.9294600633398
"P05090","20250914_FJ_FQ_F55","Long exposure",13.0874398560918
"P05090","20250914_FJ_FQ_F56","Control",13.6408731025016
"P05090","20250914_FJ_FQ_F57","Short exposure",13.234504929489
"P05090","20250914_FJ_FQ_F58","Long exposure",13.3376764760793
"P05090","20250914_FJ_FQ_F62","Long exposure",13.4748214260159
"P05090","20250914_FJ_FQ_F66","Control",13.0769364231797
"P05090","20250914_FJ_FQ_F69","Long exposure",11.9061265151659
"P05090","20250914_FJ_FQ_F70","Control",13.768979126374
"P05090","20250914_FJ_FQ_F71","Long exposure",13.3079577316538
"P05090","20250914_FJ_FQ_F72","Short exposure",13.2588076800221
"P05090","20250914_FJ_FQ_F74","Short exposure",12.7714727449764
"P05090","20250914_FJ_FQ_F75","Long exposure",12.2512258071808
"P05090","20250914_FJ_FQ_F77","Short exposure",11.8617201957263
"P05090","20250914_FJ_FQ_F79","Long exposure",12.3663047365333
"P05090","20250914_FJ_FQ_F81","Long exposure",11.5250971982116
"P05090","20250914_FJ_FQ_F83","Short exposure",12.7842911700301
"P05090","20250914_FJ_FQ_F84","Short exposure",12.7570932061324
"P05090","20250914_FJ_FQ_F85","Long exposure",13.0437584148296
"P05090","20250914_FJ_FQ_F88","Long exposure",11.7686610765723
"P05090","20250914_FJ_FQ_F89","Long exposure",12.8956743814292
"P05090","20250914_FJ_FQ_F93","Short exposure",12.8184146387483
"P05090","20250914_FJ_FQ_F94","Control",12.9208973494712
"P05090","20250914_FJ_FQ_F102","Long exposure",11.9910965584892
"P05090","20250914_FJ_FQ_F105","Long exposure",13.3025651591828
"P05090","20250914_FJ_FQ_F106","Long exposure",12.3606519435215
"P05090","20250914_FJ_FQ_F107","Short exposure",12.7723263548326
"P05090","20250914_FJ_FQ_F110","Long exposure",13.5390102696278
"P05090","20250914_FJ_FQ_F111","Short exposure",11.1181063665292
"P05090","20250914_FJ_FQ_F118","Short exposure",14.3726061840619
"P05090","20250914_FJ_FQ_F121","Long exposure",12.6244918317289
"P05090","20250914_FJ_FQ_F122","Long exposure",12.174741029158
"P05090","20250914_FJ_FQ_F123","Long exposure",12.7333776369629
"P05090","20250914_FJ_FQ_F124","Long exposure",12.7978312940458
"P05090","20250914_FJ_FQ_F125","Long exposure",12.0802303740286
"P05090","20250914_FJ_FQ_F126","Long exposure",11.7943560709266
"P05090","20250914_FJ_FQ_F128","Short exposure",12.7743668267256
"P05090","20250914_FJ_FQ_F129","Long exposure",11.4910873027962
"P05090","20250914_FJ_FQ_F131","Control",12.365858516201
"P05090","20250914_FJ_FQ_F135","Long exposure",13.0853974097939
"P05090","20250914_FJ_FQ_F137","Control",12.3121060335368
"P05090","20250914_FJ_PT_P2","Control",12.7790240630997
"P05090","20250914_FJ_PT_P3","Control",12.5423555495634
"P05090","20250914_FJ_PT_P4","Short exposure",12.1497113079122
"P05090","20250914_FJ_PT_P6","Long exposure",12.2721167388928
"P05090","20250914_FJ_PT_P7","Control",13.2215741415576
"P05090","20250914_FJ_PT_P8","Short exposure",13.049091741541
"P05090","20250914_FJ_PT_P9","Short exposure",12.6854291484166
"P05090","20250914_FJ_PT_P10","Short exposure",12.4061970888722
"P05090","20250914_FJ_PT_P11","Long exposure",13.0929311441103
"P05090","20250914_FJ_PT_P13","Short exposure",12.1524604775871
"P05090","20250914_FJ_PT_P15","Short exposure",12.6020476198274
"P05090","20250914_FJ_PT_P17","Long exposure",12.57144054056
"P05090","20250914_FJ_PT_P18","Long exposure",12.7367010605981
"P05090","20250914_FJ_PT_P19","Long exposure",12.0838766162684
"P05090","20250914_FJ_PT_P20","Short exposure",12.247269556948
"P05090","20250914_FJ_PT_P21","Long exposure",12.3130369050738
"P05090","20250914_FJ_PT_P22","Short exposure",12.2171399065231
"P05090","20250914_FJ_PT_P23","Short exposure",11.9187282373697
"P05090","20250914_FJ_PT_P24","Long exposure",12.7430252139343
"P05090","20250914_FJ_PT_P25","Short exposure",11.8101935757704
"P05090","20250914_FJ_PT_P26","Long exposure",12.6508206922858
"P05090","20250914_FJ_PT_P27","Long exposure",13.2142630846379
"P05090","20250914_FJ_PT_P29","Long exposure",12.4057346092928
"P05090","20250914_FJ_PT_P30","Long exposure",12.452278448109
"P05090","20250914_FJ_PT_P33","Long exposure",12.6806306927641
"P05090","20251001_FJ_FQ_F83","Short exposure",12.2433140511503
"P05090","20251001_FJ_FQ_F95","Long exposure",11.4945915780517
"P05090","20251001_FJ_FQ_F97","Long exposure",12.6234204941451
"P05090","20251001_FJ_FQ_F105","Long exposure",12.4990287133982
"P05090","20251001_FJ_FQ_F120","Long exposure",11.9145816687394
"P05090","20251001_FJ_FQ_F136","Control",11.6246071762692
"P05090","20251001_FJ_FQ_F141","Control",12.6842786312691
"P05090","20251001_FJ_FQ_F147","Long exposure",12.3313512088589
"P05090","20251001_FJ_FQ_F150","Control",12.7928958176004
"P05090","20251001_FJ_FQ_F154","Long exposure",13.2909185290319
"P05090","20251001_FJ_FQ_F158","Long exposure",11.5714943562296
"P05090","20251001_FJ_FQ_F163","Control",11.3919979255349
"P05090","20251001_FJ_FQ_F165","Control",13.2252767317876
"P05090","20251001_FJ_FQ_F168","Long exposure",12.2082593678605
"P05090","20251001_FJ_FQ_F170","Control",13.0699328628693
"P05090","20251001_FJ_FQ_F173","Short exposure",12.6770423506597
"P05090","20251001_FJ_FQ_F174","Short exposure",13.9478809748864
"P05090","20251001_FJ_FQ_F175","Short exposure",12.6494037692052
"P05090","20251001_FJ_FQ_F176","Short exposure",13.8550738622642
"P05090","20251001_FJ_FQ_F177","Short exposure",13.4012855268389
"P05090","20251001_FJ_FQ_F180","Short exposure",13.6191147414199
"P05090","20251001_FJ_FQ_F183","Short exposure",13.4346966850487
"P05090","20251001_FJ_FQ_F185","Short exposure",14.1794043548197
"P05090","20251001_XZ_YA_1","Short exposure",14.2548952559942
"P05090","20251001_XZ_YA_2","Short exposure",13.0585397741444
