"Protein","UniqueSampleID","Exposure","Log2_abundance"
"P05090","20260717_GZ_TH_148","Short exposure",12.4608073240357
"P05090","20260717_GZ_TH_149","Short exposure",12.5715227099147
"P05090","20260717_GZ_TH_150","Short exposure",12.3128281274714
"P08195","20250913_FJ_QZ_Q3","Short exposure",6.11975044593247
"P08195","20250913_FJ_QZ_Q4","Control",6.53510056119462
"P08195","20250913_FJ_QZ_Q12","Control",7.00252661914817
"P08195","20250913_FJ_QZ_Q13","Control",7.12531697713693
"P08195","20250913_FJ_QZ_Q14","Control",8.40389503586464
"P08195","20250913_FJ_QZ_Q15","Control",6.74432881767646
"P08195","20250913_FJ_QZ_Q16","Control",7.33873692654365
"P08195","20250913_FJ_QZ_Q18","Control",6.8532303512214
"P08195","20250913_FJ_QZ_Q20","Control",7.07518794247415
"P08195","20250913_FJ_QZ_Q21","Control",7.11458559556319
"P08195","20250913_FJ_QZ_Q22","Control",7.1496347208306
"P08195","20250913_FJ_QZ_Q23","Control",6.16331246304772
"P08195","20250913_FJ_QZ_Q25","Control",7.58781012896598
"P08195","20250913_FJ_QZ_Q26","Control",7.1574736921521
"P08195","20250913_FJ_QZ_Q27","Control",7.89758385136369
"P08195","20250913_FJ_QZ_Q28","Control",6.82590820004191
"P08195","20250913_FJ_QZ_Q29","Control",7.04406053868532
"P08195","20250913_FJ_QZ_Q31","Long exposure",7.39040724962354
"P08195","20250913_FJ_QZ_Q32","Long exposure",7.23781943312634
"P08195","20250913_FJ_QZ_Q33","Long exposure",5.9325353018735
"P08195","20250913_FJ_QZ_Q34","Long exposure",6.9991739888818
"P08195","20250913_FJ_QZ_Q36","Short exposure",7.49418552657118
"P08195","20250913_FJ_QZ_Q37","Long exposure",7.99252098614742
"P08195","20250913_FJ_QZ_Q38","Short exposure",7.1338881748965
"P08195","20250913_FJ_QZ_Q39","Long exposure",7.82493466351496
"P08195","20250913_FJ_QZ_Q41","Long exposure",6.56892273357965
"P08195","20250913_FJ_QZ_Q42","Long exposure",6.06262986869663
"P08195","20250913_FJ_QZ_Q44","Short exposure",6.85790878432881
"P08195","20250913_FJ_QZ_Q45","Short exposure",6.56032910207019
"P08195","20250913_FJ_QZ_Q48","Short exposure",7.14017790646762
"P08195","20250913_FJ_QZ_Q49","Short exposure",6.89601489008197
"P08195","20250913_FJ_QZ_Q50","Control",6.96540119404399
"P08195","20250913_FJ_QZ_Q52","Short exposure",7.23324473557471
"P08195","20250913_FJ_QZ_Q54","Control",6.72644560845804
"P08195","20250913_FJ_QZ_Q55","Control",5.67827818355466
"P08195","20250913_FJ_QZ_Q57","Control",6.16036509985404
"P08195","20250913_FJ_QZ_Q58","Short exposure",7.56710241916208
"P08195","20250913_FJ_QZ_Q59","Short exposure",7.76055012051233
"P08195","20250913_FJ_QZ_Q60","Short exposure",6.45259178416698
"P08195","20250913_FJ_QZ_Q61","Control",7.28106152091238
"P08195","20250913_FJ_QZ_Q62","Control",7.47601154454959
"P08195","20250913_FJ_QZ_Q63","Control",7.6948132362082
"P08195","20250913_FJ_QZ_Q65","Control",6.61501654432519
"P08195","20250913_FJ_QZ_Q66","Short exposure",6.98505739056665
"P08195","20250913_FJ_QZ_Q67","Short exposure",8.0159443069283
"P08195","20250913_FJ_QZ_Q68","Control",7.03396702580224
"P08195","20250913_FJ_QZ_Q69","Control",6.3224777842922
"P08195","20250913_FJ_QZ_Q70","Control",7.24214281801574
"P08195","20250913_FJ_QZ_Q71","Control",7.04896307462882
"P08195","20250913_FJ_QZ_Q72","Short exposure",6.85948568699955
"P08195","20250914_FJ_FQ_F47","Short exposure",5.13356337272827
"P08195","20250914_FJ_FQ_F51","Short exposure",8.54391965251273
"P08195","20250914_FJ_FQ_F53","Control",8.00627676339182
"P08195","20250914_FJ_FQ_F54","Short exposure",7.52219214459681
"P08195","20250914_FJ_FQ_F55","Long exposure",7.97200918863333
"P08195","20250914_FJ_FQ_F56","Control",8.73772163814164
"P08195","20250914_FJ_FQ_F57","Short exposure",8.36727916265867
"P08195","20250914_FJ_FQ_F58","Long exposure",7.0465073945816
"P08195","20250914_FJ_FQ_F62","Long exposure",8.22051132686321
"P08195","20250914_FJ_FQ_F66","Control",7.45324488299759
"P08195","20250914_FJ_FQ_F69","Long exposure",7.75654400493487
"P08195","20250914_FJ_FQ_F70","Control",9.38857993980965
"P08195","20250914_FJ_FQ_F71","Long exposure",7.27901596251809
"P08195","20250914_FJ_FQ_F72","Short exposure",8.54457491018585
"P08195","20250914_FJ_FQ_F74","Short exposure",8.05891295098188
"P08195","20250914_FJ_FQ_F75","Long exposure",6.94360288190433
"P08195","20250914_FJ_FQ_F77","Short exposure",8.74774400584682
"P08195","20250914_FJ_FQ_F79","Long exposure",7.82576460322089
"P08195","20250914_FJ_FQ_F81","Long exposure",7.84132545145432
"P08195","20250914_FJ_FQ_F83","Short exposure",7.48726191833129
"P08195","20250914_FJ_FQ_F84","Short exposure",7.96887628237556
"P08195","20250914_FJ_FQ_F85","Long exposure",7.59665271070289
"P08195","20250914_FJ_FQ_F88","Long exposure",6.31681956903251
"P08195","20250914_FJ_FQ_F89","Long exposure",8.51910326498684
"P08195","20250914_FJ_FQ_F93","Short exposure",8.16708839916385
"P08195","20250914_FJ_FQ_F94","Control",7.54931888164402
"P08195","20250914_FJ_FQ_F102","Long exposure",7.81718012312226
"P08195","20250914_FJ_FQ_F105","Long exposure",7.46074771732414
"P08195","20250914_FJ_FQ_F106","Long exposure",8.16537335930125
"P08195","20250914_FJ_FQ_F107","Short exposure",7.67613851410334
"P08195","20250914_FJ_FQ_F110","Long exposure",8.53129126069817
"P08195","20250914_FJ_FQ_F111","Short exposure",6.06049375352591
"P08195","20250914_FJ_FQ_F118","Short exposure",7.71329179619838
"P08195","20250914_FJ_FQ_F121","Long exposure",8.16685739376526
"P08195","20250914_FJ_FQ_F122","Long exposure",7.45739252785325
"P08195","20250914_FJ_FQ_F123","Long exposure",7.14344144909005
"P08195","20250914_FJ_FQ_F124","Long exposure",7.6240595981153
"P08195","20250914_FJ_FQ_F125","Long exposure",7.38028904018574
"P08195","20250914_FJ_FQ_F126","Long exposure",8.29683304909377
"P08195","20250914_FJ_FQ_F128","Short exposure",8.35598038520436
"P08195","20250914_FJ_FQ_F129","Long exposure",7.76577088956524
"P08195","20250914_FJ_FQ_F131","Control",7.51130989777934
"P08195","20250914_FJ_FQ_F135","Long exposure",7.79105405786631
"P08195","20250914_FJ_FQ_F137","Control",7.86900712909566
"P08195","20250914_FJ_PT_P2","Control",6.89063482177931
"P08195","20250914_FJ_PT_P3","Control",7.86809777802044
"P08195","20250914_FJ_PT_P4","Short exposure",10.0616422961853
"P08195","20250914_FJ_PT_P6","Long exposure",6.52003928263825
"P08195","20250914_FJ_PT_P7","Control",7.74778435936571
"P08195","20250914_FJ_PT_P8","Short exposure",7.08667190895365
"P08195","20250914_FJ_PT_P9","Short exposure",6.8301014191505
"P08195","20250914_FJ_PT_P10","Short exposure",7.22092441700954
"P08195","20250914_FJ_PT_P11","Long exposure",6.40657080631396
"P08195","20250914_FJ_PT_P13","Short exposure",6.38174993847005
"P08195","20250914_FJ_PT_P15","Short exposure",7.59773637606347
"P08195","20250914_FJ_PT_P17","Long exposure",6.61918662616533
"P08195","20250914_FJ_PT_P18","Long exposure",8.43103347085033
"P08195","20250914_FJ_PT_P19","Long exposure",7.11399518311495
"P08195","20250914_FJ_PT_P20","Short exposure",7.54297787663471
"P08195","20250914_FJ_PT_P21","Long exposure",8.09501384361289
"P08195","20250914_FJ_PT_P22","Short exposure",7.46887420464497
"P08195","20250914_FJ_PT_P23","Short exposure",5.69531857437602
"P08195","20250914_FJ_PT_P24","Long exposure",7.26400411934068
"P08195","20250914_FJ_PT_P25","Short exposure",7.06322817838428
"P08195","20250914_FJ_PT_P26","Long exposure",6.9353512215467
"P08195","20250914_FJ_PT_P27","Long exposure",8.2914975835997
"P08195","20250914_FJ_PT_P29","Long exposure",6.50558249553483
"P08195","20250914_FJ_PT_P30","Long exposure",8.29459396754848
"P08195","20250914_FJ_PT_P33","Long exposure",7.48338035525726
"P08195","20251001_FJ_FQ_F83","Short exposure",8.54908158302348
"P08195","20251001_FJ_FQ_F95","Long exposure",8.39085381256652
"P08195","20251001_FJ_FQ_F97","Long exposure",8.07075611206732
"P08195","20251001_FJ_FQ_F105","Long exposure",8.96960038500174
"P08195","20251001_FJ_FQ_F120","Long exposure",7.70838372551619
"P08195","20251001_FJ_FQ_F136","Control",6.24257302018792
"P08195","20251001_FJ_FQ_F141","Control",8.05037412614038
"P08195","20251001_FJ_FQ_F147","Long exposure",7.80122365370816
"P08195","20251001_FJ_FQ_F150","Control",8.39564356283875
"P08195","20251001_FJ_FQ_F154","Long exposure",8.53485509550343
"P08195","20251001_FJ_FQ_F158","Long exposure",8.82269909106823
"P08195","20251001_FJ_FQ_F163","Control",8.21620928817448
"P08195","20251001_FJ_FQ_F165","Control",8.92769641386824
"P08195","20251001_FJ_FQ_F168","Long exposure",7.85303203610063
"P08195","20251001_FJ_FQ_F170","Control",8.46532239552662
"P08195","20251001_FJ_FQ_F173","Short exposure",7.81855536088917
"P08195","20251001_FJ_FQ_F174","Short exposure",9.03967680081876
"P08195","20251001_FJ_FQ_F175","Short exposure",7.78157463205182
"P08195","20251001_FJ_FQ_F176","Short exposure",9.0756296269378
"P08195","20251001_FJ_FQ_F177","Short exposure",8.5736474186091
"P08195","20251001_FJ_FQ_F180","Short exposure",8.50037983525135
"P08195","20251001_FJ_FQ_F183","Short exposure",8.13981596186087
"P08195","20251001_FJ_FQ_F185","Short exposure",9.22193104096104
"P08195","20251001_XZ_YA_1","Short exposure",8.76406642086781
"P08195","20251001_XZ_YA_2","Short exposure",8.02706501068792
"P08195","20251001_XZ_YA_3","Short exposure",7.76127192460515
"P08195","20251001_XZ_YA_4","Short exposure",7.99238354275628
"P08195","20251001_XZ_YA_5","Short exposure",8.2788471402867
"P08195","20251001_XZ_YA_6","Short exposure",6.28518418130328
"P08195","20251001_XZ_YA_7","Short exposure",9.22823329873429
"P08195","20251001_XZ_YA_8","Short exposure",8.62007123183797
"P08195","20251001_XZ_YA_9","Short exposure",8.26536266173411
"P08195","20251001_XZ_YA_10","Short exposure",8.3585543571328
"P08195","20251001_XZ_YA_11","Short exposure",8.22689839854351
"P08195","20251001_XZ_YA_12","Short exposure",7.36564229523179
"P08195","20251001_XZ_YA_13","Short exposure",7.57448508555055
"P08195","20251001_XZ_YA_14","Short exposure",7.52800583640809
"P08195","20251001_XZ_YA_15","Short exposure",8.36000981544271
"P08195","20251001_XZ_YA_16","Short exposure",7.64981192524359
"P08195","20251001_XZ_YA_17","Short exposure",7.37956438143013
"P08195","20251001_XZ_YA_18","Short exposure",8.32013505948719
"P08195","20251001_XZ_YA_19","Short exposure",8.30106590272769
"P08195","20251001_XZ_YA_20","Control",8.17719048525351
"P08195","20251001_XZ_YA_21","Control",8.20720725376841
"P08195","20251001_XZ_YA_22","Long exposure",8.93877070998133
"P08195","20251001_XZ_YB_2","Control",7.58544351332644
"P08195","20251001_XZ_YB_4","Control",9.00207502555815
"P08195","20251001_XZ_YB_6","Control",8.16108051017592
"P08195","20251001_XZ_YB_9","Control",8.22471801171354
"P08195","20251001_XZ_YB_10","Control",7.01459518372105
"P08195","20251001_XZ_YB_11","Control",7.99260456953022
"P08195","20251001_XZ_YB_12","Control",7.66321800417338
"P08195","20251001_XZ_YB_14","Control",6.84570844938831
"P08195","20251001_XZ_YB_15","Control",6.91217658968904
"P08195","20251001_XZ_YB_19","Control",6.99788443888915
"P08195","20251001_XZ_YC_1","Control",6.71070639625543
"P08195","20251001_XZ_YC_2","Control",7.9320468336158
"P08195","20251001_XZ_YC_3","Long exposure",7.55247562123468
"P08195","20251001_XZ_YC_4","Control",8.34029754697289
"P08195","20251001_XZ_YC_5","Long exposure",7.18879859329228
"P08195","20251001_XZ_YC_6","Short exposure",8.42765338604206
"P08195","20251001_XZ_YC_7","Short exposure",8.31295190245504
"P08195","20251001_XZ_YC_8","Control",6.40272988143964
"P08195","20251001_XZ_YC_9","Short exposure",7.11295406415815
"P08195","20251001_XZ_YC_10","Long exposure",8.3320108625441
"P08195","20251001_XZ_YC_11","Long exposure",8.25224342793623
"P08195","20251001_XZ_YC_12","Long exposure",6.98166282420282
"P08195","20251001_XZ_YC_13","Long exposure",7.3565606413231
"P08195","20251001_XZ_YC_14","Long exposure",7.8311510365867
"P08195","20251001_XZ_YC_15","Long exposure",7.24499656074816
"P08195","20251001_XZ_YC_16","Long exposure",7.73403799197161
"P08195","20251001_XZ_YC_17","Long exposure",7.92475089994515
"P08195","20251001_XZ_YC_18","Short exposure",7.57424022427271
"P08195","20251001_XZ_YC_19","Long exposure",6.95802048116756
"P08195","20251001_XZ_YC_20","Short exposure",8.5757452326323
"P08195","20251001_XZ_YC_21","Long exposure",7.73310927167789
"P08195","20251001_XZ_YC_22","Long exposure",7.04986782176259
"P08195","20251001_XZ_YC_23","Short exposure",7.31276388213033
"P08195","20251001_XZ_YC_24","Long exposure",7.31614712920499
"P08195","20251001_XZ_YC_25","Long exposure",8.15451065579666
"P08195","20251001_XZ_YC_26","Long exposure",7.38616549426438
"P08195","20251001_XZ_YC_27","Long exposure",7.54067034197378
"P08195","20251001_XZ_YC_28","Long exposure",8.02292380781106
"P08195","20251001_XZ_YC_29","Long exposure",6.742864801212
"P08195","20251001_XZ_YC_30","Short exposure",7.56323677816601
"P08195","20251001_XZ_YC_31","Control",9.24790014078727
"P08195","20251001_XZ_YC_32","Long exposure",6.79387126960045
"P08195","20251001_XZ_YC_33","Long exposure",7.37811860259723
"P08195","20251001_XZ_YC_34","Control",8.02216442523908
"P08195","20251001_XZ_YD_1","Short exposure",8.05497404411509
"P08195","20251001_XZ_YD_3","Control",7.65622680750549
"P08195","20251001_XZ_YD_4","Control",8.12568383821134
"P08195","20251001_XZ_YD_5","Short exposure",8.61439364217646
"P08195","20251001_XZ_YD_6","Control",7.60466294033927
"P08195","20251001_XZ_YD_7","Long exposure",7.34902456700331
"P08195","20251001_XZ_YD_8","Long exposure",8.96023098096177
"P08195","20251001_XZ_YD_9","Long exposure",8.35516623605317
"P08195","20251001_XZ_YD_10","Long exposure",8.60784997112241
"P08195","20251001_XZ_YD_11","Long exposure",8.49492185314058
"P08195","20251001_XZ_YD_12","Control",8.08820529149466
"P08195","20251001_XZ_YD_13","Control",9.00507058644417
"P08195","20251001_XZ_YD_14","Control",7.36636023754537
"P08195","20251001_XZ_YD_15","Short exposure",8.6696389890118
"P08195","20251001_XZ_YD_16","Long exposure",8.09161164721127
"P08195","20251001_XZ_YD_17","Short exposure",7.71857008344905
"P08195","20251001_XZ_YD_18","Long exposure",8.14074615888544
"P08195","20251001_XZ_YD_19","Control",8.93047035067561
"P08195","20251001_XZ_YD_20","Control",8.45008343993522
"P08195","20251001_XZ_YD_21","Control",6.88360247508161
"P08195","20251001_XZ_YD_22","Control",6.63178909214476
"P08195","20251001_XZ_YD_23","Short exposure",7.99665743160279
"P08195","20251001_XZ_YD_24","Short exposure",7.65920557452036
"P08195","20251001_XZ_YD_25","Short exposure",7.57344818307066
"P08195","20251001_XZ_YD_26","Short exposure",8.11967779188999
"P08195","20251001_XZ_YD_27","Short exposure",8.54357338740525
"P08195","20251001_XZ_YD_28","Short exposure",7.77531378634607
"P08195","20251026_FJ_PT_P31","Control",8.55323296216126
"P08195","20251026_FJ_QZ_Q73","Control",7.6723341545627
"P08195","20251026_FJ_QZ_Q74","Short exposure",7.39943087997325
"P08195","20251026_FJ_QZ_Q75","Short exposure",6.58523501015657
"P08195","20251026_FJ_QZ_Q76","Long exposure",7.49447658649625
"P08195","20251026_FJ_QZ_Q77","Long exposure",7.55255371841951
"P08195","20251026_FJ_QZ_Q78","Long exposure",6.87513794410223
"P08195","20251026_FJ_QZ_Q79","Control",8.03464685172503
"P08195","20251026_FJ_QZ_Q80","Short exposure",6.00909204603359
"P08195","20251026_FJ_QZ_Q81","Short exposure",7.42631185318205
"P08195","20251026_FJ_QZ_Q82","Control",8.70787083535993
"P08195","20251026_FJ_QZ_Q83","Control",5.59601716234173
"P08195","20251104_FJ_FQ_F178","Short exposure",9.07852741617127
"P08195","20251104_FJ_FQ_F179","Long exposure",8.85070963575638
"P08195","20251107_XZ_YD_2","Short exposure",8.26057803746409
"P08195","20260527_XZ_GG_1","Short exposure",8.38255793425394
"P08195","20260527_XZ_GG_2","Short exposure",7.47779432783644
"P08195","20260527_XZ_GG_3","Short exposure",8.19314677158264
"P08195","20260527_XZ_GG_4","Short exposure",7.48178132791268
"P08195","20260527_XZ_GG_5","Short exposure",7.07464879319469
"P08195","20260527_XZ_GG_6","Short exposure",8.16711336636528
"P08195","20260527_XZ_GG_7","Short exposure",8.01731018253959
"P08195","20260527_XZ_GG_8","Short exposure",6.75303338289654
"P08195","20260527_XZ_GG_9","Short exposure",7.96803796724138
"P08195","20260527_XZ_GG_10","Short exposure",7.8934992015192
"P08195","20260527_XZ_GG_11","Short exposure",7.60375389476812
"P08195","20260527_XZ_GG_12","Short exposure",7.91139089058301
"P08195","20260527_XZ_GG_13","Short exposure",7.89774669059613
"P08195","20260527_XZ_GG_14","Short exposure",7.77601337924386
"P08195","20260527_XZ_GG_15","Short exposure",8.03730279190209
"P08195","20260527_XZ_GG_16","Short exposure",7.37244876364982
"P08195","20260527_XZ_GG_17","Short exposure",7.12164164560421
"P08195","20260527_XZ_GG_18","Short exposure",7.16509698434833
"P08195","20260527_XZ_GG_19","Short exposure",8.2054265177206
"P08195","20260527_XZ_GG_20","Short exposure",6.55413058784736
"P08195","20260527_XZ_GG_21","Short exposure",7.44900729676098
"P08195","20260527_XZ_GG_22","Short exposure",7.67551076776528
"P08195","20260527_XZ_GG_23","Short exposure",
"P08195","20260527_XZ_GG_24","Short exposure",7.1080221999605
"P08195","20260527_XZ_GG_25","Short exposure",8.52337853611689
"P08195","20260527_XZ_GG_26","Short exposure",7.16150005251041
"P08195","20260527_XZ_GG_27","Short exposure",7.01111871828913
"P08195","20260527_XZ_GG_28","Short exposure",8.29929006106051
"P08195","20260527_XZ_GG_29","Short exposure",7.93557990134711
"P08195","20260527_XZ_GG_30","Short exposure",8.60663055745684
"P08195","20260527_XZ_GG_31","Long exposure",7.56079391275522
"P08195","20260527_XZ_GG_32","Long exposure",7.71758470478541
"P08195","20260527_XZ_GG_33","Long exposure",7.27527570202525
"P08195","20260527_XZ_GG_34","Long exposure",6.26353513240766
"P08195","20260527_XZ_GG_35","Long exposure",6.2829699048419
"P08195","20260527_XZ_GG_36","Long exposure",6.93405192381093
"P08195","20260527_XZ_GG_37","Long exposure",7.19591808339456
"P08195","20260527_XZ_GG_38","Long exposure",7.49202589414848
"P08195","20260527_XZ_GG_39","Long exposure",7.05714065779666
"P08195","20260527_XZ_GG_40","Long exposure",6.51911598603613
"P08195","20260527_XZ_GG_41","Long exposure",6.8637165984265
"P08195","20260527_XZ_GG_42","Long exposure",6.40781103593572
"P08195","20260527_XZ_GG_43","Long exposure",7.87230504834214
"P08195","20260527_XZ_GG_44","Long exposure",7.53044539279551
"P08195","20260527_XZ_GG_46","Long exposure",6.82833544210368
"P08195","20260527_XZ_GG_47","Long exposure",7.57915386101866
"P08195","20260527_XZ_GG_50","Long exposure",7.45926850732479
"P08195","20260527_XZ_GG_51","Long exposure",7.65859133390314
"P08195","20260527_XZ_GG_52","Long exposure",7.25463205113079
"P08195","20260527_XZ_GG_53","Long exposure",7.90726193861522
"P08195","20260527_XZ_GG_55","Long exposure",7.47032473476904
"P08195","20260527_XZ_GG_56","Long exposure",7.35691359801871
"P08195","20260527_XZ_GG_59","Long exposure",6.44633279642731
"P08195","20260527_XZ_GG_60","Control",7.29633288130657
"P08195","20260527_XZ_GG_62","Control",7.43452986213657
"P08195","20260527_XZ_GG_64","Control",8.52136680518982
"P08195","20260527_XZ_GG_65","Control",7.20504178923482
"P08195","20260527_XZ_GG_66","Control",6.80962595806777
"P08195","20260527_XZ_GG_68","Control",6.77896482905006
"P08195","20260527_XZ_GG_69","Control",7.0648670725014
"P08195","20260527_XZ_GG_71","Control",7.05592929695398
"P08195","20260527_XZ_GG_72","Control",7.70341739350063
"P08195","20260527_XZ_GG_73","Control",6.53869952583797
"P08195","20260527_XZ_GG_74","Control",6.57794968835914
"P08195","20260527_XZ_GG_75","Control",6.95994552618149
"P08195","20260527_XZ_GG_76","Control",7.14380108438577
"P08195","20260527_XZ_GG_77","Control",7.41439723780079
"P08195","20260527_XZ_GG_78","Control",7.87087376896832
"P08195","20260527_XZ_GG_79","Control",7.89511001749675
"P08195","20260527_XZ_GG_80","Control",6.99277621577163
"P08195","20260527_XZ_GG_81","Short exposure",7.98856464601312
"P08195","20260527_XZ_GG_82","Short exposure",7.515715235818
"P08195","20260527_XZ_GG_83","Short exposure",7.5669388484996
"P08195","20260527_XZ_GG_84","Short exposure",7.37657586430984
"P08195","20260527_XZ_GG_85","Short exposure",6.62186273440291
"P08195","20260527_XZ_GG_86","Short exposure",7.76221676748131
"P08195","20260527_XZ_GG_87","Short exposure",7.57542660574737
"P08195","20260527_XZ_GG_88","Short exposure",7.74070597304948
"P08195","20260527_XZ_GG_89","Short exposure",7.60485644161862
"P08195","20260527_XZ_GG_92","Short exposure",8.39632164444008
"P08195","20260527_XZ_GG_93","Short exposure",7.77134317371921
"P08195","20260527_XZ_GG_94","Short exposure",7.28924274040821
"P08195","20260527_XZ_GG_95","Short exposure",7.78361096637719
"P08195","20260527_XZ_GG_96","Short exposure",7.71086863835997
"P08195","20260527_XZ_GG_97","Short exposure",7.98476898510688
"P08195","20260527_XZ_GG_98","Short exposure",8.17764672967667
"P08195","20260527_XZ_GG_99","Short exposure",6.56325970775387
"P08195","20260527_XZ_GG_100","Short exposure",7.91191117272054
"P08195","20260527_XZ_GG_101","Short exposure",7.50475195995078
"P08195","20260527_XZ_GG_102","Short exposure",8.17456534277655
"P08195","20260527_XZ_GG_103","Short exposure",7.06811074121446
"P08195","20260527_XZ_GG_104","Short exposure",7.58203950552807
"P08195","20260527_XZ_GG_105","Short exposure",
"P08195","20260527_XZ_GG_106","Short exposure",8.14225043196187
"P08195","20260527_XZ_GG_121","Control",7.43870544432086
"P08195","20260527_XZ_GG_122","Control",7.90669649439759
"P08195","20260527_XZ_GG_123","Long exposure",6.47996931115886
"P08195","20260527_XZ_GG_124","Long exposure",6.91600680701118
"P08195","20260527_XZ_GG_125","Control",5.91975779271803
"P08195","20260527_XZ_GG_126","Control",7.80479689512482
"P08195","20260527_XZ_GG_128","Control",7.40170985919499
"P08195","20260527_XZ_GG_129","Control",7.95997549760898
"P08195","20260527_XZ_GG_130","Control",7.78267323794585
"P08195","20260527_XZ_GG_131","Control",8.41990772946704
"P08195","20260527_XZ_GG_132","Control",9.32781233190951
"P08195","20260527_XZ_GG_135","Control",6.56847653924551
"P08195","20260527_XZ_GG_136","Control",6.6609145731133
"P08195","20260527_XZ_GG_137","Control",8.70953390702379
"P08195","20260527_XZ_GG_138","Short exposure",8.8682907357042
"P08195","20260527_XZ_GG_139","Short exposure",7.58165860273968
"P08195","20260527_XZ_GG_140","Long exposure",7.5437833979669
"P08195","20260527_XZ_GG_141","Long exposure",6.48770855835376
"P08195","20260527_XZ_GG_142","Long exposure",7.8599701622416
"P08195","20260527_XZ_GG_143","Short exposure",7.84298625279066
"P08195","20260527_XZ_GG_144","Long exposure",7.14246655791534
"P08195","20260527_XZ_GG_145","Long exposure",6.82985287661459
"P08195","20260527_XZ_GG_146","Short exposure",7.20276593012507
"P08195","20260527_XZ_GG_147","Long exposure",7.86867911668898
"P08195","20260527_XZ_GG_148","Long exposure",7.27652287065978
"P08195","20260527_XZ_GG_149","Long exposure",6.483495742587
"P08195","20260527_XZ_GG_150","Long exposure",7.94442986392756
"P08195","20260527_XZ_GG_151","Short exposure",7.46727219559238
"P08195","20260527_XZ_GG_152","Control",7.93500242179444
"P08195","20260527_XZ_GG_153","Long exposure",7.50434293876919
"P08195","20260527_XZ_GG_154","Short exposure",7.86541168754866
"P08195","20260527_XZ_GG_155","Long exposure",7.68337524864734
"P08195","20260527_XZ_GG_156","Long exposure",6.66642730097081
"P08195","20260527_XZ_GG_157","Long exposure",7.49107029414048
"P08195","20260527_XZ_GG_158","Short exposure",7.67433959397103
"P08195","20260527_XZ_GG_159","Long exposure",7.64200364202626
"P08195","20260527_XZ_GG_160","Long exposure",
"P08195","20260527_XZ_GG_161","Short exposure",7.13391638784919
"P08195","20260527_XZ_GG_162","Long exposure",6.24843866394092
"P08195","20260527_XZ_GG_163","Short exposure",7.31211323687188
"P08195","20260527_XZ_GG_164","Short exposure",7.56975897618982
"P08195","20260527_XZ_GG_165","Long exposure",6.98015143451711
"P08195","20260527_XZ_GG_166","Short exposure",
"P08195","20260527_XZ_GG_167","Long exposure",5.83665861638236
"P08195","20260527_XZ_GG_168","Long exposure",
"P08195","20260527_XZ_GG_169","Long exposure",7.69863176249672
"P08195","20260527_XZ_GG_170","Short exposure",7.11951315917046
"P08195","20260527_XZ_GG_171","Long exposure",8.19374987981905
"P08195","20260717_GZ_TH_1","Control",5.52594513173114
"P08195","20260717_GZ_TH_2","Control",6.87838194701547
"P08195","20260717_GZ_TH_3","Control",6.21272613398142
"P08195","20260717_GZ_TH_4","Control",6.24825261453854
"P08195","20260717_GZ_TH_6","Long exposure",4.50897588518134
"P08195","20260717_GZ_TH_7","Long exposure",6.49332408959713
"P08195","20260717_GZ_TH_8","Long exposure",6.24334964709611
"P08195","20260717_GZ_TH_9","Long exposure",5.51889227122604
"P08195","20260717_GZ_TH_10","Long exposure",5.11148307192276
"P08195","20260717_GZ_TH_11","Long exposure",6.45839772633876
"P08195","20260717_GZ_TH_12","Short exposure",6.39577507388864
"P08195","20260717_GZ_TH_13","Short exposure",6.63909457498486
"P08195","20260717_GZ_TH_14","Long exposure",6.85918271252699
"P08195","20260717_GZ_TH_15","Short exposure",6.84428683128921
"P08195","20260717_GZ_TH_16","Short exposure",6.68629287741887
"P08195","20260717_GZ_TH_17","Short exposure",6.93820204590648
"P08195","20260717_GZ_TH_18","Short exposure",6.1345370899326
"P08195","20260717_GZ_TH_19","Short exposure",6.40659493890441
"P08195","20260717_GZ_TH_20","Short exposure",7.04261975202861
"P08195","20260717_GZ_TH_21","Long exposure",6.9654214519573
"P08195","20260717_GZ_TH_22","Short exposure",6.94715694657781
"P08195","20260717_GZ_TH_23","Control",5.81999163831799
"P08195","20260717_GZ_TH_24","Control",6.62367277647687
"P08195","20260717_GZ_TH_25","Long exposure",6.90255194997537
"P08195","20260717_GZ_TH_26","Long exposure",6.95861961806932
"P08195","20260717_GZ_TH_27","Long exposure",6.88119211564521
"P08195","20260717_GZ_TH_28","Long exposure",6.97842217851986
"P08195","20260717_GZ_TH_29","Long exposure",6.77653273108805
"P08195","20260717_GZ_TH_30","Long exposure",6.11179346553969
"P08195","20260717_GZ_TH_31","Long exposure",6.64263368707279
"P08195","20260717_GZ_TH_32","Long exposure",6.90931722385911
"P08195","20260717_GZ_TH_33","Long exposure",7.20784099682343
"P08195","20260717_GZ_TH_35","Long exposure",6.81010029618072
"P08195","20260717_GZ_TH_36","Control",6.75424671813578
"P08195","20260717_GZ_TH_37","Control",5.59375515199936
"P08195","20260717_GZ_TH_38","Long exposure",6.72893605369178
"P08195","20260717_GZ_TH_39","Long exposure",6.4309467242219
"P08195","20260717_GZ_TH_40","Long exposure",6.49432215135697
"P08195","20260717_GZ_TH_41","Long exposure",7.38948626912011
"P08195","20260717_GZ_TH_42","Control",6.30837750165717
"P08195","20260717_GZ_TH_43","Control",6.52802241514153
"P08195","20260717_GZ_TH_44","Control",5.89762880938306
"P08195","20260717_GZ_TH_45","Control",7.01674912975399
