"PG.ProteinGroups","Contrast","Detection_pattern","Restricted_candidate_60_or_70","Control_detection_rate","Short_detection_rate","Long_detection_rate","In_detection_analysis_universe","Primary_logOR","Primary_OR","Primary_SE","Primary_P","Primary_FDR","Primary_Model_status","Primary_N_samples","Acquisition_adjusted_logOR","Acquisition_adjusted_OR","Acquisition_adjusted_SE","Acquisition_adjusted_P","Acquisition_adjusted_FDR","Acquisition_adjusted_Model_status","Acquisition_adjusted_N_samples","Acquisition_matched_primary_logOR","Acquisition_matched_primary_OR","Acquisition_matched_primary_SE","Acquisition_matched_primary_P","Acquisition_matched_primary_FDR","Acquisition_matched_primary_Model_status","Acquisition_matched_primary_N_samples","Age_sex_logOR","Age_sex_OR","Age_sex_SE","Age_sex_P","Age_sex_FDR","Age_sex_Model_status","Age_sex_N_samples","Direction_concordant","Acquisition_sensitive","Model_status"
"O43529","High_vs_Low","Broad_detection",FALSE,0.941176470588235,0.924731182795699,0.909090909090909,TRUE,-0.356066871118649,0.700425780413687,0.388916631668078,0.359910725391332,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.356066871118649,0.700425780413687,0.388916631668078,0.359910725391332,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43665","Low_vs_Control","Other_unbalanced",FALSE,0.607843137254902,0.580645161290323,0.528409090909091,TRUE,-0.155198361386125,0.856245314629582,0.225197554374989,0.490719191265194,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.155198361386125,0.856245314629582,0.225197554374989,0.490719191265194,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43665","High_vs_Control","Other_unbalanced",FALSE,0.607843137254902,0.580645161290323,0.528409090909091,TRUE,-0.336879800213525,0.713994656750319,0.224704143719061,0.13381789100471,0.782434274300076,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.336879800213525,0.713994656750319,0.224704143719061,0.13381789100471,0.782434274300076,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43665","High_vs_Low","Other_unbalanced",FALSE,0.607843137254902,0.580645161290323,0.528409090909091,TRUE,-0.181681438827401,0.833866935738151,0.213380311656439,0.394522621390692,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.181681438827401,0.833866935738151,0.213380311656439,0.394522621390692,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43681","Low_vs_Control","Broad_detection",FALSE,0.888888888888889,0.838709677419355,0.806818181818182,TRUE,-0.323895609259257,0.723325746949307,0.329661769261056,0.325849219995804,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.323895609259257,0.723325746949307,0.329661769261056,0.325849219995804,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43681","High_vs_Control","Broad_detection",FALSE,0.888888888888889,0.838709677419355,0.806818181818182,TRUE,-0.627403996392667,0.533976207428092,0.322360505872152,0.0516210435370823,0.640239519842471,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.627403996392667,0.533976207428092,0.322360505872152,0.0516210435370823,0.640239519842471,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43681","High_vs_Low","Broad_detection",FALSE,0.888888888888889,0.838709677419355,0.806818181818182,TRUE,-0.303508387133409,0.738223697525197,0.280075755439591,0.278513211153248,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.303508387133409,0.738223697525197,0.280075755439591,0.278513211153248,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43707","Low_vs_Control","Broad_detection",FALSE,0.954248366013072,0.978494623655914,0.965909090909091,TRUE,0.717251656976047,2.04879467532501,0.642402047976999,0.264201663615016,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.717251656976047,2.04879467532501,0.642402047976999,0.264201663615016,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43707","High_vs_Control","Broad_detection",FALSE,0.954248366013072,0.978494623655914,0.965909090909091,TRUE,0.289937521441132,1.33634399257035,0.568403960223881,0.609987985038714,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.289937521441132,1.33634399257035,0.568403960223881,0.609987985038714,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43707","High_vs_Low","Broad_detection",FALSE,0.954248366013072,0.978494623655914,0.965909090909091,TRUE,-0.427314135534916,0.652258622430459,0.657536794104288,0.515775511090503,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.427314135534916,0.652258622430459,0.657536794104288,0.515775511090503,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43847","Low_vs_Control","Other_unbalanced",FALSE,0.745098039215686,0.688172043010753,0.647727272727273,TRUE,-0.231462588829824,0.7933723759369,0.2465413931941,0.347813591539096,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.231462588829824,0.7933723759369,0.2465413931941,0.347813591539096,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43847","High_vs_Control","Other_unbalanced",FALSE,0.745098039215686,0.688172043010753,0.647727272727273,TRUE,-0.451800025956125,0.636481436766372,0.244148242509925,0.0642393339607009,0.677415117534552,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.451800025956125,0.636481436766372,0.244148242509925,0.0642393339607009,0.677415117534552,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43847","High_vs_Low","Other_unbalanced",FALSE,0.745098039215686,0.688172043010753,0.647727272727273,TRUE,-0.220337437126301,0.802248044009278,0.225527439351991,0.328575454992215,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.220337437126301,0.802248044009278,0.225527439351991,0.328575454992215,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43852","Low_vs_Control","Broad_detection",FALSE,1,1,1,TRUE,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:constant_detection; Acquisition:constant_detection"
"O43852","High_vs_Control","Broad_detection",FALSE,1,1,1,TRUE,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:constant_detection; Acquisition:constant_detection"
"O43852","High_vs_Low","Broad_detection",FALSE,1,1,1,TRUE,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:constant_detection; Acquisition:constant_detection"
"O43866","Low_vs_Control","Broad_detection",FALSE,1,0.994623655913978,1,TRUE,,,,,,"separation_nonfinite_MLE",515,,,,,,"separation_nonfinite_MLE",515,,,,,,"separation_nonfinite_MLE",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:separation_nonfinite_MLE; Acquisition:separation_nonfinite_MLE"
"O43866","High_vs_Control","Broad_detection",FALSE,1,0.994623655913978,1,TRUE,,,,,,"separation_nonfinite_MLE",515,,,,,,"separation_nonfinite_MLE",515,,,,,,"separation_nonfinite_MLE",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:separation_nonfinite_MLE; Acquisition:separation_nonfinite_MLE"
"O43866","High_vs_Low","Broad_detection",FALSE,1,0.994623655913978,1,TRUE,,,,,,"separation_nonfinite_MLE",515,,,,,,"separation_nonfinite_MLE",515,,,,,,"separation_nonfinite_MLE",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:separation_nonfinite_MLE; Acquisition:separation_nonfinite_MLE"
"O43897","Low_vs_Control","Broad_detection",FALSE,0.901960784313726,0.919354838709677,0.829545454545455,TRUE,0.135195704615592,1.14476079740221,0.38631948687756,0.726370005100571,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.135195704615592,1.14476079740221,0.38631948687756,0.726370005100571,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43897","High_vs_Control","Broad_detection",FALSE,0.901960784313726,0.919354838709677,0.829545454545455,TRUE,-0.661512901655515,0.516069980457033,0.33906403088365,0.0510574045544656,0.640239519842471,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.661512901655515,0.516069980457033,0.33906403088365,0.0510574045544656,0.640239519842471,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O43897","High_vs_Low","Broad_detection",FALSE,0.901960784313726,0.919354838709677,0.829545454545455,TRUE,-0.796708606271107,0.450810319175976,0.337942075553286,0.018396965091667,0.515586753520767,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.796708606271107,0.450810319175976,0.337942075553286,0.018396965091667,0.515586753520767,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60229","Low_vs_Control","Other_unbalanced",FALSE,0.784313725490196,0.688172043010753,0.755681818181818,TRUE,-0.620461309640283,0.537696335869934,0.258171405582044,0.0162482012723523,0.858048581626581,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.620461309640283,0.537696335869934,0.258171405582044,0.0162482012723523,0.858048581626581,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60229","High_vs_Control","Other_unbalanced",FALSE,0.784313725490196,0.688172043010753,0.755681818181818,TRUE,-0.193714325343754,0.823893236069808,0.26578752110921,0.466104722798968,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.193714325343754,0.823893236069808,0.26578752110921,0.466104722798968,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60229","High_vs_Low","Other_unbalanced",FALSE,0.784313725490196,0.688172043010753,0.755681818181818,TRUE,0.42674698429653,1.53226492558637,0.24071622239261,0.0762582277448765,0.70602995743651,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.42674698429653,1.53226492558637,0.24071622239261,0.0762582277448765,0.70602995743651,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60234","Low_vs_Control","Broad_detection",FALSE,0.810457516339869,0.752688172043011,0.732954545454545,TRUE,-0.298027147258889,0.742281188574657,0.269950114427191,0.269589568849024,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.298027147258889,0.742281188574657,0.269950114427191,0.269589568849024,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60234","High_vs_Control","Broad_detection",FALSE,0.810457516339869,0.752688172043011,0.732954545454545,TRUE,-0.432829583447123,0.648671026666539,0.267994928522585,0.106296333243447,0.73817215408461,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.432829583447123,0.648671026666539,0.267994928522585,0.106296333243447,0.73817215408461,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60234","High_vs_Low","Broad_detection",FALSE,0.810457516339869,0.752688172043011,0.732954545454545,TRUE,-0.134802436188234,0.873888543386275,0.242542178386183,0.578354651165892,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.134802436188234,0.873888543386275,0.242542178386183,0.578354651165892,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60240","Low_vs_Control","Broad_detection",FALSE,0.915032679738562,0.870967741935484,0.835227272727273,TRUE,-0.28244258349869,0.753939929309544,0.370420313127116,0.445766322446272,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.28244258349869,0.753939929309544,0.370420313127116,0.445766322446272,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60240","High_vs_Control","Broad_detection",FALSE,0.915032679738562,0.870967741935484,0.835227272727273,TRUE,-0.723708270256383,0.484950589644372,0.359857817518747,0.0443154194803891,0.620415872725447,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.723708270256383,0.484950589644372,0.359857817518747,0.0443154194803891,0.620415872725447,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60240","High_vs_Low","Broad_detection",FALSE,0.915032679738562,0.870967741935484,0.835227272727273,TRUE,-0.441265686757693,0.643221788357182,0.306596373048088,0.150082607201784,0.857783835978054,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.441265686757693,0.643221788357182,0.306596373048088,0.150082607201784,0.857783835978054,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60245","Low_vs_Control","Broad_detection",FALSE,0.816993464052288,0.876344086021505,0.8125,TRUE,0.447644945883832,1.56462307115931,0.308377558916215,0.146609176642884,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.447644945883832,1.56462307115931,0.308377558916215,0.146609176642884,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60245","High_vs_Control","Broad_detection",FALSE,0.816993464052288,0.876344086021505,0.8125,TRUE,-0.0337005496381895,0.966860988165096,0.284886844404047,0.905834307315678,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.0337005496381895,0.966860988165096,0.284886844404047,0.905834307315678,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60245","High_vs_Low","Broad_detection",FALSE,0.816993464052288,0.876344086021505,0.8125,TRUE,-0.481345495522021,0.617951381382034,0.296401687350633,0.104383617494052,0.757526918183941,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.481345495522021,0.617951381382034,0.296401687350633,0.104383617494052,0.757526918183941,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60256","Low_vs_Control","Other_unbalanced",FALSE,0.725490196078431,0.725806451612903,0.693181818181818,TRUE,-0.0617520030934947,0.940116003744437,0.247835348601108,0.803232813214628,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.0617520030934947,0.940116003744437,0.247835348601108,0.803232813214628,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60256","High_vs_Control","Other_unbalanced",FALSE,0.725490196078431,0.725806451612903,0.693181818181818,TRUE,-0.174724182525982,0.839688589618122,0.244979374788456,0.475709650264868,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.174724182525982,0.839688589618122,0.244979374788456,0.475709650264868,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60256","High_vs_Low","Other_unbalanced",FALSE,0.725490196078431,0.725806451612903,0.693181818181818,TRUE,-0.112972179432487,0.8931755084199,0.233863902210192,0.629047418196826,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.112972179432487,0.8931755084199,0.233863902210192,0.629047418196826,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60279","Low_vs_Control","Broad_detection",FALSE,1,1,1,TRUE,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:constant_detection; Acquisition:constant_detection"
"O60279","High_vs_Control","Broad_detection",FALSE,1,1,1,TRUE,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:constant_detection; Acquisition:constant_detection"
"O60279","High_vs_Low","Broad_detection",FALSE,1,1,1,TRUE,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:constant_detection; Acquisition:constant_detection"
"O60306","Low_vs_Control","Other_unbalanced",FALSE,0.660130718954248,0.817204301075269,0.744318181818182,TRUE,0.612563592162652,1.84515556712465,0.275956098751471,0.0264332712464016,0.957817358104907,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.612563592162652,1.84515556712465,0.275956098751471,0.0264332712464016,0.957817358104907,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60306","High_vs_Control","Other_unbalanced",FALSE,0.660130718954248,0.817204301075269,0.744318181818182,TRUE,0.379566365860505,1.46165063037767,0.262640034329832,0.148402798146203,0.809117294656323,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.379566365860505,1.46165063037767,0.262640034329832,0.148402798146203,0.809117294656323,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60306","High_vs_Low","Other_unbalanced",FALSE,0.660130718954248,0.817204301075269,0.744318181818182,TRUE,-0.232997226302147,0.792155770722027,0.27598032234514,0.398528020975181,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.232997226302147,0.792155770722027,0.27598032234514,0.398528020975181,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60462","Low_vs_Control","Broad_detection",FALSE,1,1,1,TRUE,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:constant_detection; Acquisition:constant_detection"
"O60462","High_vs_Control","Broad_detection",FALSE,1,1,1,TRUE,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:constant_detection; Acquisition:constant_detection"
"O60462","High_vs_Low","Broad_detection",FALSE,1,1,1,TRUE,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"constant_detection",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:constant_detection; Acquisition:constant_detection"
"O60476","Low_vs_Control","Broad_detection",FALSE,0.986928104575163,0.989247311827957,0.977272727272727,TRUE,0.327048825451012,1.38686919004093,1.01399422558827,0.747047279237272,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.327048825451012,1.38686919004093,1.01399422558827,0.747047279237272,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60476","High_vs_Control","Broad_detection",FALSE,0.986928104575163,0.989247311827957,0.977272727272727,TRUE,-0.527886343081345,0.589850394381475,0.874794172412351,0.546215602688074,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.527886343081345,0.589850394381475,0.874794172412351,0.546215602688074,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60476","High_vs_Low","Broad_detection",FALSE,0.986928104575163,0.989247311827957,0.977272727272727,TRUE,-0.854935168532357,0.425310763709493,0.877717466266308,0.330034841638086,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.854935168532357,0.425310763709493,0.877717466266308,0.330034841638086,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60488","Low_vs_Control","Other_unbalanced",FALSE,0.679738562091503,0.752688172043011,0.732954545454545,TRUE,0.339027008703046,1.40358125361008,0.245190109484515,0.16675356371021,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.339027008703046,1.40358125361008,0.245190109484515,0.16675356371021,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60488","High_vs_Control","Other_unbalanced",FALSE,0.679738562091503,0.752688172043011,0.732954545454545,TRUE,0.251469863076935,1.28591414598425,0.243255886667462,0.301245189117715,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.251469863076935,1.28591414598425,0.243255886667462,0.301245189117715,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60488","High_vs_Low","Other_unbalanced",FALSE,0.679738562091503,0.752688172043011,0.732954545454545,TRUE,-0.0875571456261114,0.916166515245786,0.242072363321859,0.717577549020736,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.0875571456261114,0.916166515245786,0.242072363321859,0.717577549020736,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60493","Low_vs_Control","Broad_detection",FALSE,0.882352941176471,0.881720430107527,0.835227272727273,TRUE,-0.0104818062789685,0.989572936418066,0.341501505329243,0.975514138849824,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.0104818062789685,0.989572936418066,0.341501505329243,0.975514138849824,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60493","High_vs_Control","Broad_detection",FALSE,0.882352941176471,0.881720430107527,0.835227272727273,TRUE,-0.392958016147127,0.675057088488683,0.323117552088565,0.223929430688125,0.934134509958588,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.392958016147127,0.675057088488683,0.323117552088565,0.223929430688125,0.934134509958588,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60493","High_vs_Low","Broad_detection",FALSE,0.882352941176471,0.881720430107527,0.835227272727273,TRUE,-0.382476209868158,0.682170119700496,0.306522257593918,0.212107013253593,0.940268366220233,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.382476209868158,0.682170119700496,0.306522257593918,0.212107013253593,0.940268366220233,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60506","Low_vs_Control","Other_unbalanced",FALSE,0.705882352941177,0.612903225806452,0.590909090909091,TRUE,-0.35545075672048,0.700857455788901,0.235430381863167,0.131096670050746,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.35545075672048,0.700857455788901,0.235430381863167,0.131096670050746,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60506","High_vs_Control","Other_unbalanced",FALSE,0.705882352941177,0.612903225806452,0.590909090909091,TRUE,-0.494208430366504,0.610053616139614,0.235376822699243,0.0357598337270546,0.596564385594592,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.494208430366504,0.610053616139614,0.235376822699243,0.0357598337270546,0.596564385594592,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60506","High_vs_Low","Other_unbalanced",FALSE,0.705882352941177,0.612903225806452,0.590909090909091,TRUE,-0.138757673646023,0.870438933196372,0.21711427983677,0.522758067476335,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.138757673646023,0.870438933196372,0.21711427983677,0.522758067476335,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60610","Low_vs_Control","Broad_detection",FALSE,0.915032679738562,0.887096774193548,0.903409090909091,TRUE,-0.512158556774947,0.599200772971003,0.379122698139647,0.176726028394496,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.512158556774947,0.599200772971003,0.379122698139647,0.176726028394496,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60610","High_vs_Control","Broad_detection",FALSE,0.915032679738562,0.887096774193548,0.903409090909091,TRUE,-0.191567585947144,0.825663819949388,0.390235975841272,0.623495825993745,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.191567585947144,0.825663819949388,0.390235975841272,0.623495825993745,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60610","High_vs_Low","Broad_detection",FALSE,0.915032679738562,0.887096774193548,0.903409090909091,TRUE,0.320590970827803,1.37794184719676,0.351590360212252,0.361857717057712,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.320590970827803,1.37794184719676,0.351590360212252,0.361857717057712,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60613","Low_vs_Control","Other_unbalanced",FALSE,0.65359477124183,0.763440860215054,0.647727272727273,TRUE,0.422319907774695,1.52549646481056,0.2468558528995,0.0871188515239684,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.422319907774695,1.52549646481056,0.2468558528995,0.0871188515239684,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60613","High_vs_Control","Other_unbalanced",FALSE,0.65359477124183,0.763440860215054,0.647727272727273,TRUE,-0.0608797633429776,0.940936368018154,0.235329501701986,0.795866649876387,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.0608797633429776,0.940936368018154,0.235329501701986,0.795866649876387,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60613","High_vs_Low","Other_unbalanced",FALSE,0.65359477124183,0.763440860215054,0.647727272727273,TRUE,-0.483199671117673,0.616806652603421,0.237622014596646,0.0420040280062523,0.592545372179803,"ok",515,,,,,,"separation_nonfinite_MLE",515,-0.483199671117673,0.616806652603421,0.237622014596646,0.0420040280062523,0.592545372179803,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60664","Low_vs_Control","Broad_detection",FALSE,0.967320261437909,0.989247311827957,0.971590909090909,TRUE,1.24964137662494,3.48909146331125,0.850951858332165,0.141962532091107,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,1.24964137662494,3.48909146331125,0.850951858332165,0.141962532091107,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
"O60664","High_vs_Control","Broad_detection",FALSE,0.967320261437909,0.989247311827957,0.971590909090909,TRUE,0.176715618009495,1.19329169420271,0.644078561914022,0.783800554155422,1,"ok",515,,,,,,"separation_nonfinite_MLE",515,0.176715618009495,1.19329169420271,0.644078561914022,0.783800554155422,1,"ok",515,,,,,,"age_sex_absent_or_below_90pct_complete",0,,,"Primary:ok; Acquisition:separation_nonfinite_MLE"
