"PG.ProteinGroups","Contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant_FDR_0.05","minus_log10_fdr","Status"
"P55209","High_vs_Control",-0.219540160889608,10.0879312476909,-1.6283989308936,0.104049991526537,0.503716540324843,-4.44926892050794,FALSE,0.297813788165778,"Not significant"
"B2RUZ4","High_vs_Control",-0.193509832029857,8.67495919405473,-1.62626690381126,0.104593567655066,0.503716540324843,-4.41921727488928,FALSE,0.297813788165778,"Not significant"
"Q9NYQ6","High_vs_Control",-0.160650082838238,8.54993929967085,-1.6253528096594,0.104696113865686,0.503716540324843,-4.45375218245794,FALSE,0.297813788165778,"Not significant"
"P19367","High_vs_Control",0.41098745184809,7.41152132612373,1.6230913091545,0.105395691313361,0.503716540324843,-4.38749705349116,FALSE,0.297813788165778,"Not significant"
"P19652","High_vs_Control",0.302219390156568,13.5509536726081,1.62027389808521,0.105781333474294,0.503716540324843,-4.46112956362795,FALSE,0.297813788165778,"Not significant"
"P0DOX3","High_vs_Control",0.289497281049446,9.37166241430611,1.62006861129484,0.105896071746107,0.503716540324843,-4.42468365428906,FALSE,0.297813788165778,"Not significant"
"Q6UVK1","High_vs_Control",-0.138711180004757,10.2513471448004,-1.61887299625511,0.106082562885706,0.503716540324843,-4.46308386409886,FALSE,0.297813788165778,"Not significant"
"P54920","High_vs_Control",-0.183408478350501,8.24123071567744,-1.61529416931663,0.10686472641459,0.505755833922515,-4.46499516215845,FALSE,0.296059098916538,"Not significant"
"O00602","High_vs_Control",0.171478352102733,8.28377233892702,1.61243763932157,0.107542884829707,0.507074828785162,-4.44683194418909,FALSE,0.294927947312565,"Not significant"
"P26022","High_vs_Control",-0.15382049524025,10.4315416554361,-1.61071349480391,0.107850643500331,0.507074828785162,-4.47443340131827,FALSE,0.294927947312565,"Not significant"
"P04114","High_vs_Control",0.138590004772627,16.2906814788437,1.60725205348291,0.108607735885552,0.508322676297096,-4.47923099779789,FALSE,0.293860515969082,"Not significant"
"P19256","High_vs_Control",-0.138817342426453,7.92849692399026,-1.60645049943745,0.108825008105445,0.508322676297096,-4.4554146460938,FALSE,0.293860515969082,"Not significant"
"O75787","High_vs_Control",-0.156595506809309,9.87541007003625,-1.60407705167039,0.109305879995356,0.508911142575782,-4.48362261263634,FALSE,0.293358040173671,"Not significant"
"Q9HC84","High_vs_Control",-0.247698296716219,8.75911052980223,-1.60021402374556,0.110173300390745,0.511289685308507,-4.4858199042973,FALSE,0.29133296858538,"Not significant"
"Q9NRY5","High_vs_Control",-0.203202086640138,7.37021666885104,-1.59672721973202,0.110978400082335,0.513364599090542,-4.47365119843884,FALSE,0.289574082976066,"Not significant"
"O95747","High_vs_Control",-0.20942960820371,8.25093890859041,-1.5931759853835,0.11176477279716,0.51533982055025,-4.48525012388857,FALSE,0.287906298103507,"Not significant"
"P11171","High_vs_Control",-0.316042222339327,8.86811455396398,-1.59006670349595,0.112432721387581,0.516758084839076,-4.50192661695126,FALSE,0.28671271997686,"Not significant"
"P06331","High_vs_Control",0.255789686106166,11.5980292995244,1.58494459448184,0.113590857842085,0.520413067557668,-4.50856226100977,FALSE,0.283651806851161,"Not significant"
"P15151","High_vs_Control",0.168809148900513,8.24423008537336,1.57934980781987,0.114881246513565,0.522480626644802,-4.50297783800981,FALSE,0.281929808369531,"Not significant"
"P68104;Q5VTE0","High_vs_Control",-0.192879469738083,9.95519905502337,-1.57787750280321,0.115203519966609,0.522480626644802,-4.51953361456056,FALSE,0.281929808369531,"Not significant"
"Q8N8M0","High_vs_Control",-0.203489397518569,8.40221414328716,-1.57369502523527,0.11627090355843,0.522480626644802,-4.47707883585302,FALSE,0.281929808369531,"Not significant"
"P63218","High_vs_Control",-0.210092942281898,9.16578414948582,-1.57210875750481,0.116606079534647,0.522480626644802,-4.50484011614143,FALSE,0.281929808369531,"Not significant"
"P01717","High_vs_Control",0.287476036481381,11.3416003913519,1.56955692333467,0.117128152569728,0.522480626644802,-4.53081602403231,FALSE,0.281929808369531,"Not significant"
"P06276","High_vs_Control",0.258805243121797,8.46951436682367,1.56929780950213,0.117207903436455,0.522480626644802,-4.51965639652758,FALSE,0.281929808369531,"Not significant"
"Q9NZP8","High_vs_Control",0.169085803223055,10.0023614465442,1.56622314993296,0.117906355464689,0.522480626644802,-4.53531994346612,FALSE,0.281929808369531,"Not significant"
"O14645","High_vs_Control",-0.189193198406763,11.3959261975532,-1.56413033834677,0.118441089526104,0.522480626644802,-4.51644155870856,FALSE,0.281929808369531,"Not significant"
"Q13477","High_vs_Control",-0.134061719344084,10.9696199989344,-1.56346939018941,0.118552229028908,0.522480626644802,-4.53903312079673,FALSE,0.281929808369531,"Not significant"
"P15090","High_vs_Control",-0.176074078989426,7.59543334074799,-1.5635425203173,0.118616330100615,0.522480626644802,-4.4964722335109,FALSE,0.281929808369531,"Not significant"
"Q9H3G5","High_vs_Control",-0.145474694039883,8.69120738308076,-1.56245438781294,0.118792168920594,0.522480626644802,-4.54010952118068,FALSE,0.281929808369531,"Not significant"
"P05156","High_vs_Control",0.277603564049482,11.9175031779048,1.56121601074091,0.119082809286019,0.522480626644802,-4.54206677454036,FALSE,0.281929808369531,"Not significant"
"P10643","High_vs_Control",0.217410307123021,12.0970092931249,1.560826340289,0.119174750011445,0.522480626644802,-4.54259093656916,FALSE,0.281929808369531,"Not significant"
"A2CJ06","High_vs_Control",0.153096023668528,9.49209063448589,1.55910913342012,0.119664907240358,0.522480626644802,-4.51026424888532,FALSE,0.281929808369531,"Not significant"
"P08603","High_vs_Control",0.256884386652651,12.4737109225411,1.55799354685426,0.119844810972642,0.522480626644802,-4.5463975541766,FALSE,0.281929808369531,"Not significant"
"Q9H6X2","High_vs_Control",0.143162825039848,8.48097339830864,1.55787981027213,0.119871775569135,0.522480626644802,-4.54655024691069,FALSE,0.281929808369531,"Not significant"
"P55056","High_vs_Control",0.131712778994871,12.4475615596113,1.55252955699602,0.121145603127119,0.525646091781439,-4.55372056363454,FALSE,0.279306560250613,"Not significant"
"Q13103","High_vs_Control",-0.126750661406408,16.3182058800291,-1.55175395986959,0.121331141129467,0.525646091781439,-4.55475797985826,FALSE,0.279306560250613,"Not significant"
"P46940","High_vs_Control",0.213038852157089,9.73664473237261,1.5461603218243,0.122675857052882,0.528883143923374,-4.56222467752172,FALSE,0.276640274194326,"Not significant"
"P17931","High_vs_Control",0.177554883210237,6.55829085477536,1.54621356270493,0.122815960199779,0.528883143923374,-4.49972662431235,FALSE,0.276640274194326,"Not significant"
"A0A075B6K5","High_vs_Control",0.284833970644454,10.4280864652592,1.54188614430547,0.123711221690344,0.529495928765995,-4.56791210202508,FALSE,0.276137374784561,"Not significant"
"Q9NS73","High_vs_Control",-0.142913094382884,13.1537598581502,-1.53954639740987,0.124292873863172,0.529495928765995,-4.56499256808875,FALSE,0.276137374784561,"Not significant"
"Q8WWA0","High_vs_Control",-0.155442534650508,11.3286383558247,-1.53915440674573,0.124376524789636,0.529495928765995,-4.5715389210469,FALSE,0.276137374784561,"Not significant"
"Q9BX97","High_vs_Control",-0.163297500046726,7.5249005837609,-1.53915700595357,0.124435235700237,0.529495928765995,-4.54881278100745,FALSE,0.276137374784561,"Not significant"
"P22304","High_vs_Control",-0.154736244707903,8.61410204696353,-1.53442460431205,0.125535063113607,0.532595504452405,-4.57780344027856,FALSE,0.273602503687077,"Not significant"
"P04899","High_vs_Control",-0.134967239622613,8.5584318587257,-1.53191437150064,0.126154524740935,0.53364480377139,-4.58082398500943,FALSE,0.272747715047596,"Not significant"
"Q5TDH0","High_vs_Control",0.241908528769182,7.72150725202322,1.52931096909443,0.126955526507041,0.535453602973814,-4.53443982053888,FALSE,0.271278154795564,"Not significant"
"P20908","High_vs_Control",-0.148838041568812,7.7270153505008,-1.52332979353009,0.128315330993923,0.539301714160762,-4.57915062210062,FALSE,0.268168199312474,"Not significant"
"P49746","High_vs_Control",-0.135884323447275,12.0163436387452,-1.52199405494027,0.12862007408855,0.539301714160762,-4.5941764455786,FALSE,0.268168199312474,"Not significant"
"Q96S96","High_vs_Control",-0.181758251135802,10.0620823366402,-1.51905193005638,0.129358827626981,0.540277483709137,-4.59803239700111,FALSE,0.267383131488451,"Not significant"
"Q13822","High_vs_Control",0.220724394638558,7.4267153431575,1.5186045117324,0.129606314083642,0.540277483709137,-4.52758496459808,FALSE,0.267383131488451,"Not significant"
"O00264","High_vs_Control",0.181644551840234,8.16440745486271,1.51280462530422,0.13100342486595,0.541653536573315,-4.56381918055922,FALSE,0.266278416905452,"Not significant"
"Q13316","High_vs_Control",-0.134767328533881,8.79183929707337,-1.51217189664307,0.131127528496364,0.541653536573315,-4.59152044696317,FALSE,0.266278416905452,"Not significant"
"P22352","High_vs_Control",0.19313082698136,11.9538249521091,1.51068083051015,0.131478855186656,0.541653536573315,-4.60896316153968,FALSE,0.266278416905452,"Not significant"
"P01834","High_vs_Control",0.162501960821194,14.7461063565728,1.5096538343426,0.131740797268432,0.541653536573315,-4.61030006817417,FALSE,0.266278416905452,"Not significant"
"Q86UD1","High_vs_Control",0.113839181865764,10.3448795806351,1.50765622592301,0.132251461928694,0.541653536573315,-4.61289790466065,FALSE,0.266278416905452,"Not significant"
"Q14574","High_vs_Control",-0.201197920714286,11.9750992507169,-1.506929570448,0.132437603681575,0.541653536573315,-4.61384205597444,FALSE,0.266278416905452,"Not significant"
"P13727","High_vs_Control",-0.172084916408801,13.7495493722786,-1.50637239763286,0.132580468157067,0.541653536573315,-4.61456569138326,FALSE,0.266278416905452,"Not significant"
"O14602;P47813","High_vs_Control",-0.217801449767096,7.68609962375143,-1.50111789123866,0.133981769322803,0.545823457979829,-4.59906168049672,FALSE,0.262947803491563,"Not significant"
"P01706","High_vs_Control",0.292939147167884,11.433814067945,1.49457883322149,0.13565827244829,0.550963226336625,-4.614229898309,FALSE,0.258877386868804,"Not significant"
"P05060","High_vs_Control",-0.171651638828381,8.87073273487393,-1.49252972867614,0.136169597615702,0.550963226336625,-4.63222213656281,FALSE,0.258877386868804,"Not significant"
"P15311","High_vs_Control",-0.131133923190569,8.1655479546288,-1.49167456240957,0.136396056729081,0.550963226336625,-4.63183062699371,FALSE,0.258877386868804,"Not significant"
"P46459","High_vs_Control",0.240586113105304,7.17099264976762,1.48582249073327,0.137984493876221,0.555291396624415,-4.62089615932068,FALSE,0.255479055192096,"Not significant"
"P33151","High_vs_Control",0.134933918244149,11.9755936829786,1.48462935903584,0.138249599337419,0.555291396624415,-4.64259779782964,FALSE,0.255479055192096,"Not significant"
"P50591","High_vs_Control",-0.16957613807777,7.07644787190519,-1.48317211129641,0.138835116296192,0.555291396624415,-4.55588408568124,FALSE,0.255479055192096,"Not significant"
"P07602","High_vs_Control",-0.152305757159434,8.9549864304446,-1.48139896207506,0.139131974447953,0.555291396624415,-4.63142946418927,FALSE,0.255479055192096,"Not significant"
"Q96KN2","High_vs_Control",0.141664514110373,12.246569904361,1.480287830654,0.139403697897343,0.555291396624415,-4.64814674942292,FALSE,0.255479055192096,"Not significant"
"P26038","High_vs_Control",-0.158169431483689,10.0554581270799,-1.47707993848565,0.140261212305438,0.556667979212178,-4.65223644903242,FALSE,0.254403759565012,"Not significant"
"Q9UQ53","High_vs_Control",-0.133047324073409,7.21874821200604,-1.47562963463549,0.140688800190472,0.556667979212178,-4.64123933899632,FALSE,0.254403759565012,"Not significant"
"P00746","High_vs_Control",-0.161937800272961,12.1788872745757,-1.47464855809667,0.140913860846597,0.556667979212178,-4.65533032944643,FALSE,0.254403759565012,"Not significant"
"Q99969","High_vs_Control",-0.144002927713007,12.6740520470718,-1.47073476705574,0.141969343333089,0.559296808625411,-4.66029994190886,FALSE,0.25235765876996,"Not significant"
"Q86X29","High_vs_Control",-0.179205504659233,9.55767542120689,-1.46481910541031,0.143578586170952,0.56085645246921,-4.66519278103388,FALSE,0.251148279346036,"Not significant"
"Q9HBB8","High_vs_Control",-0.160381273848981,7.41852388961658,-1.46467843379471,0.143762909880313,0.56085645246921,-4.62042151657993,FALSE,0.251148279346036,"Not significant"
"P31327","High_vs_Control",0.206415555217435,7.30024927825422,1.46078168631842,0.144735679999901,0.56085645246921,-4.65037816284141,FALSE,0.251148279346036,"Not significant"
"P38571","High_vs_Control",0.129587027594844,7.72585907088287,1.46064084133421,0.144893999887277,0.56085645246921,-4.60526005604723,FALSE,0.251148279346036,"Not significant"
"Q5D862","High_vs_Control",-0.169261947233169,9.72044929392317,-1.45823564776028,0.145389223166334,0.56085645246921,-4.67106667714728,FALSE,0.251148279346036,"Not significant"
"O95967","High_vs_Control",-0.144171210597408,8.86334903445566,-1.45551356166238,0.146136913274484,0.56085645246921,-4.67807759249877,FALSE,0.251148279346036,"Not significant"
"Q641Q3","High_vs_Control",-0.169716784458272,8.20933482721477,-1.45264019767686,0.146969541496541,0.56085645246921,-4.64920224834986,FALSE,0.251148279346036,"Not significant"
"Q562R1","High_vs_Control",-0.19659002787332,14.2360805312193,-1.45043325504016,0.147554171468463,0.56085645246921,-4.68230862405313,FALSE,0.251148279346036,"Not significant"
"Q86WI1","High_vs_Control",-0.175989653383201,9.4720873850835,-1.44728661200059,0.148420880977436,0.56085645246921,-4.68979967456585,FALSE,0.251148279346036,"Not significant"
"P35030","High_vs_Control",-0.120301411545171,11.2633780653342,-1.44543193109778,0.14894061034563,0.56085645246921,-4.69211297087013,FALSE,0.251148279346036,"Not significant"
"Q9UBX7","High_vs_Control",-0.238499022757848,11.0180551557968,-1.43870120265909,0.150860123843973,0.56085645246921,-4.69077901807879,FALSE,0.251148279346036,"Not significant"
"O43173","High_vs_Control",-0.163177278129667,6.86740681931493,-1.4360105258074,0.151742680616726,0.56085645246921,-4.63007988635689,FALSE,0.251148279346036,"Not significant"
"P43251","High_vs_Control",0.104202352082226,10.7671646735011,1.43498015392855,0.151895553556205,0.56085645246921,-4.70509424895024,FALSE,0.251148279346036,"Not significant"
"P01893","High_vs_Control",-0.123711797414808,9.66724335282846,-1.43328768123274,0.152379398926639,0.56085645246921,-4.7068730864466,FALSE,0.251148279346036,"Not significant"
"P31025","High_vs_Control",-0.203835161305458,7.66912996664374,-1.43349469386383,0.152457710924071,0.56085645246921,-4.62701368107081,FALSE,0.251148279346036,"Not significant"
"Q96JP9","High_vs_Control",-0.159542328225522,6.72370087527936,-1.4306157286786,0.153288226180685,0.56085645246921,-4.64567426266032,FALSE,0.251148279346036,"Not significant"
"Q15517","High_vs_Control",-0.382011917892255,10.6970786590595,-1.42793735925588,0.153935946418858,0.56085645246921,-4.69719353018168,FALSE,0.251148279346036,"Not significant"
"P19013","High_vs_Control",-0.177274541316311,12.9792234996586,-1.42637757971188,0.154362266025095,0.56085645246921,-4.71389502473655,FALSE,0.251148279346036,"Not significant"
"Q99459","High_vs_Control",0.250813885061589,11.0789659636948,1.42516712862645,0.1547473797435,0.56085645246921,-4.69505498214549,FALSE,0.251148279346036,"Not significant"
"Q96JM4","High_vs_Control",0.181690737865363,9.04351359520846,1.42512623018258,0.15483848613751,0.56085645246921,-4.6546364323259,FALSE,0.251148279346036,"Not significant"
"P23229","High_vs_Control",-0.143579655344567,9.94467402587353,-1.42356152808502,0.155174792308948,0.56085645246921,-4.71916965016104,FALSE,0.251148279346036,"Not significant"
"P09960","High_vs_Control",-0.18543527731461,7.83696238635144,-1.42266981769348,0.155454737594723,0.56085645246921,-4.70617908023182,FALSE,0.251148279346036,"Not significant"
"Q8NCH0","High_vs_Control",-0.155665662552746,7.27292738089691,-1.42197798832196,0.155746629477761,0.56085645246921,-4.67758140432512,FALSE,0.251148279346036,"Not significant"
"P11413","High_vs_Control",0.230723267475265,7.27939671100416,1.42172826288472,0.155757839374787,0.56085645246921,-4.70234469990506,FALSE,0.251148279346036,"Not significant"
"P40189","High_vs_Control",0.172313826823441,7.25429656041608,1.42093820434937,0.155973919631943,0.56085645246921,-4.69858994115561,FALSE,0.251148279346036,"Not significant"
"O14960","High_vs_Control",-0.229191391573838,11.8546863734443,-1.42078001375112,0.155981703421745,0.56085645246921,-4.72258145883433,FALSE,0.251148279346036,"Not significant"
"P08670","High_vs_Control",0.234746080007893,8.5443285117258,1.41798595787057,0.156800129767556,0.56085645246921,-4.72317067506707,FALSE,0.251148279346036,"Not significant"
"P20701","High_vs_Control",-0.120831858781743,8.57395550348174,-1.41722533836691,0.157017549373547,0.56085645246921,-4.72693200024378,FALSE,0.251148279346036,"Not significant"
"O43529","High_vs_Control",-0.151843430351293,7.08046953571719,-1.41712542669832,0.157095546421497,0.56085645246921,-4.69692837566888,FALSE,0.251148279346036,"Not significant"
"Q86Y38","High_vs_Control",-0.132346841230999,7.89978191803031,-1.41562766951331,0.157519059801178,0.56085645246921,-4.70957563300197,FALSE,0.251148279346036,"Not significant"
"P35241","High_vs_Control",-0.109206702192806,11.5144485471076,-1.41386145434931,0.158002606285537,0.56085645246921,-4.73103908474475,FALSE,0.251148279346036,"Not significant"
"Q13217","High_vs_Control",-0.170894030384471,9.75793109598678,-1.41334387869356,0.158155743999602,0.56085645246921,-4.73135221592754,FALSE,0.251148279346036,"Not significant"
"P04259","High_vs_Control",-0.127660443685702,14.4216868862115,-1.41281422259643,0.158310226704457,0.56085645246921,-4.73231571207971,FALSE,0.251148279346036,"Not significant"
"P10599","High_vs_Control",-0.156193233845947,9.21673893968968,-1.41192335272721,0.158574595125566,0.56085645246921,-4.72972260824454,FALSE,0.251148279346036,"Not significant"
"P62258","High_vs_Control",-0.165574840803158,8.07808906629339,-1.41049090764701,0.158996635386459,0.56085645246921,-4.73438049719281,FALSE,0.251148279346036,"Not significant"
"P23470","High_vs_Control",-0.126092684048597,12.5096786107109,-1.40967081278855,0.159236323173647,0.56085645246921,-4.73614205256792,FALSE,0.251148279346036,"Not significant"
"Q06830","High_vs_Control",-0.192274091497012,11.3367596012712,-1.40949290628572,0.159288859795889,0.56085645246921,-4.73635835804826,FALSE,0.251148279346036,"Not significant"
"Q8IUK5","High_vs_Control",-0.112581814722525,11.4501229134404,-1.40902573958829,0.159426878916313,0.56085645246921,-4.73692622821318,FALSE,0.251148279346036,"Not significant"
"P08697","High_vs_Control",0.138398624476899,14.3363074833072,1.40818576609772,0.159675267782699,0.56085645246921,-4.73794679878743,FALSE,0.251148279346036,"Not significant"
"O94769","High_vs_Control",-0.135279995949693,9.26428866579649,-1.40788674146003,0.159763763279102,0.56085645246921,-4.73830996909563,FALSE,0.251148279346036,"Not significant"
"P08571","High_vs_Control",0.117953020545515,12.3595402191225,1.40629671098411,0.160234953195079,0.56085645246921,-4.74023980286428,FALSE,0.251148279346036,"Not significant"
"P02774","High_vs_Control",0.240661056242573,13.6123337445535,1.40392105066206,0.160940918751676,0.56085645246921,-4.74311913423975,FALSE,0.251148279346036,"Not significant"
"O43157","High_vs_Control",-0.109979336843027,12.5580045037599,-1.4037788250586,0.16098325801736,0.56085645246921,-4.74329136041271,FALSE,0.251148279346036,"Not significant"
"P15144","High_vs_Control",0.199400129525381,7.58604257616504,1.40249706152141,0.161387952946413,0.56085645246921,-4.73777704128898,FALSE,0.251148279346036,"Not significant"
"P14625","High_vs_Control",-0.128159314889242,14.0300943662412,-1.40197129256234,0.161522079326627,0.56085645246921,-4.74547866054459,FALSE,0.251148279346036,"Not significant"
"O95498","High_vs_Control",-0.169488156075857,7.71699451981414,-1.40190792299272,0.161656564413319,0.56085645246921,-4.69904497826406,FALSE,0.251148279346036,"Not significant"
"P51659","High_vs_Control",0.213745695554061,7.01317891499583,1.39355425240044,0.164221072970613,0.56085645246921,-4.68251461387514,FALSE,0.251148279346036,"Not significant"
"Q6EMK4","High_vs_Control",0.0970182652928901,10.3663343732983,1.3914713780324,0.164679121341348,0.56085645246921,-4.75812937642928,FALSE,0.251148279346036,"Not significant"
"Q13444","High_vs_Control",-0.180430536514915,7.67045513309621,-1.39162802002005,0.164699563254253,0.56085645246921,-4.73540886711235,FALSE,0.251148279346036,"Not significant"
"Q7LFX5","High_vs_Control",-0.130316620264528,8.52295385874585,-1.39115004405505,0.164776467557814,0.56085645246921,-4.75851504537479,FALSE,0.251148279346036,"Not significant"
"Q7LDG7","High_vs_Control",0.248704404772019,6.64280281953585,1.39058681799932,0.165144568740709,0.56085645246921,-4.68758812845853,FALSE,0.251148279346036,"Not significant"
"P08833","High_vs_Control",-0.178209063419658,10.056158224592,-1.38745386737485,0.165905127594435,0.56085645246921,-4.75981261948473,FALSE,0.251148279346036,"Not significant"
"Q9H1Z8","High_vs_Control",-0.13371497872395,7.34562600262294,-1.38706430307714,0.166088664838617,0.56085645246921,-4.72016483864433,FALSE,0.251148279346036,"Not significant"
"Q86TH1","High_vs_Control",-0.151708193844962,9.02453794597641,-1.38638968385399,0.166223684877849,0.56085645246921,-4.76421814135137,FALSE,0.251148279346036,"Not significant"
"P51148","High_vs_Control",-0.157597163785846,7.28598695620949,-1.38595433589913,0.166431483923641,0.56085645246921,-4.73025902141323,FALSE,0.251148279346036,"Not significant"
"Q5HYC2","High_vs_Control",-0.200335211409351,9.47835725320824,-1.38569388243918,0.166483090763331,0.56085645246921,-4.74182328528555,FALSE,0.251148279346036,"Not significant"
"Q9NSC7","High_vs_Control",-0.202001658833935,7.4451060299164,-1.38486453506536,0.166802777089296,0.56085645246921,-4.70926269605684,FALSE,0.251148279346036,"Not significant"
"Q8WVV4","High_vs_Control",-0.196338621859046,7.01356387567245,-1.38286141924834,0.167419102077046,0.56085645246921,-4.70061614199117,FALSE,0.251148279346036,"Not significant"
"Q9Y5X9","High_vs_Control",0.114301084764023,8.29807601065005,1.38068686856495,0.167978152676207,0.56085645246921,-4.76637968153186,FALSE,0.251148279346036,"Not significant"
"Q16658","High_vs_Control",0.197587158649452,6.41987347472856,1.38057877671269,0.168172615955552,0.56085645246921,-4.69873517612188,FALSE,0.251148279346036,"Not significant"
"Q16627","High_vs_Control",-0.188345177423708,10.7778767446211,-1.37967145002905,0.168287026554884,0.56085645246921,-4.77014360647807,FALSE,0.251148279346036,"Not significant"
"P13796","High_vs_Control",0.135087881957917,10.4338015386787,1.37833978056871,0.168692751040569,0.56085645246921,-4.77381812955772,FALSE,0.251148279346036,"Not significant"
"Q96PL1","High_vs_Control",0.193529310560791,9.92541118531435,1.37667750674246,0.169218891929518,0.56085645246921,-4.76947105337533,FALSE,0.251148279346036,"Not significant"
"P43686","High_vs_Control",-0.202494871040334,7.18829969733734,-1.37477056476344,0.169859609002895,0.56085645246921,-4.75474636238087,FALSE,0.251148279346036,"Not significant"
"Q96AQ6","High_vs_Control",-0.141482378162607,8.57699336824384,-1.37365978734704,0.170141976601296,0.56085645246921,-4.77750953662192,FALSE,0.251148279346036,"Not significant"
"Q9NPA2","High_vs_Control",-0.219840794060699,8.9381816023975,-1.3692471985775,0.171656217900669,0.56085645246921,-4.73541534931347,FALSE,0.251148279346036,"Not significant"
"Q8N257","High_vs_Control",0.261837815401073,9.21162850044472,1.36862472211445,0.171857747304478,0.56085645246921,-4.71691972612131,FALSE,0.251148279346036,"Not significant"
"Q9UBU3","High_vs_Control",-0.165627080146477,8.79786820446748,-1.36736043462468,0.172253196162489,0.56085645246921,-4.7417318027896,FALSE,0.251148279346036,"Not significant"
"Q8WUT4","High_vs_Control",-0.161594705083258,9.43637876328759,-1.36656278969662,0.172360338277045,0.56085645246921,-4.78399589453823,FALSE,0.251148279346036,"Not significant"
"A0A075B6H9","High_vs_Control",0.270225315541529,10.7077033239488,1.36656445464105,0.172366881097398,0.56085645246921,-4.77950686383563,FALSE,0.251148279346036,"Not significant"
"O00391","High_vs_Control",0.124795150902655,10.4747569374785,1.36585730717738,0.172575810256717,0.56085645246921,-4.78859458000492,FALSE,0.251148279346036,"Not significant"
"Q99542","High_vs_Control",-0.124685513012574,11.0254164838195,-1.36554417840218,0.172674073476716,0.56085645246921,-4.78896354004403,FALSE,0.251148279346036,"Not significant"
"P06734","High_vs_Control",-0.145732697651969,9.32929477376901,-1.36384821392061,0.173238228907144,0.56085645246921,-4.76544795567656,FALSE,0.251148279346036,"Not significant"
"Q9UBE0","High_vs_Control",0.180771376259953,9.46894582074166,1.36312773038582,0.17346123198179,0.56085645246921,-4.78032212010677,FALSE,0.251148279346036,"Not significant"
"P17936","High_vs_Control",0.214578421195434,11.3536831685522,1.3619042738515,0.173819395804914,0.56085645246921,-4.79324628751677,FALSE,0.251148279346036,"Not significant"
"P23381","High_vs_Control",-0.145766139044292,7.40481678366745,-1.35970444234807,0.174545514469306,0.56085645246921,-4.78389281608493,FALSE,0.251148279346036,"Not significant"
"P49908","High_vs_Control",-0.133353262673287,14.5925479974934,-1.358821400002,0.174793888335474,0.56085645246921,-4.79686475862174,FALSE,0.251148279346036,"Not significant"
"Q68DL7","High_vs_Control",0.241280751428489,10.9679462209372,1.35870888573218,0.174893921806322,0.56085645246921,-4.75764992500615,FALSE,0.251148279346036,"Not significant"
"P60033","High_vs_Control",-0.127372793356463,10.7007451178476,-1.35750641416078,0.175222399446153,0.56085645246921,-4.79421405661611,FALSE,0.251148279346036,"Not significant"
"P04350","High_vs_Control",-0.175738824059756,9.3406841749838,-1.35745917049144,0.17527644849344,0.56085645246921,-4.76570483236715,FALSE,0.251148279346036,"Not significant"
"P23284","High_vs_Control",-0.14243517773734,10.4278361273034,-1.3569501250189,0.175387387370874,0.56085645246921,-4.79905716887987,FALSE,0.251148279346036,"Not significant"
"P01703","High_vs_Control",0.213465680003953,10.6053858849787,1.35676818125732,0.175453246456046,0.56085645246921,-4.79430012395176,FALSE,0.251148279346036,"Not significant"
"P04003","High_vs_Control",0.169047149242941,14.3590996404846,1.35623689486987,0.175613993956942,0.56085645246921,-4.79989200980862,FALSE,0.251148279346036,"Not significant"
"P20851","High_vs_Control",0.185194105081106,9.7546999972539,1.35620417984176,0.175628978741866,0.56085645246921,-4.79847913379624,FALSE,0.251148279346036,"Not significant"
"O75144","High_vs_Control",0.1504124378081,8.10358333554145,1.35514529595015,0.175986125658548,0.56085645246921,-4.7903514056558,FALSE,0.251148279346036,"Not significant"
"Q86SF2","High_vs_Control",-0.135851409333214,6.68609049859274,-1.35314950554639,0.17676533104704,0.56085645246921,-4.72019076165993,FALSE,0.251148279346036,"Not significant"
"P20930","High_vs_Control",-0.171510542321048,8.55168975297521,-1.35248124524582,0.176821253478037,0.56085645246921,-4.79833125269143,FALSE,0.251148279346036,"Not significant"
"Q12907","High_vs_Control",-0.106143373007928,9.51970807583091,-1.35240567834748,0.176840728017011,0.56085645246921,-4.79982893715539,FALSE,0.251148279346036,"Not significant"
"Q9C0C9","High_vs_Control",-0.208682368697914,8.5368587714068,-1.35135517149887,0.177174318667052,0.56085645246921,-4.80356125622335,FALSE,0.251148279346036,"Not significant"
"Q6KB66","High_vs_Control",-0.253162907318298,9.52359920940855,-1.34608463340048,0.178885698919577,0.564361972304331,-4.7925585606521,FALSE,0.24844225745275,"Not significant"
"P04196","High_vs_Control",-0.110441364146027,16.6690913818707,-1.34544726560554,0.179068826637706,0.564361972304331,-4.81246823019963,FALSE,0.24844225745275,"Not significant"
"P00739","High_vs_Control",0.149282429451004,14.0046574050228,1.34352733353174,0.179688864463907,0.565074192195709,-4.81469562840568,FALSE,0.247894527143682,"Not significant"
"P19823","High_vs_Control",-0.13230300796538,20.3494201718466,-1.34084817963935,0.180556764128736,0.565301592446431,-4.81779855917606,FALSE,0.247719791136868,"Not significant"
"Q504Y2","High_vs_Control",-0.157516109568963,7.74771695121705,-1.34064365041848,0.180663017399285,0.565301592446431,-4.7965202974942,FALSE,0.247719791136868,"Not significant"
"P21439","High_vs_Control",-0.154040978637006,9.11995590656218,-1.34005604084786,0.180943815155448,0.565301592446431,-4.75963800623978,FALSE,0.247719791136868,"Not significant"
