"PG.ProteinGroups","logFC_20260527","logFC_20260717","Primary_significant"
"P06576",-0.146663792802782,0.908836963608916,FALSE
"P06681",-0.0870577938040498,0.205010115459855,FALSE
"P06702",-0.121766012780068,0.856769627673042,FALSE
"P06703",-0.0865453716149194,0.299209111502858,FALSE
"P06727",-0.217861077310609,0.0856808359737951,FALSE
"P06733",-0.500943268257595,0.154613745121173,FALSE
"P06734",-0.526462893564325,-0.254204060304778,TRUE
"P06744",-0.355722311776148,0.844540605926601,FALSE
"P06753",0.000577262334575224,0.382880689196551,FALSE
"P06756",-0.182099769628529,0.222972485993846,FALSE
"P06858",-0.116501541813991,-0.469573530900169,FALSE
"P07093",0.088756794494727,-0.338347671990594,FALSE
"P07195",-0.0927361089747674,0.751856593687961,FALSE
"P07203",-0.163534703040277,0.577062912532314,FALSE
"P07225",-0.0533997110986686,-0.270663971543799,FALSE
"P07237",-0.231006043523044,0.083101536270787,FALSE
"P07307",-0.435077948074753,0.133210262218188,TRUE
"P07327",-0.541160646859881,-0.155940309907268,FALSE
"P07333",-0.206875785138905,-0.419378817743322,TRUE
"P07339",-0.519109973684751,0.115771187137224,FALSE
"P07355",-0.419432785667517,-0.033294857471649,TRUE
"P07357",-0.0109322347841143,-0.11044859375286,FALSE
"P07358",0.239502784858857,-0.453987318096278,FALSE
"P07359",-0.42202622622202,-0.197459015071168,TRUE
"P07360",-0.0635569694746465,-0.192947708731342,FALSE
"P07384",-0.139941719777386,-0.00819722624184394,FALSE
"P07437",-0.32114040772934,0.336816098218165,FALSE
"P07477",-0.782241211051868,0.0678236819854874,FALSE
"P07585",-0.349945092700821,-0.293636354273026,TRUE
"P07602",-0.255340055444188,-0.220241216746265,FALSE
"P07711",0.201071834390727,-0.344814644992459,FALSE
"P07737",-0.249357368093506,0.506747058131477,FALSE
"P07738",0.376649042654652,0.510104585908371,FALSE
"P07741",-0.0709459047743568,0.0974035057306466,FALSE
"P07858",-0.171819115038841,0.0835832581192042,FALSE
"P07900",0.0109681947872229,-0.208044853541653,FALSE
"P07910",-0.292136436980371,0.0291196469175672,FALSE
"P07942",-0.218504234286028,-0.228718367837281,TRUE
"P07947",-0.336889242797222,0.456765644555468,FALSE
