"PG.ProteinGroups","Run","Contrast","logFC","SE_moderated","CI_low","CI_high","AveExpr","t","P.Value","adj.P.Val","B","N_observed_control","N_observed_low","N_observed_high"
"P69905","20260527","High_vs_Control",-0.571550834517929,0.347595665287719,-1.25864456436503,0.115542895329174,18.3160153195612,-1.6442979346271,0.102312863882952,0.412026977086116,-4.91878076834208,30,66,46
"P05107","20260527","High_vs_Control",-0.227467507608155,0.138445271281315,-0.501129755195129,0.0461947399788179,9.51362183209658,-1.64301391808429,0.102575753709723,0.412026977086116,-4.92077860458306,30,66,46
"P52943","20260527","High_vs_Control",-0.230407235600309,0.140648935816019,-0.508442114403657,0.0476276432030393,8.07796222838808,-1.63817261939117,0.103598286314289,0.414483284836464,-4.91948262213051,29,66,46
"P30043","20260527","High_vs_Control",-0.582827499336446,0.356173530138173,-1.28687712864606,0.121222129973166,10.3386736141503,-1.63635826365408,0.103965182040276,0.414483284836464,-4.93113875808566,30,66,46
"P36915","20260527","High_vs_Control",0.495794124961099,0.301662329033756,-0.104200349258877,1.09578859918108,6.39636064860452,1.64354006862295,0.104054381130493,0.414483284836464,-4.68512838950861,17,40,25
"P40189","20260527","High_vs_Control",0.373852950596505,0.22913808304266,-0.0796730834716138,0.827378984664624,6.73292654537488,1.63156183220274,0.105307639892452,0.41766302560527,-4.87021716821239,26,59,38
"O75882","20260527","High_vs_Control",-0.285495232838088,0.175284051265179,-0.632039315599285,0.0610488499231104,7.82939341498439,-1.62875761244345,0.105611131333991,0.41766302560527,-4.93534324192019,30,65,44
"P01624","20260527","High_vs_Control",-0.259795299833442,0.159582381818211,-0.575240590204296,0.055649990537412,12.4656043780275,-1.62796981015981,0.105732600224451,0.41766302560527,-4.94413056487462,30,66,46
"P11215","20260527","High_vs_Control",-0.205612223004614,0.126404429623852,-0.455473558069811,0.044249112060583,8.16324319477162,-1.62662197532527,0.106017671771491,0.41766302560527,-4.94621040955417,30,66,46
"Q06828","20260527","High_vs_Control",-0.146163478860389,0.0899706933114929,-0.324006910569599,0.0316799528488202,11.4012788248798,-1.62456766176457,0.106455480586515,0.41798912047405,-4.94938034037664,30,66,46
"P31431","20260527","High_vs_Control",-0.370477815321506,0.228195637952665,-0.821551277829239,0.080595647186228,8.75397078909293,-1.62350962816543,0.106683415685845,0.41798912047405,-4.95101414357087,30,66,46
"P19021","20260527","High_vs_Control",-0.161623781418978,0.0999892394037314,-0.35927069081855,0.0360231279805935,9.45205881117362,-1.61641174973221,0.108207949192848,0.421242540012482,-4.96192736842544,30,66,46
"P07327","20260527","High_vs_Control",-0.388779321439802,0.240735662916641,-0.864669814464008,0.087111171584403,8.59885518457608,-1.61496355267655,0.108539252219524,0.421242540012482,-4.96417299768188,30,65,46
"Q9BXR6","20260527","High_vs_Control",-0.188802126850049,0.116917119819335,-0.41993801147642,0.0423337577763206,8.92234788214543,-1.61483730647654,0.108580094064351,0.421242540012482,-4.9567323859237,30,66,44
"P50238","20260527","High_vs_Control",-0.203472601507043,0.126035303056148,-0.452649798050988,0.0457045950369023,11.6521168177418,-1.61440958662508,0.108688800421631,0.421242540012482,-4.9525018436107,29,65,45
"Q8NI99","20260527","High_vs_Control",-0.219126304469485,0.135954689805668,-0.487865464990243,0.049612856051272,12.2414738366334,-1.61175980602582,0.109217804041998,0.42215183556934,-4.9690566761794,30,66,46
"P01833","20260527","High_vs_Control",-0.316339264655054,0.197182885247656,-0.706178666127841,0.0735001368177325,8.71634517222901,-1.60429372081528,0.110901715791153,0.42687137705635,-4.96413215845837,29,66,44
"A0A0C4DH38","20260527","High_vs_Control",0.364422485563555,0.227012796415516,-0.0850065101292863,0.813851481256396,8.50959656475335,1.60529490547541,0.11103418664018,0.42687137705635,-4.86761398605397,22,60,38
"P80723","20260527","High_vs_Control",-0.317265811144776,0.198158771225363,-0.70926866967029,0.0747370473807381,6.75729371297628,-1.60106872475483,0.111768876711324,0.428091705649765,-4.96089101384386,30,60,40
"P48723","20260527","High_vs_Control",-0.492105147666103,0.307394835618115,-1.10220153615797,0.117991240825768,7.20149335045367,-1.60088944460166,0.112654519076644,0.428091705649765,-4.80140610920041,21,49,26
"P23327","20260527","High_vs_Control",-0.363040583609818,0.227438465257903,-0.812875290116826,0.0867941228971901,9.13153229962081,-1.59621453300852,0.112797210587425,0.428091705649765,-4.96349748763533,30,64,39
"Q9BXN1","20260527","High_vs_Control",-0.140614394160412,0.0881349771189542,-0.314829199087843,0.0336004107670189,11.4948317972916,-1.59544370188725,0.11281938609878,0.428091705649765,-4.99390537732776,30,66,46
"P22466","20260527","High_vs_Control",-0.26779196871207,0.167859660371222,-0.599597103775389,0.0640131663512502,9.02594747147455,-1.59533248262178,0.112844257137804,0.428091705649765,-4.99407392344388,30,66,46
"Q86SF2","20260527","High_vs_Control",-0.266684083320182,0.167330694078832,-0.598965528583356,0.0655973619429925,6.57558335501792,-1.59375471899102,0.114380927376409,0.432308922086509,-4.78898390081024,18,46,28
"A0A0J9YX35","20260527","High_vs_Control",-0.507687428585381,0.319317079217897,-1.14031819964929,0.124943342478532,9.40378021327009,-1.58991629833537,0.114650099579151,0.432308922086509,-4.84436530187388,19,57,36
"P80303","20260527","High_vs_Control",-0.528117920610539,0.331733589079373,-1.18781287092005,0.131577029698974,6.22060464697589,-1.59199411213128,0.115144936941688,0.432308922086509,-4.77453021961713,20,41,22
"A0A0C4DH43","20260527","High_vs_Control",0.548507433871187,0.34548340351328,-0.135964040344093,1.23297890808647,8.60205188093683,1.58765205012258,0.115161790960284,0.432308922086509,-4.90158480619113,23,52,37
"Q9BU40","20260527","High_vs_Control",0.390187425222663,0.246260272869229,-0.0972697718816167,0.877644622326943,7.8584490007826,1.58445136390254,0.115658855278799,0.433041249268402,-4.95294618828993,29,58,35
"P01619","20260527","High_vs_Control",0.246878684712105,0.156433657913737,-0.0623597367682079,0.556117106192417,11.0423762521679,1.57816858599728,0.116750871612049,0.435991536176244,-5.01996590406839,30,65,46
"Q9BRK5","20260527","High_vs_Control",-0.191111093756113,0.12126962358601,-0.4308225511965,0.0486003636842734,9.4497759678999,-1.57591891608841,0.117252870650596,0.436728874059624,-5.02332045803736,30,66,46
"Q504Y2","20260527","High_vs_Control",-0.22043719098683,0.139978995008655,-0.497289593026896,0.0564152110532352,7.53989887039375,-1.57478763848248,0.117661985786682,0.437117325435497,-4.9822851887289,27,64,42
"Q9H1B5","20260527","High_vs_Control",-0.313550072608423,0.199501350576418,-0.707902887405014,0.0808027421881671,9.02848523579196,-1.57166892205234,0.118237391670691,0.438119947430931,-5.02967842591382,30,66,46
"Q9H0B8","20260527","High_vs_Control",-0.468408459341042,0.297886501071145,-1.05933755311853,0.122520634436446,6.98963813476338,-1.57243936081941,0.118977254310183,0.439025768916066,-4.84856162658155,19,50,31
"P09429","20260527","High_vs_Control",0.489947563163662,0.311987451781237,-0.128102978118052,1.10799810444538,7.79301493549231,1.57040791341573,0.119094159071374,0.439025768916066,-4.93129819354074,23,52,38
"P00558","20260527","High_vs_Control",-0.393076800128387,0.25153959752022,-0.890296119941675,0.104142519684901,10.2699362985044,-1.56268358542153,0.120338925402669,0.442476971865198,-5.04306425329919,30,66,46
"P22607","20260527","High_vs_Control",-0.342773518560256,0.219788648341316,-0.779917435152245,0.0943703980317324,6.50880005599729,-1.55955970040797,0.122664982500405,0.449119079381297,-4.85826127710123,23,36,23
"P26583","20260527","High_vs_Control",0.46712869573036,0.30020685897181,-0.128264592158062,1.06252198361878,7.42749635683566,1.55602272822895,0.122771742759741,0.449119079381297,-4.91352214070372,22,48,32
"P17936","20260527","High_vs_Control",0.59046800608874,0.380861108660717,-0.162381657576615,1.34331766975409,10.7684763505431,1.55034996396743,0.123269425792494,0.449792255945131,-5.06131542982614,30,66,46
"P43487","20260527","High_vs_Control",0.37694268559434,0.243165419942453,-0.10431194215818,0.85819731334686,8.03531809214507,1.55014921810653,0.123633938129831,0.449977328117203,-5.0061773443953,27,58,39
"P02751","20260527","High_vs_Control",-0.219420377462926,0.142104403857134,-0.500316607445599,0.0614758525197463,14.5529966134095,-1.54407865982481,0.124779007510916,0.4507777804413,-5.07054047933165,30,66,46
"P54577","20260527","High_vs_Control",-0.460946521792275,0.298173780364589,-1.05152137104671,0.129628327462161,7.15522151847381,-1.54589890911487,0.124854652077691,0.4507777804413,-4.96677713335358,22,52,41
"P05121","20260527","High_vs_Control",-0.327873363456383,0.212518872950331,-0.74808573621655,0.0923390093037844,8.08690870900483,-1.54279645334376,0.125169014362735,0.4507777804413,-5.0559598724976,29,64,44
"Q96J42","20260527","High_vs_Control",-0.1900613906122,0.123298239415572,-0.433782776035468,0.0536599948110675,10.3672233929641,-1.54147692224222,0.12540939546542,0.4507777804413,-5.07435694091887,30,66,46
"P08263;P09210","20260527","High_vs_Control",-0.413621897950572,0.268189965247476,-0.94471187431896,0.117468078417817,7.7866914391562,-1.54227208899817,0.125685459144804,0.4507777804413,-4.97460240153276,25,58,34
"P31939","20260527","High_vs_Control",-0.400266000330083,0.259930523457287,-0.914472596938954,0.113940596278789,7.26857167285554,-1.53989610379812,0.125998762019351,0.4507777804413,-5.04792201125482,29,60,41
"Q06323","20260527","High_vs_Control",-0.343089672278861,0.223049988998319,-0.783992715126483,0.0978133705687611,9.59294826460143,-1.53817390361515,0.12621699703508,0.4507777804413,-5.07919610051911,30,66,46
"P09104","20260527","High_vs_Control",-0.220344602075619,0.143380832736611,-0.503762884147985,0.0630736799967482,11.82367398275,-1.53677864656002,0.126555866923917,0.4507777804413,-5.08123447489693,30,66,46
"Q14644","20260527","High_vs_Control",0.494376931462995,0.3218211037276,-0.142405841502126,1.13115970442812,6.78890774152722,1.5361855569343,0.126963035892041,0.4507777804413,-5.03092677645348,28,61,38
"Q04721","20260527","High_vs_Control",-0.288853474351177,0.188077820401873,-0.661231682938993,0.0835247342366396,8.2436804296116,-1.53581891652068,0.127213371649147,0.4507777804413,-4.99862741651798,25,57,37
"P01893","20260527","High_vs_Control",-0.227712730743223,0.148564150800558,-0.521376783279323,0.065951321792878,9.90717287338174,-1.53275692363307,0.127543782287421,0.4507777804413,-5.08710552800688,30,66,46
"Q13228","20260527","High_vs_Control",-0.618864156821443,0.403758119787782,-1.41722162205151,0.179493308408624,8.54874723754083,-1.53275965607013,0.127626066150047,0.4507777804413,-5.06663031144022,29,65,43
"Q9UQ16","20260527","High_vs_Control",0.504322400909444,0.329755570354156,-0.148467033203076,1.15711183502196,7.70190275385346,1.52938250707275,0.128760504048127,0.453138864413675,-4.99293496719659,24,61,36
"Q8WWZ8","20260527","High_vs_Control",-0.21506834395284,0.14112891952253,-0.494035310167087,0.0638986222614065,10.9660173264091,-1.52391405447206,0.129737299780948,0.453138864413675,-5.09996236742872,30,66,46
"P06744","20260527","High_vs_Control",0.709561197900805,0.46530148352859,-0.211952218660624,1.63107461446223,8.07128374745135,1.52494935653307,0.129972635652123,0.453138864413675,-4.99300642495081,23,56,37
"Q92820","20260527","High_vs_Control",-0.312681491105464,0.205220364783363,-0.718682852654257,0.0933198704433285,7.58169038276601,-1.52363773174042,0.130026555410758,0.453138864413675,-5.03052431304198,26,65,38
"P56199","20260527","High_vs_Control",-0.419546292432127,0.275459809775549,-0.964435128697189,0.125342543832935,7.38904282256392,-1.52307624395001,0.130132773812542,0.453138864413675,-5.05904158765164,28,63,40
"P68036","20260527","High_vs_Control",-0.426562538216356,0.279755952082194,-0.981659192843252,0.128534116410541,7.47741718197142,-1.52476662262767,0.130505684438944,0.453138864413675,-4.93526254546995,22,48,28
"P98164","20260527","High_vs_Control",-0.409232612325585,0.268766952644358,-0.941422605072699,0.122957380421529,9.49965174922427,-1.52262995245214,0.130506520922488,0.453138864413675,-5.04364404354544,29,54,35
"P68871","20260527","High_vs_Control",-0.55434389273065,0.36496337915336,-1.27576845144175,0.16708066598045,18.3675809581923,-1.51890278420979,0.130996343256168,0.453616922350187,-5.10721836996372,30,66,46
"P12109","20260527","High_vs_Control",-0.167491488978309,0.110376586057846,-0.385670877425532,0.0506878994689152,9.61683349238289,-1.51745487843345,0.131358152802765,0.453616922350187,-5.10930805011515,30,66,46
"P55157","20260527","High_vs_Control",-0.356272939211902,0.23482487784026,-0.820747521792604,0.108201643368801,7.80695532782552,-1.51718566826747,0.131593193652495,0.453616922350187,-5.06248384513852,27,64,41
"P23280","20260527","High_vs_Control",0.40359031112035,0.266493234686557,-0.125607016897049,0.93278763913775,7.44280698367623,1.51444861853639,0.133300834265583,0.455998140115393,-4.89865818913841,17,45,30
"P60953","20260527","High_vs_Control",-0.276109474147306,0.18296781907782,-0.637778974031592,0.0855600257369799,9.14265631752686,-1.50906031202061,0.133488568779553,0.455998140115393,-5.12139679564965,30,66,46
"P48960","20260527","High_vs_Control",-0.230922945131417,0.153015099808377,-0.533478534015235,0.0716326437524001,7.6598356918539,-1.50915135447812,0.133544802970674,0.455998140115393,-5.10946011471523,30,64,43
"P01344","20260527","High_vs_Control",0.197884531081222,0.131148698197946,-0.0613702737783094,0.457139335940753,10.5737112306606,1.50885623571002,0.133555940619571,0.455998140115393,-5.11788327275883,30,66,45
"P12110","20260527","High_vs_Control",-0.196910970180419,0.130698777344259,-0.455276371296509,0.0614544309356715,8.77611989414312,-1.50660147081374,0.134132851438579,0.456702477499958,-5.11591402356474,29,66,46
"Q09327","20260527","High_vs_Control",-0.246353213180025,0.163585203452652,-0.570157787398644,0.077451361038594,7.35801459055615,-1.50596269088194,0.134638756362197,0.456702477499958,-5.03661528668457,25,61,36
"O14950;P19105","20260527","High_vs_Control",0.619848289374588,0.412041417533915,-0.194684632357828,1.434381211107,9.8494586909999,1.50433491148634,0.134717676417352,0.456702477499958,-5.11916052341293,29,66,46
"P60891","20260527","High_vs_Control",-0.264802099699953,0.176383705879806,-0.613456560354702,0.0838523609547969,8.40305553858554,-1.50128436398994,0.135485527348601,0.4575009357864,-5.13253651842163,30,66,46
"P35542","20260527","High_vs_Control",-0.181177249810053,0.120714406753838,-0.419791220245041,0.0574367206249336,14.4759720822701,-1.50087512072616,0.135591281526653,0.4575009357864,-5.13312126026296,30,66,46
"Q8NBJ7","20260527","High_vs_Control",-0.274595992235166,0.184249093455884,-0.639189262996587,0.0899972785262554,7.86393051239171,-1.49035193109873,0.138609466248251,0.464514618295155,-5.08651094658153,28,62,36
"Q8WUM4","20260527","High_vs_Control",-0.31280075120732,0.210218795720358,-0.728339971781682,0.102738469367043,10.0769150011196,-1.48797708661323,0.138959640459789,0.464514618295155,-5.15147243454818,30,66,46
"Q86YZ3","20260527","High_vs_Control",-0.478382271178257,0.321783089752698,-1.11449046105161,0.157725918695095,8.50202826487924,-1.48666069290935,0.139323009544516,0.464514618295155,-5.15334434177474,30,65,46
"P26038","20260527","High_vs_Control",-0.233242821334807,0.157146996709656,-0.543872429143676,0.0773867864740623,9.83374170935635,-1.48423340069136,0.13994655194662,0.464514618295155,-5.15676881858398,30,66,46
"P30101","20260527","High_vs_Control",-0.2299120650875,0.15496745821626,-0.536233418831172,0.076409288656171,10.704415955045,-1.48361512625866,0.140110430935519,0.464514618295155,-5.15764245561312,30,66,46
"P14735","20260527","High_vs_Control",-0.404034281598459,0.272060918016239,-0.942652173926447,0.13458361072953,6.61080096252773,-1.48508754783494,0.140122002057901,0.464514618295155,-5.06544386650168,26,60,34
"O00429","20260527","High_vs_Control",0.635234165836559,0.428012286943561,-0.212136106519873,1.48260443819299,7.42844038248209,1.48414936957247,0.140371776824069,0.464514618295155,-5.08102028754558,25,56,39
"A0A0B4J1Y9","20260527","High_vs_Control",-0.336459843533648,0.226947879221088,-0.785068616274911,0.112148929207616,11.3462781767191,-1.48254235592956,0.140398019576523,0.464514618295155,-5.15915877802193,30,66,46
"Q7Z794","20260527","High_vs_Control",1.20496577237261,0.813394843409233,-0.403798413449681,2.81372995819489,12.300163690099,1.48140325960533,0.140848564413447,0.464514618295155,-5.12720918581751,29,64,40
"P21333","20260527","High_vs_Control",0.605035024829188,0.408636192706154,-0.202717757601469,1.41278780725985,10.5668343751299,1.48062025740403,0.14090924613556,0.464514618295155,-5.16187056599437,30,66,46
"Q9Y6C2","20260527","High_vs_Control",-0.280068559879956,0.189440000048251,-0.654533898156734,0.0943967783968225,10.7202882556934,-1.47840244831409,0.141499915423577,0.464700161475799,-5.1649948904922,30,66,46
"O95373","20260527","High_vs_Control",0.289990300396532,0.196399364900188,-0.09822923759691,0.678209838389974,8.79118619979985,1.47653379909812,0.141998377167352,0.464700161475799,-5.16762353653737,30,66,46
"Q969P0","20260527","High_vs_Control",-0.269561005447454,0.182333551471246,-0.630936896224051,0.0918148853291438,6.63667898749806,-1.4783949704943,0.142183737848544,0.464700161475799,-5.00100274387167,21,57,30
"O00487","20260527","High_vs_Control",-0.430571636827398,0.291442382045645,-1.00776166616903,0.146618392514231,7.50125324675213,-1.47738168280536,0.142261764914837,0.464700161475799,-5.08158444114062,25,54,37
"P11597","20260527","High_vs_Control",-0.286696653777541,0.194530398999675,-0.671225664824603,0.0978323572695196,14.0959699769683,-1.47378844258691,0.142738036358209,0.465196236676528,-5.17148163143886,30,66,46
"P11279","20260527","High_vs_Control",-0.340719528518099,0.231251159709635,-0.799454769543886,0.118015712507689,7.05118723680601,-1.47337435602881,0.143757230056707,0.467455482769427,-4.97791908360087,19,52,29
"P01009","20260527","High_vs_Control",0.166870306115333,0.113622107293387,-0.0577244450791274,0.391465057309794,14.687153019277,1.46864294361706,0.144124652586661,0.467589936220073,-5.17869085151487,30,66,46
"Q86UD1","20260527","High_vs_Control",0.159596772773403,0.109044834824194,-0.0559501672524705,0.375143712799277,10.2699213643246,1.4635885599782,0.145499727592986,0.470664788679362,-5.18574976362451,30,66,46
"P04062","20260527","High_vs_Control",-0.344141482481908,0.234853049124297,-0.809656664025522,0.121373699061705,7.11063016215043,-1.46534815607086,0.14572884670407,0.470664788679362,-5.00048482894801,21,59,27
"P60903","20260527","High_vs_Control",-0.331244983274273,0.226367554206082,-0.780135859698014,0.117645893149469,8.47995664567302,-1.46330592489731,0.146396950635631,0.471760061149426,-5.00708644923113,19,52,32
"P84095","20260527","High_vs_Control",-0.207837356370118,0.14255603924992,-0.489676756517227,0.0740020437769908,8.10162572386692,-1.45793441978105,0.147096829177629,0.471984877550028,-5.1858169680452,30,65,44
"Q9H251","20260527","High_vs_Control",-0.192269387611885,0.131902587844881,-0.452998831948206,0.068460056724435,10.4405489407594,-1.45766198187102,0.147124993211201,0.471984877550028,-5.193996727537,30,66,46
"Q8N3T1","20260527","High_vs_Control",-0.231326273103446,0.15890170207901,-0.545692283828562,0.0830397376216701,7.062648677753,-1.45578222307791,0.147861939964388,0.473290227475297,-5.12504657682424,24,62,43
"P62879","20260527","High_vs_Control",-0.216374334199429,0.149321088492882,-0.511534611693217,0.0787859432943587,10.3329440042362,-1.4490540913097,0.149510500400721,0.477289836237651,-5.2059170073829,30,66,46
"P00450","20260527","High_vs_Control",0.171363237128153,0.118420716814571,-0.0627168381565129,0.405443312412819,10.5069421400918,1.44707143933676,0.150064156245817,0.477289836237651,-5.20865289850035,30,66,46
"Q92530","20260527","High_vs_Control",-0.310039695258393,0.214268775209039,-0.7338823636596,0.113802973142814,8.23259244549375,-1.44696629247972,0.150275680192173,0.477289836237651,-5.16519764133066,27,62,42
"P60842","20260527","High_vs_Control",0.393196315576201,0.272333878444054,-0.145434663434819,0.931827294587222,7.65194338176492,1.44380243039419,0.151129438037817,0.477289836237651,-5.18318281262729,28,62,43
"P21291","20260527","High_vs_Control",0.335684659416019,0.232573542560386,-0.124156169941904,0.795525488773942,8.887310699953,1.44334843817783,0.15117314438664,0.477289836237651,-5.20470243293595,29,63,46
"P63000","20260527","High_vs_Control",-0.323967901400994,0.224741348677749,-0.768214078730588,0.120278275928599,9.48890308747737,-1.44151444897451,0.151626696547851,0.477289836237651,-5.21630225797095,30,66,46
"P62979","20260527","High_vs_Control",-0.281762184600359,0.195513682474621,-0.66823382691345,0.104709457712733,11.5522511284772,-1.44113793487028,0.151732717339722,0.477289836237651,-5.21681943293104,30,66,46
"P35579","20260527","High_vs_Control",0.62018014238336,0.430611508897211,-0.231011334697831,1.47137161946455,11.1487413353397,1.44023122830979,0.151989288115594,0.477289836237651,-5.2180645729114,30,66,46
"Q15599","20260527","High_vs_Control",-0.397131152205873,0.275621757770064,-0.942580822352742,0.148318517940997,7.23472590729181,-1.44085559652071,0.15210701196695,0.477289836237651,-5.17454111182484,28,57,40
"P80511","20260527","High_vs_Control",-0.471150357154887,0.327860122554206,-1.12040834633694,0.178107632027171,7.48078189927516,-1.4370468524332,0.153353218350365,0.479284401652211,-5.13221677506184,25,56,36
"P04259","20260527","High_vs_Control",-0.331259129166048,0.230996674416288,-0.787871171423789,0.125352913091693,14.539321082308,-1.43404284933156,0.153744640111068,0.479284401652211,-5.22654140474562,30,66,46
"P36955","20260527","High_vs_Control",-0.117368611864777,0.0818452790855807,-0.279150685182625,0.0444134614530723,11.3120858779244,-1.43403032130969,0.153745345020932,0.479284401652211,-5.22655795659012,30,66,46
"P08319","20260527","High_vs_Control",-0.414490947141271,0.289592704080751,-0.986929993579464,0.157948099296922,11.3676173841078,-1.43128932911823,0.154530673139065,0.48068760364733,-5.23030178468544,30,66,46
"P08729","20260527","High_vs_Control",-0.501073203001404,0.350570929663214,-1.19454200144016,0.192395595437357,13.5722549446597,-1.42930619912716,0.155280382550532,0.481974174410093,-5.1831010089749,26,62,43
"P02533","20260527","High_vs_Control",-0.444354721175664,0.31147041171029,-1.06003951903381,0.171330076682479,13.1444212981745,-1.42663541854811,0.155866209345685,0.482020478621408,-5.23664150812403,30,66,46
"P06576","20260527","High_vs_Control",0.600971382812959,0.421037858641029,-0.232591054136574,1.43453381976249,8.1214783131675,1.42735711404361,0.156054729990464,0.482020478621408,-5.13953449914656,24,59,37
"P80108","20260527","High_vs_Control",-0.183148888594898,0.128515831063126,-0.437183792450727,0.070886015260931,14.2212405056098,-1.4251076079875,0.156303711686858,0.482020478621408,-5.23871792617743,30,66,46
"O43529","20260527","High_vs_Control",-0.371438177970856,0.260666714214793,-0.887630475729896,0.144754119788184,6.9167375291196,-1.42495438702153,0.156810588821439,0.482302029892457,-5.16332741643571,26,54,37
"P10599","20260527","High_vs_Control",-0.358856370546158,0.2525832506616,-0.858199210156262,0.140486469063945,9.61053609305087,-1.42074492115449,0.157600147585399,0.482302029892457,-5.22598025037856,28,66,46
"P17844","20260527","High_vs_Control",-0.529631593481778,0.37255546207522,-1.26714838206071,0.207885195097154,9.74096247379541,-1.42161811433822,0.157690541803491,0.482302029892457,-5.14978533745683,27,62,32
"Q14118","20260527","High_vs_Control",-0.185745264319275,0.13079306504709,-0.444281535138129,0.07279100649958,9.09310033719044,-1.4201461235915,0.157740343109876,0.482302029892457,-5.24544761104205,30,66,46
"O00264","20260527","High_vs_Control",0.467978847319811,0.329502770281227,-0.184831807660728,1.12078950230035,8.3011841993201,1.4202577019926,0.158288339603723,0.482947827641998,-5.10161284322396,23,59,30
"Q96KN2","20260527","High_vs_Control",-0.247878744516244,0.174990000560729,-0.593780822949187,0.0980233339166988,12.9004874755521,-1.41653090874881,0.158795364377483,0.483002432899205,-5.2503370994985,30,66,46
"O60279","20260527","High_vs_Control",-0.139799118214039,0.0987447001009741,-0.334985969428519,0.05538773300044,12.796045243772,-1.41576325687438,0.159017821608768,0.483002432899205,-5.25137350690848,30,66,46
"P13612","20260527","High_vs_Control",-0.20762488522343,0.146741699033054,-0.497739514176736,0.0824897437298761,7.94006052046293,-1.41490037659071,0.15931670206508,0.483002432899205,-5.24868167907844,30,64,45
"P03952","20260527","High_vs_Control",-0.115923125196851,0.0821816879393718,-0.278370171772252,0.0465239213785505,13.243236189764,-1.41057123677444,0.160541364384853,0.48500989011156,-5.25837040428518,30,66,46
"O95967","20260527","High_vs_Control",-0.212756969485767,0.150871728026011,-0.510982367918,0.0854684289464658,8.98006559701941,-1.41018448101216,0.160655298328446,0.48500989011156,-5.25889060672533,30,66,46
"Q8WWA0","20260527","High_vs_Control",-0.184680298011893,0.131832030311876,-0.4452702725571,0.0759096765333144,11.5372132198554,-1.40087577787426,0.163416201708975,0.490491148022907,-5.27136937948562,30,66,46
"Q8NBP7","20260527","High_vs_Control",-0.163647233059098,0.116839884400219,-0.394602505686613,0.067308039568416,11.6327604003414,-1.40061104903653,0.163495243935038,0.490491148022907,-5.27172308697935,30,66,46
"O15335","20260527","High_vs_Control",-0.171781000241236,0.122647712818727,-0.414216501582224,0.0706545010997525,10.904388023063,-1.40060500349588,0.163497049340969,0.490491148022907,-5.27173116374266,30,66,46
"P16871","20260527","High_vs_Control",-0.233986599825419,0.167327825131157,-0.564740713269643,0.096767513618804,9.82110906061282,-1.39837232475838,0.16416503223235,0.491326941855623,-5.27471168325803,30,66,46
"P23381","20260527","High_vs_Control",-0.256538921515265,0.183550793597612,-0.619472504648982,0.106394661618452,7.71666957865801,-1.39764539551739,0.164460901039539,0.491326941855623,-5.26366029684145,30,64,43
"Q92752","20260527","High_vs_Control",-0.231183744400251,0.16638732067611,-0.560289416476379,0.0979219276758765,7.05902125207676,-1.38943125870915,0.167021802066442,0.497940258135711,-5.25257797747648,29,63,40
"P53990","20260527","High_vs_Control",-0.507772718230038,0.365444953343047,-1.23200614478741,0.216460708327338,8.01750807572926,-1.38946430532148,0.167500220662264,0.498330532011799,-5.14801528220137,22,54,33
"P21281","20260527","High_vs_Control",0.610033304476972,0.440313529017633,-0.261992336632611,1.48205894558655,7.23389661966098,1.38545210236441,0.168552044068702,0.500421596676022,-5.1855520807841,24,57,35
"P51148","20260527","High_vs_Control",-0.275971129292008,0.199983406025511,-0.671669864212044,0.119727605628027,7.56084211973488,-1.37997014240673,0.169999804141178,0.502913066540567,-5.24492963781883,26,59,42
"P13686","20260527","High_vs_Control",-0.284911332438913,0.206149788002459,-0.694004278221986,0.12418161334416,6.98467210936514,-1.38205978865966,0.170092634081015,0.502913066540567,-5.09044324455951,22,52,23
"A0A1B0GTC6","20260527","High_vs_Control",-0.210395572091882,0.152716310999588,-0.512267410001817,0.0914762658180534,11.7432343753416,-1.37768893653049,0.170450514783911,0.502934234979688,-5.30210312600037,30,66,46
"Q16627","20260527","High_vs_Control",-0.231875458663749,0.168571723363953,-0.565128727486323,0.101377810158825,9.93148449280435,-1.37552997641913,0.171147383425351,0.503953486307912,-5.30105777852769,30,65,45
"Q6PCB0","20260527","High_vs_Control",-0.25206732535174,0.183551731860826,-0.615678876127219,0.111544225423738,6.89718128096318,-1.37327674763028,0.17235917919458,0.505894742367238,-5.19626233597276,24,55,34
"P52565","20260527","High_vs_Control",0.298405756638935,0.21760278493084,-0.131886904609363,0.728698417887234,8.0357306714469,1.37133243369922,0.172512223861631,0.505894742367238,-5.29746655608266,29,62,45
"P42566","20260527","High_vs_Control",0.551002390167247,0.403689542673032,-0.248082746269855,1.35008752660435,7.14676018134693,1.36491618415177,0.174772963166053,0.511478426898203,-5.23242087666457,25,60,37
"P60660","20260527","High_vs_Control",0.548282211259538,0.404118608120853,-0.250540643808402,1.34710506632748,10.2392524983369,1.35673586972163,0.17700455721141,0.516303266941287,-5.3294464238424,30,66,46
"O43173","20260527","High_vs_Control",-0.375974067488997,0.27745341066513,-0.926174729310654,0.17422659433266,6.78645980956454,-1.3550890096744,0.178325300283701,0.516303266941287,-5.16040902966054,24,54,25
"Q96P70","20260527","High_vs_Control",-0.457198142486933,0.336915810192154,-1.12755923598556,0.213162951011698,6.48017512838622,-1.3570100560914,0.178549173709761,0.516303266941287,-5.0594920847567,14,35,31
"Q02487","20260527","High_vs_Control",-0.283571131695983,0.209732789437822,-0.698499728880141,0.131357465488175,7.00585110648891,-1.35205912464179,0.178702354316246,0.516303266941287,-5.27703859586375,26,62,41
