"PG.ProteinGroups","Run","Contrast","logFC","SE_moderated","CI_low","CI_high","AveExpr","t","P.Value","adj.P.Val","B","N_observed_control","N_observed_low","N_observed_high"
"P13645","20260527","High_vs_Control",-0.273235164904738,0.28629158690784,-0.839148879937776,0.292678550128299,13.8453749450445,-0.954394671027115,0.341495572975086,0.679608650136499,-5.77479702148503,30,66,46
"P08754","20260527","High_vs_Control",-0.223559968777354,0.234215573389357,-0.687450596129707,0.240330658574999,8.09444516856698,-0.954505140466093,0.341811734281905,0.679608650136499,-5.6790006873967,25,54,36
"P53004","20260527","High_vs_Control",-0.275606190401122,0.288934507610986,-0.847403476451968,0.296191095649724,7.52609356609538,-0.953870801656516,0.341976869459776,0.679608650136499,-5.71499566315054,28,60,37
"P15144","20260527","High_vs_Control",-0.21957710896426,0.230528644019674,-0.67526134066362,0.2361071227351,7.66672457525074,-0.952493820878592,0.34245382900126,0.679608650136499,-5.7765399925756,30,66,46
"P50395","20260527","High_vs_Control",-0.238155554476714,0.2501351543597,-0.732598705925758,0.256287596972329,9.33493767615162,-0.952107491993074,0.342650114876887,0.679608650136499,-5.77689249911151,30,66,46
"Q9NRY5","20260527","High_vs_Control",0.218170339204134,0.229202017360686,-0.23515093223991,0.671491610648177,7.39202690696277,0.951869192585716,0.342876951279163,0.679608650136499,-5.73100185810348,27,64,42
"P34932","20260527","High_vs_Control",-0.20440284930292,0.214772104111822,-0.629363860419635,0.220558161813794,7.48936854774941,-0.951719731704529,0.343031800109855,0.679608650136499,-5.72669592410897,27,59,41
"P01023","20260527","High_vs_Control",0.106554292780428,0.112037367366063,-0.114907931847119,0.328016517407975,13.2347286526336,0.951060305016634,0.343177458150234,0.679608650136499,-5.77785236549959,30,66,46
"Q9NQH7","20260527","High_vs_Control",0.171842480735892,0.180868221397627,-0.185859256497817,0.529544217969601,11.1287199044518,0.95009769769399,0.343760447530893,0.679608650136499,-5.73262680989976,27,65,42
"Q9NRW1","20260527","High_vs_Control",0.317455187996822,0.334997804628296,-0.344776153238119,0.979686529231763,9.00241938412936,0.947633637029536,0.344927001372344,0.679608650136499,-5.77692053646497,30,66,45
"P49327","20260527","High_vs_Control",0.314704699884003,0.332250374193148,-0.343247258936377,0.972656658704383,6.85634186347461,0.947191408431807,0.345478577488717,0.679608650136499,-5.66804551499883,22,55,40
"Q15691","20260527","High_vs_Control",0.465244326213268,0.491397724987811,-0.507865475395726,1.43835412782226,7.68899680462354,0.946777533869959,0.345688590466745,0.679608650136499,-5.6813475655416,23,54,40
"P15531","20260527","High_vs_Control",-0.229366891297527,0.242647823487358,-0.70912708205991,0.250393299464855,9.04833896312966,-0.945266633761821,0.346163926739603,0.679608650136499,-5.76546357355077,29,65,44
"Q9H0U4","20260527","High_vs_Control",0.237199567683826,0.250997682080887,-0.25894854573175,0.733347681099401,9.40254954920829,0.945026925019114,0.346240269142432,0.679608650136499,-5.7833481439905,30,66,46
"Q9UL46","20260527","High_vs_Control",-0.171782274032816,0.181838177727233,-0.531284145746857,0.187719597681225,8.11396579742272,-0.94469861158914,0.346439277022162,0.679608650136499,-5.77537829341884,30,65,44
"P45877","20260527","High_vs_Control",-0.186436570722186,0.197830080174207,-0.579174235628714,0.206301094184341,7.12450199265778,-0.942407598268234,0.348372197629233,0.682466846175301,-5.52051590762469,15,48,31
"P03950","20260527","High_vs_Control",0.167722716318538,0.178879508076358,-0.185974369610017,0.521419802247093,8.33331990067628,0.937629570442148,0.350071846087847,0.684860883069539,-5.77740194180957,30,64,43
"Q96IZ5","20260527","High_vs_Control",0.210678686453191,0.224831262351455,-0.234326576385437,0.655683949291818,9.63654768643909,0.937052455471515,0.350553564436165,0.684868952863025,-5.70658634013571,24,58,41
"P35555","20260527","High_vs_Control",-0.143949595309058,0.153898149509687,-0.448461375950243,0.160562185332126,7.23368376053812,-0.935356245462833,0.351364822656811,0.685514394610338,-5.7369822154965,28,61,38
"Q9BUL8","20260527","High_vs_Control",0.446519335464032,0.477700770780807,-0.499466530250964,1.39250520117903,8.17884145850788,0.934726010038024,0.351840024012,0.685514394610338,-5.69682968726185,25,56,36
"P07307","20260527","High_vs_Control",-0.136711164393203,0.146483909843374,-0.42651021481484,0.153087886028434,7.25337290174291,-0.93328451254052,0.352402103728683,0.685677906033828,-5.7370794840086,26,61,42
"Q96P63","20260527","High_vs_Control",0.300637539063146,0.322594839512001,-0.337822665873336,0.939097743999628,8.02361632805002,0.931935363621842,0.353167867433294,0.686190471329727,-5.74921679702953,29,57,38
"O75147","20260527","High_vs_Control",0.294497123319523,0.316009805313007,-0.332464991184311,0.921459237823358,10.3258695256698,0.931924004787842,0.353622565071596,0.686190471329727,-5.57106840228161,17,50,32
"P0C0L5","20260527","High_vs_Control",-0.150913494705858,0.162439640840881,-0.472006707433815,0.1701797180221,12.2610003199813,-0.929043513791603,0.3544321391827,0.686832010254043,-5.79774705795016,30,66,46
"P14770","20260527","High_vs_Control",0.22511680132834,0.243978366229961,-0.257156202611991,0.707389805268672,9.1658706509678,0.922691650111949,0.357723186812888,0.692078553217748,-5.80340038021795,30,66,46
"Q8IZS8","20260527","High_vs_Control",-0.164653126939418,0.178418540710162,-0.518233645222092,0.188927391343255,9.76554099494545,-0.922847627180713,0.358104802292587,0.692078553217748,-5.69095761816967,24,50,35
"Q8NFL0","20260527","High_vs_Control",0.152789571526151,0.166439807563588,-0.176466004363351,0.482045147415653,7.72585248547681,0.917986951335417,0.360311617933011,0.695406272026833,-5.76680317326795,29,62,39
"P60709","20260527","High_vs_Control",0.294803821510742,0.322849303552361,-0.343373676970762,0.932981319992246,14.6527037977692,0.91313135344252,0.362711482591031,0.698767305503028,-5.81183868687084,30,66,46
"P16671","20260527","High_vs_Control",0.177537033551131,0.19476652291177,-0.207456483116721,0.562530550218983,9.54077855151083,0.9115377267969,0.363546207370707,0.698767305503028,-5.81323792091546,30,66,46
"P01706","20260527","High_vs_Control",0.306044047277661,0.335810113217557,-0.358320890367308,0.97040898492263,10.6270128953824,0.911360424334178,0.36379363442265,0.698767305503028,-5.7530628839158,25,60,44
"Q9BS26","20260527","High_vs_Control",-0.217546155550641,0.239062184226696,-0.690158609474137,0.255066298372854,9.39113611167073,-0.909998192538676,0.364377523223281,0.698767305503028,-5.80100373844683,29,66,45
"Q96EE4","20260527","High_vs_Control",-0.0867481547291931,0.0953999127331166,-0.275323425639652,0.101827116181265,8.66399698093337,-0.909310629789285,0.364715272582481,0.698767305503028,-5.8151888015709,30,66,46
"P41218","20260527","High_vs_Control",0.401930239322794,0.442039698477515,-0.472997082824271,1.27685756146986,7.39667103955192,0.909262766912413,0.364976786486588,0.698767305503028,-5.75389391771264,26,56,41
"P51665","20260527","High_vs_Control",0.263034265234223,0.289321252473075,-0.31118966472946,0.837258195197906,6.62587014278719,0.909142563796628,0.365528703395829,0.698890880892824,-5.63119992798538,20,45,31
"Q13740","20260527","High_vs_Control",-0.144322730232279,0.159303288417461,-0.459214640608434,0.170569180143876,10.1244710878402,-0.905962027940536,0.366478971479403,0.699415868806052,-5.8181117214955,30,66,46
"P26641","20260527","High_vs_Control",-0.400207048406407,0.441882657846921,-1.27442534282886,0.474011246016046,7.61116389859212,-0.905686252446341,0.366778754074025,0.699415868806052,-5.76135423685789,26,61,42
"Q15833","20260527","High_vs_Control",-0.491729439971196,0.544710805358408,-1.56938239321037,0.585923513267974,7.91338034652537,-0.90273487350347,0.368337532024388,0.700986370260848,-5.75519219739128,26,63,40
"P98161","20260527","High_vs_Control",0.182017087662287,0.20202287678268,-0.2182619056338,0.582296080958375,6.62792836680803,0.900972654983459,0.369534652420327,0.700986370260848,-5.69097627789085,22,53,36
"P02749","20260527","High_vs_Control",-0.106885214599622,0.11874092615338,-0.341598241855459,0.127827812656215,12.8211369579526,-0.900154799715438,0.369550340411841,0.700986370260848,-5.82315545646217,30,66,46
"O75339","20260527","High_vs_Control",-0.12391178893448,0.137658201885002,-0.396018250772989,0.148194672904029,9.56868721053708,-0.900140981341556,0.369557668003627,0.700986370260848,-5.82316741986753,30,66,46
"P10809","20260527","High_vs_Control",-0.373962584185097,0.415969067027954,-1.19668250043099,0.448757332060792,8.26141166388136,-0.899015368755693,0.370258322466741,0.701387628028145,-5.78799130820805,28,63,42
"Q07507","20260527","High_vs_Control",-0.108666879508728,0.121237296719099,-0.348314437019747,0.130980678002291,13.1788203617624,-0.896315593051405,0.371589699477948,0.70297707114441,-5.82647231041975,30,66,46
"Q16775","20260527","High_vs_Control",-0.214532016422472,0.23948468547246,-0.688502012595256,0.259437979750313,7.27794466064107,-0.895806827894815,0.372077822174761,0.70297707114441,-5.75164722854674,26,60,38
"Q05682","20260527","High_vs_Control",0.389392814374403,0.436886774136891,-0.475769518472149,1.25455514722095,7.23462037571687,0.891290003327941,0.374588930662892,0.703070952083686,-5.69931330540993,22,59,36
"O60234","20260527","High_vs_Control",0.33838229861718,0.379366080127773,-0.414868371827039,1.0916329690614,7.46144203581468,0.891967722847575,0.374690275683441,0.703070952083686,-5.62862466736975,22,46,25
"Q13201","20260527","High_vs_Control",-0.273225007615533,0.307352786025951,-0.880770478456393,0.334320463225326,13.9865755566905,-0.888962196010364,0.375517379017147,0.703070952083686,-5.83278405209526,30,66,46
"O43396","20260527","High_vs_Control",-0.236412888246825,0.265967720990675,-0.762838948164734,0.290013171671084,7.57200904261536,-0.888878121624067,0.375790157640624,0.703070952083686,-5.74434059875393,24,59,40
"O14498","20260527","High_vs_Control",-0.159089856194543,0.179254600850018,-0.513747179081954,0.195567466692869,8.02744053072044,-0.887507798629131,0.376456164705246,0.703070952083686,-5.76152894859011,25,62,41
"P61106","20260527","High_vs_Control",0.26884262624806,0.303106465344299,-0.330309125664031,0.867994378160151,8.35463810463762,0.886957742530108,0.376591955434947,0.703070952083686,-5.83449620466306,30,66,46
"P08294","20260527","High_vs_Control",-0.138140699514796,0.155975167991814,-0.446453974828205,0.170172575798612,9.53856840826006,-0.885658283259849,0.377287660592241,0.703070952083686,-5.83560616996829,30,66,46
"P07339","20260527","High_vs_Control",-0.194919251733555,0.220360211372301,-0.630503619321845,0.240665115854734,8.5904237678772,-0.884548306246799,0.37788516383302,0.703070952083686,-5.83655028538224,30,66,46
"Q01813","20260527","High_vs_Control",0.371401641966451,0.419506572491437,-0.461323369961206,1.20412665389411,7.46782912793226,0.885329733359618,0.378193305747716,0.703070952083686,-5.60575785309389,17,47,31
"P35613","20260527","High_vs_Control",-0.139376752052723,0.157764286895558,-0.451245264473471,0.172491760368026,9.7843720838128,-0.883449320472585,0.378485876900904,0.703070952083686,-5.83341017442118,30,66,45
"O95196","20260527","High_vs_Control",-0.114638917322091,0.129762225657567,-0.371168558702194,0.141890724058011,9.53322641449489,-0.88345369186727,0.378494084188036,0.703070952083686,-5.82785050073203,29,65,46
"Q7Z3Y7","20260527","High_vs_Control",-0.279179524325823,0.316079514335758,-0.904050895715593,0.345691847063947,14.8530236894235,-0.883257255417262,0.378601819698739,0.703070952083686,-5.82403893279795,29,66,45
"Q9UJU6","20260527","High_vs_Control",-0.376337645769522,0.426095400637751,-1.22094149031138,0.468266198772338,7.0306762765301,-0.883223909965338,0.379078914553541,0.703070952083686,-5.71335382731227,23,49,35
"A0A0A0MS15","20260527","High_vs_Control",-0.162366015476275,0.184193508405223,-0.526481816200729,0.201749785248179,10.2282168345047,-0.881496947867846,0.379538562784748,0.703070952083686,-5.83913143599561,30,65,46
"A0A075B6K5","20260527","High_vs_Control",-0.149409611469977,0.169581805710241,-0.484618879876283,0.185799656936329,9.21714706607778,-0.881047414516086,0.379769654341402,0.703070952083686,-5.83952444528293,30,66,46
"P0DPH7;P0DPH8","20260527","High_vs_Control",0.284563916356598,0.323119963237342,-0.354148596197418,0.923276428910614,11.3342043817394,0.880675751214964,0.379972097534767,0.703070952083686,-5.83983736587734,30,66,46
"P49746","20260527","High_vs_Control",-0.100120038635296,0.114220180485801,-0.325896990222323,0.125656912951731,11.7711397778529,-0.876552971720633,0.382198716058894,0.705417515216781,-5.84332431887943,30,66,46
"P02647","20260527","High_vs_Control",-0.0639692571219896,0.0730378417403554,-0.208341829363574,0.0804033151195945,16.6143058160253,-0.875837176971851,0.382586460567078,0.705417515216781,-5.84392772099263,30,66,46
"Q9NZT1","20260527","High_vs_Control",-0.28222272323003,0.322772464885515,-0.92044594223923,0.356000495779171,9.72886622860796,-0.87437050533456,0.383436745365089,0.705417515216781,-5.83246057942911,30,64,43
"P02766","20260527","High_vs_Control",0.0944880822952943,0.108117539556545,-0.11922589005481,0.308202054645398,12.7966865676919,0.873938518050327,0.383616139813371,0.705417515216781,-5.84552589488093,30,66,46
"P49908","20260527","High_vs_Control",-0.0686528999303668,0.0785696282640944,-0.223960053896896,0.0866542540361627,13.8805053708019,-0.873784201951488,0.3836999036744,0.705417515216781,-5.84565563793009,30,66,46
"Q9NQ79","20260527","High_vs_Control",0.0919099042878191,0.105423053244131,-0.116477926016962,0.3002977345926,12.1866251470337,0.871819791397819,0.384767188061395,0.706473940691474,-5.8473052587218,30,66,46
"P10412","20260527","High_vs_Control",0.298610891115983,0.343534357840095,-0.380454836195662,0.977676618427628,10.3901894275021,0.869231517317336,0.386178132840394,0.707817700386749,-5.84947114757388,30,66,46
"Q9Y2V2","20260527","High_vs_Control",-0.198119185148546,0.227946580297082,-0.649396841175574,0.253158470878481,7.80080948728901,-0.869147433097432,0.386486233893183,0.707817700386749,-5.76820466173185,27,58,35
"P30040","20260527","High_vs_Control",0.347856580669048,0.402164035501522,-0.451124540075717,1.14683770141381,7.66320496036899,0.864961930858017,0.389361913125203,0.712174723751965,-5.62748119288129,18,42,29
"Q13822","20260527","High_vs_Control",-0.240873595009429,0.280675969918998,-0.798314462556326,0.316567272537468,6.79297945771722,-0.858191013213365,0.393015562155516,0.717761155446941,-5.57037827877253,15,49,27
"P18564","20260527","High_vs_Control",0.116444664920222,0.136030097883889,-0.152443553376082,0.385332883216525,11.4515506890861,0.856021327130228,0.393417202357947,0.717761155446941,-5.86043853347598,30,66,46
"Q9NRA1","20260527","High_vs_Control",-0.101311789960445,0.118851656702031,-0.336243696276142,0.133620116355253,9.36302178431373,-0.852422193949218,0.395404331163014,0.720469899476191,-5.86339726380624,30,66,46
"P01860","20260527","High_vs_Control",0.233844544198552,0.274964859113108,-0.309679583090336,0.77736867148744,12.3595843052989,0.850452472191582,0.39649629657633,0.721542752906671,-5.86500930093067,30,66,46
"Q9H299","20260527","High_vs_Control",0.265640850779803,0.313180165683686,-0.353615359762731,0.884897061322337,9.02246315635774,0.848204579622395,0.397793926098154,0.72298667937231,-5.84904307746088,29,64,44
"Q9BWP8","20260527","High_vs_Control",-0.117333792025276,0.138804562853381,-0.391706504570358,0.157038920519806,13.9490775737963,-0.84531653436505,0.399345570171905,0.724888034970269,-5.86920221003982,30,66,46
"Q9BUD6","20260527","High_vs_Control",-0.126289295060053,0.149917168648555,-0.422681963557156,0.170103373437051,8.31193458987551,-0.842393811185879,0.401003439575134,0.72697715847123,-5.86324600443267,30,65,44
"Q13609","20260527","High_vs_Control",-0.146652825068206,0.175094478580451,-0.49293377776869,0.199628127632278,7.28710970969621,-0.837563961223503,0.403755021039196,0.731041288093696,-5.83731412422737,27,63,44
"P61978","20260527","High_vs_Control",0.249072612632673,0.297878475465225,-0.340206250991423,0.83835147625677,7.8562431183168,0.836155120787673,0.404591392602262,0.731581738964392,-5.81207897155189,25,62,43
"Q01469","20260527","High_vs_Control",-0.203913882275094,0.244167956046351,-0.686679007555113,0.278851243004926,8.672698989775,-0.835137769824245,0.405073849886839,0.731581738964392,-5.86908774937203,30,64,44
"Q04637","20260527","High_vs_Control",-0.248059678625736,0.297791797289513,-0.838871411884633,0.342752054633161,6.45916927064527,-0.832997016316646,0.406831871752341,0.7338325837646,-5.66803388605324,19,51,29
"P80748","20260527","High_vs_Control",0.356723950639534,0.429261632498707,-0.495596879854135,1.2090447811332,9.5686788384758,0.831017551144892,0.408071825804784,0.735144470105603,-5.68945429350015,21,44,28
"P12111","20260527","High_vs_Control",0.0865335766007966,0.104461111593969,-0.119952801154581,0.293019954356175,9.84632623756242,0.828380775203164,0.40883448203228,0.735594287621442,-5.88284445203581,30,66,46
"Q9UHG3","20260527","High_vs_Control",0.129792291712961,0.15713447011039,-0.180812554995162,0.440397138421085,10.3261924544347,0.825995032291643,0.410182024040141,0.737094013124764,-5.88474424973639,30,66,46
"Q9HBI1","20260527","High_vs_Control",0.295218987585956,0.358551710656363,-0.413574255144414,1.00401223031633,9.84263790526036,0.823365162713992,0.411681996047653,0.738363170126277,-5.8827380395406,30,66,45
"P12830","20260527","High_vs_Control",-0.0913284677128612,0.110979851584269,-0.310700320144768,0.128043384719046,10.329479769964,-0.822928364105026,0.411918086541856,0.738363170126277,-5.88717830787957,30,66,46
"Q9BTT0","20260527","High_vs_Control",0.177466237887538,0.216017288315004,-0.250303492544718,0.605235968319794,7.57874348666338,0.821537198581765,0.412995902056654,0.739370940760602,-5.7849655256434,26,58,33
"Q8TER0","20260527","High_vs_Control",-0.0891041555688101,0.108777148224532,-0.304121964365899,0.125913653228278,9.28309954245577,-0.819144066774818,0.414066463664845,0.739814871801802,-5.89016960075217,30,66,46
"Q15113","20260527","High_vs_Control",-0.0890258740608623,0.108985748020193,-0.304456018276839,0.126404270155114,11.1513848874618,-0.816857944071433,0.415367554424262,0.739814871801802,-5.89197004788444,30,66,46
"P19338","20260527","High_vs_Control",-0.154595694673667,0.189286985484746,-0.528895541310397,0.219704151963064,8.03267999618834,-0.81672648691489,0.415501773572731,0.739814871801802,-5.868337830393,28,63,45
"P49721","20260527","High_vs_Control",-0.197300251183299,0.24148123643034,-0.675498934521858,0.28089843215526,7.53628883007791,-0.817041746596383,0.41555114885947,0.739814871801802,-5.83081389010184,28,52,37
"O00602","20260527","High_vs_Control",0.144649374117845,0.177252903333293,-0.2062093813286,0.495508129564291,8.61150685382697,0.81606208641817,0.416041085645867,0.739814871801802,-5.83165258138875,28,57,37
"Q16270","20260527","High_vs_Control",-0.0819805357578005,0.100570704659505,-0.280776816943899,0.116815745428298,9.9999153046201,-0.815153240054905,0.416339331620679,0.739814871801802,-5.89330935248028,30,66,46
"P24592","20260527","High_vs_Control",-0.117840364050529,0.144731415834983,-0.403945491168977,0.168264763067918,9.20498080822027,-0.81420031283938,0.416892651420189,0.739881265020483,-5.88996225690108,30,66,45
"P04792","20260527","High_vs_Control",-0.187366982798617,0.230503197713296,-0.64300356770084,0.268269602103607,9.46887860217132,-0.812860665957732,0.417650136499754,0.740309389049008,-5.89510424155302,30,66,46
"Q9ULF5","20260527","High_vs_Control",-0.442832321679825,0.545169595803836,-1.52233186722368,0.636667223864027,11.6623174263789,-0.812283599614323,0.418252245664408,0.740461383065138,-5.79884607351177,25,57,36
"O75636","20260527","High_vs_Control",-0.301415306057967,0.37197093919354,-1.0366917364866,0.433861124370663,11.8028487469224,-0.810319501602618,0.41910396375617,0.74094967997151,-5.89709001882438,30,66,46
"P02750","20260527","High_vs_Control",0.129197924780383,0.159598614453956,-0.186277751196217,0.444673600756984,8.32634714064918,0.80951783461539,0.41956146453059,0.74094967997151,-5.8977170989215,30,66,46
"P06681","20260527","High_vs_Control",-0.0838957233292987,0.103756960616591,-0.288990218665533,0.121198772006935,10.0165718170746,-0.808579230065496,0.420099562271432,0.740987419799795,-5.89844828846857,30,66,46
"Q5TEC6","20260527","High_vs_Control",0.284423902947944,0.351988335439782,-0.41593555660846,0.984783362504349,9.58609229680021,0.808049228655769,0.42143195537395,0.742213301841701,-5.57461911805469,15,43,22
"Q9BX67","20260527","High_vs_Control",0.31592847261204,0.391892316360269,-0.46041447601541,1.09227142123949,8.48489010962179,0.806161436249249,0.421829735705011,0.742213301841701,-5.72827235706213,21,61,31
"P68431","20260527","High_vs_Control",-0.16670874513766,0.207525977129768,-0.576926167004037,0.243508676728718,11.2501995075793,-0.803315071411111,0.423126814790242,0.743321617630227,-5.9025317027285,30,66,46
"P68363","20260527","High_vs_Control",0.253479690747325,0.31612780683174,-0.37141139851471,0.878370780009359,10.949308262424,0.801826619707137,0.423984610440879,0.743321617630227,-5.90368203938726,30,66,46
"P07948","20260527","High_vs_Control",0.2890881765841,0.360698051109164,-0.424619851037429,1.00279620420563,8.58725807082792,0.801468640307702,0.424346868604019,0.743321617630227,-5.82209191023791,25,63,39
"O14672","20260527","High_vs_Control",0.131820189984991,0.164715541251652,-0.193770022047883,0.457410402017864,8.14233806041971,0.80028993611232,0.424869537447334,0.743321617630227,-5.90486931323693,30,66,46
"Q96TC7","20260527","High_vs_Control",0.169715238306423,0.212094944900585,-0.24985699689157,0.589287473504415,8.19646321217103,0.800185211325866,0.425051413149781,0.743321617630227,-5.84933692829538,28,64,38
"P25774","20260527","High_vs_Control",-0.205135282871081,0.256499761786101,-0.714146019367019,0.303875453624857,7.27408833089255,-0.799748434238882,0.425789428923584,0.743705287547405,-5.70483918550069,18,45,34
"P48059","20260527","High_vs_Control",0.242993020977112,0.305572940455358,-0.361070574088501,0.847056616042725,9.08532541988169,0.795204642842422,0.427822577945215,0.745235716460972,-5.90876413736026,30,65,46
"P13473","20260527","High_vs_Control",0.200906236969566,0.252203437703019,-0.301083440927573,0.702895914866704,6.51949323233134,0.796603879785895,0.428065972978733,0.745235716460972,-5.63795040908133,18,37,23
"P10451","20260527","High_vs_Control",-0.103937093520571,0.130822046632086,-0.362530651710928,0.154656464669786,12.1994890740087,-0.794492183820332,0.428224707366695,0.745235716460972,-5.90932138906461,30,66,46
"Q9NP78","20260527","High_vs_Control",-0.193464780827846,0.24685736901911,-0.681643445630094,0.294713883974403,11.5676799753448,-0.783710778400415,0.434573594737784,0.754658559677106,-5.87511798426677,27,65,43
"O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879","20260527","High_vs_Control",-0.173753635436965,0.221795742536946,-0.612178159165633,0.264670888291703,12.6874523964008,-0.78339481835645,0.434691750553201,0.754658559677106,-5.91775172066359,30,66,46
"P37837","20260527","High_vs_Control",-0.237891066189892,0.305161179786699,-0.8414508021804,0.365668669800616,8.30927595073424,-0.779558744517153,0.437026340982133,0.756072714845133,-5.86952911202071,27,65,41
"P53621","20260527","High_vs_Control",-0.354456248927248,0.454232336735403,-1.25576299004309,0.54685049218859,6.96782816028824,-0.780341292904744,0.437053673246252,0.756072714845133,-5.75871351988336,21,44,33
"O00410","20260527","High_vs_Control",-0.196404813632225,0.252080827960514,-0.695728519918777,0.302918892654328,6.4270676295268,-0.779134276974802,0.437501032262797,0.756072714845133,-5.81777534227871,24,53,37
"P14543","20260527","High_vs_Control",-0.109546060498152,0.140731357872916,-0.387727173836524,0.168635052840219,12.1443477407031,-0.778405482288282,0.437615309150251,0.756072714845133,-5.92150632558986,30,66,46
"P14780","20260527","High_vs_Control",-0.177579916393039,0.228785341327679,-0.629819043352586,0.274659210566507,8.74766442239614,-0.77618572659644,0.438921524263788,0.756466846922518,-5.9231671054311,30,66,46
"P02743","20260527","High_vs_Control",0.0871342693026449,0.112277700786444,-0.134803018022118,0.309071556627407,9.77328735141481,0.776060328028783,0.438994223417328,0.756466846922518,-5.92326203992739,30,66,46
"Q8WVN8","20260527","High_vs_Control",-0.324931548463466,0.420030330425724,-1.15546431915965,0.505601222232718,12.59635833205,-0.77359067887819,0.440497000579001,0.756466846922518,-5.91671745264925,30,63,44
"P59998","20260527","High_vs_Control",0.228839209756885,0.296025961936024,-0.356351699272427,0.814030118786196,9.24423900657639,0.773037635821755,0.440785893818435,0.756466846922518,-5.92141050817744,30,66,45
"P15924","20260527","High_vs_Control",-0.281945568316894,0.364761991877512,-1.00297204400129,0.439080907367505,9.72691803778817,-0.772957639763005,0.440824100354225,0.756466846922518,-5.92557500488958,30,66,46
"P12273","20260527","High_vs_Control",-0.20137586879714,0.260763502764555,-0.717542667039496,0.314790929445217,8.32752760263058,-0.772254808139171,0.441445243545201,0.756466846922518,-5.82778762556984,24,60,38
"P05452","20260527","High_vs_Control",0.0805860562069434,0.104420102298749,-0.125819259221076,0.286991371634962,11.6397872533404,0.771748489351065,0.441536088475695,0.756466846922518,-5.92647642051116,30,66,46
"P43121","20260527","High_vs_Control",0.217995046686799,0.282643304633419,-0.342137765915551,0.77812785928915,7.63845542087153,0.771272636263341,0.442198999723904,0.75669852697384,-5.74817197351307,21,58,30
"P31944","20260527","High_vs_Control",-0.263683245625696,0.342894721149712,-0.942319749135973,0.41495325788458,8.85950041001921,-0.768991848989616,0.443349867272429,0.757690134583778,-5.87272417876811,28,58,38
"P62258","20260527","High_vs_Control",-0.145255802336917,0.189232495231751,-0.519308231013849,0.228796626340014,7.99536495786299,-0.767604962134141,0.443986738148963,0.757690134583778,-5.92954859957054,30,66,46
"P13224","20260527","High_vs_Control",0.201233366610385,0.262373899870409,-0.317402161618277,0.719868894839047,11.2956110587355,0.76697174036662,0.44436360054739,0.757690134583778,-5.93001485495386,30,66,46
"P01700","20260527","High_vs_Control",0.188711057665387,0.246920146164362,-0.299376974335906,0.67679908966668,11.4754813976296,0.764259460383487,0.445972769296544,0.758044959828554,-5.93201533584061,30,66,46
"P11413","20260527","High_vs_Control",0.248726903519643,0.325734578049345,-0.395523705512154,0.892977512551439,7.59647379348062,0.763587657807589,0.44645634453029,0.758044959828554,-5.90460473602677,28,61,44
"P61006","20260527","High_vs_Control",0.17481142582667,0.229311139454846,-0.278577513927397,0.628200365580737,8.15891839818825,0.76233289949306,0.44715303806737,0.758044959828554,-5.91969600985533,29,64,45
"P18085","20260527","High_vs_Control",0.207581686542716,0.272479811813191,-0.332149268516103,0.747312641601536,7.76662224608435,0.761824096843666,0.447724800190045,0.758044959828554,-5.80849885991235,23,56,35
"P60900","20260527","High_vs_Control",-0.19044155036527,0.250081435509461,-0.685308247571133,0.304425146840593,8.00043821244227,-0.761518142989325,0.447759629208786,0.758044959828554,-5.87818176851945,27,59,40
"P01266","20260527","High_vs_Control",-0.187170352244718,0.246009373986912,-0.673575662866153,0.299234958376717,7.70329833103328,-0.760826098661897,0.448049993317621,0.758044959828554,-5.92615657539885,30,64,44
"Q13442","20260527","High_vs_Control",-0.197899821947805,0.260072178606082,-0.713808589045497,0.318008945149888,7.97601295888772,-0.760941916234543,0.448463427354316,0.758044959828554,-5.72818805012039,19,51,30
"Q7Z304","20260527","High_vs_Control",-0.123866225089855,0.163124075952542,-0.446865729711076,0.199133279531367,7.03519622980634,-0.75933748201517,0.449151149221624,0.758044959828554,-5.85077083768796,28,57,33
"Q9NP55","20260527","High_vs_Control",-0.202530778248188,0.266785694477319,-0.731956645580277,0.326895089083901,7.5328488537821,-0.759151567871666,0.449583575432532,0.758044959828554,-5.74353833959255,21,48,28
"P02774","20260527","High_vs_Control",-0.0745310017620309,0.0985070800869342,-0.269248153820216,0.120186150296154,11.9947085585188,-0.756605532274999,0.450530178145719,0.758044959828554,-5.93762447216892,30,66,46
"P62993","20260527","High_vs_Control",0.266296165341618,0.351659316867686,-0.431065331266527,0.963657661949764,7.00922685719937,0.757256107170946,0.450610356318086,0.758044959828554,-5.74500511765749,21,54,28
"P11047","20260527","High_vs_Control",-0.0952564236195332,0.126007021733211,-0.344332209741419,0.153819362502352,9.31580154112137,-0.755961233820885,0.450915167875702,0.758044959828554,-5.93809393785014,30,66,46
"Q99460","20260527","High_vs_Control",0.242864596197493,0.324173470399974,-0.398874423008201,0.884603615403188,7.39640770362471,0.749180973686219,0.455191404637734,0.763737705221212,-5.87728139079398,27,56,38
"P67775","20260527","High_vs_Control",0.170676426267068,0.227949005996133,-0.280684414104836,0.622037266638973,8.57346101027743,0.748748280437616,0.455486031301786,0.763737705221212,-5.84555386113364,26,58,34
